code,name,industry,market,ticker,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources,candidate_score,snapshot_date,first_seen_date,appearance_count,consecutive_appearances,previous_yahoo_rank,yahoo_rank_change
5242,アイズ,情報・通信業,グロース,5242.T,(株)アイズ,1,2,値上がり率・出来高増加率,350,2026-07-17,2026-06-15,6,3,23.0,22.0
8918,ランド,不動産業,スタンダード,8918.T,(株)ランド,1,1,出来高,250,2026-07-17,2026-06-15,24,23,1.0,0.0
9432,ＮＴＴ,情報・通信業,プライム,9432.T,ＮＴＴ(株),2,1,出来高,249,2026-07-17,2026-06-15,24,23,3.0,1.0
150A,ＪＳＨ,サービス業,グロース,150A.T,(株)ＪＳＨ,3,2,値上がり率・出来高増加率,348,2026-07-17,2026-06-30,6,2,2.0,-1.0
4564,オンコセラピー・サイエンス,医薬品,グロース,4564.T,オンコセラピー・サイエンス(株),4,1,出来高,247,2026-07-17,2026-06-15,24,23,4.0,0.0
5216,倉元製作所,ガラス・土石製品,スタンダード,5216.T,(株)倉元製作所,4,3,値上がり率・出来高・出来高増加率,447,2026-07-17,2026-06-22,4,1,37.0,33.0
7501,ティムコ,卸売業,スタンダード,7501.T,(株)ティムコ,5,2,値上がり率・出来高増加率,346,2026-07-17,2026-06-22,3,1,102.0,97.0
9434,ソフトバンク,情報・通信業,プライム,9434.T,ソフトバンク(株),5,1,出来高,246,2026-07-17,2026-06-15,24,23,5.0,0.0
9439,エム・エイチ・グループ,サービス業,スタンダード,9439.T,(株)エム・エイチ・グループ,5,2,値上がり率・出来高増加率,346,2026-07-17,2026-07-14,2,1,89.0,84.0
278A,Ｔｅｒｒａ　Ｄｒｏｎｅ,精密機器,グロース,278A.T,Ｔｅｒｒａ　Ｄｒｏｎｅ(株),6,1,値上がり率,245,2026-07-17,2026-06-18,7,3,110.0,104.0
4597,ソレイジア・ファーマ,医薬品,グロース,4597.T,ソレイジア・ファーマ(株),6,1,出来高,245,2026-07-17,2026-06-15,24,23,7.0,1.0
7581,サイゼリヤ,小売業,プライム,7581.T,(株)サイゼリヤ,7,3,値上がり率・出来高・出来高増加率,444,2026-07-17,2026-07-13,3,2,7.0,0.0
9984,ソフトバンクグループ,情報・通信業,プライム,9984.T,ソフトバンクグループ(株),7,1,出来高,244,2026-07-17,2026-06-15,24,23,8.0,1.0
3697,ＳＨＩＦＴ,情報・通信業,プライム,3697.T,(株)ＳＨＩＦＴ,8,2,値上がり率・出来高,343,2026-07-17,2026-06-15,24,23,27.0,19.0
