signal_date,entry_date,planned_exit_date,code,ticker,name,industry,entry_price,latest_price,unrealized_return,market_value
2026-08-12,2026-08-13,,2492,2492.T,インフォマート,サービス業,590.0,599.0,0.015254237288135686,0.03705075338259127
2026-08-12,2026-08-13,,3097,3097.T,物語コーポレーション,小売業,5750.0,5690.0,-0.01043478260869568,0.03611325663952882
2026-08-12,2026-08-13,,5401,5401.T,日本製鉄,鉄鋼,688.0,693.5999755859375,0.00813949939816494,0.03679110768079425
2026-08-12,2026-08-13,,5108,5108.T,ブリヂストン,ゴム製品,4203.0,4074.0,-0.03069236259814423,0.0353739752135069
2026-08-12,2026-08-13,,6501,6501.T,日立製作所,電気機器,5677.0,5514.0,-0.028712348071164295,0.035446233990903415
2026-08-13,2026-08-14,,8388,8388.T,阿波銀行,銀行業,9420.0,9460.0,0.00424628450106157,0.036566467691153244
2026-08-13,2026-08-14,,7832,7832.T,バンダイナムコホールディングス,その他製品,5277.0,5342.0,0.01231760469964005,0.036860359412557914
2026-08-13,2026-08-14,,6287,6287.T,サトー,機械,2891.0,2783.0,-0.03735731580767898,0.035051603528841666
2026-08-13,2026-08-14,,6742,6742.T,京三製作所,電気機器,1062.0,1060.0,-0.0018832391713747842,0.036343280378648854
2026-08-13,2026-08-14,,8065,8065.T,佐藤商事,卸売業,3710.0,3890.0,0.04851752021563338,0.0381784654006679
2026-08-14,2026-08-17,,2492,2492.T,インフォマート,サービス業,605.0,599.0,-0.00991735537190086,0.03653076275743518
2026-08-14,2026-08-17,,3697,3697.T,ＳＨＩＦＴ,情報・通信業,941.0999755859375,879.5,-0.06545529400060268,0.03448159719424707
2026-08-14,2026-08-17,,6701,6701.T,日本電気,電気機器,4898.0,4650.0,-0.05063291139240511,0.035028493905847745
2026-08-14,2026-08-17,,6376,6376.T,日機装,精密機器,4245.0,3660.0,-0.13780918727915192,0.03181197872928721
2026-08-14,2026-08-17,,2820,2820.T,やまみ,食料品,5700.0,5890.0,0.03333333333333344,0.03812656958907605
2026-08-17,2026-08-18,,9107,9107.T,川崎汽船,海運業,3119.0,3141.0,0.00705354280218029,0.03620480536862101
2026-08-17,2026-08-18,,7033,7033.T,マネジメントソリューションズ,サービス業,1610.0,1643.0,0.02049689440993796,0.036688110285166456
2026-08-17,2026-08-18,,4025,4025.T,多木化学,化学,6310.0,6070.0,-0.03803486529318545,0.034583822004686474
2026-08-17,2026-08-18,,7747,7747.T,朝日インテック,精密機器,4243.0,4100.0,-0.0337025689370728,0.0347395733522621
2026-08-17,2026-08-18,,6135,6135.T,牧野フライス製作所,機械,16290.0,16170.0,-0.007366482504604033,0.03568638783921139
