rank,code,name,industry,market,ticker,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources,candidate_score,snapshot_date,first_seen_date,appearance_count,consecutive_appearances,previous_yahoo_rank,yahoo_rank_change,trade_date,close,return_1d,return_5d,return_20d,return_60d,return_120d,ma20,ma60,distance_ma20,distance_ma60,distance_high_120d,volatility_20d,latest_volume,avg_volume_20d,volume_ratio_20d,avg_turnover_20d,history_days,score_return_20d,score_return_60d,score_return_120d,score_distance_ma20,score_distance_ma60,score_avg_turnover_20d,score_volume_ratio_20d,score_distance_high_120d,score_volatility_20d,score,momentum_score,trend_score,liquidity_score,evaluation_version,rule_price_floor,rule_liquidity_floor,rule_momentum_20_positive,rule_momentum_60_positive,rule_above_ma20,rule_above_ma60,rule_trend_alignment,rule_volume_expansion,rule_near_120d_high,rule_overheat_control,rule_volatility_control,rule_daily_base
1,3778,さくらインターネット,情報・通信業,プライム,3778.T,さくらインターネット(株),9,2,値上がり率・出来高,342,2026-08-18,2026-06-19,8,1,145.0,136.0,2026-08-18,4300.0,0.13157894736842102,0.29713423831070895,0.545095220984549,0.4761414349467903,0.46637693466876473,3299.3,3037.2166666666667,0.30330676204043283,0.41576992092540865,0.0,0.7526561615908003,5024600.0,1434095.0,3.503673048159292,5637088665.0,287,19.46666666666667,16.86,8.762541806020067,9.533333333333335,9.6,6.5,7.12,6.416666666666666,1.75,86.01,45.09,19.13,13.62,v7,True,True,True,True,True,True,True,True,True,False,True,False
2,6570,共和コーポレーション,サービス業,スタンダード,6570.T,(株)共和コーポレーション,25,1,値上がり率,226,2026-08-18,2026-06-17,9,1,67.0,42.0,2026-08-18,3250.0,0.07084019769357486,0.24903920061491158,0.6848107827890098,0.9208037825059101,1.5198522123335145,2364.25,1976.5333333333333,0.3746431214973036,0.644293038316244,0.0,0.9785867562207425,68400.0,29950.0,2.283806343906511,93952420.0,286,19.833333333333336,17.85,9.91638795986622,9.766666666666667,9.916666666666668,3.2,6.48,6.416666666666666,0.84,84.22,47.6,19.68,9.68,v7,True,True,True,True,True,True,True,True,True,False,False,False
3,5027,ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ,情報・通信業,グロース,5027.T,ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ(株),29,1,値上がり率,222,2026-08-18,2026-06-18,10,3,13.0,-16.0,2026-08-18,771.0,0.06639004149377592,0.35978835978835977,0.44112149532710276,0.5297619047619047,0.5297619047619047,581.3,516.65,0.3263375193531741,0.49230620342591713,0.0,0.7561435178655993,1449500.0,310300.0,4.671285852400902,243478870.0,285,19.06666666666667,17.22,9.03010033444816,9.6,9.733333333333334,4.066666666666666,7.28,6.416666666666666,1.7033333333333334,84.12,45.32,19.33,11.35,v7,True,True,True,True,True,True,True,True,True,False,True,False
4,6998,日本タングステン,電気機器,スタンダード,6998.T,日本タングステン(株),18,1,値上がり率,233,2026-08-18,2026-06-18,5,1,6.0,-12.0,2026-08-18,3460.0,0.08463949843260199,0.054878048780487854,0.7196819085487078,0.7918177110305542,0.6594065522400974,2427.15,2190.133333333333,0.42554024267144586,0.5798124923901133,0.0,1.1114289056086373,231600.0,122145.0,1.8961070858405993,402536605.0,273,19.833333333333336,17.85,9.331103678929766,9.916666666666668,9.916666666666668,4.366666666666666,5.973333333333334,6.416666666666666,0.49000000000000005,84.09,47.01,19.83,10.34,v7,True,True,True,True,True,True,True,True,True,False,False,False
5,6027,弁護士ドットコム,サービス業,プライム,6027.T,弁護士ドットコム(株),13,1,値上がり率,238,2026-08-18,2026-06-19,8,1,11.0,-2.0,2026-08-18,3740.0,0.11309523809523814,0.5416323165704864,0.5648535564853556,0.4678178963893249,0.6176470588235294,2565.7,2378.6666666666665,0.45769185797248335,0.5723094170403589,-0.002666666666666706,1.1229525891922674,586500.0,197560.0,2.9687183640413037,694930670.0,287,19.533333333333335,16.8,9.230769230769232,9.916666666666668,9.916666666666668,5.066666666666667,6.88,5.786666666666667,0.42,83.55,45.56,19.83,11.95,v7,True,True,True,True,True,True,True,True,True,False,False,False
6,150A,ＪＳＨ,サービス業,グロース,150A.T,(株)ＪＳＨ,7,1,値上がり率,244,2026-08-18,2026-06-30,11,3,5.0,-2.0,2026-08-18,764.0,0.1506024096385543,0.5528455284552845,0.4095940959409594,1.0482573726541555,0.9099999999999999,541.8,420.9,0.41011443337024733,0.8151579947731054,0.0,1.61702774220795,1806900.0,887175.0,2.036689491926621,577997235.0,277,18.86666666666667,17.85,9.56521739130435,9.8,9.916666666666668,4.8,6.24,6.416666666666666,0.08166666666666668,83.54,46.28,19.72,11.04,v7,True,True,True,True,True,True,True,True,True,False,False,False
7,5985,サンコール,金属製品,スタンダード,5985.T,サンコール(株),132,1,値上がり率,119,2026-08-18,2026-06-15,16,3,31.0,-101.0,2026-08-18,2434.0,0.03223070398642913,0.3908571428571428,0.9788617886178861,0.3213897937024972,1.164031755251698,1532.75,1602.3666666666666,0.5879954330451802,0.5190031411869944,0.0,1.0859869220747664,2106900.0,1258380.0,1.674295522815048,2218843830.0,287,19.833333333333336,16.02,9.732441471571907,9.916666666666668,9.8,5.733333333333333,5.466666666666666,6.416666666666666,0.56,83.48,45.59,19.72,11.2,v7,True,True,True,True,True,True,True,True,True,False,False,False
8,6276,シリウスビジョン,電気機器,スタンダード,6276.T,シリウスビジョン(株),14,1,値上がり率,237,2026-08-18,2026-06-24,6,2,58.0,44.0,2026-08-18,425.0,0.11256544502617793,0.3076923076923077,0.328125,0.37540453074433655,0.5070921985815602,323.85,309.9,0.31233595800524916,0.3714101323007424,0.0,0.6011657920889263,1590400.0,94705.0,16.793199936645372,68071710.0,280,18.466666666666665,16.62,8.963210702341136,9.566666666666668,9.5,2.8000000000000007,7.786666666666667,6.416666666666666,2.38,82.5,44.05,19.07,10.59,v7,True,True,True,True,True,True,True,True,True,False,True,False
9,9344,アクシスコンサルティング,サービス業,グロース,9344.T,アクシスコンサルティング(株),4,2,値上がり率・出来高増加率,347,2026-08-18,2026-06-18,8,2,18.0,14.0,2026-08-18,1369.0,0.2019315188762072,0.45329087048832273,0.4704618689581095,0.4816017316017316,0.4978118161925602,966.2,948.8333333333334,0.4168909128544813,0.4428245213419988,0.0,0.8484363241859824,210100.0,2575.0,81.59223300970874,16837600.0,278,19.26666666666667,16.92,8.896321070234114,9.916666666666668,9.7,1.9666666666666663,7.933333333333334,6.416666666666666,1.26,82.28,45.08,19.62,9.9,v7,True,False,True,True,True,True,True,True,True,False,False,False
10,9104,商船三井,海運業,プライム,9104.T,(株)商船三井,86,2,値上がり率・出来高,265,2026-08-18,2026-06-17,5,2,145.0,59.0,2026-08-18,6881.0,0.03801478352692711,0.09587513935340031,0.22677839187020865,0.21787610619469033,0.29188684688602695,6070.1,5657.25,0.13358923246733978,0.21631534756286186,-0.0037642970899087747,0.273579505236239,5085300.0,2733825.0,1.8601410112205425,17530992745.0,287,16.66666666666667,14.04,7.892976588628763,8.133333333333333,8.6,7.866666666666665,5.866666666666666,5.763333333333334,5.88,80.71,38.6,16.73,13.73,v7,True,True,True,True,True,True,True,True,True,True,True,True
