signal_date,entry_date,planned_exit_date,code,ticker,name,industry,entry_price,latest_price,unrealized_return,market_value
2026-08-24,2026-08-25,,9107,9107.T,川崎汽船,海運業,3511.0,3382.0,-0.03674166904015952,0.034081404579882214
2026-08-24,2026-08-25,,7358,7358.T,ポピンズ,サービス業,1893.0,1849.0,-0.02324352879028002,0.0345589873467748
2026-08-24,2026-08-25,,4689,4689.T,ＬＩＮＥヤフー,情報・通信業,540.5999755859375,554.0,0.02478731968039516,0.036258384825551805
2026-08-24,2026-08-25,,1515,1515.T,日鉄鉱業,鉱業,3825.0,3985.0,0.0418300653594772,0.03686138060765115
2026-08-24,2026-08-25,,6276,6276.T,シリウスビジョン,電気機器,382.0,358.0,-0.06282722513089001,0.03315846172826574
2026-08-25,2026-08-26,,9107,9107.T,川崎汽船,海運業,3351.0,3382.0,0.009250969859743385,0.03558579804085474
2026-08-25,2026-08-26,,4689,4689.T,ＬＩＮＥヤフー,情報・通信業,550.2999877929688,554.0,0.0067236276378461746,0.035496684933635184
2026-08-25,2026-08-26,,7504,7504.T,高速,卸売業,4970.0,4775.0,-0.039235412474849074,0.033876186991652325
2026-08-25,2026-08-26,,6058,6058.T,ベクトル,サービス業,2046.0,2047.0,0.0004887585532746819,0.03527684586616758
2026-08-25,2026-08-26,,6460,6460.T,セガサミーホールディングス,機械,2994.5,3111.0,0.03890465854065783,0.036631375610834245
2026-08-26,2026-08-27,,4689,4689.T,ＬＩＮＥヤフー,情報・通信業,551.4000244140625,554.0,0.004715225735980599,0.0350618186571015
2026-08-26,2026-08-27,,9104,9104.T,商船三井,海運業,7022.0,7096.0,0.010538308174309341,0.03526502833806207
2026-08-26,2026-08-27,,2489,2489.T,アドウェイズ,サービス業,412.0,419.0,0.016990291262136026,0.035490184934886156
2026-08-26,2026-08-27,,1515,1515.T,日鉄鉱業,鉱業,3910.0,3985.0,0.019181585677749302,0.035566655128087696
2026-08-26,2026-08-27,,8388,8388.T,阿波銀行,銀行業,9690.0,10200.0,0.05263157894736836,0.036733968579759066
2026-08-27,2026-08-28,,5713,5713.T,住友金属鉱山,非鉄金属,11360.0,11525.0,0.014524647887323994,0.035390028862335283
2026-08-27,2026-08-28,,4689,4689.T,ＬＩＮＥヤフー,情報・通信業,550.0,554.0,0.0072727272727273196,0.0351370575024059
2026-08-27,2026-08-28,,6986,6986.T,双葉電子工業,電気機器,783.0,784.0,0.0012771392081736277,0.03492791124352192
2026-08-27,2026-08-28,,9104,9104.T,商船三井,海運業,7002.0,7096.0,0.013424735789774322,0.03535166023229818
2026-08-27,2026-08-28,,4286,4286.T,ＣＬホールディングス,サービス業,1380.0,1386.0,0.004347826086956497,0.03503502712039452
