evaluation_version,universe_source,universe_label,horizon,sample_count,valid_count,avg_open_buy_return,median_open_buy_return,win_rate,avg_excess_return,avg_net_return,cost_bps_one_way
v4,jpx_liquidity,JPX流動性,1d,100,100,-0.003237742293321324,-0.0035159520906045127,0.45,,-0.005230270046476974,10
v4,jpx_liquidity,JPX流動性,3d,100,100,0.03629324122645114,0.02634369309948137,0.78,,0.03422169103723946,10
v4,jpx_liquidity,JPX流動性,5d,100,100,0.05292986357686018,0.041385482221648284,0.8,,0.050825056779570055,10
v4,jpx_liquidity,JPX流動性,10d,100,100,0.010583817175516564,-0.0010237274557547416,0.5,,0.008563660124982702,10
v4,yahoo,Yahooランキング,1d,100,100,-0.006279601058521652,-0.005865601046527724,0.37,,-0.008266048136005661,10
v4,yahoo,Yahooランキング,3d,100,100,0.03269663923701476,0.01859026404357933,0.67,,0.030632278655179958,10
v4,yahoo,Yahooランキング,5d,100,100,0.058593379342656224,0.04071834992887624,0.7,,0.056477251177350266,10
v4,yahoo,Yahooランキング,10d,100,100,0.005325580647165846,-0.0070504977543554,0.47,,0.0033159348114521637,10
v5,jpx_liquidity,JPX流動性,1d,100,100,0.011343672810443598,0.011026180458158064,0.67,,0.009321996808495521,10
v5,jpx_liquidity,JPX流動性,3d,100,100,0.03887108110824339,0.032597456476004094,0.74,,0.036794377817108016,10
v5,jpx_liquidity,JPX流動性,5d,100,100,-0.017576970160311674,-0.025129577478021192,0.31,,-0.019540833796961216,10
v5,jpx_liquidity,JPX流動性,10d,100,100,0.01246881940743416,0.006196273379935779,0.54,,0.010444894237438693,10
v5,yahoo,Yahooランキング,1d,100,100,0.007677485641730712,0.002439941035289772,0.53,,0.005663138347932889,10
v5,yahoo,Yahooランキング,3d,100,100,0.0283527406055044,0.01614404224131394,0.66,,0.02629706347703402,10
v5,yahoo,Yahooランキング,5d,100,100,-0.023700311168243293,-0.027664381188891363,0.31,,-0.02565193424621798,10
v5,yahoo,Yahooランキング,10d,100,100,-0.005242711892910319,-0.01251154383063844,0.39,,-0.007231231711836397,10
v7,jpx_liquidity,JPX流動性,1d,2800,2700,-0.0043457569401148715,-0.0016297791619353519,0.4533333333333333,,-0.00633606977199158,10
v7,jpx_liquidity,JPX流動性,3d,2800,2500,-0.011196500182860433,-0.007598148091722989,0.414,,-0.013173118378994894,10
v7,jpx_liquidity,JPX流動性,5d,2800,2300,-0.019037409903094517,-0.011099319572618283,0.401304347826087,,-0.02099835412069823,10
v7,jpx_liquidity,JPX流動性,10d,2800,1800,-0.047869839972131054,-0.03564435847340525,0.32055555555555554,,-0.04977314816202677,10
v7,yahoo,Yahooランキング,1d,2800,2700,-0.004124558258039724,-0.002083333333333326,0.44,,-0.006115313266081901,10
v7,yahoo,Yahooランキング,3d,2800,2499,-0.010117289120029916,-0.0067200457535030456,0.42817126850740295,,-0.012096064659078977,10
v7,yahoo,Yahooランキング,5d,2800,2299,-0.016260177020822934,-0.00863991081382387,0.42714223575467597,,-0.018226672926958315,10
v7,yahoo,Yahooランキング,10d,2800,1799,-0.035364809786117835,-0.018248175182481785,0.4180100055586437,,-0.03729311553135539,10
