liquidity_rank,code,name,industry,market,ticker,trade_date,close,return_1d,return_5d,return_20d,return_60d,return_120d,ma20,ma60,distance_ma20,distance_ma60,distance_high_120d,volatility_20d,latest_volume,avg_volume_20d,volume_ratio_20d,avg_turnover_20d,history_days,in_yahoo_pool,universe_source,universe_label
1,285A,キオクシアホールディングス,電気機器,プライム,285A.T,2026-07-28,44550.0,-0.1833180568285976,-0.27038978054372753,-0.4963256076879593,0.22659691629955958,1.3148869836321122,69196.5,69764.0,-0.3561813097483254,-0.3614184966458345,-0.5901563937442502,1.4916941982093366,39856200.0,44593940.0,0.8937582101962733,3046477841150.0,273,True,jpx_liquidity,JPX流動性
2,6976,太陽誘電,電気機器,プライム,6976.T,2026-07-28,10275.0,-0.1100043308791685,-0.12515964240102173,-0.4478774852229984,0.5601275432736106,2.2171962958028164,14623.5,13664.683333333332,-0.29736383218791673,-0.24806160894080964,-0.5464577355992055,1.282286286836566,20130600.0,24078675.0,0.8360343748150594,351646048500.0,273,True,jpx_liquidity,JPX流動性
3,9984,ソフトバンクグループ,情報・通信業,プライム,9984.T,2026-07-28,5095.0,-0.044269367848433716,-0.11406711876195441,-0.13556158805564977,-0.03283978739559601,0.19627457396040104,5897.4,6410.433333333333,-0.1360599586258351,-0.2052019364265546,-0.4097544022242817,0.7204245411422725,59274300.0,51047465.0,1.1611605003304277,301060253915.0,273,True,jpx_liquidity,JPX流動性
4,8035,東京エレクトロン,電気機器,プライム,8035.T,2026-07-28,55920.0,-0.10955414012738851,-0.1599819738621,-0.2514056224899598,0.23853820598006648,0.36566455746014515,69387.5,62551.5,-0.19409115474689242,-0.10601664228675567,-0.2903553299492386,0.6739029083028999,4363800.0,4185520.0,1.0425944685487107,291996219600.0,273,True,jpx_liquidity,JPX流動性
5,6981,村田製作所,電気機器,プライム,6981.T,2026-07-28,7153.0,-0.11713157245124661,-0.10598675165604299,-0.33398510242085666,0.4778925619834711,1.303183779263044,9239.2,8823.966666666667,-0.22579877045631658,-0.1893668380433592,-0.4160816326530612,0.9209409001749985,31110900.0,29604010.0,1.0509015501616166,274565483410.0,273,True,jpx_liquidity,JPX流動性
6,6857,アドバンテスト,電気機器,プライム,6857.T,2026-07-28,25510.0,-0.1011275546159267,-0.13904826189672626,-0.20156494522691704,-0.14252100840336135,-0.048967909205630766,29380.0,28649.833333333332,-0.13172226004084409,-0.10959342404551509,-0.2894150417827298,0.8057073211520374,10348000.0,8433250.0,1.2270476980997835,250860026625.0,273,True,jpx_liquidity,JPX流動性
7,5803,フジクラ,非鉄金属,プライム,5803.T,2026-07-28,4073.0,-0.058265895953757196,-0.12821061643835618,-0.3079014443500425,-0.35153637955739536,0.26109527845035396,4972.7,5245.716666666666,-0.18092786614917444,-0.2235569972962067,-0.4814767663908338,0.7329500966816523,39640100.0,39284910.0,1.0090413851018114,191540480280.0,273,True,jpx_liquidity,JPX流動性
8,4062,イビデン,電気機器,プライム,4062.T,2026-07-28,14855.0,-0.11047904191616764,-0.14699971289118574,-0.37320675105485235,0.1827229299363058,0.8023490994486855,19416.75,19683.916666666668,-0.23493890584160582,-0.2453229582527191,-0.43784295175023646,1.0354434435576094,7885000.0,8646680.0,0.9119106986727854,165381587075.0,273,True,jpx_liquidity,JPX流動性
9,6920,レーザーテック,電気機器,プライム,6920.T,2026-07-28,37440.0,-0.14049586776859502,-0.12256854933208339,-0.23902439024390243,-0.15542521994134895,-0.0005339028296850179,44957.5,44226.200846354164,-0.16721347939720843,-0.1534429979624531,-0.3461802428780938,0.85572759102291,3252000.0,3302540.0,0.9846966274443307,150014942250.0,273,False,jpx_liquidity,JPX流動性
10,8306,三菱ＵＦＪフィナンシャル・グループ,銀行業,プライム,8306.T,2026-07-28,3661.0,-0.03632534877599369,0.02262569832402228,0.1401432575521644,0.273391304347826,0.3438093807678093,3518.1,3231.125,0.04061851567607522,0.13304189717203752,-0.03632534877599369,0.3128022113548453,58207600.0,39876580.0,1.4596938854836599,146528172090.0,273,True,jpx_liquidity,JPX流動性
11,6146,ディスコ,機械,プライム,6146.T,2026-07-28,54900.0,-0.12370311252992816,-0.17863554757630162,-0.30986800754242616,-0.2817896389324961,-0.180100447962537,70807.5,72293.16666666667,-0.22465840482999677,-0.24059212604234148,-0.37952079566003616,0.8624052930721169,2110800.0,1701810.0,1.2403264759285701,121324330150.0,273,False,jpx_liquidity,JPX流動性
12,3436,ＳＵＭＣＯ,金属製品,プライム,3436.T,2026-07-28,3140.0,-0.165337586390218,-0.19487179487179485,-0.182078666319354,0.33759318423855156,1.0,4423.05,3887.034041341146,-0.29008263528560607,-0.1921861330248078,-0.40832862257395897,1.3700919437766867,18184200.0,22048865.0,0.8247227238227455,101341437585.0,273,True,jpx_liquidity,JPX流動性
13,9983,ファーストリテイリング,小売業,プライム,9983.T,2026-07-28,79950.0,0.03334625823962778,-0.01100940128649186,-0.052500592557478076,0.09266092660926617,0.38356442651115263,81456.5,79132.33333333333,-0.018494533892322917,0.0103329022691947,-0.09044368600682595,0.30919657454435595,1589300.0,1185715.0,1.340372686522478,98589473550.0,273,True,jpx_liquidity,JPX流動性
