rank,code,ticker,name,market,industry,liquidity_rank,in_yahoo_pool,universe_source,universe_label,best_yahoo_rank,ranking_hits,ranking_sources,trade_date,close,return_1d,return_5d,return_20d,return_60d,return_120d,ma20,ma60,distance_ma20,distance_ma60,distance_high_120d,volatility_20d,latest_volume,avg_volume_20d,volume_ratio_20d,avg_turnover_20d,history_days,score_return_20d,score_return_60d,score_return_120d,score_distance_ma20,score_distance_ma60,score_avg_turnover_20d,score_volume_ratio_20d,score_distance_high_120d,score_volatility_20d,score,momentum_score,trend_score,liquidity_score,evaluation_version,rule_price_floor,rule_liquidity_floor,rule_momentum_20_positive,rule_momentum_60_positive,rule_above_ma20,rule_above_ma60,rule_trend_alignment,rule_volume_expansion,rule_near_120d_high,rule_overheat_control,rule_volatility_control,rule_daily_base
1,6525,6525.T,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,プライム,電気機器,23,True,jpx_liquidity,JPX流動性,12.0,2.0,値上がり率・出来高,2026-07-03,12000.0,0.15052732502396937,0.20240480961923857,0.4958863126402393,1.4043277900220397,1.0720209387428459,9622.1,7852.283333333334,0.24712900510283609,0.5282179068933239,0.0,1.115265579581149,14224700.0,6928270.0,2.053138806657362,72175396440.0,257,19.816666666666666,17.835,9.366666666666667,9.908333333333333,9.908333333333333,9.633333333333335,7.926666666666666,6.644166666666667,0.28,91.32,47.02,19.82,17.56,v7,True,True,True,True,True,True,True,True,True,False,False,False
2,3436,3436.T,ＳＵＭＣＯ,プライム,金属製品,27,True,jpx_liquidity,JPX流動性,21.0,2.0,値上がり率・出来高,2026-07-03,5094.0,0.11295608477168462,0.33771008403361336,0.2605790645879733,1.9175257731958761,2.315327041978523,4000.8521240234377,3292.142374674479,0.2732287627959724,0.5473206867317473,0.0,1.2338837163138823,24518300.0,14498255.0,1.6911207590154815,61548594380.0,257,19.433333333333334,17.835,9.908333333333333,9.908333333333333,9.908333333333333,9.566666666666668,7.773333333333333,6.644166666666667,0.18666666666666668,91.16,47.18,19.82,17.34,v7,True,True,True,True,True,True,True,True,True,False,False,False
3,6324,6324.T,ハーモニック・ドライブ・システムズ,プライム,機械,91,True,jpx_liquidity,JPX流動性,41.0,2.0,値上がり率・出来高,2026-07-03,8840.0,0.08733087330873301,0.24507042253521116,0.24682651622002827,1.3080939947780679,1.2664450503825684,7482.0,6369.166666666667,0.18150227211975412,0.3879366740808583,0.0,1.0358561315504538,4155900.0,1788110.0,2.324185872233811,14599234800.0,257,19.333333333333336,17.610000000000003,9.533333333333335,9.908333333333333,9.908333333333333,8.5,7.926666666666666,6.644166666666667,0.33833333333333326,89.7,46.48,19.82,16.43,v7,True,True,True,True,True,True,True,True,True,False,False,False
4,7735,7735.T,ＳＣＲＥＥＮホールディングス,プライム,電気機器,29,True,jpx_liquidity,JPX流動性,131.0,1.0,出来高,2026-07-03,18940.0,0.04901689282747168,0.14544904747505294,0.49960411718131437,1.092817679558011,1.3783783518635224,15847.75,12611.4,0.19512233597829343,0.5018158174350191,-0.028219599794766514,0.8130952927754095,4140700.0,3352175.0,1.2352278744397294,55571224475.0,257,19.816666666666666,17.49,9.6,9.908333333333333,9.908333333333333,9.533333333333335,7.066666666666666,5.448333333333332,0.595,89.37,46.91,19.82,16.6,v7,True,True,True,True,True,True,True,True,True,False,False,False
5,6963,6963.T,ローム,プライム,電気機器,47,True,jpx_liquidity,JPX流動性,14.0,2.0,値上がり率・出来高,2026-07-03,5950.0,0.14181539052005365,0.11381505054286789,0.12903225806451624,0.6477430074771531,1.5896396774043757,5270.25,4548.366666666667,0.12897870120013288,0.3081619042733288,0.0,0.9425883633352934,10113300.0,5394345.0,1.8747966620599905,30227926810.0,257,17.333333333333336,16.89,9.666666666666668,9.633333333333335,9.666666666666668,9.233333333333333,7.826666666666667,6.644166666666667,0.46666666666666673,87.36,43.89,19.3,17.06,v7,True,True,True,True,True,True,True,True,True,True,False,False
6,6976,6976.T,太陽誘電,プライム,電気機器,2,True,jpx_liquidity,JPX流動性,19.0,1.0,出来高,2026-07-03,20560.0,0.007843137254901933,0.2252681764004767,0.29716088328075707,3.5196746537700596,4.750142244970796,18491.75,11727.333333333334,0.11184717509159481,0.7531692342675231,-0.0924740675347605,1.5710424394204496,25081600.0,26415790.0,0.9494927087170212,498496456775.0,257,19.816666666666666,17.835,9.908333333333333,9.5,9.908333333333333,9.908333333333333,5.453333333333332,3.7683333333333335,0.07583333333333334,86.17,47.56,19.41,15.36,v7,True,True,True,True,True,True,True,False,False,True,False,False
7,6752,6752.T,パナソニック　ホールディングス,プライム,電気機器,25,True,jpx_liquidity,JPX流動性,34.0,1.0,出来高,2026-07-03,4522.0,-0.005498130635583909,-0.003964757709251088,0.20458177943526912,0.6263262003236827,1.1654756155147754,4239.75,3588.016666666667,0.0665723214812195,0.26030629735090405,-0.05199161425576515,0.6191091098295655,16061700.0,14863245.0,1.0806321230659925,64566185995.0,257,19.033333333333335,16.8,9.466666666666667,8.166666666666668,9.5,9.6,6.48,4.9,1.33,85.28,45.3,17.67,16.08,v7,True,True,True,True,True,True,True,False,False,True,True,True
8,6101,6101.T,ツガミ,プライム,機械,302,False,jpx_liquidity,JPX流動性,,,,2026-07-03,8120.0,0.03969270166453276,0.10176390773405708,0.23780487804878048,1.3299856527977045,1.8656468688048125,7376.5,5968.083333333333,0.1007930590388395,0.3605708141921611,-0.007334963325183352,0.6120910020927226,487000.0,470415.0,1.0352561036531573,3482514350.0,257,19.26666666666667,17.835,9.908333333333333,9.333333333333332,9.908333333333333,4.983333333333333,6.1866666666666665,6.066666666666667,1.365,84.85,47.01,19.24,11.17,v7,True,True,True,True,True,True,True,False,True,True,True,True
9,6590,6590.T,芝浦メカトロニクス,プライム,電気機器,116,True,jpx_liquidity,JPX流動性,26.0,2.0,値上がり率・出来高,2026-07-03,5980.0,0.1074074074074074,0.3699885452462772,0.1748526522593321,0.4656862745098038,0.45110685192241706,4783.5,4910.333333333333,0.2501306574683808,0.21783992940058394,0.0,1.0657249519752752,4049500.0,2248550.0,1.800938382513175,11550058450.0,257,18.666666666666664,15.78,7.783333333333332,9.908333333333333,9.3,8.083333333333332,7.8,6.644166666666667,0.315,84.28,42.23,19.21,15.88,v7,True,True,True,True,True,True,True,True,True,False,False,False
10,7966,7966.T,リンテック,プライム,その他製品,381,False,jpx_liquidity,JPX流動性,,,,2026-07-03,7310.0,0.04131054131054124,0.08456973293768555,0.2690972222222223,0.5839653304442036,0.6472570600951613,6377.0,5633.916666666667,0.14630704092833624,0.29749877971216,0.0,0.36996164794616665,382500.0,346410.0,1.1041829046505587,2279104300.0,257,19.56666666666667,16.56,8.566666666666668,9.8,9.633333333333335,3.666666666666666,6.68,6.644166666666667,2.9516666666666667,84.07,44.69,19.43,10.35,v7,True,True,True,True,True,True,True,False,True,True,True,True
