liquidity_rank,code,name,industry,market,ticker,trade_date,close,return_1d,return_5d,return_20d,return_60d,return_120d,ma20,ma60,distance_ma20,distance_ma60,distance_high_120d,volatility_20d,latest_volume,avg_volume_20d,volume_ratio_20d,avg_turnover_20d,history_days,in_yahoo_pool,universe_source,universe_label
1,285A,キオクシアホールディングス,電気機器,プライム,285A.T,2026-07-22,64270.0,0.052571241401899726,-0.06989869753979738,-0.3036081915700509,0.8468390804597701,2.707528122295933,77196.0,68510.0,-0.16744390901082962,-0.06188877536126114,-0.4087396504139834,1.4833643424129994,50463800.0,43548460.0,1.158796430459309,3348671358400.0,269,True,jpx_liquidity,JPX流動性
2,6976,太陽誘電,電気機器,プライム,6976.T,2026-07-22,12535.0,0.06726266496381439,0.05735976381273722,-0.2595983461311282,1.0011174968071521,2.5390264137188887,15910.75,13338.933333333332,-0.21216787392171954,-0.060269686731572625,-0.4467005076142132,1.423824340242136,30557400.0,23693130.0,1.2897156264284204,376815204125.0,269,True,jpx_liquidity,JPX流動性
3,9984,ソフトバンクグループ,情報・通信業,プライム,9984.T,2026-07-22,5703.0,-0.008346374543557689,-0.13249163370854888,-0.12436665131275915,0.014768683274021255,0.3362096027984136,6096.95,6428.233333333334,-0.06461427435028988,-0.1128200075707686,-0.33931881371640404,0.8479851556822118,41519000.0,55061280.0,0.7540507594447495,334445668080.0,269,True,jpx_liquidity,JPX流動性
4,8035,東京エレクトロン,電気機器,プライム,8035.T,2026-07-22,65960.0,-0.009163286765810463,-0.07268381836074789,-0.0959429824561403,0.4496703296703297,0.5958004693719803,71664.0,61489.0,-0.07959365929895068,0.07271219242466143,-0.1629441624365482,0.6570103177195911,4060500.0,4451835.0,0.9120957986987388,316902013900.0,269,True,jpx_liquidity,JPX流動性
5,6981,村田製作所,電気機器,プライム,6981.T,2026-07-22,8317.0,0.03949506311711026,-0.0860439560439561,-0.24425261244888685,0.6935451028303807,1.5196464995434282,9852.25,8613.983333333334,-0.1558273490826968,-0.03447688738659427,-0.3210612244897959,0.9291702062066868,31932300.0,29125175.0,1.0963813951332482,282300906590.0,269,True,jpx_liquidity,JPX流動性
6,6857,アドバンテスト,電気機器,プライム,6857.T,2026-07-22,29585.0,-0.0015187310158623069,-0.006381192275398795,-0.05870187718740061,0.060394265232974975,0.25904248563542276,30272.75,28732.416666666668,-0.022718451412574003,0.02967322043336651,-0.1759052924791087,0.937681009765322,9245200.0,8857300.0,1.0437943842931818,267062592700.0,269,True,jpx_liquidity,JPX流動性
7,5803,フジクラ,非鉄金属,プライム,5803.T,2026-07-22,4751.0,0.01690924657534243,-0.010208333333333375,-0.2676121473716664,-0.2061821219715957,0.599595319176464,5325.05,5359.716666666666,-0.10780180467789036,-0.11357254581243403,-0.39516231699554427,0.7248891309996454,38205300.0,49695745.0,0.7687841282991129,237976149230.0,269,True,jpx_liquidity,JPX流動性
8,4062,イビデン,電気機器,プライム,4062.T,2026-07-22,18250.0,0.04794717197817966,0.015016685205784253,-0.2515890916547058,0.6294642857142858,1.2070456341642348,21009.5,19382.333333333332,-0.13134534377305507,-0.058420898756599615,-0.3093661305581835,1.0541416692733234,10290600.0,8935620.0,1.1516380508571313,188140833800.0,269,True,jpx_liquidity,JPX流動性
9,6920,レーザーテック,電気機器,プライム,6920.T,2026-07-22,42990.0,0.007499414108272706,-0.04678492239467846,-0.16999904446236525,-0.040401785714285765,0.17813099479309402,46611.703515625,44380.5341796875,-0.07769944547104879,-0.031332073968679985,-0.2492598461893496,0.7318935536901052,3179700.0,3424330.0,0.9285612075938943,157673696900.0,269,False,jpx_liquidity,JPX流動性
10,8306,三菱ＵＦＪフィナンシャル・グループ,銀行業,プライム,8306.T,2026-07-22,3668.0,0.024581005586592264,0.018888888888888955,0.12274257728803173,0.3128131710808877,0.3183638072204198,3414.6,3167.9,0.07421074210742118,0.15786483159190623,-0.0078441979983771,0.28764178555525133,40200900.0,36205430.0,1.1103555461155965,126290615675.0,269,True,jpx_liquidity,JPX流動性
