evaluation_version,universe_source,universe_label,horizon,sample_count,valid_count,avg_open_buy_return,median_open_buy_return,win_rate,avg_excess_return,avg_net_return,cost_bps_one_way
v4,jpx_liquidity,JPX流動性,1d,100,100,-0.003237742293321324,-0.0035159520906045127,0.45,,-0.005230270046476974,10
v4,jpx_liquidity,JPX流動性,3d,100,100,0.03629324122645114,0.02634369309948137,0.78,,0.03422169103723946,10
v4,jpx_liquidity,JPX流動性,5d,100,100,0.05292986357686018,0.041385482221648284,0.8,,0.050825056779570055,10
v4,jpx_liquidity,JPX流動性,10d,100,100,0.010583817175516564,-0.0010237274557547416,0.5,,0.008563660124982702,10
v4,yahoo,Yahooランキング,1d,100,100,-0.006279601058521652,-0.005865601046527724,0.37,,-0.008266048136005663,10
v4,yahoo,Yahooランキング,3d,100,100,0.03269663923701476,0.01859026404357933,0.67,,0.030632278655179965,10
v4,yahoo,Yahooランキング,5d,100,100,0.058593379342656224,0.04071834992887624,0.7,,0.056477251177350266,10
v4,yahoo,Yahooランキング,10d,100,100,0.005325580647165849,-0.0070504977543554,0.47,,0.0033159348114521637,10
v5,jpx_liquidity,JPX流動性,1d,100,100,0.011343672810443598,0.011026180458158064,0.67,,0.009321996808495521,10
v5,jpx_liquidity,JPX流動性,3d,100,100,0.03887108110824339,0.032597456476004094,0.74,,0.036794377817108016,10
v5,jpx_liquidity,JPX流動性,5d,100,100,-0.017576970160311674,-0.025129577478021192,0.31,,-0.019540833796961216,10
v5,jpx_liquidity,JPX流動性,10d,100,100,0.01246881940743416,0.006196273379935779,0.54,,0.010444894237438693,10
v5,yahoo,Yahooランキング,1d,100,100,0.007677485641730715,0.002439941035289772,0.53,,0.0056631383479328916,10
v5,yahoo,Yahooランキング,3d,100,100,0.0283527406055044,0.01614404224131394,0.66,,0.02629706347703402,10
v5,yahoo,Yahooランキング,5d,100,100,-0.023700311168243293,-0.027664381188891363,0.31,,-0.02565193424621798,10
v5,yahoo,Yahooランキング,10d,100,100,-0.00524271189291032,-0.01251154383063844,0.39,,-0.007231231711836397,10
v7,jpx_liquidity,JPX流動性,1d,2400,2300,-0.006178893749602662,-0.0037375034594387957,0.4078260869565217,,-0.008165542140997203,10
v7,jpx_liquidity,JPX流動性,3d,2400,2100,-0.015523355240645093,-0.01109464390755488,0.3719047619047619,,-0.017491324053519042,10
v7,jpx_liquidity,JPX流動性,5d,2400,1900,-0.023850698466914882,-0.018519814505382926,0.36157894736842106,,-0.025802020920679517,10
v7,jpx_liquidity,JPX流動性,10d,2400,1400,-0.05477691465531972,-0.04469332448426522,0.2792857142857143,,-0.05666641560292374,10
v7,yahoo,Yahooランキング,1d,2400,2300,-0.005073085421718286,-0.0033293575609164017,0.4152173913043478,,-0.007061944323960271,10
v7,yahoo,Yahooランキング,3d,2400,2100,-0.01371737161005322,-0.008623970810839154,0.40285714285714286,,-0.015688950584204723,10
v7,yahoo,Yahooランキング,5d,2400,1900,-0.020116736842725753,-0.012355401965490342,0.4031578947368421,,-0.022075523485777147,10
v7,yahoo,Yahooランキング,10d,2400,1398,-0.035914347174963765,-0.01889916192851171,0.4198855507868383,,-0.03784155439496102,10
