start_date,end_date,observation_days,holding_days,cost_bps_one_way,total_return,benchmark_return,excess_return,annualized_return,annualized_volatility,sharpe,max_drawdown,average_daily_turnover,total_traded_value
2026-06-16,2026-09-08,59,5,10.0,-0.15040710371720833,,,-0.5015214919750589,0.23375315917610665,-2.856732507297319,-0.17945652539723034,0.37152304290644556,20.577849385114753
