signal_date,entry_date,planned_exit_date,code,ticker,name,industry,entry_price,latest_price,unrealized_return,market_value
2026-09-02,2026-09-03,,5975,5975.T,東プレ,金属製品,3450.0,3220.0,-0.06666666666666665,0.03170402731053411
2026-09-02,2026-09-03,,9503,9503.T,関西電力,電気・ガス業,2930.0,2939.5,0.0032423208191125763,0.03407873779107082
2026-09-02,2026-09-03,,7389,7389.T,あいちフィナンシャルグループ,銀行業,1978.0,1896.0,-0.04145601617795758,0.03256039783011664
2026-09-02,2026-09-03,,6897,6897.T,ツインバード,電気機器,637.0,689.0,0.08163265306122458,0.03674154768494842
2026-09-02,2026-09-03,,4346,4346.T,ＮＥＸＹＺ．Ｇｒｏｕｐ,その他金融業,1002.0,1048.0,0.045908183632734634,0.035528037448075006
2026-09-03,2026-09-04,,9503,9503.T,関西電力,電気・ガス業,3030.0,2939.5,-0.029867986798679858,0.03314109493503771
2026-09-03,2026-09-04,,9101,9101.T,日本郵船,海運業,7438.0,7290.0,-0.019897821995159992,0.03348169000228126
2026-09-03,2026-09-04,,4684,4684.T,オービック,情報・通信業,5092.0,4904.0,-0.03692065985860171,0.03290016555198049
2026-09-03,2026-09-04,,9843,9843.T,ニトリホールディングス,小売業,3300.0,3392.0,0.027878787878787836,0.0351138072213408
2026-09-03,2026-09-04,,2492,2492.T,インフォマート,サービス業,669.0,703.0,0.05082212257100149,0.03589758429787687
2026-09-04,2026-09-07,,446A,446A.T,ノースサンド,サービス業,2314.0,2149.0,-0.07130509939498708,0.03176005895794582
2026-09-04,2026-09-07,,4346,4346.T,ＮＥＸＹＺ．Ｇｒｏｕｐ,その他金融業,1074.0,1048.0,-0.02420856610800748,0.03337069413310924
2026-09-04,2026-09-07,,5137,5137.T,スマートドライブ,情報・通信業,319.0,309.0,-0.031347962382445194,0.03312653682541587
2026-09-04,2026-09-07,,4088,4088.T,エア・ウォーター,化学,3080.0,3015.0,-0.02110389610389607,0.03347686947908272
2026-09-04,2026-09-07,,9101,9101.T,日本郵船,海運業,7248.0,7290.0,0.005794701986755024,0.034396763688352754
2026-09-07,2026-09-08,,9101,9101.T,日本郵船,海運業,7388.0,7290.0,-0.013264753654575023,0.03366746151182263
2026-09-07,2026-09-08,,2492,2492.T,インフォマート,サービス業,699.0,703.0,0.005722460658083017,0.03431530632070701
2026-09-07,2026-09-08,,4088,4088.T,エア・ウォーター,化学,3060.0,3015.0,-0.014705882352941124,0.0336182901204433
2026-09-07,2026-09-08,,7384,7384.T,プロクレアホールディングス,銀行業,4975.0,4930.0,-0.009045226130653283,0.03381143202573288
2026-09-07,2026-09-08,,8001,8001.T,伊藤忠商事,卸売業,2239.0,2277.0,0.016971862438588614,0.03469913653542666
