rank,code,ticker,name,market,industry,liquidity_rank,in_yahoo_pool,universe_source,universe_label,best_yahoo_rank,ranking_hits,ranking_sources,trade_date,close,return_1d,return_5d,return_20d,return_60d,return_120d,ma20,ma60,distance_ma20,distance_ma60,distance_high_120d,volatility_20d,latest_volume,avg_volume_20d,volume_ratio_20d,avg_turnover_20d,history_days,score_return_20d,score_return_60d,score_return_120d,score_distance_ma20,score_distance_ma60,score_avg_turnover_20d,score_volume_ratio_20d,score_distance_high_120d,score_volatility_20d,score,momentum_score,trend_score,liquidity_score,evaluation_version,rule_price_floor,rule_liquidity_floor,rule_momentum_20_positive,rule_momentum_60_positive,rule_above_ma20,rule_above_ma60,rule_trend_alignment,rule_volume_expansion,rule_near_120d_high,rule_overheat_control,rule_volatility_control,rule_daily_base
1,3436,3436.T,ＳＵＭＣＯ,プライム,金属製品,24,True,jpx_liquidity,JPX流動性,28.0,1.0,出来高,2026-07-07,4570.0,-0.1162251015277509,0.13427649540829,0.305341331048272,1.4122459751913432,2.01550643352029,4136.752124023437,3393.534041341146,0.10473140835791295,0.3466786966998885,-0.1162251015277509,1.2142242684375242,23114400.0,15653165.0,1.4766598320531343,68417939430.0,259,19.816666666666666,17.835,9.908180300500835,9.433333333333335,9.908333333333333,9.616666666666667,7.373333333333332,3.4533333333333336,0.18666666666666668,87.53,47.56,19.34,16.99,v7,True,True,True,True,True,True,True,True,False,True,False,False
2,9502,9502.T,中部電力,プライム,電気・ガス業,104,True,jpx_liquidity,JPX流動性,105.0,1.0,出来高,2026-07-07,3234.0,0.010625000000000107,0.056862745098039236,0.17835671342685377,0.17301414581066377,0.454731230632496,2957.6,2827.475,0.0934541520151475,0.14377669121742898,0.0,0.19159051455207143,5414200.0,4187550.0,1.292927845637664,12639756547.5,259,18.53333333333333,13.05,8.046744574290484,9.2,8.883333333333333,8.283333333333335,6.76,6.725833333333332,6.381666666666666,85.86,39.63,18.08,15.04,v7,True,True,True,True,True,True,True,True,True,True,True,True
3,9983,9983.T,ファーストリテイリング,プライム,小売業,16,False,jpx_liquidity,JPX流動性,,,,2026-07-07,87900.0,0.011158403313010545,0.06146600652095158,0.12605687932359722,0.2972255017709564,0.5576280643842304,82821.5,77439.0,0.061318618957637794,0.13508697168093597,0.0,0.2385316960552355,1287800.0,959050.0,1.342787133100464,79777487500.0,259,16.5,15.51,8.597662771285478,7.5166666666666675,8.583333333333332,9.75,7.026666666666666,6.725833333333332,5.261666666666668,85.47,40.61,16.1,16.78,v7,True,True,True,True,True,True,True,True,True,True,True,True
4,8366,8366.T,滋賀銀行,プライム,銀行業,387,True,jpx_liquidity,JPX流動性,57.0,1.0,値上がり率,2026-07-07,2773.0,0.047205438066465266,0.06449136276391565,0.2390527256478998,0.37413280475718524,0.8508234000867385,2417.05,2151.95,0.14726629569102823,0.28859871279537175,0.0,0.34515865983272703,1166400.0,934215.0,1.2485348661710634,2242135500.0,259,19.46666666666667,16.35,9.298831385642735,9.908333333333333,9.908333333333333,3.5666666666666673,6.573333333333334,6.725833333333332,3.1966666666666663,84.99,45.12,19.82,10.14,v7,True,True,True,True,True,True,True,True,True,True,True,True
5,6367,6367.T,ダイキン工業,プライム,機械,50,False,jpx_liquidity,JPX流動性,,,,2026-07-07,25980.0,-0.006500956022944537,0.052461008709742796,0.11669890393294646,0.27571814387429416,0.37041607538804944,24175.5,23329.25,0.0746416826952907,0.11362345553328979,-0.006500956022944537,0.1493103393026113,1411800.0,1142840.0,1.2353435301529523,28187724950.0,259,15.766666666666666,15.21,7.429048414023373,8.466666666666667,8.033333333333333,9.183333333333332,6.426666666666666,6.288333333333332,6.935833333333332,83.74,38.41,16.5,15.61,v7,True,True,True,True,True,True,True,True,True,True,True,True
6,6098,6098.T,リクルートホールディングス,プライム,サービス業,32,True,jpx_liquidity,JPX流動性,116.0,2.0,値上がり率・出来高,2026-07-07,12300.0,0.034047919293821005,0.08561341571050307,0.09968708091193568,0.6773489704077458,0.33156456722248606,11245.75,9514.45,0.0937465264655537,0.2927704701795688,0.0,0.34977956194178855,4937000.0,4242090.0,1.163813120419416,47401986850.0,259,14.3,17.37,7.078464106844741,9.216666666666665,9.908333333333333,9.483333333333334,5.986666666666666,6.725833333333332,3.15,83.22,38.75,19.12,15.47,v7,True,True,True,True,True,True,True,False,True,True,True,True
7,3445,3445.T,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,プライム,金属製品,448,True,jpx_liquidity,JPX流動性,60.0,1.0,値上がり率,2026-07-07,8320.0,0.045226130653266416,0.1428571428571428,0.17514124293785316,1.0392156862745097,1.2216288384512684,7235.5,6477.083333333333,0.14988597885426014,0.28452878739144416,-0.01538461538461533,0.7730839557996606,554900.0,211660.0,2.621657375035434,1705517500.0,259,18.4,17.835,9.61602671118531,9.908333333333333,9.908333333333333,2.55,7.926666666666666,6.031666666666667,0.7,82.88,45.85,19.82,10.48,v7,True,True,True,True,True,True,True,True,True,True,True,True
8,8331,8331.T,千葉銀行,プライム,銀行業,206,False,jpx_liquidity,JPX流動性,,,,2026-07-07,2756.5,0.018850489743115872,0.11734900689096062,0.13017630176301753,0.22158209616662972,0.5201672226167915,2508.15,2333.725,0.09901720391523638,0.18115887690280563,0.0,0.33023766365990953,3296800.0,2343815.0,1.4065956570804437,5911842777.5,259,16.933333333333334,14.249999999999998,8.447412353923205,9.333333333333332,9.466666666666667,6.583333333333332,7.2,6.725833333333332,3.418333333333334,82.36,39.63,18.8,13.78,v7,True,True,True,True,True,True,True,True,True,True,True,True
9,6055,6055.T,ジャパンマテリアル,プライム,サービス業,349,True,jpx_liquidity,JPX流動性,19.0,1.0,値上がり率,2026-07-07,2640.0,0.07711138310893517,0.027237354085603016,0.23019571295433372,0.45775814467145226,0.7555419976810189,2483.9,2146.633333333333,0.06284471999677921,0.22983276137828224,-0.028697571743929395,0.6865287681106848,2493500.0,979240.0,2.5463624851925983,2637529785.0,259,19.333333333333336,16.83,9.115191986644408,7.6,9.766666666666667,4.2,7.926666666666666,5.705,1.015,81.49,45.28,17.37,12.13,v7,True,True,True,True,True,True,True,True,True,True,True,True
10,8309,8309.T,三井住友トラストグループ,プライム,銀行業,71,True,jpx_liquidity,JPX流動性,136.0,1.0,出来高,2026-07-07,6555.0,0.002293577981651307,0.08221892025755317,0.1042789757412399,0.22294776119402981,0.3658031168208582,6102.5,5694.9,0.07414993854977459,0.1510298688300058,0.0,0.2615215008270635,4077900.0,3057395.0,1.3337825174699376,18776402775.0,259,14.633333333333335,14.31,7.412353923205343,8.416666666666668,9.1,8.833333333333332,6.946666666666666,6.725833333333332,4.69,81.07,36.36,17.52,15.78,v7,True,True,True,True,True,True,True,True,True,True,True,True
11,7186,7186.T,横浜フィナンシャルグループ,プライム,銀行業,197,True,jpx_liquidity,JPX流動性,118.0,1.0,出来高,2026-07-07,1905.0,0.01545842217484017,0.09956709956709964,0.11828588200763135,0.23661148977604674,0.4463922958730566,1756.25,1630.05,0.08469750889679717,0.16867580749056788,0.0,0.32764601932293175,4827100.0,3566505.0,1.35345387150726,6303076022.5,259,16.0,14.55,7.996661101836395,8.916666666666668,9.35,6.7333333333333325,7.066666666666666,6.725833333333332,3.4883333333333337,80.83,38.55,18.27,13.8,v7,True,True,True,True,True,True,True,True,True,True,True,True
12,6525,6525.T,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,プライム,電気機器,18,True,jpx_liquidity,JPX流動性,61.0,1.0,出来高,2026-07-07,10240.0,-0.09139307897071869,-0.05665591893136801,0.3094629156010231,0.7649086521889004,0.7224839983635534,9944.1,8028.283333333334,0.029756337929023102,0.27549060924190916,-0.1466666666666666,1.1255819402201601,9479400.0,7658650.0,1.2377377213999856,79107346990.0,259,19.816666666666666,17.55,8.981636060100165,4.75,9.908333333333333,9.716666666666667,6.466666666666666,2.706666666666666,0.24500000000000002,80.14,46.35,14.66,16.18,v7,True,True,True,True,True,True,True,True,False,True,False,False
13,7735,7735.T,ＳＣＲＥＥＮホールディングス,プライム,電気機器,28,False,jpx_liquidity,JPX流動性,,,,2026-07-07,17090.0,-0.04311310190369544,-0.040157259196854866,0.37213970293055,0.7047381546134663,1.2430749379491037,16384.5,12873.083333333334,0.04305898867832392,0.32757627349055185,-0.12314007183170861,0.8161831322698346,3336700.0,3509525.0,0.9507554441128073,58636583325.0,259,19.816666666666666,17.4,9.632721202003339,6.033333333333334,9.908333333333333,9.55,3.6,3.2783333333333338,0.6183333333333334,79.84,46.85,15.94,13.15,v7,True,True,True,True,True,True,True,False,False,True,False,False
14,5831,5831.T,しずおかフィナンシャルグループ,プライム,銀行業,221,False,jpx_liquidity,JPX流動性,,,,2026-07-07,3357.0,0.004788985333732398,0.10975206611570254,0.12068102153229843,0.17213687150837997,0.35123226997224277,3076.025,2923.4666666666667,0.09134353589453914,0.14829426251938327,0.0,0.28757117549312017,3057200.0,1689130.0,1.8099258198007258,5340289970.0,259,16.2,13.020000000000003,7.295492487479132,9.066666666666665,9.016666666666666,6.333333333333332,7.746666666666667,6.725833333333332,4.2,79.6,36.52,18.08,14.08,v7,True,True,True,True,True,True,True,True,True,True,True,True
15,6532,6532.T,ベイカレント,プライム,サービス業,147,False,jpx_liquidity,JPX流動性,,,,2026-07-07,6900.0,0.012621074258878817,0.14314115308151099,0.17088070592228077,0.4185855263157894,0.02841360840272844,5881.35,5589.216666666666,0.17320003060521816,0.234520043059105,-0.030124466399274574,0.5061936504255904,1762600.0,1449965.0,1.2156155493408463,8807988540.0,259,18.33333333333333,16.62,3.405676126878131,9.908333333333333,9.8,7.566666666666667,6.306666666666667,5.658333333333332,1.82,79.42,38.36,19.71,13.87,v7,True,True,True,True,True,True,True,True,True,True,True,True
16,6324,6324.T,ハーモニック・ドライブ・システムズ,プライム,機械,89,False,jpx_liquidity,JPX流動性,,,,2026-07-07,7940.0,-0.10686164229471318,0.019255455712451797,0.12944523470839253,0.9109506618531888,1.1629294635612721,7614.0,6516.916666666667,0.042815865510901,0.21836758180632443,-0.10686164229471318,1.1124133259341429,2481700.0,1923270.0,1.2903544484133793,15357105150.0,259,16.86666666666667,17.64,9.565943238731217,6.0,9.7,8.533333333333335,6.733333333333333,3.628333333333333,0.25666666666666665,78.92,44.07,15.7,15.27,v7,True,True,True,True,True,True,True,True,False,True,False,False
17,8601,8601.T,大和証券グループ本社,プライム,証券、商品先物取引業,163,True,jpx_liquidity,JPX流動性,96.0,1.0,出来高,2026-07-07,1762.5,0.028596440035016046,0.10466938263867132,0.12404336734693877,0.12727854173329067,0.23543856340564306,1616.075,1542.0916666666667,0.09060532462911675,0.14292816574890166,0.0,0.21323491888744375,6051900.0,4827750.0,1.253565325462172,7871482070.0,259,16.4,11.7,6.227045075125209,9.033333333333333,8.833333333333332,7.3,6.586666666666668,6.725833333333332,5.926666666666668,78.73,34.33,17.87,13.89,v7,True,True,True,True,True,True,True,True,True,True,True,True
18,4021,4021.T,日産化学,プライム,化学,219,False,jpx_liquidity,JPX流動性,,,,2026-07-07,8365.0,-0.032612466751474445,-0.01274637082497343,0.1758504357604722,0.3033655344344033,0.5767458264581167,8131.4,7369.25,0.028728140295644078,0.1351222987413916,-0.032612466751474445,0.2946622807539203,827900.0,664130.0,1.2465932874587806,5492090150.0,259,18.5,15.63,8.647746243739567,4.633333333333333,8.6,6.366666666666667,6.56,5.553333333333333,4.0249999999999995,78.52,42.78,13.23,12.93,v7,True,True,True,True,True,True,True,True,True,True,True,True
19,2579,2579.T,コカ・コーラ　ボトラーズジャパンホールディングス,プライム,食料品,257,False,jpx_liquidity,JPX流動性,,,,2026-07-07,4483.0,0.00809534517652355,0.04450139794967378,0.21162162162162157,0.24839877471456417,0.3370116313748881,4064.4456420898437,3669.4818806966146,0.10297944535800108,0.22169836117270791,0.0,0.39722639378285585,955500.0,1058985.0,0.9022790691086277,4391810715.0,259,19.133333333333336,14.76,7.145242070116862,9.4,9.733333333333334,5.733333333333333,3.1066666666666665,6.725833333333332,2.6716666666666664,78.41,41.04,19.13,8.84,v7,True,True,True,True,True,True,True,False,True,True,True,True
20,8306,8306.T,三菱ＵＦＪフィナンシャル・グループ,プライム,銀行業,13,True,jpx_liquidity,JPX流動性,8.0,1.0,出来高,2026-07-07,3446.0,0.022551928783382857,0.07452447770502024,0.08364779874213846,0.19445407279029459,0.3486830079682741,3263.8,3053.2916666666665,0.05582449905018683,0.12861802153413682,0.0,0.24955347673112455,53306500.0,37667065.0,1.4152018480866508,123644609025.0,259,13.133333333333331,13.5,7.245409015025042,6.983333333333335,8.4,9.8,7.24,6.725833333333332,4.958333333333334,77.99,33.88,15.38,17.04,v7,True,True,True,True,True,True,True,True,True,True,True,True
21,4385,4385.T,メルカリ,プライム,情報・通信業,182,False,jpx_liquidity,JPX流動性,,,,2026-07-07,4512.0,0.016216216216216273,0.10317848410757957,0.22675367047308326,0.15337423312883436,0.4069223573433116,3963.05,3969.266666666667,0.13851705126102365,0.13673390550731446,0.0,0.4400261333516964,1748700.0,1832375.0,0.9543352206835392,7108646935.0,259,19.3,12.6,7.712854757929883,9.8,8.716666666666667,6.983333333333335,3.6533333333333333,6.725833333333332,2.3216666666666668,77.81,39.61,18.52,10.64,v7,True,True,True,True,True,True,True,False,True,True,True,True
22,8308,8308.T,りそなホールディングス,プライム,銀行業,62,True,jpx_liquidity,JPX流動性,50.0,1.0,出来高,2026-07-07,2326.0,0.018834866403854678,0.10446343779677103,0.07985143918291548,0.2098829648894669,0.47323878476343895,2173.075,2054.55,0.07037262864834393,0.1321213891119708,0.0,0.3244878703902806,13396200.0,9695470.0,1.381696813047743,21414096375.0,259,12.7,13.83,8.163606010016695,8.183333333333335,8.5,8.983333333333333,7.1466666666666665,6.725833333333332,3.57,77.8,34.69,16.68,16.13,v7,True,True,True,True,True,True,True,True,True,True,True,True
23,8316,8316.T,三井住友フィナンシャルグループ,プライム,銀行業,14,True,jpx_liquidity,JPX流動性,43.0,1.0,出来高,2026-07-07,6812.0,0.0017647058823528905,0.073432083202017,0.10190876738919452,0.2118840064045544,0.3553108243774119,6479.7,5997.966666666666,0.05128323842153182,0.13571821561751496,0.0,0.30778536070468626,15527100.0,13761260.0,1.1283196451487727,89095033390.0,259,14.5,13.889999999999997,7.328881469115191,6.65,8.65,9.783333333333335,5.706666666666667,6.725833333333332,3.791666666666666,77.03,35.72,15.3,15.49,v7,True,True,True,True,True,True,True,False,True,True,True,True
24,2501,2501.T,サッポロホールディングス,プライム,食料品,369,True,jpx_liquidity,JPX流動性,17.0,1.0,値上がり率,2026-07-07,2045.5,0.0791347929306252,0.007635467980295463,0.24308720753570334,0.10987520347259894,0.34971956450016495,1848.602276611328,1757.1757588704427,0.10651167418748675,0.16408389409770785,-0.00024437927663734094,0.4839475980013214,2757700.0,1206835.0,2.2850679670377474,2414820007.5,259,19.5,11.28,7.278797996661102,9.45,9.283333333333333,3.8666666666666663,7.926666666666666,6.44,1.9600000000000002,76.99,38.06,18.73,11.79,v7,True,True,True,True,True,True,True,True,True,True,True,True
