rank,code,name,industry,market,ticker,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources,candidate_score,snapshot_date,first_seen_date,appearance_count,consecutive_appearances,previous_yahoo_rank,yahoo_rank_change,trade_date,close,return_1d,return_5d,return_20d,return_60d,return_120d,ma20,ma60,distance_ma20,distance_ma60,distance_high_120d,volatility_20d,latest_volume,avg_volume_20d,volume_ratio_20d,avg_turnover_20d,history_days,score_return_20d,score_return_60d,score_return_120d,score_distance_ma20,score_distance_ma60,score_avg_turnover_20d,score_volume_ratio_20d,score_distance_high_120d,score_volatility_20d,score,momentum_score,trend_score,liquidity_score,evaluation_version,rule_price_floor,rule_liquidity_floor,rule_momentum_20_positive,rule_momentum_60_positive,rule_above_ma20,rule_above_ma60,rule_trend_alignment,rule_volume_expansion,rule_near_120d_high,rule_overheat_control,rule_volatility_control,rule_daily_base
1,9107,川崎汽船,海運業,プライム,9107.T,川崎汽船(株),43,1,出来高,208,2026-08-25,2026-06-15,41,15,53.0,10.0,2026-08-25,3421.0,-0.012698412698412653,0.0891435848455906,0.2003508771929825,0.3575396825396826,0.39145549351411524,2999.4,2733.1916666666666,0.14056144562245776,0.2516502379696508,-0.012698412698412653,0.37641613226034687,9938000.0,5681965.0,1.7490428047339257,17780392607.5,292,16.923076923076923,16.72189349112426,8.724035608308606,9.023668639053254,9.11242603550296,8.284023668639055,6.177514792899408,6.109467455621302,4.597633136094674,85.67,42.37,18.14,14.46,v7,True,True,True,True,True,True,True,True,True,True,True,True
2,9101,日本郵船,海運業,プライム,9101.T,日本郵船(株),73,1,出来高,178,2026-08-25,2026-06-18,12,3,102.0,29.0,2026-08-25,7141.0,-0.008194444444444393,0.05262382075471694,0.1752797893350888,0.3440617353660831,0.35650097521213686,6370.85,5756.816666666667,0.12088653790310544,0.24044248991774975,-0.008194444444444393,0.3172593218704041,5723400.0,3392255.0,1.6871962750441816,22435684635.0,292,16.272189349112427,16.615384615384613,8.6053412462908,8.63905325443787,9.023668639053254,8.579881656804735,5.988165680473373,6.233727810650888,5.239644970414202,85.2,41.49,17.66,14.57,v7,True,True,True,True,True,True,True,True,True,True,True,True
3,9104,商船三井,海運業,プライム,9104.T,(株)商船三井,89,1,出来高,162,2026-08-25,2026-06-17,9,3,113.0,24.0,2026-08-25,7214.0,-0.008384879725085947,0.04839412876035465,0.2202300405953992,0.3173849525200876,0.26493820076427443,6404.45,5794.133333333333,0.12640429701223366,0.24505246686303384,-0.008793624622148943,0.3106730926615113,4757300.0,3367690.0,1.4126300223595403,22506724575.0,292,17.27810650887574,16.189349112426033,8.160237388724035,8.727810650887573,9.053254437869821,8.609467455621301,5.491124260355029,6.192307692307692,5.343195266272189,85.04,41.63,17.78,14.1,v7,True,True,True,True,True,True,True,True,True,True,True,True
4,6045,レントラックス,サービス業,グロース,6045.T,(株)レントラックス,19,1,値上がり率,232,2026-08-25,2026-08-17,4,3,15.0,-4.0,2026-08-25,2470.0,0.08476064997804134,0.2137592137592137,0.5313081215127093,0.6401062416998673,0.4086253715663075,1816.3,1600.65,0.3599075042669162,0.5431231062380908,0.0,0.9227559891302733,106900.0,22050.0,4.8480725623582765,57295575.0,249,19.3491124260355,17.84023668639053,8.783382789317507,9.911242603550296,9.911242603550296,3.1952662721893494,7.550295857988166,6.699704142011834,1.13905325443787,84.38,45.97,19.82,10.75,v7,True,True,True,True,True,True,True,True,True,False,False,False
5,6098,リクルートホールディングス,サービス業,プライム,6098.T,(株)リクルートホールディングス,136,1,出来高,115,2026-08-25,2026-06-17,33,2,110.0,-26.0,2026-08-25,16605.0,0.005449591280654031,0.03651685393258419,0.32733812949640284,0.5709555345316935,1.42308493897762,14703.25,12614.833333333334,0.1293421522452518,0.3163075215685238,-0.011018463371054166,0.8392128101964283,3012400.0,4326595.0,0.6962519024775834,63181596875.0,292,18.579881656804734,17.84023668639053,9.910979228486646,8.875739644970416,9.497041420118343,9.467455621301776,2.437869822485207,6.150887573964497,1.4911242603550299,84.25,46.33,18.37,11.91,v7,True,True,True,True,True,True,True,False,True,True,False,False
6,8237,松屋,小売業,プライム,8237.T,(株)松屋,48,1,値上がり率,203,2026-08-25,2026-06-19,12,2,13.0,-35.0,2026-08-25,2864.0,0.059955588452997866,0.44282115869017624,0.6107986501687288,1.02689313517339,0.11569925983638485,2117.4,1799.3833333333334,0.352602248040049,0.5916564008039791,0.0,0.8135388155758108,690000.0,393170.0,1.7549660452221685,902142055.0,292,19.526627218934912,17.84023668639053,6.824925816023739,9.792899408284024,9.911242603550296,5.325443786982249,6.201183431952662,6.699704142011834,1.5739644970414202,83.7,44.19,19.7,11.53,v7,True,True,True,True,True,True,True,True,True,False,False,False
7,219A,Ｈｅａｒｔｓｅｅｄ,医薬品,グロース,219A.T,Ｈｅａｒｔｓｅｅｄ(株),42,1,値上がり率,209,2026-08-25,2026-06-15,8,1,12.0,-30.0,2026-08-25,2385.0,0.0628342245989304,0.15664403491755574,0.4551555826723612,0.35511363636363646,0.2506554798112217,1899.5,1698.75,0.2555935772571729,0.4039735099337749,0.0,0.6893167534551502,593900.0,319295.0,1.8600353904696283,684877340.0,281,19.171597633136095,16.668639053254438,8.041543026706233,9.585798816568047,9.70414201183432,5.207100591715976,6.390532544378698,6.699704142011834,2.0917159763313613,83.56,43.88,19.29,11.6,v7,True,True,True,True,True,True,True,True,True,False,True,False
8,4588,オンコリスバイオファーマ,医薬品,グロース,4588.T,オンコリスバイオファーマ(株),81,1,値上がり率,170,2026-08-25,2026-06-17,11,2,7.0,-74.0,2026-08-25,4025.0,0.049543676662320735,0.1306179775280898,0.6184157619622035,0.21969696969696972,0.817155756207675,3080.8,2800.55,0.3064788366658011,0.43721768938244265,0.0,0.9711911681860066,1706100.0,1168385.0,1.4602207320361011,4009913865.0,287,19.585798816568047,15.284023668639051,9.525222551928783,9.70414201183432,9.733727810650887,6.272189349112425,5.633136094674557,6.699704142011834,0.9733727810650887,83.41,44.4,19.44,11.91,v7,True,True,True,True,True,True,True,True,True,False,False,False
9,5985,サンコール,金属製品,スタンダード,5985.T,サンコール(株),17,1,値上がり率,234,2026-08-25,2026-06-15,18,2,139.0,122.0,2026-08-25,2400.0,0.09090909090909083,-0.01396877567789645,0.9339242546333602,0.4076246334310851,0.9983511732618888,1809.1,1649.5333333333333,0.32662649936432486,0.45495695752333987,-0.040000000000000036,1.198162619418341,2254900.0,1665140.0,1.3541804292732142,3483824175.0,292,19.82248520710059,16.988165680473372,9.673590504451038,9.733727810650887,9.763313609467456,6.183431952662723,5.349112426035503,5.446745562130177,0.4142011834319527,83.37,46.48,19.5,11.53,v7,True,True,True,True,True,True,True,True,True,False,False,False
10,4689,ＬＩＮＥヤフー,情報・通信業,プライム,4689.T,ＬＩＮＥヤフー(株),23,1,出来高,228,2026-08-25,2026-06-15,49,48,20.0,-3.0,2026-08-25,540.2999877929688,0.012366452004833883,0.08515765096655037,0.2246146256664998,0.29475198561717386,0.41577662259481785,487.25999755859374,446.29333343505857,0.10885356996291673,0.21063871520184696,0.0,0.33728873893937217,18645400.0,20358005.0,0.9158755978299445,10042190784.901886,292,17.455621301775146,15.763313609467456,8.872403560830861,8.224852071005916,8.816568047337277,7.337278106508876,3.7159763313609466,6.699704142011834,5.0325443786982245,81.92,42.09,17.04,11.05,v7,True,True,True,True,True,True,True,False,True,True,True,True
