signal_date,entry_date,planned_exit_date,code,ticker,name,industry,entry_price,latest_price,unrealized_return,market_value
2026-08-19,2026-08-20,,9104,9104.T,商船三井,海運業,6891.0,7214.0,0.04687273254970248,0.036275761248252915
2026-08-19,2026-08-20,,8622,8622.T,水戸証券,証券、商品先物取引業,896.0,915.0,0.021205357142857206,0.03538634694489221
2026-08-19,2026-08-20,,446A,446A.T,ノースサンド,サービス業,1955.0,1958.0,0.001534526854219953,0.034704722215430056
2026-08-19,2026-08-20,,7733,7733.T,オリンパス,精密機器,2170.0,2166.0,-0.0018433179723502668,0.0345876746616516
2026-08-19,2026-08-20,,3937,3937.T,Ｕｂｉｃｏｍホールディングス,情報・通信業,1235.0,1237.0,0.0016194331983805377,0.03470766435173132
2026-08-20,2026-08-21,,4443,4443.T,Ｓａｎｓａｎ,情報・通信業,2218.0,2153.0,-0.029305680793507705,0.03435577441582883
2026-08-20,2026-08-21,,7733,7733.T,オリンパス,精密機器,2159.5,2166.0,0.0030099560083352017,0.03549952142876647
2026-08-20,2026-08-21,,7552,7552.T,ハピネット,卸売業,3770.0,3760.0,-0.0026525198938992522,0.03529910947529871
2026-08-20,2026-08-21,,9107,9107.T,川崎汽船,海運業,3222.0,3421.0,0.061762880198634296,0.03757896309213406
2026-08-20,2026-08-21,,215A,215A.T,タイミー,サービス業,1634.0,1690.0,0.03427172582619331,0.03660596893798841
2026-08-21,2026-08-24,,9104,9104.T,商船三井,海運業,7300.0,7214.0,-0.01178082191780827,0.03516812902052977
2026-08-21,2026-08-24,,4746,4746.T,東計電算,情報・通信業,6650.0,6660.0,0.0015037593984963404,0.03564089243180275
2026-08-21,2026-08-24,,2108,2108.T,日本甜菜製糖,食料品,5980.0,5760.0,-0.03678929765886285,0.03427814295167506
2026-08-21,2026-08-24,,6869,6869.T,シスメックス,電気機器,1966.0,1970.5,0.002288911495422097,0.03566883393593245
2026-08-21,2026-08-24,,319A,319A.T,技術承継機構,金属製品,21080.0,21030.0,-0.0023719165085388516,0.03550296728992796
2026-08-24,2026-08-25,,9107,9107.T,川崎汽船,海運業,3511.0,3421.0,-0.025633722586157814,0.03458105785299023
2026-08-24,2026-08-25,,7358,7358.T,ポピンズ,サービス業,1893.0,1891.0,-0.0010565240359218242,0.03545332277495157
2026-08-24,2026-08-25,,4689,4689.T,ＬＩＮＥヤフー,情報・通信業,540.5999755859375,540.2999877929688,-0.0005549164012513819,0.035471125241063266
2026-08-24,2026-08-25,,1515,1515.T,日鉄鉱業,鉱業,3825.0,3710.0,-0.030065359477124187,0.03442377542721016
2026-08-24,2026-08-25,,6276,6276.T,シリウスビジョン,電気機器,382.0,382.0,0.0,0.03549081967899699
