signal_date,entry_date,planned_exit_date,code,ticker,name,industry,entry_price,latest_price,unrealized_return,market_value
2026-09-09,2026-09-10,,9503,9503.T,関西電力,電気・ガス業,2994.0,2943.5,-0.016867067468269825,0.03317125648094389
2026-09-09,2026-09-10,,9843,9843.T,ニトリホールディングス,小売業,3265.0,3178.0,-0.026646248085757995,0.03284130343217273
2026-09-10,2026-09-11,,2737,2737.T,トーメンデバイス,卸売業,34500.0,37000.0,0.07246376811594213,0.0363093596501882
2026-09-10,2026-09-11,,8387,8387.T,四国銀行,銀行業,3980.0,4265.0,0.07160804020100509,0.036280388104901654
2026-09-10,2026-09-11,,9506,9506.T,東北電力,電気・ガス業,1393.5,1409.5,0.011481880157875768,0.03424475535506433
2026-09-10,2026-09-11,,5019,5019.T,出光興産,石油・石炭製品,1645.0,1670.0,0.015197568389057725,0.03437055378699735
2026-09-10,2026-09-11,,5032,5032.T,ＡＮＹＣＯＬＯＲ,情報・通信業,3140.0,3200.0,0.019108280254777066,0.034502954943886874
2026-09-11,2026-09-14,,8551,8551.T,北日本銀行,銀行業,8420.0,8770.0,0.04156769596199528,0.03433568081797648
2026-09-11,2026-09-14,,5019,5019.T,出光興産,石油・石炭製品,1661.0,1670.0,0.005418422636965792,0.03314400608046109
2026-09-11,2026-09-14,,9506,9506.T,東北電力,電気・ガス業,1410.5,1409.5,-0.0007089684509039573,0.03294201426998574
2026-09-11,2026-09-14,,8131,8131.T,ミツウロコグループホールディングス,卸売業,2537.0,2645.0,0.04256996452502948,0.034368720987720265
2026-09-11,2026-09-14,,2820,2820.T,やまみ,食料品,6700.0,6320.0,-0.05671641791044779,0.031095707097127712
2026-09-14,2026-09-15,,8001,8001.T,伊藤忠商事,卸売業,2340.5,2322.5,-0.007690664387951296,0.033747393163738856
2026-09-14,2026-09-15,,2492,2492.T,インフォマート,サービス業,725.0,708.0,-0.02344827586206899,0.033211493428994855
2026-09-14,2026-09-15,,7803,7803.T,ブシロード,その他製品,467.0,486.0,0.04068522483940051,0.03539260609766129
2026-09-14,2026-09-15,,9506,9506.T,東北電力,電気・ガス業,1416.0,1409.5,-0.004590395480225995,0.03385283003708822
2026-09-14,2026-09-15,,5019,5019.T,出光興産,石油・石炭製品,1610.5,1670.0,0.036945048121701296,0.03526540663509027
2026-09-15,2026-09-16,,8001,8001.T,伊藤忠商事,卸売業,2345.0,2322.5,-0.009594882729211052,0.041864843385972475
2026-09-15,2026-09-16,,7803,7803.T,ブシロード,その他製品,476.0,486.0,0.021008403361344463,0.043158457238461206
2026-09-15,2026-09-16,,4689,4689.T,ＬＩＮＥヤフー,情報・通信業,570.0,554.2999877929688,-0.02754388106496708,0.041106131631400575
2026-09-15,2026-09-16,,8551,8551.T,北日本銀行,銀行業,8500.0,8770.0,0.03176470588235292,0.043613130697434305
