code,name,industry,market,ticker,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources,candidate_score,snapshot_date,first_seen_date,appearance_count,consecutive_appearances,previous_yahoo_rank,yahoo_rank_change
7063,Ｂｉｒｄｍａｎ,サービス業,グロース,7063.T,(株)Ｂｉｒｄｍａｎ,1,2,値上がり率・出来高,350,2026-07-02,2026-06-17,4,2,7.0,6.0
8918,ランド,不動産業,スタンダード,8918.T,(株)ランド,1,1,出来高,250,2026-07-02,2026-06-15,13,12,1.0,0.0
7602,レダックス,卸売業,スタンダード,7602.T,(株)レダックス,2,1,値上がり率,249,2026-07-02,2026-06-19,2,1,139.0,137.0
9432,ＮＴＴ,情報・通信業,プライム,9432.T,ＮＴＴ(株),3,1,出来高,248,2026-07-02,2026-06-15,13,12,2.0,-1.0
9941,太洋物産,卸売業,スタンダード,9941.T,太洋物産(株),3,1,値上がり率,248,2026-07-02,2026-06-18,4,1,7.0,4.0
4564,オンコセラピー・サイエンス,医薬品,グロース,4564.T,オンコセラピー・サイエンス(株),4,1,出来高,247,2026-07-02,2026-06-15,13,12,4.0,0.0
6522,アスタリスク,電気機器,グロース,6522.T,(株)アスタリスク,4,2,値上がり率・出来高,347,2026-07-02,2026-06-18,7,3,9.0,5.0
4597,ソレイジア・ファーマ,医薬品,グロース,4597.T,ソレイジア・ファーマ(株),5,1,出来高,246,2026-07-02,2026-06-15,13,12,5.0,0.0
4935,リベルタ,化学,スタンダード,4935.T,(株)リベルタ,5,2,値上がり率・出来高,346,2026-07-02,2026-06-29,3,1,78.0,73.0
2438,アスカネット,サービス業,グロース,2438.T,(株)アスカネット,6,3,値上がり率・出来高・出来高増加率,445,2026-07-02,2026-07-02,1,1,,
3070,ジェリービーンズグループ,卸売業,グロース,3070.T,(株)ジェリービーンズグループ,6,2,値上がり率・出来高,345,2026-07-02,2026-06-30,2,1,103.0,97.0
9434,ソフトバンク,情報・通信業,プライム,9434.T,ソフトバンク(株),6,1,出来高,245,2026-07-02,2026-06-15,13,12,6.0,0.0
4918,アイビー化粧品,化学,スタンダード,4918.T,(株)アイビー化粧品,7,2,値上がり率・出来高増加率,344,2026-07-02,2026-06-15,3,1,4.0,-3.0
9984,ソフトバンクグループ,情報・通信業,プライム,9984.T,ソフトバンクグループ(株),7,1,出来高,244,2026-07-02,2026-06-15,13,12,9.0,2.0
8729,ソニーフィナンシャルグループ,保険業,プライム,8729.T,ソニーフィナンシャルグループ(株),8,1,出来高,243,2026-07-02,2026-06-15,13,12,7.0,-1.0
285A,キオクシアホールディングス,電気機器,プライム,285A.T,キオクシアホールディングス(株),9,1,出来高,242,2026-07-02,2026-06-15,13,12,14.0,5.0
7376,ＢＣＣ,サービス業,グロース,7376.T,ＢＣＣ(株),9,1,値上がり率,242,2026-07-02,2026-07-01,2,2,130.0,121.0
6740,ジャパンディスプレイ,電気機器,プライム,6740.T,(株)ジャパンディスプレイ,10,1,出来高,241,2026-07-02,2026-06-15,13,12,38.0,28.0
7878,光・彩,その他製品,スタンダード,7878.T,(株)光・彩,10,2,値上がり率・出来高増加率,341,2026-07-02,2026-06-15,4,2,65.0,55.0
5027,ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ,情報・通信業,グロース,5027.T,ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ(株),11,2,値上がり率・出来高増加率,340,2026-07-02,2026-06-18,3,1,65.0,54.0
5401,日本製鉄,鉄鋼,プライム,5401.T,日本製鉄(株),11,1,出来高,240,2026-07-02,2026-06-15,13,12,13.0,2.0
6166,中村超硬,機械,グロース,6166.T,(株)中村超硬,12,1,値上がり率,239,2026-07-02,2026-06-18,4,1,12.0,0.0
7201,日産自動車,輸送用機器,プライム,7201.T,日産自動車(株),12,1,出来高,239,2026-07-02,2026-06-15,13,12,21.0,9.0
1438,岐阜造園,建設業,スタンダード,1438.T,(株)岐阜造園,13,1,出来高増加率,238,2026-07-02,2026-07-02,1,1,,
7603,ジーイエット,小売業,スタンダード,7603.T,ジーイエット(株),13,1,値上がり率,238,2026-07-02,2026-07-02,1,1,,
8306,三菱ＵＦＪフィナンシャル・グループ,銀行業,プライム,8306.T,(株)三菱ＵＦＪフィナンシャル・グループ,13,1,出来高,238,2026-07-02,2026-06-15,13,12,23.0,10.0
504A,イノバセル,医薬品,グロース,504A.T,イノバセル(株),14,2,値上がり率・出来高増加率,337,2026-07-02,2026-06-22,2,1,97.0,83.0
5803,フジクラ,非鉄金属,プライム,5803.T,(株)フジクラ,14,1,出来高,237,2026-07-02,2026-06-15,13,12,10.0,-4.0
7781,平山ホールディングス,精密機器,スタンダード,7781.T,(株)平山ホールディングス,14,2,値上がり率・出来高増加率,337,2026-07-02,2026-06-18,2,1,115.0,101.0
7203,トヨタ自動車,輸送用機器,プライム,7203.T,トヨタ自動車(株),15,1,出来高,236,2026-07-02,2026-06-15,13,12,22.0,7.0
4840,トライアイズ,サービス業,スタンダード,4840.T,(株)トライアイズ,16,1,値上がり率,235,2026-07-02,2026-06-18,6,2,148.0,132.0
147A,ソラコム,情報・通信業,グロース,147A.T,(株)ソラコム,17,1,値上がり率,234,2026-07-02,2026-07-02,1,1,,
8136,サンリオ,卸売業,プライム,8136.T,(株)サンリオ,17,1,出来高,234,2026-07-02,2026-06-15,13,12,12.0,-5.0
4812,電通総研,情報・通信業,プライム,4812.T,(株)電通総研,18,1,値上がり率,233,2026-07-02,2026-06-30,2,1,139.0,121.0
5016,ＪＸ金属,非鉄金属,プライム,5016.T,ＪＸ金属(株),18,1,出来高,233,2026-07-02,2026-06-15,13,12,20.0,2.0
6081,アライドアーキテクツ,サービス業,グロース,6081.T,アライドアーキテクツ(株),18,1,出来高増加率,233,2026-07-02,2026-07-02,1,1,,
4828,ビジネスエンジニアリング,情報・通信業,プライム,4828.T,ビジネスエンジニアリング(株),19,1,値上がり率,232,2026-07-02,2026-07-02,1,1,,
5801,古河電気工業,非鉄金属,プライム,5801.T,古河電気工業(株),19,1,出来高,232,2026-07-02,2026-06-19,8,4,16.0,-3.0
6731,ピクセラ,電気機器,スタンダード,6731.T,(株)ピクセラ,20,2,値上がり率・出来高増加率,331,2026-07-02,2026-06-18,2,1,87.0,67.0
7012,川崎重工業,輸送用機器,プライム,7012.T,川崎重工業(株),20,1,出来高,231,2026-07-02,2026-06-15,13,12,8.0,-12.0
7359,東京通信グループ,サービス業,グロース,7359.T,(株)東京通信グループ,20,2,値上がり率・出来高増加率,331,2026-07-02,2026-06-17,2,1,73.0,53.0
5126,ポーターズ,情報・通信業,グロース,5126.T,ポーターズ(株),21,1,値上がり率,230,2026-07-02,2026-07-02,1,1,,
5337,ダントーホールディングス,ガラス・土石製品,スタンダード,5337.T,ダントーホールディングス(株),21,1,出来高増加率,230,2026-07-02,2026-07-02,1,1,,
7267,本田技研工業,輸送用機器,プライム,7267.T,ホンダ,21,1,出来高,230,2026-07-02,2026-06-15,13,12,30.0,9.0
2321,ソフトフロントホールディングス,情報・通信業,グロース,2321.T,(株)ソフトフロントホールディングス,22,2,値上がり率・出来高増加率,329,2026-07-02,2026-07-02,1,1,,
9501,東京電力ホールディングス,電気・ガス業,プライム,9501.T,東京電力ホールディングス(株),22,1,出来高,229,2026-07-02,2026-06-15,13,12,11.0,-11.0
3436,ＳＵＭＣＯ,金属製品,プライム,3436.T,(株)ＳＵＭＣＯ,23,1,出来高,228,2026-07-02,2026-06-15,13,12,8.0,-15.0
4258,網屋,情報・通信業,グロース,4258.T,(株)網屋,23,1,値上がり率,228,2026-07-02,2026-06-29,2,1,74.0,51.0
4478,フリー,情報・通信業,グロース,4478.T,フリー(株),24,1,値上がり率,227,2026-07-02,2026-06-24,3,1,81.0,57.0
6634,ＪＮグループ,電気機器,スタンダード,6634.T,(株)ＪＮグループ,24,3,値上がり率・出来高・出来高増加率,427,2026-07-02,2026-06-18,5,1,145.0,121.0
6976,太陽誘電,電気機器,プライム,6976.T,太陽誘電(株),24,1,出来高,227,2026-07-02,2026-06-15,13,12,17.0,-7.0
215A,タイミー,サービス業,グロース,215A.T,(株)タイミー,25,2,値上がり率・出来高,326,2026-07-02,2026-07-02,1,1,,
6396,宇野澤組鐵工所,機械,スタンダード,6396.T,(株)宇野澤組鐵工所,25,1,出来高増加率,226,2026-07-02,2026-06-26,2,1,115.0,90.0
6981,村田製作所,電気機器,プライム,6981.T,(株)村田製作所,25,1,出来高,226,2026-07-02,2026-06-15,13,12,18.0,-7.0
5802,住友電気工業,非鉄金属,プライム,5802.T,住友電気工業(株),26,1,出来高,225,2026-07-02,2026-06-15,13,12,31.0,5.0
150A,ＪＳＨ,サービス業,グロース,150A.T,(株)ＪＳＨ,27,1,出来高増加率,224,2026-07-02,2026-06-30,2,1,38.0,11.0
6736,サン電子,電気機器,スタンダード,6736.T,サン電子(株),27,1,値上がり率,224,2026-07-02,2026-07-02,1,1,,
4180,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,情報・通信業,プライム,4180.T,Ａｐｐｉｅｒ　Ｇｒｏｕｐ(株),28,1,値上がり率,223,2026-07-02,2026-06-19,3,1,19.0,-9.0
6758,ソニーグループ,電気機器,プライム,6758.T,ソニーグループ(株),28,1,出来高,223,2026-07-02,2026-06-15,13,12,25.0,-3.0
7062,フレアス,サービス業,グロース,7062.T,(株)フレアス,28,1,出来高増加率,223,2026-07-02,2026-06-17,4,1,87.0,59.0
3409,北紡,繊維製品,スタンダード,3409.T,(株)北紡,29,1,出来高増加率,222,2026-07-02,2026-06-29,2,1,132.0,103.0
5578,ＡＲアドバンストテクノロジ,情報・通信業,グロース,5578.T,ＡＲアドバンストテクノロジ(株),29,2,値上がり率・出来高増加率,322,2026-07-02,2026-06-18,3,1,107.0,78.0
265A,Ｈｍｃｏｍｍ,情報・通信業,グロース,265A.T,Ｈｍｃｏｍｍ(株),30,1,出来高増加率,221,2026-07-02,2026-06-26,4,3,15.0,-15.0
330A,ＴａｌｅｎｔＸ,情報・通信業,グロース,330A.T,(株)ＴａｌｅｎｔＸ,30,1,値上がり率,221,2026-07-02,2026-06-15,4,2,18.0,-12.0
6752,パナソニック　ホールディングス,電気機器,プライム,6752.T,パナソニック　ホールディングス(株),30,1,出来高,221,2026-07-02,2026-06-15,13,12,32.0,2.0
5136,ｔｒｉｐｌａ,情報・通信業,グロース,5136.T,ｔｒｉｐｌａ(株),31,1,値上がり率,220,2026-07-02,2026-06-17,4,1,83.0,52.0
6526,ソシオネクスト,電気機器,プライム,6526.T,(株)ソシオネクスト,31,1,出来高,220,2026-07-02,2026-06-15,13,12,51.0,20.0
4990,昭和化学工業,化学,スタンダード,4990.T,昭和化学工業(株),32,2,値上がり率・出来高増加率,319,2026-07-02,2026-06-17,3,1,55.0,23.0
7011,三菱重工業,機械,プライム,7011.T,三菱重工業(株),32,1,出来高,219,2026-07-02,2026-06-15,13,12,26.0,-6.0
9059,カンダホールディングス,陸運業,スタンダード,9059.T,カンダホールディングス(株),32,1,出来高増加率,219,2026-07-02,2026-07-02,1,1,,
3350,メタプラネット,卸売業,スタンダード,3350.T,(株)メタプラネット,33,1,出来高,218,2026-07-02,2026-06-15,13,12,28.0,-5.0
3583,オーベクス,繊維製品,スタンダード,3583.T,オーベクス(株),33,1,出来高増加率,218,2026-07-02,2026-06-15,2,1,58.0,25.0
9337,トリドリ,サービス業,グロース,9337.T,(株)トリドリ,33,2,値上がり率・出来高増加率,318,2026-07-02,2026-07-02,1,1,,
3845,アイフリークモバイル,情報・通信業,スタンダード,3845.T,(株)アイフリークモバイル,34,1,値上がり率,217,2026-07-02,2026-06-18,4,1,86.0,52.0
338A,ＺｅｎｍｕＴｅｃｈ,情報・通信業,グロース,338A.T,(株)ＺｅｎｍｕＴｅｃｈ,35,1,値上がり率,216,2026-07-02,2026-06-18,3,1,123.0,88.0
6501,日立製作所,電気機器,プライム,6501.T,(株)日立製作所,35,1,出来高,216,2026-07-02,2026-06-15,13,12,46.0,11.0
4689,ＬＩＮＥヤフー,情報・通信業,プライム,4689.T,ＬＩＮＥヤフー(株),36,1,出来高,215,2026-07-02,2026-06-15,13,12,47.0,11.0
7018,内海造船,輸送用機器,スタンダード,7018.T,内海造船(株),36,1,値上がり率,215,2026-07-02,2026-07-02,1,1,,
7555,大田花き,卸売業,スタンダード,7555.T,(株)大田花き,36,1,出来高増加率,215,2026-07-02,2026-06-24,3,1,58.0,22.0
3994,マネーフォワード,情報・通信業,プライム,3994.T,(株)マネーフォワード,37,1,値上がり率,214,2026-07-02,2026-06-18,3,1,91.0,54.0
7254,ユニバンス,輸送用機器,スタンダード,7254.T,(株)ユニバンス,37,1,出来高増加率,214,2026-07-02,2026-06-24,2,1,127.0,90.0
8001,伊藤忠商事,卸売業,プライム,8001.T,伊藤忠商事(株),37,1,出来高,214,2026-07-02,2026-06-15,13,12,39.0,2.0
4578,大塚ホールディングス,医薬品,プライム,4578.T,大塚ホールディングス(株),38,1,値上がり率,213,2026-07-02,2026-07-02,1,1,,
3664,ＷＩＺＥ,情報・通信業,グロース,3664.T,(株)ＷＩＺＥ,39,2,値上がり率・出来高,312,2026-07-02,2026-06-15,8,4,64.0,25.0
7211,三菱自動車工業,輸送用機器,プライム,7211.T,三菱自動車(株),39,1,出来高,212,2026-07-02,2026-06-15,13,12,44.0,5.0
9996,サトー商会,卸売業,スタンダード,9996.T,(株)サトー商会,39,1,出来高増加率,212,2026-07-02,2026-07-02,1,1,,
3923,ラクス,情報・通信業,プライム,3923.T,(株)ラクス,40,1,値上がり率,211,2026-07-02,2026-06-29,2,1,47.0,7.0
6723,ルネサスエレクトロニクス,電気機器,プライム,6723.T,ルネサスエレクトロニクス(株),40,1,出来高,211,2026-07-02,2026-06-15,13,12,36.0,-4.0
3692,ＦＦＲＩセキュリティ,情報・通信業,グロース,3692.T,(株)ＦＦＲＩセキュリティ,41,1,値上がり率,210,2026-07-02,2026-06-29,2,1,77.0,36.0
7215,ファルテック,輸送用機器,スタンダード,7215.T,(株)ファルテック,41,1,出来高増加率,210,2026-07-02,2026-07-02,1,1,,
7013,ＩＨＩ,機械,プライム,7013.T,(株)ＩＨＩ,42,1,出来高,209,2026-07-02,2026-06-15,13,12,41.0,-1.0
8338,筑波銀行,銀行業,プライム,8338.T,(株)筑波銀行,42,1,値上がり率,209,2026-07-02,2026-06-22,2,1,87.0,45.0
5253,カバー,情報・通信業,グロース,5253.T,カバー(株),43,1,値上がり率,208,2026-07-02,2026-06-19,4,1,26.0,-17.0
5986,モリテック　スチール,金属製品,スタンダード,5986.T,モリテック　スチール(株),43,1,出来高増加率,208,2026-07-02,2026-07-02,1,1,,
8053,住友商事,卸売業,プライム,8053.T,住友商事(株),43,1,出来高,208,2026-07-02,2026-06-19,5,4,53.0,10.0
4776,サイボウズ,情報・通信業,プライム,4776.T,サイボウズ(株),44,1,値上がり率,207,2026-07-02,2026-06-29,2,1,56.0,12.0
6762,ＴＤＫ,電気機器,プライム,6762.T,ＴＤＫ(株),44,1,出来高,207,2026-07-02,2026-06-15,13,12,35.0,-9.0
2993,長栄,不動産業,スタンダード,2993.T,(株)長栄,45,1,出来高増加率,206,2026-07-02,2026-06-26,2,1,142.0,97.0
4056,ニューラルグループ,情報・通信業,グロース,4056.T,ニューラルグループ(株),45,2,値上がり率・出来高増加率,306,2026-07-02,2026-07-02,1,1,,
7269,スズキ,輸送用機器,プライム,7269.T,スズキ(株),45,1,出来高,206,2026-07-02,2026-06-15,13,12,75.0,30.0
4194,ビジョナル,情報・通信業,プライム,4194.T,ビジョナル(株),46,1,値上がり率,205,2026-07-02,2026-06-26,3,1,87.0,41.0
8316,三井住友フィナンシャルグループ,銀行業,プライム,8316.T,(株)三井住友フィナンシャルグループ,46,1,出来高,205,2026-07-02,2026-06-15,13,12,60.0,14.0
9537,北陸瓦斯,電気・ガス業,スタンダード,9537.T,北陸ガス(株),46,1,出来高増加率,205,2026-07-02,2026-06-24,2,1,87.0,41.0
2436,共同ピーアール,サービス業,スタンダード,2436.T,共同ピーアール(株),47,1,値上がり率,204,2026-07-02,2026-06-22,3,1,108.0,61.0
4005,住友化学,化学,プライム,4005.T,住友化学(株),47,1,出来高,204,2026-07-02,2026-06-15,13,12,37.0,-10.0
4594,ブライトパス・バイオ,医薬品,グロース,4594.T,ブライトパス・バイオ(株),47,1,出来高増加率,204,2026-07-02,2026-06-29,2,1,94.0,47.0
