pick_rank,rank,code,name,industry,market,ticker,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources,candidate_score,snapshot_date,first_seen_date,appearance_count,consecutive_appearances,previous_yahoo_rank,yahoo_rank_change,trade_date,close,return_1d,return_5d,return_20d,return_60d,return_120d,ma20,ma60,distance_ma20,distance_ma60,distance_high_120d,volatility_20d,latest_volume,avg_volume_20d,volume_ratio_20d,avg_turnover_20d,history_days,score_return_20d,score_return_60d,score_return_120d,score_distance_ma20,score_distance_ma60,score_avg_turnover_20d,score_volume_ratio_20d,score_distance_high_120d,score_volatility_20d,score,momentum_score,trend_score,liquidity_score,evaluation_version,rule_price_floor,rule_liquidity_floor,rule_momentum_20_positive,rule_momentum_60_positive,rule_above_ma20,rule_above_ma60,rule_trend_alignment,rule_volume_expansion,rule_near_120d_high,rule_overheat_control,rule_volatility_control,rule_daily_base,selection_reason
1,7,5019,出光興産,石油・石炭製品,プライム,5019.T,出光興産(株),25,2,値上がり率・出来高,326,2026-09-09,2026-06-17,37,7,88.0,63.0,2026-09-09,1660.0,0.07582631237848347,0.13543091655266748,0.27987663839629917,0.24671423206909493,0.16507765673632924,1412.5,1312.6916666666666,0.1752212389380532,0.26457723634009,0.0,0.36722515249236226,8406000.0,4363910.0,1.9262542078090519,6553929022.5,303,18.711484593837532,15.73109243697479,6.99438202247191,9.383753501400559,9.467787114845937,6.862745098039215,6.2969187675070035,6.823529411764705,3.549019607843137,83.82,41.44,18.85,13.16,v7,True,True,True,True,True,True,True,True,True,True,True,True,20日モメンタム・中期上昇・移動平均線上
2,9,8001,伊藤忠商事,卸売業,プライム,8001.T,伊藤忠商事(株),26,1,出来高,225,2026-09-09,2026-06-15,59,7,26.0,0.0,2026-09-09,2299.0,0.009661835748792313,0.06583217431617983,0.09685114503816794,0.20555846879916095,0.14359600414971907,2123.025,1992.0166666666667,0.0828888025341199,0.15410680968198065,0.0,0.2588821344916516,20464900.0,13165840.0,1.5543937948509172,29250889655.0,303,16.022408963585434,15.428571428571427,6.685393258426966,8.851540616246497,8.543417366946779,8.991596638655462,5.781512605042017,6.823529411764705,5.019607843137255,82.15,38.14,17.39,14.77,v7,True,True,True,True,True,True,True,True,True,True,True,True,20日モメンタム・中期上昇・移動平均線上
3,11,9503,関西電力,電気・ガス業,プライム,9503.T,関西電力(株),111,1,出来高,140,2026-09-09,2026-06-23,22,1,130.0,19.0,2026-09-09,2999.0,0.02024153767647552,0.03306923871856693,0.26433389544688035,0.26673706441393885,0.2092422901834039,2683.25,2452.508333333333,0.11767446193981179,0.222829687972518,-0.008922670191672144,0.4592081072135986,4820800.0,4323545.0,1.1150109458789026,12218488760.0,303,18.543417366946777,16.08403361344538,7.415730337078652,9.131652661064425,9.215686274509803,7.6190476190476195,3.876750700280112,6.470588235294117,2.7450980392156863,81.1,42.04,18.35,11.5,v7,True,True,True,True,True,True,True,False,True,True,True,True,20日モメンタム・中期上昇・移動平均線上
4,19,9843,ニトリホールディングス,小売業,プライム,9843.T,(株)ニトリホールディングス,125,1,出来高,126,2026-09-09,2026-06-19,26,5,28.0,-97.0,2026-09-09,3287.0,-0.030955188679245293,0.08805031446540879,0.11745707972123065,0.2627737226277371,0.2117598256030222,3079.6,2696.4583333333335,0.06734640862449681,0.21900641273275112,-0.030955188679245293,0.42689100612333547,4439000.0,3531020.0,1.2571438281289826,11012048895.0,303,16.58263305322129,15.932773109243696,7.443820224719102,8.571428571428571,9.159663865546218,7.535014005602241,4.705882352941177,5.901960784313726,3.0588235294117645,78.89,39.96,17.73,12.24,v7,True,True,True,True,True,True,True,True,True,True,True,True,20日モメンタム・中期上昇・移動平均線上
5,21,4661,オリエンタルランド,サービス業,プライム,4661.T,(株)オリエンタルランド,78,1,出来高,173,2026-09-09,2026-06-15,58,7,84.0,6.0,2026-09-09,3143.0,-0.01411543287327477,0.046620046620046596,0.05363727790814621,0.3888643393725144,0.14192855708415153,3020.65,2778.7166666666667,0.04050452717130426,0.1310976889811244,-0.01411543287327477,0.24151310024456604,6513000.0,4569495.0,1.42532161650248,14035037922.5,303,14.285714285714286,16.588235294117645,6.657303370786517,7.787114845938377,8.123249299719888,7.955182072829132,5.288515406162464,6.313725490196078,5.274509803921569,78.27,37.53,15.91,13.24,v7,True,True,True,True,True,True,True,True,True,True,True,True,中期上昇・移動平均線上・出来高増加
