liquidity_rank,code,name,industry,market,ticker,trade_date,close,return_1d,return_5d,return_20d,return_60d,return_120d,ma20,ma60,distance_ma20,distance_ma60,distance_high_120d,volatility_20d,latest_volume,avg_volume_20d,volume_ratio_20d,avg_turnover_20d,history_days,in_yahoo_pool,universe_source,universe_label
1,285A,キオクシアホールディングス,電気機器,プライム,285A.T,2026-08-24,50930.0,-0.0624079528718704,-0.1764230271668823,-0.09069808962685233,-0.16889686684073102,1.3978342749529191,50303.0,69674.83333333333,0.012464465340039421,-0.26903305593363447,-0.5314627414903403,1.4296022992811122,32745000.0,48462975.0,0.6756704473879286,2380473924300.0,291,True,jpx_liquidity,JPX流動性
2,5803,フジクラ,非鉄金属,プライム,5803.T,2026-08-24,5016.0,-0.050000000000000044,-0.17472852912142156,0.09209666884389289,-0.00019932230416586094,0.10097472705970412,4978.6,5025.716666666666,0.0075121520106054,-0.0019333892678655706,-0.3614258434118396,1.0889887399650442,52002000.0,62901215.0,0.8267248891774189,326410987130.0,291,True,jpx_liquidity,JPX流動性
3,6857,アドバンテスト,電気機器,プライム,6857.T,2026-08-24,34500.0,-0.03899721448467963,-0.08681842244573845,0.19191570219381582,0.3097949886104783,0.22833635109279804,32841.75,30459.25,0.050492132727397276,0.1326608501522526,-0.08681842244573845,0.9334175680974761,5653500.0,9549715.0,0.5920071960262688,302081894775.0,291,True,jpx_liquidity,JPX流動性
4,9984,ソフトバンクグループ,情報・通信業,プライム,9984.T,2026-08-24,4975.0,-0.05328258801141772,-0.15477404009514106,-0.09545454545454546,-0.30175438596491233,0.18674219071853648,5387.65,6190.016666666666,-0.07659183503011513,-0.1962864935743307,-0.42365616311399446,0.9244042753035487,35119500.0,45142025.0,0.7779779484859175,239450728450.0,291,True,jpx_liquidity,JPX流動性
5,6976,太陽誘電,電気機器,プライム,6976.T,2026-08-24,9149.0,-0.016236559139784945,-0.1899955732625055,-0.19851073149364873,-0.29677171406610303,0.8919836263004695,10079.4,14235.05,-0.09230708177074032,-0.3572906312236346,-0.5961597881262415,1.1528983577255922,32794200.0,22737735.0,1.4422808604287103,233807975640.0,291,True,jpx_liquidity,JPX流動性
6,8035,東京エレクトロン,電気機器,プライム,8035.T,2026-08-24,55150.0,0.015840854669368243,-0.08221001830587449,-0.1198531758697734,0.05409021406727832,0.22855249846457037,56235.0,64273.666666666664,-0.019294033964612822,-0.14195030624257732,-0.3001269035532995,0.7293306931895246,2453500.0,4181130.0,0.5868030891170569,228573047600.0,291,False,jpx_liquidity,JPX流動性
7,6981,村田製作所,電気機器,プライム,6981.T,2026-08-24,7067.0,-0.0033845719926667295,-0.1475271411338963,-0.14968114546985922,-0.17228859217615367,0.7450268441721397,7399.35,9083.766666666666,-0.04491610749592878,-0.2220187660772146,-0.4231020408163265,1.0732159015731197,16637700.0,28487990.0,0.5840250575768947,207256154430.0,291,True,jpx_liquidity,JPX流動性
8,4062,イビデン,電気機器,プライム,4062.T,2026-08-24,18795.0,-0.02058363731109958,-0.1290546802594995,0.08203799654576849,-0.0478723404255319,1.0248581179629084,18382.5,20178.666666666668,0.022439820481436223,-0.06857076780758564,-0.2887417218543047,1.395500875802783,6102300.0,8400745.0,0.7263998609647121,151613842650.0,291,True,jpx_liquidity,JPX流動性
9,8306,三菱ＵＦＪフィナンシャル・グループ,銀行業,プライム,8306.T,2026-08-24,3481.0,-0.007696693272519983,-0.04604001096190735,-0.07272242940863083,0.16733735747820244,0.2128686686493566,3584.05,3414.9666666666667,-0.028752389057072336,0.019336450331384425,-0.08370623848381153,0.3153760981846885,22285400.0,41763530.0,0.5336091082339065,146117621315.0,291,True,jpx_liquidity,JPX流動性
10,6920,レーザーテック,電気機器,プライム,6920.T,2026-08-24,34810.0,-0.00882687927107062,-0.1133469179826796,-0.1936529997683577,-0.13213662428322115,0.0394147506718423,38678.5,43505.700846354164,-0.1000168052018563,-0.19987497447895675,-0.39210828671438147,1.0879224298848507,2074000.0,3407090.0,0.6087306176238374,130849733000.0,291,False,jpx_liquidity,JPX流動性
11,5801,古河電気工業,非鉄金属,プライム,5801.T,2026-08-24,3625.0,-0.05055002619172344,-0.1565844578873895,0.06995277449822912,-0.9302884615384616,-0.8696728240171638,3675.75,12619.333333333334,-0.013806706114398382,-0.7127423530033282,-0.9397239773860991,1.0423008122638386,23544200.0,31829175.0,0.7397050033499141,122774533652.5,291,True,jpx_liquidity,JPX流動性
12,7203,トヨタ自動車,輸送用機器,プライム,7203.T,2026-08-24,3125.0,-0.002234993614303904,0.03717225356787246,0.07870210562651025,0.031353135313531455,-0.16008189464001665,3021.75,2897.075,0.03416894183833863,0.07867417999188842,-0.19585932890817237,0.38895333303932966,19283900.0,35322875.0,0.5459323455409562,106536890810.0,291,True,jpx_liquidity,JPX流動性
13,6146,ディスコ,機械,プライム,6146.T,2026-08-24,61420.0,0.0009778357235983304,-0.06812319830071312,0.008704220725899159,-0.07430293896006024,-0.21880489995786867,60638.0,69873.5,0.0128962037006497,-0.1209829191324322,-0.3058318264014467,0.8481411013866106,1056200.0,1948310.0,0.5421108550487346,104925744300.0,291,False,jpx_liquidity,JPX流動性
14,7974,任天堂,その他製品,プライム,7974.T,2026-08-24,8793.0,0.022560762879404672,0.0036525510786440396,0.26173052087817483,0.26118760757314985,0.026119105747899107,8170.4,7471.7,0.07620189953980216,0.17684061190893652,-0.12277868897578148,0.5107500263124577,7112900.0,11598715.0,0.6132489676658147,95661805035.0,291,True,jpx_liquidity,JPX流動性
15,9983,ファーストリテイリング,小売業,プライム,9983.T,2026-08-24,72840.0,-0.009114406203237668,-0.05180942462900284,-0.04434531618997639,-0.07068129624904307,0.07228028853231261,77421.0,80081.33333333333,-0.05916999263765643,-0.09042473485289948,-0.17133105802047777,0.2767433951551006,723100.0,1114700.0,0.6486947160671033,85520927200.0,291,False,jpx_liquidity,JPX流動性
16,8316,三井住友フィナンシャルグループ,銀行業,プライム,8316.T,2026-08-24,6593.0,-0.0019679079624583817,-0.04697889563457647,-0.07931853093143415,0.12720123097965463,0.13646906767456723,6770.85,6616.533333333334,-0.02626701226581596,-0.0035567467354507,-0.08608261713335186,0.3387510348727877,6995100.0,12270640.0,0.5700680649094098,82182232785.0,291,True,jpx_liquidity,JPX流動性
17,5016,ＪＸ金属,非鉄金属,プライム,5016.T,2026-08-24,3786.0,0.05430242272347541,-0.05349999999999999,0.004244031830238804,-0.029230769230769282,-0.07969160397434294,3782.3,3947.483333333333,0.00097824075298103,-0.04090792023609979,-0.3381118881118881,0.8611774920022558,27277600.0,20938430.0,1.3027528807078659,81341859935.0,291,True,jpx_liquidity,JPX流動性
18,8411,みずほフィナンシャルグループ,銀行業,プライム,8411.T,2026-08-24,8108.0,-0.0002466091245375557,-0.04947245017584989,-0.06287563569116972,0.14762915782024066,0.1744537047220578,8309.55,8068.666666666667,-0.024255224410467346,0.004874824423696467,-0.07601139601139606,0.40524108210752846,5794700.0,9669630.0,0.5992680174939475,78650095820.0,291,True,jpx_liquidity,JPX流動性
19,7011,三菱重工業,機械,プライム,7011.T,2026-08-24,3955.0,0.005849440488301161,-0.09080459770114946,0.0025348542458809575,0.03969505783385907,-0.1907232269719492,4011.7,3844.0,-0.014133659047286695,0.028876170655567135,-0.23652254221147595,0.4389779695376825,9679900.0,19605100.0,0.493743974782072,77917404330.0,291,True,jpx_liquidity,JPX流動性
20,6758,ソニーグループ,電気機器,プライム,6758.T,2026-08-24,3850.0,0.017173051519154603,0.0185185185185186,0.12936344969199176,0.11561866125760645,0.13745008382505675,3720.9,3492.05,0.03469590690424362,0.10250425967554877,-0.0158486707566462,0.4162243081574214,10615200.0,18883945.0,0.5621283052879046,70385527535.0,291,True,jpx_liquidity,JPX流動性
21,6501,日立製作所,電気機器,プライム,6501.T,2026-08-24,5266.0,0.013471901462663638,-0.054747801112906114,0.08577319587628862,0.0177812137611133,0.028811638327868927,5374.7,4993.316666666667,-0.02022438461681575,0.05460966158097991,-0.08687359112190052,0.3748403368087157,8736100.0,12703570.0,0.6876885788797952,68492307465.0,291,True,jpx_liquidity,JPX流動性
22,6525,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,電気機器,プライム,6525.T,2026-08-24,8280.0,-0.004927292392741256,-0.11025145067698261,-0.03304916501226207,0.019202363367799125,0.2561426760900478,8114.5,9023.083333333334,0.020395588144679344,-0.08235359309918089,-0.31000000000000005,1.153633068330232,5673600.0,8279295.0,0.6852757390574922,66336965770.0,291,True,jpx_liquidity,JPX流動性
23,6861,キーエンス,電気機器,プライム,6861.T,2026-08-24,80900.0,0.01251564455569465,-0.06743515850144088,0.1264271790587581,0.07608406491088049,0.2391459403915901,82143.5,78390.16666666667,-0.015138142397146503,0.03201719603436648,-0.07711613050422084,0.5183833988919399,412300.0,785635.0,0.5247984114760671,63310020000.0,291,False,jpx_liquidity,JPX流動性
24,6098,リクルートホールディングス,サービス業,プライム,6098.T,2026-08-24,16515.0,0.038679245283018915,0.008241758241758212,0.36997096640398186,0.6215022091310751,1.4513670708149662,14498.5,12514.25,0.13908335345035683,0.31969554707633296,-0.016378796902918435,0.8417709022443446,3148300.0,4375170.0,0.7195834676138299,63143520575.0,291,True,jpx_liquidity,JPX流動性
25,5802,住友電気工業,非鉄金属,プライム,5802.T,2026-08-24,2151.5,-0.012393848978655031,-0.13000404367165386,-0.12859457270149854,-0.8200334588038478,-0.7875620279621697,2229.7,4464.225,-0.03507198277795209,-0.5180574455812599,-0.8459362692445399,0.7764356051345613,12175800.0,26814375.0,0.4540773372491434,59603727652.5,291,True,jpx_liquidity,JPX流動性
26,3436,ＳＵＭＣＯ,金属製品,プライム,3436.T,2026-08-24,3450.0,0.019503546099290725,-0.15045555281950262,-0.04775048302511731,0.03046594982078843,0.9630156472261735,3519.6,3984.267374674479,-0.019774974428912406,-0.13409425734590152,-0.3499152063312606,1.0674014741814646,10954200.0,16559990.0,0.6614859066943881,56636370312.5,291,True,jpx_liquidity,JPX流動性
27,5706,三井金属,非鉄金属,プライム,5706.T,2026-08-24,28465.0,0.00903934774902515,-0.09892371003482114,-0.10795988718270133,-0.4161025641025641,-0.2100108540248572,29772.0,37338.5,-0.04390030901518205,-0.23765014663149298,-0.48151183970856104,1.1276527928304034,1618300.0,1811585.0,0.893306137995181,54723891650.0,291,False,jpx_liquidity,JPX流動性
28,6723,ルネサスエレクトロニクス,電気機器,プライム,6723.T,2026-08-24,3428.0,-0.0014564520827264893,-0.1148980118770978,-0.12729124236252543,-0.203901532745007,0.17942542576982623,3638.5,4240.166666666667,-0.057853511062250895,-0.1915412130026336,-0.33086082373609216,0.8272770128200037,6467900.0,15239770.0,0.42440929226622187,54353953920.0,291,True,jpx_liquidity,JPX流動性
29,4063,信越化学工業,化学,プライム,4063.T,2026-08-24,6051.0,0.0,-0.0523101018010963,-0.09713518352730532,-0.17606209150326801,0.02102483722855486,6098.4,6854.05,-0.0077725304998031985,-0.1171643043164261,-0.2248270561106841,0.418479776660212,4659600.0,8375580.0,0.5563316212130981,49622666535.0,291,True,jpx_liquidity,JPX流動性
30,6954,ファナック,電気機器,プライム,6954.T,2026-08-24,6052.0,0.0028169014084507005,-0.07220604016556798,-0.08635265700483097,-0.24198396793587174,-0.12854795420510812,6417.35,6966.083333333333,-0.056931599492002216,-0.13121912121828383,-0.2819174181300427,0.7002413740235383,3486600.0,7797355.0,0.4471516302643653,49611717160.0,291,True,jpx_liquidity,JPX流動性
31,7735,ＳＣＲＥＥＮホールディングス,電気機器,プライム,7735.T,2026-08-24,13150.0,0.013878180416345476,-0.10023947998631544,-0.17034700315457418,0.19220308250226648,0.12015346208909095,13414.25,15030.166666666666,-0.019699200477104606,-0.12509286878610792,-0.32529502308876346,0.873142815823087,2253000.0,3639990.0,0.6189577443894076,47078356125.0,291,False,jpx_liquidity,JPX流動性
32,4004,レゾナック・ホールディングス,化学,プライム,4004.T,2026-08-24,15775.0,-0.017745952677459487,-0.08284883720930236,0.0875560151671837,-0.14729729729729735,0.38074398249452956,15298.25,16384.583333333332,0.031163695193894725,-0.03720468936754562,-0.18894601542416456,0.9218870107250052,1639000.0,3019635.0,0.5427808327827701,46086135400.0,291,False,jpx_liquidity,JPX流動性
33,9432,ＮＴＴ,情報・通信業,プライム,9432.T,2026-08-24,166.5,0.002408151004131165,0.030959752321981338,0.10046263477630246,0.10926044789881106,0.11322834407887794,158.30499801635742,151.16833267211913,0.05176717151277699,0.10142115783690575,0.0,0.26551962884869573,200995800.0,270346195.0,0.7434756017187517,42924342984.67842,291,True,jpx_liquidity,JPX流動性
34,7013,ＩＨＩ,機械,プライム,7013.T,2026-08-24,2663.5,-0.0035540591096147045,-0.1154101627366323,-0.07469167969428525,-0.024358974358974383,-0.3579010040565779,2811.225,2756.5,-0.052548266325178505,-0.03373843642300023,-0.3971717671813596,0.49140836953495176,7999100.0,15046025.0,0.5316420782233181,41428567347.5,291,True,jpx_liquidity,JPX流動性
35,6752,パナソニック　ホールディングス,電気機器,プライム,6752.T,2026-08-24,4348.0,0.0104578201254939,-0.09189640768588136,0.11975276847798089,0.22686230248307004,0.7356759337559844,4283.4,4203.933333333333,0.015081477331092108,0.03426949364880505,-0.09189640768588136,0.8441660730028294,5027800.0,9603245.0,0.5235521951173796,39958115370.0,291,True,jpx_liquidity,JPX流動性
36,5713,住友金属鉱山,非鉄金属,プライム,5713.T,2026-08-24,11475.0,0.06644981412639406,0.15361415502161457,0.5382037533512065,0.28787878787878785,0.029157987364822446,9110.35,8363.65,0.2595564385561475,0.3720086325946208,-0.10530287588506326,0.7806174667014214,5590200.0,3966685.0,1.409287604132922,38365949310.0,291,True,jpx_liquidity,JPX流動性
37,8136,サンリオ,卸売業,プライム,8136.T,2026-08-24,1209.5,0.02848639455782309,-0.0020627062706271015,0.04312203536006898,0.4400523453297678,0.11210788504602265,1267.5,1105.2850006103515,-0.04575936883629195,0.09428789799201076,-0.1684427638363699,0.8820369372449461,15421500.0,29622420.0,0.5206023005547825,37610375670.0,291,True,jpx_liquidity,JPX流動性
38,6503,三菱電機,電気機器,プライム,6503.T,2026-08-24,5568.0,-0.006069260978222024,-0.09108716944172379,-0.014513274336283133,-0.15083117279243552,-0.04608396123892944,5732.55,5813.216666666666,-0.028704503231546163,-0.0421826126097713,-0.15121951219512197,0.6069990836636898,3418300.0,6492185.0,0.5265253531746246,37037548040.0,291,True,jpx_liquidity,JPX流動性
39,6701,日本電気,電気機器,プライム,6701.T,2026-08-24,4707.0,0.010953608247422641,-0.016506477225240235,0.10779006825135329,0.1519823788546255,0.15020589597786205,4748.55,4332.966666666666,-0.008750039485737826,0.08632268884290228,-0.08920278637770895,0.5713423553874226,4049800.0,7703215.0,0.5257285432121523,36933830050.0,291,True,jpx_liquidity,JPX流動性
40,8058,三菱商事,卸売業,プライム,8058.T,2026-08-24,4793.0,-0.00020859407592821455,0.017838182204289676,-0.02541683611224077,-0.048630408892417654,-0.06235382806646317,4775.05,4673.066666666667,0.003759122941120907,0.02566480255649406,-0.185141108466508,0.22780809739980182,4688500.0,7731080.0,0.6064482581993719,36284132425.0,291,True,jpx_liquidity,JPX流動性
