rank,code,ticker,name,market,industry,liquidity_rank,in_yahoo_pool,universe_source,universe_label,best_yahoo_rank,ranking_hits,ranking_sources,trade_date,close,return_1d,return_5d,return_20d,return_60d,return_120d,ma20,ma60,distance_ma20,distance_ma60,distance_high_120d,volatility_20d,latest_volume,avg_volume_20d,volume_ratio_20d,avg_turnover_20d,history_days,score_return_20d,score_return_60d,score_return_120d,score_distance_ma20,score_distance_ma60,score_avg_turnover_20d,score_volume_ratio_20d,score_distance_high_120d,score_volatility_20d,score,momentum_score,trend_score,liquidity_score,evaluation_version,rule_price_floor,rule_liquidity_floor,rule_momentum_20_positive,rule_momentum_60_positive,rule_above_ma20,rule_above_ma60,rule_trend_alignment,rule_volume_expansion,rule_near_120d_high,rule_overheat_control,rule_volatility_control,rule_daily_base
1,9104,9104.T,商船三井,プライム,海運業,66,True,jpx_liquidity,JPX流動性,113.0,1.0,出来高,2026-08-24,7275.0,-0.00041220115416318315,0.0974505958666465,0.24507958240629812,0.3390392048591939,0.2996182057502035,6339.35,5765.166666666667,0.14759399622989733,0.26188893064670005,-0.00041220115416318315,0.30322645788116204,3713100.0,3279225.0,1.1323102257393134,21687055225.0,291,18.96666666666667,17.04,8.65,9.908333333333333,9.65,8.916666666666668,7.28,6.708333333333334,5.296666666666668,92.42,44.66,19.56,16.2,v7,True,True,True,True,True,True,True,False,True,True,True,True
2,9101,9101.T,日本郵船,プライム,海運業,69,True,jpx_liquidity,JPX流動性,102.0,1.0,出来高,2026-08-24,7200.0,0.013941698352344822,0.10939907550077033,0.21089808274470223,0.3528748590755355,0.36491223263341355,6317.6,5726.35,0.1396732936558187,0.2573454294620481,0.0,0.3145944434461844,4079000.0,3352365.0,1.2167529490374707,21563931645.0,291,18.7,17.1,8.933333333333332,9.783333333333335,9.616666666666667,8.866666666666667,7.493333333333334,6.86,5.04,92.39,44.73,19.4,16.36,v7,True,True,True,True,True,True,True,True,True,True,True,True
3,9107,9107.T,川崎汽船,プライム,海運業,90,True,jpx_liquidity,JPX流動性,53.0,1.0,出来高,2026-08-24,3465.0,0.017621145374449254,0.1279296875,0.23485388453314315,0.39717741935483875,0.4149826868842943,2970.85,2718.175,0.16633286769779687,0.27475236141896664,0.0,0.3680889780273008,7535800.0,5502090.0,1.3696249970465768,17028863707.5,291,18.933333333333334,17.37,9.2,9.908333333333333,9.683333333333335,8.516666666666667,7.76,6.86,4.0249999999999995,92.26,45.5,19.59,16.28,v7,True,True,True,True,True,True,True,True,True,True,True,True
4,4689,4689.T,ＬＩＮＥヤフー,プライム,情報・通信業,148,True,jpx_liquidity,JPX流動性,20.0,1.0,出来高,2026-08-24,533.7000122070312,0.015411029294786216,0.08497665954300304,0.2260510617355267,0.2875754214886157,0.431981172305957,482.30499877929685,444.2433334350586,0.10656122901030263,0.20136864650339148,0.0,0.33740065254694945,21068200.0,19817095.0,1.0631326135339212,9825267529.216766,291,18.8,16.47,9.283333333333333,9.633333333333335,9.433333333333335,7.55,7.1866666666666665,6.86,4.55,89.77,44.55,19.07,14.74,v7,True,True,True,True,True,True,True,False,True,True,True,True
5,6098,6098.T,リクルートホールディングス,プライム,サービス業,24,True,jpx_liquidity,JPX流動性,110.0,2.0,値上がり率・出来高,2026-08-24,16515.0,0.038679245283018915,0.008241758241758212,0.36997096640398186,0.6215022091310751,1.4513670708149662,14498.5,12514.25,0.13908335345035683,0.31969554707633296,-0.016378796902918435,0.8417709022443446,3148300.0,4375170.0,0.7195834676138299,63143520575.0,291,19.816666666666666,17.835,9.908333333333333,9.766666666666667,9.908333333333333,9.616666666666667,5.253333333333333,6.276666666666666,0.7466666666666667,89.13,47.56,19.68,14.87,v7,True,True,True,True,True,True,True,False,True,True,False,False
6,6532,6532.T,ベイカレント,プライム,サービス業,142,True,jpx_liquidity,JPX流動性,98.0,1.0,値上がり率,2026-08-24,7795.0,0.04141616566466255,0.05337837837837833,0.19518552591229676,0.4315886134067952,0.8023121387283236,7305.85,6496.966666666666,0.066953195042329,0.19979067154415664,0.0,0.4888740539262826,1217700.0,1408795.0,0.8643557082471189,10100145650.0,291,18.5,17.46,9.8,9.216666666666665,9.416666666666668,7.65,6.52,6.86,2.4733333333333336,87.9,45.76,18.63,14.17,v7,True,True,True,True,True,True,True,False,True,True,True,True
7,7272,7272.T,ヤマハ発動機,プライム,輸送用機器,83,True,jpx_liquidity,JPX流動性,62.0,1.0,出来高,2026-08-24,1973.0,0.017010309278350455,0.018848437903433934,0.5438184663536776,0.5553803705163578,0.6132461161079312,1720.825,1401.9966979980468,0.14654308253308734,0.40727863540428166,0.0,0.8459314176784085,6524900.0,10365480.0,0.6294836322099893,18029391435.0,291,19.816666666666666,17.835,9.666666666666668,9.908333333333333,9.908333333333333,8.633333333333333,3.6266666666666665,6.86,0.7233333333333334,86.98,47.32,19.82,12.26,v7,True,True,True,True,True,True,True,False,True,True,False,False
8,3697,3697.T,ＳＨＩＦＴ,プライム,情報・通信業,212,True,jpx_liquidity,JPX流動性,66.0,1.0,出来高,2026-08-24,970.5999755859375,0.01622866757010555,0.07498056190197677,0.2027261159677045,0.468825656047122,0.4042244769162695,904.9849975585937,758.4483327229817,0.07250394007011751,0.2797179896240114,0.0,0.7080318266383127,6300200.0,6828130.0,0.9226830772114767,6101745076.096802,291,18.6,17.58,9.116666666666665,9.316666666666665,9.716666666666667,6.4833333333333325,6.8533333333333335,6.86,1.26,85.79,45.3,19.03,13.34,v7,True,True,True,True,True,True,True,False,True,True,True,True
9,3994,3994.T,マネーフォワード,プライム,情報・通信業,324,True,jpx_liquidity,JPX流動性,38.0,1.0,値上がり率,2026-08-24,6450.0,0.05737704918032782,0.07499999999999996,0.19289809506195676,0.5925925925925926,1.0424319189360354,5706.0,4890.216666666666,0.13038906414300744,0.3189599642824279,-0.004475999382620777,0.8380470350014172,639000.0,561450.0,1.138124499064921,3296571795.0,291,18.466666666666665,17.835,9.908333333333333,9.733333333333334,9.908333333333333,4.616666666666666,7.293333333333333,6.6033333333333335,0.7583333333333334,85.12,46.21,19.64,11.91,v7,True,True,True,True,True,True,True,False,True,True,False,False
10,4443,4443.T,Ｓａｎｓａｎ,プライム,情報・通信業,386,False,jpx_liquidity,JPX流動性,,,,2026-08-24,2248.0,0.007619901389511519,0.1167411823149529,0.2579742585338556,0.44658944658944666,0.9310317058193887,2008.55,1751.5166666666667,0.11921535436011066,0.2834590973537221,0.0,0.5314492410957842,1048300.0,1248880.0,0.8393920953174044,2478652535.0,291,19.16666666666667,17.520000000000003,9.908333333333333,9.666666666666668,9.766666666666667,3.583333333333334,6.333333333333332,6.86,2.1,84.9,46.6,19.43,9.92,v7,True,True,True,True,True,True,True,False,True,True,True,True
11,7832,7832.T,バンダイナムコホールディングス,プライム,その他製品,88,False,jpx_liquidity,JPX流動性,,,,2026-08-24,5542.0,0.010576221735959068,0.039384846211552915,0.34809048893213324,0.5067971723762914,0.35812276826192413,5040.6,4241.466666666666,0.09947228504543104,0.3066234950174469,-0.002160604969391411,0.631420080892609,1847600.0,3362055.0,0.5495448468273124,17186031230.0,291,19.533333333333335,17.64,8.866666666666667,9.566666666666668,9.8,8.55,2.3066666666666666,6.661666666666667,1.5166666666666668,84.44,46.04,19.37,10.86,v7,True,True,True,True,True,True,True,False,True,True,True,True
12,4180,4180.T,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,プライム,情報・通信業,446,False,jpx_liquidity,JPX流動性,,,,2026-08-24,1345.0,0.03065134099616862,0.03302611367127506,0.5786384976525822,0.4619565217391304,0.6442542787286063,1073.15,931.5,0.25331966640264625,0.44390767579173374,0.0,0.7816695313534329,1626900.0,1658585.0,0.9808963664810667,1938643360.0,291,19.816666666666666,17.55,9.683333333333335,9.908333333333333,9.908333333333333,2.583333333333334,7.04,6.86,0.8866666666666667,84.24,47.05,19.82,9.62,v7,True,True,True,True,True,True,True,False,True,False,True,False
13,6448,6448.T,ブラザー工業,プライム,電気機器,256,False,jpx_liquidity,JPX流動性,,,,2026-08-24,4667.0,0.01280381944444442,0.010610653962754402,0.18421720375539197,0.2627164502164503,0.48435989222179954,4361.3,3973.8166666666666,0.07009377937770833,0.17443767326961068,-0.016231028667790914,0.4023965273417357,882200.0,1103180.0,0.7996881741873493,4888248410.0,291,18.3,16.319999999999997,9.45,9.3,9.283333333333333,5.749999999999999,6.1066666666666665,6.288333333333332,3.43,84.23,44.07,18.58,11.86,v7,True,True,True,True,True,True,True,False,True,True,True,True
14,7550,7550.T,ゼンショーホールディングス,プライム,小売業,195,False,jpx_liquidity,JPX流動性,,,,2026-08-24,11710.0,0.020034843205574804,0.03080985915492951,0.2830064643365837,0.4886854818204933,0.20419824023549227,10784.3,9125.45,0.08583774561167634,0.2832243889342443,0.0,0.48411615492717036,419500.0,633950.0,0.661724110734285,6900635620.0,291,19.36666666666667,17.610000000000003,7.75,9.45,9.733333333333334,6.766666666666665,4.173333333333333,6.86,2.5083333333333333,84.22,44.73,19.18,10.94,v7,True,True,True,True,True,True,True,False,True,True,True,True
15,6027,6027.T,弁護士ドットコム,プライム,サービス業,527,True,jpx_liquidity,JPX流動性,36.0,1.0,値上がり率,2026-08-24,4735.0,0.058100558659217816,0.40922619047619047,1.1532514779445204,0.94376026272578,0.8568627450980393,3011.6,2511.8166666666666,0.5722539513879665,0.8850898088368977,0.0,1.1983313265324915,626700.0,330860.0,1.8941546273348244,1339926420.0,291,19.816666666666666,17.835,9.908333333333333,9.908333333333333,9.908333333333333,1.2333333333333334,7.926666666666666,6.86,0.07583333333333334,83.47,47.56,19.82,9.16,v7,True,True,True,True,True,True,True,True,True,False,False,False
16,9506,9506.T,東北電力,プライム,電気・ガス業,300,True,jpx_liquidity,JPX流動性,129.0,1.0,出来高,2026-08-24,1309.5,-0.015783540022547893,0.0417661097852029,0.14667250437828372,0.31383564157917854,0.04674706469650114,1230.375,1116.9799997965495,0.06430966168850971,0.17235760733273353,-0.015783540022547893,0.23815299046776456,3200400.0,2978130.0,1.0746340824611418,3751011787.5,291,17.766666666666666,16.74,5.166666666666668,9.166666666666664,9.266666666666666,5.0166666666666675,7.2,6.323333333333332,6.451666666666666,83.1,39.67,18.43,12.22,v7,True,True,True,True,True,True,True,False,True,True,True,True
17,2737,2737.T,トーメンデバイス,プライム,卸売業,261,True,jpx_liquidity,JPX流動性,32.0,1.0,値上がり率,2026-08-24,30150.0,0.06349206349206349,-0.07373271889400923,0.8250605326876512,1.1784682080924855,1.2604124995094592,26851.0,19557.333333333332,0.12286320807418716,0.541621216253068,-0.09730538922155685,1.6457493263775993,146600.0,164480.0,0.8912937743190662,4739601750.0,291,19.816666666666666,17.835,9.908333333333333,9.683333333333335,9.908333333333333,5.666666666666666,6.666666666666668,3.4883333333333337,0.07583333333333334,83.05,47.56,19.59,12.33,v7,True,True,True,True,True,True,True,False,False,True,False,False
18,9110,9110.T,ＮＳユナイテッド海運,プライム,海運業,476,False,jpx_liquidity,JPX流動性,,,,2026-08-24,10480.0,0.003831417624521105,0.003831417624521105,0.423913043478261,0.3232323232323233,0.43153232367016914,9705.5,7911.833333333333,0.07980011333779813,0.3245981757283394,0.0,0.7002841091854634,179300.0,155335.0,1.1542794605208098,1635783400.0,291,19.816666666666666,16.86,9.266666666666666,9.4,9.908333333333333,2.083333333333334,7.36,6.86,1.295,82.85,45.94,19.31,9.44,v7,True,True,True,True,True,True,True,False,True,True,True,True
19,4680,4680.T,ラウンドワン,プライム,サービス業,279,False,jpx_liquidity,JPX流動性,,,,2026-08-24,1352.0,0.010085917071348538,0.040800615858352485,0.14965986394557818,0.5097710776102735,0.31384679989893116,1286.825,1167.6632863362631,0.05064791249781431,0.15786803937471028,-0.010248901903367469,0.4616032595976662,2587200.0,3349440.0,0.7724276296933219,4328247387.5,291,17.833333333333336,17.835,8.683333333333332,8.85,9.233333333333333,5.366666666666666,5.8533333333333335,6.463333333333333,2.6833333333333336,82.8,44.35,18.08,11.22,v7,True,True,True,True,True,True,True,False,True,True,True,True
20,9507,9507.T,四国電力,プライム,電気・ガス業,463,False,jpx_liquidity,JPX流動性,,,,2026-08-24,1898.0,0.004498544588515507,0.05006915629322273,0.2260981912144704,0.30986887508626637,0.11328431710197528,1743.2,1561.8416666666667,0.0888022028453419,0.21523201775681478,0.0,0.28753945450677865,1083600.0,976015.0,1.1102288386961265,1748974555.0,291,18.833333333333336,16.65,6.2666666666666675,9.466666666666667,9.466666666666667,2.3,7.24,6.86,5.6,82.68,41.75,18.93,9.54,v7,True,True,True,True,True,True,True,False,True,True,True,True
21,5713,5713.T,住友金属鉱山,プライム,非鉄金属,36,True,jpx_liquidity,JPX流動性,30.0,2.0,値上がり率・出来高,2026-08-24,11475.0,0.06644981412639406,0.15361415502161457,0.5382037533512065,0.28787878787878785,0.029157987364822446,9110.35,8363.65,0.2595564385561475,0.3720086325946208,-0.10530287588506326,0.7806174667014214,5590200.0,3966685.0,1.409287604132922,38365949310.0,291,19.816666666666666,16.499999999999996,4.9,9.908333333333333,9.908333333333333,9.416666666666668,7.773333333333333,3.336666666666667,0.9216666666666665,82.48,41.22,19.82,17.19,v7,True,True,True,True,True,True,True,True,False,False,True,False
22,7733,7733.T,オリンパス,プライム,精密機器,143,True,jpx_liquidity,JPX流動性,137.0,1.0,出来高,2026-08-24,2160.0,-0.003919760202905187,0.040462427745664664,0.24891587163920215,0.18583584957452648,0.47865773023491354,1978.225,1817.7083333333333,0.0918879298360904,0.18830945558739254,-0.012345679012345734,0.4369010055049136,3096700.0,5043910.0,0.6139483059769107,10067036305.0,291,19.033333333333335,14.7,9.4,9.5,9.366666666666667,7.633333333333333,3.333333333333334,6.416666666666666,3.0216666666666665,82.4,43.13,18.87,10.97,v7,True,True,True,True,True,True,True,False,True,True,True,True
23,6869,6869.T,シスメックス,プライム,電気機器,226,False,jpx_liquidity,JPX流動性,,,,2026-08-24,1952.5,-0.012142676448267165,0.055120237773574665,0.2761437908496731,0.41331885631559895,0.4117859725234996,1775.425,1581.1916666666666,0.09973668276609837,0.2348281623037478,-0.01388888888888884,0.7579735290995198,2013000.0,3207245.0,0.6276414804606446,5851511652.5,291,19.333333333333336,17.4,9.166666666666664,9.583333333333336,9.533333333333335,6.25,3.5733333333333333,6.3583333333333325,1.05,82.25,45.9,19.12,9.82,v7,True,True,True,True,True,True,True,False,True,True,True,True
24,7267,7267.T,本田技研工業,プライム,輸送用機器,46,True,jpx_liquidity,JPX流動性,32.0,1.0,出来高,2026-08-24,1747.0,-0.00342270393610955,0.03556609365738006,0.13736979166666674,0.21193201526188,0.14917007823535866,1662.05,1538.7,0.051111579074035074,0.13537401702736074,-0.00342270393610955,0.37769984154542974,13318900.0,19183475.0,0.6942902680562307,32142204795.0,291,17.633333333333336,15.45,6.883333333333333,8.866666666666667,8.866666666666667,9.25,4.733333333333333,6.638333333333334,3.8500000000000005,82.17,39.97,17.73,13.98,v7,True,True,True,True,True,True,True,False,True,True,True,True
25,8050,8050.T,セイコーグループ,プライム,精密機器,243,False,jpx_liquidity,JPX流動性,,,,2026-08-24,10500.0,-0.002849002849002802,-0.06082289803220031,0.43442622950819665,0.5195369030390737,0.6895488549425197,9609.0,8181.166666666667,0.0927255697783329,0.283435532829466,-0.0658362989323843,0.8725110648937244,344000.0,535260.0,0.6426783245525539,5321369750.0,291,19.816666666666666,17.835,9.733333333333334,9.516666666666667,9.75,5.966666666666668,3.813333333333334,4.631666666666666,0.6416666666666666,81.7,47.39,19.27,9.78,v7,True,True,True,True,True,True,True,False,False,True,False,False
