rank,code,name,industry,market,ticker,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources,candidate_score,snapshot_date,first_seen_date,appearance_count,consecutive_appearances,previous_yahoo_rank,yahoo_rank_change,trade_date,close,return_1d,return_5d,return_20d,return_60d,return_120d,ma20,ma60,distance_ma20,distance_ma60,distance_high_120d,volatility_20d,latest_volume,avg_volume_20d,volume_ratio_20d,avg_turnover_20d,history_days,score_return_20d,score_return_60d,score_return_120d,score_distance_ma20,score_distance_ma60,score_avg_turnover_20d,score_volume_ratio_20d,score_distance_high_120d,score_volatility_20d,score,momentum_score,trend_score,liquidity_score,evaluation_version,rule_price_floor,rule_liquidity_floor,rule_momentum_20_positive,rule_momentum_60_positive,rule_above_ma20,rule_above_ma60,rule_trend_alignment,rule_volume_expansion,rule_near_120d_high,rule_overheat_control,rule_volatility_control,rule_daily_base
1,4478,フリー,情報・通信業,グロース,4478.T,フリー(株),121,1,値上がり率,130,2026-08-24,2026-06-24,12,1,16.0,-105.0,2026-08-24,3920.0,0.03703703703703698,0.17014925373134338,0.62993762993763,0.9019893255701117,0.7891373801916932,2986.4,2418.266666666667,0.3126171979641039,0.6209957545349285,0.0,0.7497422957408122,977300.0,589875.0,1.6567916931553295,1932821945.0,285,19.584569732937684,17.839762611275965,9.525222551928783,9.70326409495549,9.910979228486646,5.934718100890207,5.246290801186944,6.646884272997033,1.4747774480712166,85.87,46.95,19.61,11.18,v7,True,True,True,True,True,True,True,True,True,False,True,False
2,6570,共和コーポレーション,サービス業,スタンダード,6570.T,(株)共和コーポレーション,17,1,値上がり率,234,2026-08-24,2026-06-17,12,1,13.0,-4.0,2026-08-24,4220.0,0.08762886597938135,0.3904448105436573,1.1047381546134662,1.5857843137254903,2.3385485922518976,2743.6,2125.55,0.5381250911211548,0.9853684928606712,0.0,1.069857036508832,154600.0,54030.0,2.86137331112345,209983590.0,290,19.82195845697329,17.839762611275965,9.910979228486646,9.910979228486646,9.910979228486646,4.777448071216617,6.433234421364985,6.646884272997033,0.6023738872403561,85.85,47.57,19.82,11.21,v7,True,True,True,True,True,True,True,True,True,False,False,False
3,6027,弁護士ドットコム,サービス業,プライム,6027.T,弁護士ドットコム(株),36,1,値上がり率,215,2026-08-24,2026-06-19,11,2,96.0,60.0,2026-08-24,4735.0,0.058100558659217816,0.40922619047619047,1.1532514779445204,0.94376026272578,0.8568627450980393,3011.6,2511.8166666666666,0.5722539513879665,0.8850898088368977,0.0,1.1983313265324915,626700.0,330860.0,1.8941546273348244,1339926420.0,291,19.82195845697329,17.839762611275965,9.614243323442135,9.910979228486646,9.910979228486646,5.727002967359051,5.744807121661721,6.646884272997033,0.37388724035608306,85.59,47.28,19.82,11.47,v7,True,True,True,True,True,True,True,True,True,False,False,False
4,9107,川崎汽船,海運業,プライム,9107.T,川崎汽船(株),53,1,出来高,198,2026-08-24,2026-06-15,40,14,20.0,-33.0,2026-08-24,3465.0,0.017621145374449254,0.1279296875,0.23485388453314315,0.39717741935483875,0.4149826868842943,2970.85,2718.175,0.16633286769779687,0.27475236141896664,0.0,0.3680889780273008,7535800.0,5502090.0,1.3696249970465768,17028863707.5,291,17.38872403560831,16.718100890207715,8.931750741839762,9.050445103857566,8.931750741839762,8.01186943620178,4.818991097922849,6.646884272997033,4.050445103857567,84.55,43.04,17.98,12.83,v7,True,True,True,True,True,True,True,True,True,True,True,True
5,4588,オンコリスバイオファーマ,医薬品,グロース,4588.T,オンコリスバイオファーマ(株),7,1,値上がり率,244,2026-08-24,2026-06-17,10,1,44.0,37.0,2026-08-24,3835.0,0.13461538461538458,0.09885386819484232,0.6312207571246278,0.3711119056131569,0.6147368421052632,3003.9,2788.4666666666667,0.27667365757848117,0.37530781552585646,0.0,0.9741312504681422,2148500.0,1117060.0,1.9233523714035057,3730663665.0,286,19.82195845697329,16.55786350148368,9.287833827893175,9.554896142433234,9.614243323442135,6.379821958456973,5.768545994065282,6.646884272997033,0.7685459940652818,84.4,45.67,19.17,12.15,v7,True,True,True,True,True,True,True,True,True,False,False,False
6,9104,商船三井,海運業,プライム,9104.T,(株)商船三井,113,1,出来高,138,2026-08-24,2026-06-17,8,2,49.0,-64.0,2026-08-24,7275.0,-0.00041220115416318315,0.0974505958666465,0.24507958240629812,0.3390392048591939,0.2996182057502035,6339.35,5765.166666666667,0.14759399622989733,0.26188893064670005,-0.00041220115416318315,0.30322645788116204,3713100.0,3279225.0,1.1323102257393134,21687055225.0,291,17.507418397626115,16.237388724035608,8.57566765578635,8.783382789317507,8.90207715133531,8.516320474777446,4.059347181008902,6.27299703264095,5.130563798219584,83.99,42.32,17.69,12.58,v7,True,True,True,True,True,True,True,False,True,True,True,True
7,9101,日本郵船,海運業,プライム,9101.T,日本郵船(株),102,1,出来高,149,2026-08-24,2026-06-18,11,2,54.0,-48.0,2026-08-24,7200.0,0.013941698352344822,0.10939907550077033,0.21089808274470223,0.3528748590755355,0.36491223263341355,6317.6,5726.35,0.1396732936558187,0.2573454294620481,0.0,0.3145944434461844,4079000.0,3352365.0,1.2167529490374707,21563931645.0,291,17.1513353115727,16.344213649851632,8.724035608308606,8.57566765578635,8.84272997032641,8.456973293768545,4.29673590504451,6.646884272997033,4.943620178041543,83.98,42.22,17.42,12.75,v7,True,True,True,True,True,True,True,True,True,True,True,True
8,4849,エン,サービス業,プライム,4849.T,エン(株),39,1,値上がり率,212,2026-08-24,2026-08-07,4,1,134.0,95.0,2026-08-24,1685.0,0.05708908406524471,0.14547926580557435,0.3404932378679395,0.3621665319320937,0.4263914956664774,1407.05,1264.85,0.1975409544792297,0.3321737755465075,0.0,0.43177100525092976,461100.0,251190.0,1.8356622477009434,383962460.0,291,18.397626112759646,16.451038575667656,8.991097922848665,9.287833827893175,9.376854599406528,5.16320474777448,5.626112759643917,6.646884272997033,3.448071216617211,83.39,43.84,18.66,10.79,v7,True,True,True,True,True,True,True,True,True,False,True,False
9,6045,レントラックス,サービス業,グロース,6045.T,(株)レントラックス,15,1,値上がり率,236,2026-08-24,2026-08-17,3,2,86.0,71.0,2026-08-24,2277.0,0.09682080924855496,0.088432122370937,0.40555555555555545,0.5149700598802396,0.3126814701071112,1773.45,1584.5833333333333,0.283938086780005,0.43697081251643444,0.0,0.898852560144289,113200.0,16945.0,6.680436706993214,44561195.0,248,18.87240356083086,17.305637982195844,8.635014836795252,9.584569732937688,9.70326409495549,4.00593471810089,7.596439169139467,6.646884272997033,0.9554896142433235,83.31,44.81,19.29,11.6,v7,True,False,True,True,True,True,True,True,True,False,False,False
10,196A,ＭＦＳ,その他金融業,グロース,196A.T,(株)ＭＦＳ,11,1,値上がり率,240,2026-08-24,2026-06-29,8,2,46.0,35.0,2026-08-24,369.0,0.10810810810810811,0.2058823529411764,0.32733812949640284,0.4819277108433735,0.1903225806451614,297.55,278.2,0.24012770962863383,0.32638389647735444,0.0,0.43504855979082796,369000.0,54135.0,6.816292601828762,23006285.0,274,18.27893175074184,17.252225519287837,7.774480712166172,9.43620178041543,9.347181008902076,3.442136498516321,7.667655786350149,6.646884272997033,3.364985163204748,83.21,43.31,18.78,11.11,v7,True,False,True,True,True,True,True,True,True,False,True,False
