evaluation_version,universe_source,universe_label,horizon,sample_count,valid_count,avg_open_buy_return,median_open_buy_return,win_rate,avg_excess_return,avg_net_return,cost_bps_one_way
v4,jpx_liquidity,JPX流動性,1d,100,100,-0.003237742293321324,-0.0035159520906045127,0.45,,-0.005230270046476974,10
v4,jpx_liquidity,JPX流動性,3d,100,100,0.03629324122645114,0.02634369309948137,0.78,,0.03422169103723946,10
v4,jpx_liquidity,JPX流動性,5d,100,100,0.05292986357686018,0.041385482221648284,0.8,,0.050825056779570055,10
v4,jpx_liquidity,JPX流動性,10d,100,100,0.010583817175516564,-0.0010237274557547416,0.5,,0.008563660124982702,10
v4,yahoo,Yahooランキング,1d,100,100,-0.006279601058521651,-0.005865601046527724,0.37,,-0.008266048136005661,10
v4,yahoo,Yahooランキング,3d,100,100,0.03269663923701476,0.01859026404357933,0.67,,0.030632278655179958,10
v4,yahoo,Yahooランキング,5d,100,100,0.058593379342656224,0.04071834992887624,0.7,,0.056477251177350266,10
v4,yahoo,Yahooランキング,10d,100,100,0.005325580647165848,-0.0070504977543554,0.47,,0.0033159348114521624,10
v5,jpx_liquidity,JPX流動性,1d,100,100,0.011343672810443598,0.011026180458158064,0.67,,0.009321996808495521,10
v5,jpx_liquidity,JPX流動性,3d,100,100,0.03887108110824339,0.032597456476004094,0.74,,0.036794377817108016,10
v5,jpx_liquidity,JPX流動性,5d,100,100,-0.017576970160311674,-0.025129577478021192,0.31,,-0.019540833796961216,10
v5,jpx_liquidity,JPX流動性,10d,100,100,0.01246881940743416,0.006196273379935779,0.54,,0.010444894237438693,10
v5,yahoo,Yahooランキング,1d,100,100,0.007677485641730712,0.002439941035289772,0.53,,0.005663138347932888,10
v5,yahoo,Yahooランキング,3d,100,100,0.028352740605504398,0.01614404224131394,0.66,,0.02629706347703402,10
v5,yahoo,Yahooランキング,5d,100,100,-0.023700311168243293,-0.027664381188891363,0.31,,-0.02565193424621798,10
v5,yahoo,Yahooランキング,10d,100,100,-0.005242711892910319,-0.01251154383063844,0.39,,-0.007231231711836396,10
v7,jpx_liquidity,JPX流動性,1d,1800,1700,-0.0076964108287665344,-0.006365609788185733,0.37588235294117645,,-0.009680025703519828,10
v7,jpx_liquidity,JPX流動性,3d,1800,1500,-0.016940839946641004,-0.01326329975256274,0.3546666666666667,,-0.018905975207587668,10
v7,jpx_liquidity,JPX流動性,5d,1800,1300,-0.027476261890607423,-0.025017703286802917,0.33692307692307694,,-0.029420336843088105,10
v7,jpx_liquidity,JPX流動性,10d,1800,800,-0.055923505577340354,-0.05073885398869832,0.26875,,-0.057810714489691245,10
v7,yahoo,Yahooランキング,1d,1800,1699,-0.0066087199735631865,-0.004770642201834874,0.39905826957033547,,-0.008594509142336034,10
v7,yahoo,Yahooランキング,3d,1800,1500,-0.01509034483503765,-0.00964989246113801,0.386,,-0.017059179235712412,10
v7,yahoo,Yahooランキング,5d,1800,1300,-0.020043477548653,-0.01408583766467586,0.3984615384615385,,-0.022002410637033242,10
v7,yahoo,Yahooランキング,10d,1800,798,-0.03230670314132114,-0.019370807069983287,0.4398496240601504,,-0.034241122041741644,10
