code,name,industry,market,ticker,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources,candidate_score,snapshot_date,first_seen_date,appearance_count,consecutive_appearances,previous_yahoo_rank,yahoo_rank_change
4381,ビープラッツ,情報・通信業,グロース,4381.T,ビープラッツ(株),1,2,値上がり率・出来高増加率,350,2026-07-13,2026-06-24,4,2,2.0,1.0
8918,ランド,不動産業,スタンダード,8918.T,(株)ランド,1,1,出来高,250,2026-07-13,2026-06-15,20,19,1.0,0.0
4564,オンコセラピー・サイエンス,医薬品,グロース,4564.T,オンコセラピー・サイエンス(株),2,1,出来高,249,2026-07-13,2026-06-15,20,19,3.0,1.0
5240,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ,情報・通信業,グロース,5240.T,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ(株),2,2,値上がり率・出来高,349,2026-07-13,2026-06-24,5,3,1.0,-1.0
4199,ワンダープラネット,情報・通信業,グロース,4199.T,ワンダープラネット(株),3,2,値上がり率・出来高増加率,348,2026-07-13,2026-07-07,3,2,87.0,84.0
9432,ＮＴＴ,情報・通信業,プライム,9432.T,ＮＴＴ(株),3,1,出来高,248,2026-07-13,2026-06-15,20,19,4.0,1.0
7453,良品計画,小売業,プライム,7453.T,(株)良品計画,4,2,値上がり率・出来高,347,2026-07-13,2026-06-25,11,10,78.0,74.0
4597,ソレイジア・ファーマ,医薬品,グロース,4597.T,ソレイジア・ファーマ(株),5,2,値上がり率・出来高,346,2026-07-13,2026-06-15,20,19,5.0,0.0
6573,ＣＲＡＶＩＡ,サービス業,グロース,6573.T,ＣＲＡＶＩＡ(株),5,3,値上がり率・出来高・出来高増加率,446,2026-07-13,2026-06-22,8,1,97.0,92.0
6814,古野電気,電気機器,プライム,6814.T,古野電気(株),6,1,値上がり率,245,2026-07-13,2026-07-03,3,1,44.0,38.0
9434,ソフトバンク,情報・通信業,プライム,9434.T,ソフトバンク(株),6,1,出来高,245,2026-07-13,2026-06-15,20,19,7.0,1.0
195A,ＭＵＳＣＡＴ　ＧＲＯＵＰ,サービス業,グロース,195A.T,(株)ＭＵＳＣＡＴ　ＧＲＯＵＰ,7,2,値上がり率・出来高増加率,344,2026-07-13,2026-07-13,1,1,,
