signal_date,entry_date,planned_exit_date,code,ticker,name,industry,entry_price,latest_price,unrealized_return,market_value
2026-07-24,2026-07-27,,8388,8388.T,阿波銀行,銀行業,8710.0,8210.0,-0.057405281285878296,0.03591620368241416
2026-07-24,2026-07-27,,6178,6178.T,日本郵政,サービス業,2499.5,2419.0,-0.03220644128825767,0.0368763689071353
2026-07-24,2026-07-27,,4733,4733.T,オービックビジネスコンサルタント,情報・通信業,7760.0,8339.0,0.07461340206185563,0.040946584000553225
2026-07-24,2026-07-27,,9278,9278.T,ブックオフグループホールディングス,小売業,2600.0,2848.0,0.0953846153846154,0.041738040937049574
2026-07-24,2026-07-27,,8750,8750.T,第一ライフグループ,保険業,1940.0,1898.0,-0.02164948453608251,0.037278626421897124
2026-07-27,2026-07-28,,8306,8306.T,三菱ＵＦＪフィナンシャル・グループ,銀行業,3760.0,3525.0,-0.0625,0.0364299539137684
2026-07-27,2026-07-28,,9308,9308.T,乾汽船,海運業,1860.0,1881.0,0.011290322580645107,0.039297343834723074
2026-07-27,2026-07-28,,6178,6178.T,日本郵政,サービス業,2498.5,2419.0,-0.03181909145487294,0.03762217160372203
2026-07-27,2026-07-28,,7803,7803.T,ブシロード,その他製品,401.0,389.0,-0.029925187032418976,0.03769576611127091
2026-07-27,2026-07-28,,8725,8725.T,ＭＳ＆ＡＤインシュアランスグループホールディングス,保険業,5022.0,4988.0,-0.006770211071286392,0.03859553646555195
2026-07-28,2026-07-29,,8136,8136.T,サンリオ,卸売業,1281.5,1353.5,0.0561841591884511,0.04027332466846513
2026-07-28,2026-07-29,,8725,8725.T,ＭＳ＆ＡＤインシュアランスグループホールディングス,保険業,5041.0,4988.0,-0.01051378694703431,0.037730067400245745
2026-07-28,2026-07-29,,4443,4443.T,Ｓａｎｓａｎ,情報・通信業,2047.0,2014.0,-0.016121152906692693,0.03751625310672166
2026-07-28,2026-07-29,,6460,6460.T,セガサミーホールディングス,機械,2787.5,2910.5,0.04412556053811656,0.03981351862586665
2026-07-28,2026-07-29,,5401,5401.T,日本製鉄,鉄鋼,650.0,660.0,0.01538461538461533,0.03871759855797348
2026-07-29,2026-07-30,,8136,8136.T,サンリオ,卸売業,1355.0,1353.5,-0.0011070110701106861,0.03794516173456373
2026-07-29,2026-07-30,,7832,7832.T,バンダイナムコホールディングス,その他製品,4770.0,4739.0,-0.0064989517819706855,0.037740336928861674
2026-07-29,2026-07-30,,5108,5108.T,ブリヂストン,ゴム製品,4135.0,4050.0,-0.02055622732769047,0.0372063401944356
2026-07-29,2026-07-30,,9889,9889.T,ＪＢＣＣホールディングス,情報・通信業,1679.0,1651.0,-0.016676593210244173,0.037353716685900554
2026-07-29,2026-07-30,,4324,4324.T,電通グループ,サービス業,3835.0,3763.0,-0.018774445893089964,0.037274025107094745
