code,name,industry,market,ticker,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources,candidate_score,snapshot_date,first_seen_date,appearance_count,consecutive_appearances,previous_yahoo_rank,yahoo_rank_change
3660,アイスタイル,情報・通信業,プライム,3660.T,コスメ需要やデータ活用を追い風に26年6月期は19%増収・過去最高益 提供:株式会社アイスタイル,1,3,値上がり率・出来高・出来高増加率,450,2026-09-18,2026-07-27,12,7,1.0,0.0
5885,ジーデップ・アドバンス,卸売業,スタンダード,5885.T,プライベート/フィジカルAI需要で27年5月期は27%増収予想 提供:株式会社ジーデップ・アドバンス,2,3,値上がり率・出来高・出来高増加率,449,2026-09-18,2026-06-18,15,7,2.0,0.0
8798,アドバンスクリエイト,保険業,プライム,8798.T,(株)アドバンスクリエイト,3,2,値上がり率・出来高増加率,348,2026-09-18,2026-07-01,8,2,3.0,0.0
8918,ランド,不動産業,スタンダード,8918.T,(株)ランド,3,1,出来高,248,2026-09-18,2026-06-15,66,14,3.0,0.0
4875,メディシノバ・インク,医薬品,スタンダード,4875.T,メディシノバ,4,1,値上がり率,247,2026-09-18,2026-06-24,12,5,4.0,0.0
9432,ＮＴＴ,情報・通信業,プライム,9432.T,ＮＴＴ(株),4,1,出来高,247,2026-09-18,2026-06-15,66,14,6.0,2.0
4564,オンコセラピー・サイエンス,医薬品,グロース,4564.T,オンコセラピー・サイエンス(株),5,1,出来高,246,2026-09-18,2026-06-15,66,14,4.0,-1.0
6977,日本抵抗器製作所,電気機器,スタンダード,6977.T,(株)日本抵抗器製作所,5,1,値上がり率,246,2026-09-18,2026-06-24,16,1,78.0,73.0
4075,ブレインズテクノロジー,情報・通信業,グロース,4075.T,ブレインズテクノロジー(株),6,1,値上がり率,245,2026-09-18,2026-06-22,11,6,5.0,-1.0
7363,ベビーカレンダー,サービス業,グロース,7363.T,(株)ベビーカレンダー,7,2,値上がり率・出来高増加率,344,2026-09-18,2026-06-30,15,1,8.0,1.0
9434,ソフトバンク,情報・通信業,プライム,9434.T,ソフトバンク(株),7,1,出来高,244,2026-09-18,2026-06-15,66,14,10.0,3.0
2962,テクニスコ,金属製品,スタンダード,2962.T,(株)テクニスコ,8,2,値上がり率・出来高増加率,343,2026-09-18,2026-06-15,23,2,8.0,0.0
9984,ソフトバンクグループ,情報・通信業,プライム,9984.T,ソフトバンクグループ(株),8,1,出来高,243,2026-09-18,2026-06-15,66,14,7.0,-1.0
3512,日本フエルト,繊維製品,スタンダード,3512.T,日本フエルト(株),9,1,出来高増加率,242,2026-09-18,2026-06-17,11,4,76.0,67.0
4436,ミンカブ・ジ・インフォノイド,情報・通信業,グロース,4436.T,(株)ミンカブ・ジ・インフォノイド,9,1,値上がり率,242,2026-09-18,2026-09-18,1,1,,
8729,ソニーフィナンシャルグループ,保険業,プライム,8729.T,ソニーフィナンシャルグループ(株),9,1,出来高,242,2026-09-18,2026-06-15,66,14,11.0,2.0
4597,ソレイジア・ファーマ,医薬品,グロース,4597.T,ソレイジア・ファーマ(株),10,2,値上がり率・出来高,341,2026-09-18,2026-06-15,66,14,8.0,-2.0
7689,コパ・コーポレーション,卸売業,グロース,7689.T,(株)コパ・コーポレーション,10,1,値上がり率,241,2026-09-18,2026-06-22,13,1,17.0,7.0
4440,ヴィッツ,情報・通信業,スタンダード,4440.T,(株)ヴィッツ,11,1,値上がり率,240,2026-09-18,2026-07-14,12,2,7.0,-4.0
8306,三菱ＵＦＪフィナンシャル・グループ,銀行業,プライム,8306.T,(株)三菱ＵＦＪフィナンシャル・グループ,11,1,出来高,240,2026-09-18,2026-06-15,66,14,12.0,1.0
4052,フィーチャ,情報・通信業,グロース,4052.T,フィーチャ(株),12,2,値上がり率・出来高,339,2026-09-18,2026-07-22,25,2,13.0,1.0
5162,朝日ラバー,ゴム製品,スタンダード,5162.T,(株)朝日ラバー,12,1,出来高増加率,239,2026-09-18,2026-07-08,7,2,18.0,6.0
7203,トヨタ自動車,輸送用機器,プライム,7203.T,トヨタ自動車(株),12,1,出来高,239,2026-09-18,2026-06-15,66,14,23.0,11.0
3664,ＷＩＺＥ,情報・通信業,グロース,3664.T,(株)ＷＩＺＥ,13,1,出来高,238,2026-09-18,2026-06-15,61,14,9.0,-4.0
