signal_date,entry_date,planned_exit_date,code,ticker,name,industry,entry_price,latest_price,unrealized_return,market_value
2026-09-14,2026-09-15,,8001,8001.T,伊藤忠商事,卸売業,2340.5,2306.5,-0.014526810510574695,0.03393597854095703
2026-09-14,2026-09-15,,2492,2492.T,インフォマート,サービス業,725.0,713.0,-0.016551724137931045,0.03386624815545475
2026-09-14,2026-09-15,,7803,7803.T,ブシロード,その他製品,467.0,484.0,0.036402569593147804,0.03568979423958565
2026-09-14,2026-09-15,,9506,9506.T,東北電力,電気・ガス業,1416.0,1377.0,-0.02754237288135597,0.03348777167949774
2026-09-14,2026-09-15,,5019,5019.T,出光興産,石油・石炭製品,1610.5,1651.0,0.025147469729897454,0.03530221106481305
2026-09-15,2026-09-16,,9507,9507.T,四国電力,電気・ガス業,2198.5,2186.0,-0.005685694791903617,0.03404651619632611
2026-09-15,2026-09-16,,8001,8001.T,伊藤忠商事,卸売業,2345.0,2306.5,-0.016417910447761197,0.033679032240563095
2026-09-15,2026-09-16,,7803,7803.T,ブシロード,その他製品,476.0,484.0,0.01680672268907557,0.0348166835891209
2026-09-15,2026-09-16,,4689,4689.T,ＬＩＮＥヤフー,情報・通信業,570.0,536.7999877929688,-0.058245635450931976,0.03224680069233259
2026-09-15,2026-09-16,,8551,8551.T,北日本銀行,銀行業,8500.0,8530.0,0.003529411764705781,0.03436205251415553
2026-09-16,2026-09-17,,8387,8387.T,四国銀行,銀行業,4300.0,4440.0,0.032558139534883734,0.035758006354816456
2026-09-16,2026-09-17,,4258,4258.T,網屋,情報・通信業,5460.0,5750.0,0.05311355311355315,0.036469850638667665
2026-09-16,2026-09-17,,8001,8001.T,伊藤忠商事,卸売業,2356.0,2306.5,-0.021010186757215665,0.03390290834277366
2026-09-16,2026-09-17,,5019,5019.T,出光興産,石油・石炭製品,1637.0,1651.0,0.008552229688454593,0.0349266696542715
2026-09-16,2026-09-17,,6098,6098.T,リクルートホールディングス,サービス業,17100.0,17350.0,0.014619883040935644,0.035136795533705835
2026-09-17,2026-09-18,,8001,8001.T,伊藤忠商事,卸売業,2335.0,2306.5,-0.01220556745182011,0.03447142995837339
2026-09-17,2026-09-18,,9101,9101.T,日本郵船,海運業,7566.0,7490.0,-0.01004493787998939,0.03454683025270308
2026-09-17,2026-09-18,,9506,9506.T,東北電力,電気・ガス業,1457.5,1377.0,-0.05523156089193826,0.03296993585151314
2026-09-17,2026-09-18,,6998,6998.T,日本タングステン,電気機器,3830.0,4025.0,0.050913838120104415,0.03667413134693445
2026-09-17,2026-09-18,,5301,5301.T,東海カーボン,ガラス・土石製品,2119.5,2127.5,0.0037744751120547537,0.035029091451313187
