rank,code,ticker,name,market,industry,liquidity_rank,in_yahoo_pool,universe_source,universe_label,best_yahoo_rank,ranking_hits,ranking_sources,trade_date,close,return_1d,return_5d,return_20d,return_60d,return_120d,ma20,ma60,distance_ma20,distance_ma60,distance_high_120d,volatility_20d,latest_volume,avg_volume_20d,volume_ratio_20d,avg_turnover_20d,history_days,score_return_20d,score_return_60d,score_return_120d,score_distance_ma20,score_distance_ma60,score_avg_turnover_20d,score_volume_ratio_20d,score_distance_high_120d,score_volatility_20d,score,momentum_score,trend_score,liquidity_score,evaluation_version,rule_price_floor,rule_liquidity_floor,rule_momentum_20_positive,rule_momentum_60_positive,rule_above_ma20,rule_above_ma60,rule_trend_alignment,rule_volume_expansion,rule_near_120d_high,rule_overheat_control,rule_volatility_control,rule_daily_base
1,8334,8334.T,群馬銀行,プライム,銀行業,286,False,jpx_liquidity,JPX流動性,,,,2026-09-18,2999.5,0.02722602739726021,0.037530266343825724,0.11051462421325442,0.30953940187731943,0.42790869251819874,2856.25,2649.225,0.05015317286652077,0.13221791278581474,0.0,0.19628005539404608,2580100.0,1062485.0,2.428363694546276,3283273125.0,310,18.8,16.35,8.783333333333333,9.333333333333332,9.316666666666665,5.25,7.093333333333334,6.889166666666666,5.53,87.35,43.93,18.65,12.34,v7,True,True,True,True,True,True,True,True,True,True,True,True
2,2737,2737.T,トーメンデバイス,プライム,卸売業,237,False,jpx_liquidity,JPX流動性,,,,2026-09-18,36850.0,0.023611111111111027,0.05890804597701149,0.2998236331569666,1.0949403069926094,2.08345925585266,34015.0,25576.166666666668,0.08334558283110383,0.44079448966159895,-0.004054054054054013,0.7045296741754359,274500.0,115225.0,2.3822955087871556,4284254000.0,310,19.816666666666666,17.835,9.908333333333333,9.733333333333334,9.908333333333333,6.066666666666667,7.013333333333334,6.661666666666667,0.16333333333333336,87.11,47.56,19.64,13.08,v7,True,True,True,True,True,True,True,True,True,True,True,True
3,8341,8341.T,七十七銀行,プライム,銀行業,325,False,jpx_liquidity,JPX流動性,,,,2026-09-18,4185.0,0.030280649926144765,0.05336018122325692,0.12018201284796581,0.27942525221644754,0.3587851900328358,3966.85,3698.15,0.05499325661419019,0.1316469045333477,0.0,0.24124880282450295,1856400.0,618030.0,3.003737682636765,2710477120.0,310,19.033333333333335,16.11,8.233333333333334,9.45,9.3,4.6,7.546666666666668,6.889166666666666,4.351666666666667,85.51,43.38,18.75,12.15,v7,True,True,True,True,True,True,True,True,True,True,True,True
4,8001,8001.T,伊藤忠商事,プライム,卸売業,27,True,jpx_liquidity,JPX流動性,20.0,1.0,出来高,2026-09-18,2306.5,-0.026793248945147674,0.005448997384481347,0.10889423076923066,0.2680043980208906,0.13063427806730177,2225.125,2047.05,0.03657097915847429,0.12674336239955064,-0.026793248945147674,0.21753853837420564,32361000.0,15898870.0,2.035427675048604,37656286272.5,310,18.733333333333334,15.84,5.683333333333334,8.883333333333333,9.233333333333333,9.566666666666668,6.613333333333333,5.95,4.958333333333334,85.46,40.26,18.12,16.18,v7,True,True,True,True,True,True,True,True,True,True,True,True
5,8848,8848.T,レオパレス２１,プライム,不動産業,300,True,jpx_liquidity,JPX流動性,85.0,1.0,出来高,2026-09-18,1040.0,-0.018867924528301883,0.5829528158295281,0.6224648985959438,0.6693418940609952,0.5616495781508952,710.1,673.4833333333333,0.4645824531756091,0.5442104481674874,-0.018867924528301883,0.9014230536057883,8345100.0,2970790.0,2.8090507912036866,3123462760.0,310,19.816666666666666,17.835,9.283333333333333,9.908333333333333,9.908333333333333,5.0166666666666675,7.44,6.16,0.07583333333333334,85.44,46.94,19.82,12.46,v7,True,True,True,True,True,True,True,True,True,False,False,False
6,7867,7867.T,タカラトミー,プライム,その他製品,362,False,jpx_liquidity,JPX流動性,,,,2026-09-18,4040.0,0.0017356806347632592,0.11019510854630399,0.1095852787695688,0.32763720013144915,0.48600303256028643,3723.5,3551.266666666667,0.08500067141130652,0.137622256847322,0.0,0.30482344821837426,1743900.0,545445.0,3.197205951104144,2308280455.0,310,18.766666666666666,16.56,9.0,9.75,9.366666666666667,3.9833333333333325,7.626666666666668,6.889166666666666,2.881666666666667,84.82,44.33,19.12,11.61,v7,True,True,True,True,True,True,True,True,True,True,True,True
7,8343,8343.T,秋田銀行,プライム,銀行業,486,False,jpx_liquidity,JPX流動性,,,,2026-09-18,9880.0,0.040000000000000036,0.04661016949152552,0.17200474495848161,0.5246913580246915,0.9756164525871345,9068.5,8018.333333333333,0.08948558195953016,0.23217626273124092,0.0,0.32786969000424165,295500.0,133755.0,2.2092632051138277,1316991000.0,310,19.4,17.610000000000003,9.908333333333333,9.908333333333333,9.908333333333333,1.916666666666667,6.866666666666666,6.889166666666666,2.38,84.79,46.92,19.82,8.78,v7,True,True,True,True,True,True,True,True,True,True,True,True
8,8377,8377.T,ほくほくフィナンシャルグループ,プライム,銀行業,305,False,jpx_liquidity,JPX流動性,,,,2026-09-18,8604.0,0.03214971209213058,0.04290909090909101,0.0700161671433901,0.31338726911921855,0.46427417846336816,8251.6,7814.366666666667,0.042706868970866285,0.10104892271073362,0.0,0.25622120371210405,954900.0,349195.0,2.734575237331577,3079024965.0,310,17.566666666666666,16.38,8.866666666666667,9.15,8.916666666666668,4.933333333333334,7.4,6.889166666666666,3.931666666666666,84.03,42.81,18.07,12.33,v7,True,True,True,True,True,True,True,True,True,True,True,True
9,5301,5301.T,東海カーボン,プライム,ガラス・土石製品,262,False,jpx_liquidity,JPX流動性,,,,2026-09-18,2127.5,0.022836538461538547,0.07044025157232703,0.2626112759643917,0.2590801830225067,1.2406529752501316,1865.425,1743.3685953776042,0.14049077288017475,0.220338605181307,0.0,0.5376950075699771,3181100.0,1892995.0,1.6804587439480823,3814762795.0,310,19.816666666666666,15.63,9.908333333333333,9.908333333333333,9.783333333333335,5.649999999999999,5.666666666666668,6.889166666666666,0.525,83.78,45.36,19.69,11.32,v7,True,True,True,True,True,True,True,True,True,True,True,True
10,3132,3132.T,マクニカホールディングス,プライム,卸売業,292,False,jpx_liquidity,JPX流動性,,,,2026-09-18,4088.0,0.0388818297331639,0.08694496144642372,0.2268907563025211,0.2735202492211839,0.7177785113955715,3659.65,3456.25,0.1170467121172789,0.18278481012658232,0.0,0.40889489121775124,1367800.0,840040.0,1.6282557973429836,3205322530.0,310,19.816666666666666,15.96,9.633333333333335,9.908333333333333,9.65,5.15,5.386666666666667,6.889166666666666,1.33,83.72,45.41,19.56,10.54,v7,True,True,True,True,True,True,True,True,True,True,True,True
