code,name,industry,market,ticker,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources,candidate_score,snapshot_date,first_seen_date,appearance_count,consecutive_appearances,previous_yahoo_rank,yahoo_rank_change
8918,ランド,不動産業,スタンダード,8918.T,(株)ランド,1,1,出来高,250,2026-06-23,2026-06-15,6,5,1.0,0.0
9444,トーシンホールディングス,情報・通信業,スタンダード,9444.T,(株)トーシンホールディングス,1,2,値上がり率・出来高増加率,350,2026-06-23,2026-06-22,2,2,5.0,4.0
9256,サクシード,サービス業,グロース,9256.T,(株)サクシード,2,1,値上がり率,249,2026-06-23,2026-06-18,4,4,34.0,32.0
9432,ＮＴＴ,情報・通信業,プライム,9432.T,ＮＴＴ(株),2,1,出来高,249,2026-06-23,2026-06-15,6,5,3.0,1.0
6533,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,サービス業,プライム,6533.T,(株)Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,3,2,値上がり率・出来高増加率,348,2026-06-23,2026-06-22,2,2,6.0,3.0
4564,オンコセラピー・サイエンス,医薬品,グロース,4564.T,オンコセラピー・サイエンス(株),4,2,値上がり率・出来高,347,2026-06-23,2026-06-15,6,5,2.0,-2.0
6659,メディアリンクス,電気機器,スタンダード,6659.T,(株)メディアリンクス,4,3,値上がり率・出来高・出来高増加率,447,2026-06-23,2026-06-15,4,2,1.0,-3.0
3444,菊池製作所,金属製品,スタンダード,3444.T,(株)菊池製作所,5,2,値上がり率・出来高増加率,346,2026-06-23,2026-06-18,3,2,4.0,-1.0
5803,フジクラ,非鉄金属,プライム,5803.T,(株)フジクラ,5,3,値上がり率・出来高・出来高増加率,446,2026-06-23,2026-06-15,6,5,5.0,0.0
149A,シンカ,情報・通信業,グロース,149A.T,(株)シンカ,6,2,値上がり率・出来高増加率,345,2026-06-23,2026-06-23,1,1,,
9434,ソフトバンク,情報・通信業,プライム,9434.T,ソフトバンク(株),6,1,出来高,245,2026-06-23,2026-06-15,6,5,8.0,2.0
6740,ジャパンディスプレイ,電気機器,プライム,6740.T,(株)ジャパンディスプレイ,7,1,出来高,244,2026-06-23,2026-06-15,6,5,6.0,-1.0
6897,ツインバード,電気機器,スタンダード,6897.T,(株)ツインバード,7,1,値上がり率,244,2026-06-23,2026-06-23,1,1,,
4597,ソレイジア・ファーマ,医薬品,グロース,4597.T,ソレイジア・ファーマ(株),8,1,出来高,243,2026-06-23,2026-06-15,6,5,7.0,-1.0
4840,トライアイズ,サービス業,スタンダード,4840.T,(株)トライアイズ,8,1,値上がり率,243,2026-06-23,2026-06-18,3,1,122.0,114.0
2962,テクニスコ,金属製品,スタンダード,2962.T,(株)テクニスコ,9,2,値上がり率・出来高増加率,342,2026-06-23,2026-06-15,5,4,2.0,-7.0
5016,ＪＸ金属,非鉄金属,プライム,5016.T,ＪＸ金属(株),9,1,出来高,242,2026-06-23,2026-06-15,6,5,9.0,0.0
3544,サツドラホールディングス,小売業,スタンダード,3544.T,サツドラホールディングス(株),10,1,値上がり率,241,2026-06-23,2026-06-19,2,1,69.0,59.0
9984,ソフトバンクグループ,情報・通信業,プライム,9984.T,ソフトバンクグループ(株),10,1,出来高,241,2026-06-23,2026-06-15,6,5,12.0,2.0
7048,ベルトラ,サービス業,グロース,7048.T,ベルトラ(株),11,2,値上がり率・出来高,340,2026-06-23,2026-06-15,4,2,17.0,6.0
8729,ソニーフィナンシャルグループ,保険業,プライム,8729.T,ソニーフィナンシャルグループ(株),11,1,出来高,240,2026-06-23,2026-06-15,6,5,13.0,2.0
3907,シリコンスタジオ,情報・通信業,スタンダード,3907.T,シリコンスタジオ(株),12,1,出来高増加率,239,2026-06-23,2026-06-22,2,2,6.0,-6.0
5074,テスホールディングス,建設業,プライム,5074.T,テスホールディングス(株),12,2,値上がり率・出来高,339,2026-06-23,2026-06-22,2,2,24.0,12.0
7201,日産自動車,輸送用機器,プライム,7201.T,日産自動車(株),12,1,出来高,239,2026-06-23,2026-06-15,6,5,15.0,3.0
285A,キオクシアホールディングス,電気機器,プライム,285A.T,キオクシアホールディングス(株),13,1,出来高,238,2026-06-23,2026-06-15,6,5,18.0,5.0
5287,イトーヨーギョー,ガラス・土石製品,スタンダード,5287.T,(株)イトーヨーギョー,14,2,値上がり率・出来高増加率,337,2026-06-23,2026-06-22,2,2,9.0,-5.0
9501,東京電力ホールディングス,電気・ガス業,プライム,9501.T,東京電力ホールディングス(株),14,1,出来高,237,2026-06-23,2026-06-15,6,5,11.0,-3.0
7875,竹田ｉＰホールディングス,その他製品,スタンダード,7875.T,竹田ｉＰホールディングス(株),15,1,値上がり率,236,2026-06-23,2026-06-18,3,2,85.0,70.0
9565,ＧＬＯＥ,サービス業,グロース,9565.T,ＧＬＯＥ(株),15,1,出来高増加率,236,2026-06-23,2026-06-23,1,1,,
4265,Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌｏｂａｌ　Ｓｏｃｉｅｔｙ,情報・通信業,グロース,4265.T,Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌｏｂａｌ　Ｓｏｃｉｅ(株),16,2,値上がり率・出来高増加率,335,2026-06-23,2026-06-17,4,2,3.0,-13.0
8306,三菱ＵＦＪフィナンシャル・グループ,銀行業,プライム,8306.T,(株)三菱ＵＦＪフィナンシャル・グループ,16,1,出来高,235,2026-06-23,2026-06-15,6,5,14.0,-2.0
3667,ｅｎｉｓｈ,情報・通信業,スタンダード,3667.T,(株)ｅｎｉｓｈ,17,2,値上がり率・出来高,334,2026-06-23,2026-06-15,5,3,71.0,54.0
8136,サンリオ,卸売業,プライム,8136.T,(株)サンリオ,17,1,出来高,234,2026-06-23,2026-06-15,6,5,16.0,-1.0
6597,ＨＰＣシステムズ,電気機器,グロース,6597.T,ＨＰＣシステムズ(株),18,1,値上がり率,233,2026-06-23,2026-06-22,2,2,8.0,-10.0
