signal_date,entry_date,planned_exit_date,code,ticker,name,industry,entry_price,latest_price,unrealized_return,market_value
2026-06-17,2026-06-18,,6752,6752.T,パナソニック　ホールディングス,電気機器,4237.0,4230.0,-0.001652112343639378,0.03992423614375677
2026-06-17,2026-06-18,,6480,6480.T,日本トムソン,機械,2309.0,2430.0,0.05240363793850156,0.04208594206398303
2026-06-17,2026-06-18,,7717,7717.T,ブイ・テクノロジー,精密機器,6810.0,7960.0,0.16886930983847281,0.04674343976099449
2026-06-17,2026-06-18,,5232,5232.T,住友大阪セメント,ガラス・土石製品,6159.0,5995.0,-0.02662769930183473,0.03892545481324411
2026-06-17,2026-06-18,,4320,4320.T,ＣＥホールディングス,情報・通信業,1849.0,1748.0,-0.054624121146565674,0.03780586937541324
2026-06-18,2026-06-19,,5333,5333.T,ＮＧＫ,ガラス・土石製品,7507.0,7424.0,-0.011056347409084899,0.03990585735143181
2026-06-18,2026-06-19,,6752,6752.T,パナソニック　ホールディングス,電気機器,4445.0,4230.0,-0.0483689538807649,0.038400218938800315
2026-06-18,2026-06-19,,6323,6323.T,ローツェ,機械,5030.0,4580.0,-0.08946322067594437,0.03674198295700928
2026-06-18,2026-06-19,,5991,5991.T,日本発條,金属製品,4314.0,4054.0,-0.06026889197960128,0.03792003259954943
2026-06-18,2026-06-19,,5471,5471.T,大同特殊鋼,鉄鋼,2600.0,2725.0,0.04807692307692313,0.042292003266374445
2026-06-19,2026-06-22,,6752,6752.T,パナソニック　ホールディングス,電気機器,4415.0,4230.0,-0.04190260475651186,0.03855480250228809
2026-06-19,2026-06-22,,5998,5998.T,アドバネクス,金属製品,3250.0,3120.0,-0.040000000000000036,0.03863136523066143
2026-06-19,2026-06-22,,4203,4203.T,住友ベークライト,化学,7712.0,7393.0,-0.04136410788381739,0.03857647215787625
2026-06-19,2026-06-22,,6361,6361.T,荏原製作所,機械,6565.0,6356.0,-0.03183549124143181,0.03895991327210016
2026-06-19,2026-06-22,,3374,3374.T,内外テック,卸売業,3550.0,3405.0,-0.04084507042253516,0.03859735874718374
2026-06-22,2026-06-23,,6723,6723.T,ルネサスエレクトロニクス,電気機器,5041.0,4754.0,-0.05693314818488393,0.03882691530939708
2026-06-22,2026-06-23,,6101,6101.T,ツガミ,機械,7880.0,7550.0,-0.04187817258883253,0.03944674227217058
2026-06-22,2026-06-23,,2802,2802.T,味の素,食料品,6000.0,5652.0,-0.05800000000000005,0.03878299205518296
2026-06-22,2026-06-23,,8750,8750.T,第一ライフグループ,保険業,1845.0,1812.0,-0.01788617886178867,0.04043451435508347
2026-06-22,2026-06-23,,8316,8316.T,三井住友フィナンシャルグループ,銀行業,6581.0,6458.0,-0.01869016866737583,0.04040141336756485
