code,name,industry,market,ticker,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources,candidate_score,snapshot_date,first_seen_date,appearance_count,consecutive_appearances,previous_yahoo_rank,yahoo_rank_change
335A,ミライロ,情報・通信業,グロース,335A.T,(株)ミライロ,1,2,値上がり率・出来高増加率,350,2026-08-19,2026-07-07,4,1,112.0,111.0
3856,Ａｂａｌａｎｃｅ,電気機器,スタンダード,3856.T,Ａｂａｌａｎｃｅ(株),2,1,値上がり率,249,2026-08-19,2026-07-10,8,1,72.0,70.0
8918,ランド,不動産業,スタンダード,8918.T,(株)ランド,2,1,出来高,249,2026-08-19,2026-06-15,45,44,1.0,-1.0
4564,オンコセラピー・サイエンス,医薬品,グロース,4564.T,オンコセラピー・サイエンス(株),3,1,出来高,248,2026-08-19,2026-06-15,45,44,3.0,0.0
6027,弁護士ドットコム,サービス業,プライム,6027.T,弁護士ドットコム(株),3,1,値上がり率,248,2026-08-19,2026-06-19,9,2,13.0,10.0
3976,シャノン,情報・通信業,グロース,3976.T,(株)シャノン,4,1,値上がり率,247,2026-08-19,2026-06-18,12,1,100.0,96.0
9432,ＮＴＴ,情報・通信業,プライム,9432.T,ＮＴＴ(株),4,1,出来高,247,2026-08-19,2026-06-15,45,44,2.0,-2.0
3054,ハイパー,卸売業,スタンダード,3054.T,(株)ハイパー,5,1,値上がり率,246,2026-08-19,2026-07-03,7,2,1.0,-4.0
4597,ソレイジア・ファーマ,医薬品,グロース,4597.T,ソレイジア・ファーマ(株),5,1,出来高,246,2026-08-19,2026-06-15,45,44,6.0,1.0
5803,フジクラ,非鉄金属,プライム,5803.T,(株)フジクラ,6,1,出来高,245,2026-08-19,2026-06-15,45,44,5.0,-1.0
7681,レオクラン,卸売業,スタンダード,7681.T,(株)レオクラン,6,2,値上がり率・出来高増加率,345,2026-08-19,2026-07-13,4,1,102.0,96.0
5951,ダイニチ工業,金属製品,スタンダード,5951.T,ダイニチ工業(株),7,2,値上がり率・出来高増加率,344,2026-08-19,2026-06-18,10,1,17.0,10.0
9434,ソフトバンク,情報・通信業,プライム,9434.T,ソフトバンク(株),7,1,出来高,244,2026-08-19,2026-06-15,45,44,7.0,0.0
2170,リンクアンドモチベーション,サービス業,プライム,2170.T,(株)リンクアンドモチベーション,8,1,値上がり率,243,2026-08-19,2026-07-08,3,1,88.0,80.0
3920,アイビーシー,情報・通信業,スタンダード,3920.T,アイビーシー(株),8,1,出来高増加率,243,2026-08-19,2026-06-18,6,1,34.0,26.0
8729,ソニーフィナンシャルグループ,保険業,プライム,8729.T,ソニーフィナンシャルグループ(株),8,1,出来高,243,2026-08-19,2026-06-15,45,44,10.0,2.0
3929,ソーシャルワイヤー,情報・通信業,グロース,3929.T,ソーシャルワイヤー(株),9,2,値上がり率・出来高増加率,342,2026-08-19,2026-06-22,7,1,111.0,102.0
9984,ソフトバンクグループ,情報・通信業,プライム,9984.T,ソフトバンクグループ(株),9,1,出来高,242,2026-08-19,2026-06-15,45,44,8.0,-1.0
4976,東洋ドライルーブ,化学,スタンダード,4976.T,東洋ドライルーブ(株),10,1,値上がり率,241,2026-08-19,2026-06-26,9,2,127.0,117.0
8306,三菱ＵＦＪフィナンシャル・グループ,銀行業,プライム,8306.T,(株)三菱ＵＦＪフィナンシャル・グループ,10,1,出来高,241,2026-08-19,2026-06-15,45,44,15.0,5.0
285A,キオクシアホールディングス,電気機器,プライム,285A.T,キオクシアホールディングス(株),11,1,出来高,240,2026-08-19,2026-06-15,44,27,9.0,-2.0
6570,共和コーポレーション,サービス業,スタンダード,6570.T,(株)共和コーポレーション,11,1,値上がり率,240,2026-08-19,2026-06-17,10,2,25.0,14.0
7201,日産自動車,輸送用機器,プライム,7201.T,日産自動車(株),12,1,出来高,239,2026-08-19,2026-06-15,45,44,24.0,12.0
2926,篠崎屋,食料品,スタンダード,2926.T,(株)篠崎屋,13,2,値上がり率・出来高増加率,338,2026-08-19,2026-06-30,4,1,95.0,82.0
5801,古河電気工業,非鉄金属,プライム,5801.T,古河電気工業(株),13,1,出来高,238,2026-08-19,2026-06-19,40,36,12.0,-1.0
3672,オルトプラス,情報・通信業,スタンダード,3672.T,(株)オルトプラス,14,1,値上がり率,237,2026-08-19,2026-06-17,11,1,59.0,45.0
9501,東京電力ホールディングス,電気・ガス業,プライム,9501.T,東京電力ホールディングス(株),14,1,出来高,237,2026-08-19,2026-06-15,45,44,13.0,-1.0
5401,日本製鉄,鉄鋼,プライム,5401.T,日本製鉄(株),15,1,出来高,236,2026-08-19,2026-06-15,45,44,11.0,-4.0
