code,name,industry,market,ticker,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources,candidate_score,snapshot_date,first_seen_date,appearance_count,consecutive_appearances,previous_yahoo_rank,yahoo_rank_change
2354,ＹＥ　ＤＩＧＩＴＡＬ,情報・通信業,スタンダード,2354.T,(株)ＹＥ　ＤＩＧＩＴＡＬ,1,2,値上がり率・出来高,350,2026-07-21,2026-07-03,4,3,10.0,9.0
8918,ランド,不動産業,スタンダード,8918.T,(株)ランド,1,1,出来高,250,2026-07-21,2026-06-15,25,24,1.0,0.0
150A,ＪＳＨ,サービス業,グロース,150A.T,(株)ＪＳＨ,2,3,値上がり率・出来高・出来高増加率,449,2026-07-21,2026-06-30,7,3,3.0,1.0
9432,ＮＴＴ,情報・通信業,プライム,9432.T,ＮＴＴ(株),3,1,出来高,248,2026-07-21,2026-06-15,25,24,2.0,-1.0
2345,ＨＯＤＬ１,情報・通信業,スタンダード,2345.T,(株)ＨＯＤＬ１,4,3,値上がり率・出来高・出来高増加率,447,2026-07-21,2026-07-01,4,1,116.0,112.0
4564,オンコセラピー・サイエンス,医薬品,グロース,4564.T,オンコセラピー・サイエンス(株),4,1,出来高,247,2026-07-21,2026-06-15,25,24,4.0,0.0
4597,ソレイジア・ファーマ,医薬品,グロース,4597.T,ソレイジア・ファーマ(株),5,1,出来高,246,2026-07-21,2026-06-15,25,24,6.0,1.0
4762,エックスネット,情報・通信業,スタンダード,4762.T,(株)エックスネット,5,2,値上がり率・出来高増加率,346,2026-07-21,2026-06-19,3,1,72.0,67.0
9238,バリュークリエーション,サービス業,グロース,9238.T,バリュークリエーション(株),6,1,値上がり率,245,2026-07-21,2026-07-16,2,1,1.0,-5.0
9434,ソフトバンク,情報・通信業,プライム,9434.T,ソフトバンク(株),6,1,出来高,245,2026-07-21,2026-06-15,25,24,5.0,-1.0
296A,令和アカウンティング・ホールディングス,サービス業,グロース,296A.T,令和アカウンティング・ホールディングス(株),7,2,値上がり率・出来高増加率,344,2026-07-21,2026-06-29,2,1,125.0,118.0
8729,ソニーフィナンシャルグループ,保険業,プライム,8729.T,ソニーフィナンシャルグループ(株),7,1,出来高,244,2026-07-21,2026-06-15,25,24,9.0,2.0
285A,キオクシアホールディングス,電気機器,プライム,285A.T,キオクシアホールディングス(株),8,2,値上がり率・出来高,343,2026-07-21,2026-06-15,24,7,15.0,7.0
9984,ソフトバンクグループ,情報・通信業,プライム,9984.T,ソフトバンクグループ(株),8,2,値上がり率・出来高,343,2026-07-21,2026-06-15,25,24,7.0,-1.0
5242,アイズ,情報・通信業,グロース,5242.T,(株)アイズ,9,1,値上がり率,242,2026-07-21,2026-06-15,7,4,1.0,-8.0
5858,ＳＴＧ,非鉄金属,グロース,5858.T,(株)ＳＴＧ,9,1,出来高増加率,242,2026-07-21,2026-06-19,5,1,24.0,15.0
5575,Ｇｌｏｂｅｅ,情報・通信業,グロース,5575.T,(株)Ｇｌｏｂｅｅ,10,1,値上がり率,241,2026-07-21,2026-06-29,5,1,11.0,1.0
8306,三菱ＵＦＪフィナンシャル・グループ,銀行業,プライム,8306.T,(株)三菱ＵＦＪフィナンシャル・グループ,10,1,出来高,241,2026-07-21,2026-06-15,25,24,8.0,-2.0
304A,フォルシア,情報・通信業,グロース,304A.T,フォルシア(株),11,1,出来高増加率,240,2026-07-21,2026-07-14,3,1,63.0,52.0
3907,シリコンスタジオ,情報・通信業,スタンダード,3907.T,シリコンスタジオ(株),11,1,値上がり率,240,2026-07-21,2026-06-22,5,1,127.0,116.0
5401,日本製鉄,鉄鋼,プライム,5401.T,日本製鉄(株),11,1,出来高,240,2026-07-21,2026-06-15,25,24,12.0,1.0
6977,日本抵抗器製作所,電気機器,スタンダード,6977.T,(株)日本抵抗器製作所,12,1,値上がり率,239,2026-07-21,2026-06-24,5,1,117.0,105.0
6981,村田製作所,電気機器,プライム,6981.T,(株)村田製作所,12,1,出来高,239,2026-07-21,2026-06-15,25,24,11.0,-1.0
280A,ＴＭＨ,卸売業,グロース,280A.T,(株)ＴＭＨ,13,1,出来高増加率,238,2026-07-21,2026-06-17,4,1,53.0,40.0
7138,ＴＯＲＩＣＯ,小売業,グロース,7138.T,(株)ＴＯＲＩＣＯ,13,2,値上がり率・出来高,338,2026-07-21,2026-06-17,5,1,10.0,-3.0
9501,東京電力ホールディングス,電気・ガス業,プライム,9501.T,東京電力ホールディングス(株),13,1,出来高,238,2026-07-21,2026-06-15,25,24,14.0,1.0
3179,シュッピン,小売業,プライム,3179.T,シュッピン(株),14,2,値上がり率・出来高増加率,337,2026-07-21,2026-07-21,1,1,,
