rank,code,ticker,name,market,industry,liquidity_rank,in_yahoo_pool,universe_source,universe_label,best_yahoo_rank,ranking_hits,ranking_sources,trade_date,close,return_1d,return_5d,return_20d,return_60d,return_120d,ma20,ma60,distance_ma20,distance_ma60,distance_high_120d,volatility_20d,latest_volume,avg_volume_20d,volume_ratio_20d,avg_turnover_20d,history_days,score_return_20d,score_return_60d,score_return_120d,score_distance_ma20,score_distance_ma60,score_avg_turnover_20d,score_volume_ratio_20d,score_distance_high_120d,score_volatility_20d,score,momentum_score,trend_score,liquidity_score,evaluation_version,rule_price_floor,rule_liquidity_floor,rule_momentum_20_positive,rule_momentum_60_positive,rule_above_ma20,rule_above_ma60,rule_trend_alignment,rule_volume_expansion,rule_near_120d_high,rule_overheat_control,rule_volatility_control,rule_daily_base
1,8035,8035.T,東京エレクトロン,プライム,電気機器,5,True,jpx_liquidity,JPX流動性,118.0,1.0,出来高,2026-06-19,75360.0,-0.009463722397476393,0.10823529411764699,0.5123419626730885,0.9860234194814805,1.5095579191264856,61374.5,50256.56796875,0.22787151015486895,0.49950549840290615,-0.009463722397476393,0.7677108628053984,6107100.0,4466360.0,1.3673550721392813,292278352150.0,247,19.816666666666666,17.340000000000003,9.466666666666667,9.908333333333333,9.8,9.908333333333333,5.32,6.23,0.6066666666666667,88.4,46.62,19.71,15.23,v7,True,True,True,True,True,True,True,True,True,False,True,False
2,5333,5333.T,ＮＧＫ,プライム,ガラス・土石製品,116,False,jpx_liquidity,JPX流動性,,,,2026-06-19,7332.0,0.003284072249589487,0.19862677783227078,0.250981061252346,0.9533416548436049,1.2637749240932652,6410.55,5293.096744791666,0.14373961672555402,0.38520045136423886,0.0,0.5842766707843344,3532200.0,1892930.0,1.8659961012821393,12874912405.0,247,18.86666666666667,17.250000000000004,9.316666666666665,9.466666666666667,9.6,8.083333333333332,7.1466666666666665,6.7375,1.528333333333333,88.0,45.43,19.07,15.23,v7,True,True,True,True,True,True,True,True,True,True,True,True
3,6981,6981.T,村田製作所,プライム,電気機器,4,True,jpx_liquidity,JPX流動性,12.0,1.0,出来高,2026-06-19,11750.0,0.00042571306939120923,0.3733052828424497,0.6479663394109396,2.381085689039172,2.754621211784337,9612.65,6425.8814697265625,0.22234763566758398,0.8285429096936008,0.0,1.1951147315551356,47359300.0,42176610.0,1.1228806677445153,419622192625.0,247,19.816666666666666,17.835,9.908333333333333,9.908333333333333,9.908333333333333,9.908333333333333,3.5733333333333333,6.7375,0.18666666666666668,87.78,47.56,19.82,13.48,v7,True,True,True,True,True,True,True,False,True,False,False,False
4,7735,7735.T,ＳＣＲＥＥＮホールディングス,プライム,電気機器,39,False,jpx_liquidity,JPX流動性,,,,2026-06-19,16745.0,0.019482496194825005,0.20078881319469355,0.5555039479795634,0.7935813667903224,1.6419916753644839,12958.75,11256.2310546875,0.29217710041477774,0.48762049380878514,0.0,0.8453973911279451,3777500.0,2849185.0,1.3258177338431867,39011542825.0,247,19.816666666666666,16.8,9.583333333333336,9.908333333333333,9.783333333333335,9.366666666666667,5.04,6.7375,0.4783333333333333,87.51,46.2,19.69,14.41,v7,True,True,True,True,True,True,True,True,True,False,False,False
5,6920,6920.T,レーザーテック,プライム,電気機器,10,True,jpx_liquidity,JPX流動性,135.0,1.0,出来高,2026-06-19,55100.0,-0.023914968999114272,0.2522727272727272,0.44505638604773146,0.7202622541367467,0.970221105834365,43717.5,41085.5,0.26036484245439473,0.341105742901997,-0.023914968999114272,0.9198773153427627,5372300.0,3491690.0,1.5385959234639959,166015488500.0,247,19.816666666666666,16.47,9.0,9.908333333333333,9.5,9.908333333333333,6.053333333333334,5.74,0.3616666666666667,86.76,45.29,19.41,15.96,v7,True,True,True,True,True,True,True,True,True,False,False,False
6,4062,4062.T,イビデン,プライム,電気機器,9,True,jpx_liquidity,JPX流動性,64.0,1.0,出来高,2026-06-19,24560.0,-0.04491541901613849,0.2855273488615546,0.2758441558441558,2.2632139753266984,3.4114089117180244,20934.25,14828.534358723959,0.17319703356938998,0.6562661828780674,-0.04491541901613849,1.2404315308364158,11198800.0,8653815.0,1.294088214273127,185572966900.0,247,19.033333333333335,17.835,9.908333333333333,9.666666666666668,9.908333333333333,9.908333333333333,4.786666666666667,5.086666666666667,0.15166666666666667,86.29,46.78,19.58,14.7,v7,True,True,True,True,True,True,True,True,True,True,False,False
7,6752,6752.T,パナソニック　ホールディングス,プライム,電気機器,34,True,jpx_liquidity,JPX流動性,40.0,1.0,出来高,2026-06-19,4419.0,0.026480836236933758,0.1628947368421052,0.26005132591958935,0.7770434937303048,1.2589460175368172,3824.0,3283.098701985677,0.15559623430962333,0.34598451070852954,0.0,0.6007394594555403,16565200.0,13047090.0,1.2696471013842934,51281441365.0,247,18.96666666666667,16.71,9.266666666666666,9.55,9.533333333333335,9.45,4.586666666666667,6.7375,1.353333333333333,86.15,44.94,19.08,14.04,v7,True,True,True,True,True,True,True,True,True,True,True,True
8,285A,285A.T,キオクシアホールディングス,プライム,電気機器,1,True,jpx_liquidity,JPX流動性,16.0,2.0,値上がり率・出来高,2026-06-19,108600.0,0.12074303405572762,0.3374384236453203,0.89198606271777,4.059399021663173,10.419558359621451,78068.5,49119.25,0.3910860334193689,1.2109458104510962,0.0,0.9949378383688657,34871100.0,37820730.0,0.9220102308971826,2953857095350.0,247,19.816666666666666,17.835,9.908333333333333,9.908333333333333,9.908333333333333,9.908333333333333,1.7733333333333334,6.7375,0.28,86.08,47.56,19.82,11.68,v7,True,True,True,True,True,True,True,False,True,False,False,False
9,7717,7717.T,ブイ・テクノロジー,プライム,精密機器,369,True,jpx_liquidity,JPX流動性,30.0,1.0,値上がり率,2026-06-19,8430.0,0.08354755784061707,0.37745098039215685,0.618042226487524,0.9484765338266643,2.003213322612111,6176.5,5272.560522460937,0.36485064356836405,0.5988436669600041,0.0,0.9051346797833998,1281300.0,345695.0,3.7064464339952847,2598709300.0,247,19.816666666666666,17.22,9.733333333333334,9.908333333333333,9.908333333333333,3.8666666666666663,7.926666666666666,6.7375,0.385,85.5,46.77,19.82,11.79,v7,True,True,True,True,True,True,True,True,True,False,False,False
10,6525,6525.T,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,プライム,電気機器,27,True,jpx_liquidity,JPX流動性,78.0,2.0,値上がり率・出来高,2026-06-19,10165.0,0.05021179873953918,0.1453521126760564,0.4076997645755436,0.9331198146099589,1.2598743961803653,8368.2,7017.645182291667,0.2147176214717621,0.4484915859881846,0.0,0.9559166322340049,6978400.0,7326005.0,0.952551902435229,61159570665.0,247,19.56666666666667,17.13,9.283333333333333,9.8,9.7,9.566666666666668,2.0533333333333332,6.7375,0.3266666666666667,84.16,45.98,19.5,11.62,v7,True,True,True,True,True,True,True,False,True,False,False,False
