signal_date,entry_date,planned_exit_date,code,ticker,name,industry,entry_price,latest_price,unrealized_return,market_value
2026-06-15,2026-06-16,,6971,6971.T,京セラ,電気機器,3820.0,3680.0,-0.03664921465968585,0.03849553587773484
2026-06-15,2026-06-16,,6407,6407.T,ＣＫＤ,機械,7470.0,7760.0,0.038821954484605126,0.041511366812571636
2026-06-15,2026-06-16,,8316,8316.T,三井住友フィナンシャルグループ,銀行業,6455.0,6482.0,0.00418280402788529,0.040127184976139284
2026-06-15,2026-06-16,,5333,5333.T,ＮＧＫ,ガラス・土石製品,6669.0,7332.0,0.09941520467836251,0.04393267551162289
2026-06-15,2026-06-16,,4004,4004.T,レゾナック・ホールディングス,化学,18500.0,18390.0,-0.005945945945945996,0.03972243972243973
2026-06-17,2026-06-18,,6752,6752.T,パナソニック　ホールディングス,電気機器,4237.0,4419.0,0.04295492093462361,0.041708084992733145
2026-06-17,2026-06-18,,6480,6480.T,日本トムソン,機械,2309.0,2230.0,-0.03421394543092249,0.03862207851962229
2026-06-17,2026-06-18,,7717,7717.T,ブイ・テクノロジー,精密機器,6810.0,8430.0,0.23788546255506615,0.04950341673180698
2026-06-17,2026-06-18,,5232,5232.T,住友大阪セメント,ガラス・土石製品,6159.0,6044.0,-0.018671862315310928,0.03924361115783943
2026-06-17,2026-06-18,,4320,4320.T,ＣＥホールディングス,情報・通信業,1849.0,1795.0,-0.029204975662520227,0.03882238874649129
2026-06-18,2026-06-19,,5333,5333.T,ＮＧＫ,ガラス・土石製品,7507.0,7332.0,-0.0233115758625283,0.03941133433468454
2026-06-18,2026-06-19,,6752,6752.T,パナソニック　ホールディングス,電気機器,4445.0,4419.0,-0.005849268841394806,0.04011597340202331
2026-06-18,2026-06-19,,6323,6323.T,ローツェ,機械,5030.0,4864.0,-0.03300198807157062,0.039020306791024695
2026-06-18,2026-06-19,,5991,5991.T,日本発條,金属製品,4314.0,4083.0,-0.053546592489568834,0.03819129084952154
2026-06-18,2026-06-19,,5471,5471.T,大同特殊鋼,鉄鋼,2600.0,2623.5,0.00903846153846155,0.04071672314470949
