signal_date,entry_date,planned_exit_date,code,ticker,name,industry,entry_price,latest_price,unrealized_return,market_value
2026-08-14,2026-08-17,,2492,2492.T,インフォマート,サービス業,605.0,605.0,0.0,0.03634206491420819
2026-08-14,2026-08-17,,3697,3697.T,ＳＨＩＦＴ,情報・通信業,941.0999755859375,955.0,0.014769976383654848,0.03687883635472429
2026-08-14,2026-08-17,,6701,6701.T,日本電気,電気機器,4898.0,4820.0,-0.015924867292772538,0.035763322353304094
2026-08-14,2026-08-17,,6376,6376.T,日機装,精密機器,4245.0,3565.0,-0.16018845700824502,0.030520485611107692
2026-08-14,2026-08-17,,2820,2820.T,やまみ,食料品,5700.0,6210.0,0.08947368421052637,0.039593723353900497
2026-08-17,2026-08-18,,9107,9107.T,川崎汽船,海運業,3119.0,3174.0,0.017633857005450393,0.0360318027718926
2026-08-17,2026-08-18,,7033,7033.T,マネジメントソリューションズ,サービス業,1610.0,1712.0,0.06335403726708067,0.03765063699850738
2026-08-17,2026-08-18,,4025,4025.T,多木化学,化学,6310.0,5860.0,-0.07131537242472263,0.032882338876330935
2026-08-17,2026-08-18,,7747,7747.T,朝日インテック,精密機器,4243.0,4124.0,-0.02804619373085082,0.03441438942876359
2026-08-17,2026-08-18,,6135,6135.T,牧野フライス製作所,機械,16290.0,15210.0,-0.06629834254143652,0.03305997902657831
2026-08-18,2026-08-19,,9104,9104.T,商船三井,海運業,6981.0,6957.0,-0.003437902879243615,0.035232292390857636
2026-08-18,2026-08-19,,8542,8542.T,トマト銀行,銀行業,2003.0,1934.0,-0.03444832750873694,0.03413595494147282
2026-08-18,2026-08-19,,7550,7550.T,ゼンショーホールディングス,小売業,11675.0,11410.0,-0.022698072805139136,0.03455137151268327
2026-08-18,2026-08-19,,5632,5632.T,三菱製鋼,鉄鋼,2554.0,2444.0,-0.04306969459671106,0.03383115654814639
2026-08-18,2026-08-19,,3660,3660.T,アイスタイル,情報・通信業,530.0,537.0,0.013207547169811429,0.03582077289277527
2026-08-19,2026-08-20,,9104,9104.T,商船三井,海運業,6891.0,6957.0,0.009577710056595468,0.034788879920509407
2026-08-19,2026-08-20,,8622,8622.T,水戸証券,証券、商品先物取引業,896.0,919.0,0.025669642857142794,0.03534338930825705
2026-08-19,2026-08-20,,446A,446A.T,ノースサンド,サービス業,1955.0,2034.0,0.04040920716112528,0.03585129764215155
2026-08-19,2026-08-20,,7733,7733.T,オリンパス,精密機器,2170.0,2187.0,0.007834101382488523,0.03472879718275912
2026-08-19,2026-08-20,,3937,3937.T,Ｕｂｉｃｏｍホールディングス,情報・通信業,1235.0,1264.0,0.02348178137651824,0.035267998132744775
