code,name,industry,market,ticker,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources,candidate_score,snapshot_date,first_seen_date,appearance_count,consecutive_appearances,previous_yahoo_rank,yahoo_rank_change
5240,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ,情報・通信業,グロース,5240.T,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ(株),1,3,値上がり率・出来高・出来高増加率,450,2026-08-20,2026-06-24,12,1,39.0,38.0
8918,ランド,不動産業,スタンダード,8918.T,(株)ランド,1,1,出来高,250,2026-08-20,2026-06-15,46,45,2.0,1.0
4833,Ｄｅｆ　ｃｏｎｓｕｌｔｉｎｇ,サービス業,グロース,4833.T,(株)Ｄｅｆ　ｃｏｎｓｕｌｔｉｎｇ,2,3,値上がり率・出来高・出来高増加率,449,2026-08-20,2026-06-25,11,1,9.0,7.0
9432,ＮＴＴ,情報・通信業,プライム,9432.T,ＮＴＴ(株),2,1,出来高,249,2026-08-20,2026-06-15,46,45,4.0,2.0
4564,オンコセラピー・サイエンス,医薬品,グロース,4564.T,オンコセラピー・サイエンス(株),3,1,出来高,248,2026-08-20,2026-06-15,46,45,3.0,0.0
593A,ティアフォー,情報・通信業,グロース,593A.T,(株)ティアフォー,3,3,値上がり率・出来高・出来高増加率,448,2026-08-20,2026-08-06,3,1,24.0,21.0
6085,アーキテクツ・スタジオ・ジャパン,サービス業,グロース,6085.T,アーキテクツ・スタジオ・ジャパン(株),4,2,値上がり率・出来高,347,2026-08-20,2026-06-22,25,4,80.0,76.0
3350,メタプラネット,卸売業,スタンダード,3350.T,(株)メタプラネット,5,2,値上がり率・出来高,346,2026-08-20,2026-06-15,46,45,29.0,24.0
9434,ソフトバンク,情報・通信業,プライム,9434.T,ソフトバンク(株),5,1,出来高,246,2026-08-20,2026-06-15,46,45,7.0,2.0
4597,ソレイジア・ファーマ,医薬品,グロース,4597.T,ソレイジア・ファーマ(株),6,2,値上がり率・出来高,345,2026-08-20,2026-06-15,46,45,5.0,-1.0
9552,クオンツ総研ホールディングス,サービス業,プライム,9552.T,(株)クオンツ総研ホールディングス,6,1,値上がり率,245,2026-08-20,2026-07-27,3,1,56.0,50.0
3907,シリコンスタジオ,情報・通信業,スタンダード,3907.T,シリコンスタジオ(株),7,1,値上がり率,244,2026-08-20,2026-06-22,18,3,74.0,67.0
5401,日本製鉄,鉄鋼,プライム,5401.T,日本製鉄(株),7,1,出来高,244,2026-08-20,2026-06-15,46,45,15.0,8.0
7138,ＴＯＲＩＣＯ,小売業,グロース,7138.T,(株)ＴＯＲＩＣＯ,8,3,値上がり率・出来高・出来高増加率,443,2026-08-20,2026-06-17,8,1,84.0,76.0
7201,日産自動車,輸送用機器,プライム,7201.T,日産自動車(株),8,2,値上がり率・出来高,343,2026-08-20,2026-06-15,46,45,12.0,4.0
264A,Ｓｃｈｏｏ,サービス業,グロース,264A.T,(株)Ｓｃｈｏｏ,9,2,値上がり率・出来高増加率,342,2026-08-20,2026-06-30,8,2,17.0,8.0
8729,ソニーフィナンシャルグループ,保険業,プライム,8729.T,ソニーフィナンシャルグループ(株),9,1,出来高,242,2026-08-20,2026-06-15,46,45,8.0,-1.0
4286,ＣＬホールディングス,サービス業,スタンダード,4286.T,(株)ＣＬホールディングス,10,2,値上がり率・出来高増加率,341,2026-08-20,2026-06-29,3,1,125.0,115.0
2354,ＹＥ　ＤＩＧＩＴＡＬ,情報・通信業,スタンダード,2354.T,(株)ＹＥ　ＤＩＧＩＴＡＬ,11,1,値上がり率,240,2026-08-20,2026-07-03,11,1,88.0,77.0
5803,フジクラ,非鉄金属,プライム,5803.T,(株)フジクラ,11,1,出来高,240,2026-08-20,2026-06-15,46,45,6.0,-5.0
219A,Ｈｅａｒｔｓｅｅｄ,医薬品,グロース,219A.T,Ｈｅａｒｔｓｅｅｄ(株),12,1,値上がり率,239,2026-08-20,2026-06-15,7,1,37.0,25.0
285A,キオクシアホールディングス,電気機器,プライム,285A.T,キオクシアホールディングス(株),12,2,値上がり率・出来高,339,2026-08-20,2026-06-15,45,28,11.0,-1.0
7827,オービス,その他製品,スタンダード,7827.T,(株)オービス,12,1,出来高増加率,239,2026-08-20,2026-07-09,4,1,145.0,133.0
6570,共和コーポレーション,サービス業,スタンダード,6570.T,(株)共和コーポレーション,13,1,値上がり率,238,2026-08-20,2026-06-17,11,3,11.0,-2.0
9501,東京電力ホールディングス,電気・ガス業,プライム,9501.T,東京電力ホールディングス(株),13,1,出来高,238,2026-08-20,2026-06-15,46,45,14.0,1.0
8237,松屋,小売業,プライム,8237.T,(株)松屋,14,1,値上がり率,237,2026-08-20,2026-06-19,10,2,18.0,4.0
8306,三菱ＵＦＪフィナンシャル・グループ,銀行業,プライム,8306.T,(株)三菱ＵＦＪフィナンシャル・グループ,14,1,出来高,237,2026-08-20,2026-06-15,46,45,10.0,-4.0
479A,ＰＲＯＮＩ,情報・通信業,グロース,479A.T,ＰＲＯＮＩ(株),15,1,値上がり率,236,2026-08-20,2026-06-29,3,1,6.0,-9.0
9984,ソフトバンクグループ,情報・通信業,プライム,9984.T,ソフトバンクグループ(株),15,1,出来高,236,2026-08-20,2026-06-15,46,45,9.0,-6.0
3664,ＷＩＺＥ,情報・通信業,グロース,3664.T,(株)ＷＩＺＥ,16,1,出来高,235,2026-08-20,2026-06-15,41,37,17.0,1.0
