signal_date,entry_date,planned_exit_date,code,ticker,name,industry,entry_price,latest_price,unrealized_return,market_value
2026-07-09,2026-07-10,,6098,6098.T,リクルートホールディングス,サービス業,12605.0,12580.0,-0.0019833399444665334,0.03961827959671806
2026-07-09,2026-07-10,,8308,8308.T,りそなホールディングス,銀行業,2376.5,2379.5,0.001262360614348923,0.03974712421161578
2026-07-09,2026-07-10,,6723,6723.T,ルネサスエレクトロニクス,電気機器,4922.0,4459.0,-0.09406745225518087,0.035962815460740136
2026-07-09,2026-07-10,,8601,8601.T,大和証券グループ本社,証券、商品先物取引業,1771.5,1879.0,0.06068303697431565,0.042105947529980293
2026-07-09,2026-07-10,,3445,3445.T,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,金属製品,7950.0,7750.0,-0.02515723270440251,0.03869834529155684
2026-07-10,2026-07-13,,6098,6098.T,リクルートホールディングス,サービス業,12005.0,12580.0,0.04789670970428994,0.04163035791151534
2026-07-10,2026-07-13,,6526,6526.T,ソシオネクスト,電気機器,2792.0,2572.0,-0.07879656160458448,0.036597145973043345
2026-07-10,2026-07-13,,6103,6103.T,オークマ,機械,5100.0,5030.0,-0.013725490196078383,0.039182259531789346
2026-07-10,2026-07-13,,7600,7600.T,日本エム・ディ・エム,精密機器,929.0,978.0,0.05274488697524227,0.04182296406547987
2026-07-10,2026-07-13,,9502,9502.T,中部電力,電気・ガス業,3200.0,3096.0,-0.03249999999999997,0.038436394452232917
2026-07-13,2026-07-14,,2175,2175.T,エス・エム・エス,サービス業,2466.0,2536.0,0.02838605028386043,0.04026646194537832
2026-07-13,2026-07-14,,4419,4419.T,Ｆｉｎａｔｅｘｔホールディングス,情報・通信業,1593.0,1679.0,0.053986189579409816,0.041268835552503866
2026-07-13,2026-07-14,,319A,319A.T,技術承継機構,金属製品,19540.0,20660.0,0.057318321392016314,0.041399305193542145
2026-07-13,2026-07-14,,6136,6136.T,オーエスジー,機械,4000.0,3975.0,-0.006249999999999978,0.038910287189499126
2026-07-13,2026-07-14,,8551,8551.T,北日本銀行,銀行業,6190.0,6310.0,0.01938610662358653,0.039914069097568936
2026-07-14,2026-07-15,,6098,6098.T,リクルートホールディングス,サービス業,12360.0,12580.0,0.017799352750809128,0.04028222533190046
2026-07-14,2026-07-15,,7600,7600.T,日本エム・ディ・エム,精密機器,973.0,978.0,0.005138746145940454,0.039781146797396104
2026-07-14,2026-07-15,,8136,8136.T,サンリオ,卸売業,1188.0,1178.5,-0.007996632996633002,0.03926127782615828
2026-07-14,2026-07-15,,8306,8306.T,三菱ＵＦＪフィナンシャル・グループ,銀行業,3656.0,3697.0,0.011214442013129045,0.04002160927097572
2026-07-14,2026-07-15,,319A,319A.T,技術承継機構,金属製品,20220.0,20660.0,0.021760633036597365,0.04043900395888983
