code,name,industry,market,ticker,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources,candidate_score,snapshot_date,first_seen_date,appearance_count,consecutive_appearances,previous_yahoo_rank,yahoo_rank_change
4586,メドレックス,医薬品,グロース,4586.T,(株)メドレックス,1,3,値上がり率・出来高・出来高増加率,450,2026-07-15,2026-06-18,5,1,92.0,91.0
8918,ランド,不動産業,スタンダード,8918.T,(株)ランド,1,1,出来高,250,2026-07-15,2026-06-15,22,21,1.0,0.0
3133,海帆,小売業,グロース,3133.T,(株)海帆,2,2,値上がり率・出来高,349,2026-07-15,2026-06-25,11,3,9.0,7.0
9432,ＮＴＴ,情報・通信業,プライム,9432.T,ＮＴＴ(株),2,1,出来高,249,2026-07-15,2026-06-15,22,21,3.0,1.0
278A,Ｔｅｒｒａ　Ｄｒｏｎｅ,精密機器,グロース,278A.T,Ｔｅｒｒａ　Ｄｒｏｎｅ(株),3,2,値上がり率・出来高,348,2026-07-15,2026-06-18,5,1,75.0,72.0
4564,オンコセラピー・サイエンス,医薬品,グロース,4564.T,オンコセラピー・サイエンス(株),3,1,出来高,248,2026-07-15,2026-06-15,22,21,4.0,1.0
4576,デ・ウエスタン・セラピテクス研究所,医薬品,グロース,4576.T,(株)デ・ウエスタン・セラピテクス研究所,3,2,出来高・出来高増加率,348,2026-07-15,2026-06-24,4,1,121.0,118.0
1407,ウエストホールディングス,建設業,スタンダード,1407.T,(株)ウエストホールディングス,4,1,値上がり率,247,2026-07-15,2026-06-22,4,2,61.0,57.0
4439,東名,情報・通信業,スタンダード,4439.T,(株)東名,4,2,値上がり率・出来高増加率,347,2026-07-15,2026-06-25,2,1,109.0,105.0
581A,ＧＯ,情報・通信業,グロース,581A.T,ＧＯ(株),5,2,値上がり率・出来高,346,2026-07-15,2026-07-03,4,1,64.0,59.0
8729,ソニーフィナンシャルグループ,保険業,プライム,8729.T,ソニーフィナンシャルグループ(株),5,1,出来高,246,2026-07-15,2026-06-15,22,21,5.0,0.0
5575,Ｇｌｏｂｅｅ,情報・通信業,グロース,5575.T,(株)Ｇｌｏｂｅｅ,6,1,値上がり率,245,2026-07-15,2026-06-29,3,1,43.0,37.0
6898,トミタ電機,電気機器,スタンダード,6898.T,トミタ電機(株),6,1,出来高増加率,245,2026-07-15,2026-07-15,1,1,,
9434,ソフトバンク,情報・通信業,プライム,9434.T,ソフトバンク(株),6,1,出来高,245,2026-07-15,2026-06-15,22,21,6.0,0.0
4597,ソレイジア・ファーマ,医薬品,グロース,4597.T,ソレイジア・ファーマ(株),7,1,出来高,244,2026-07-15,2026-06-15,22,21,7.0,0.0
7888,三光合成,化学,プライム,7888.T,三光合成(株),7,1,値上がり率,244,2026-07-15,2026-07-15,1,1,,
8306,三菱ＵＦＪフィナンシャル・グループ,銀行業,プライム,8306.T,(株)三菱ＵＦＪフィナンシャル・グループ,8,1,出来高,243,2026-07-15,2026-06-15,22,21,10.0,2.0
9326,関通ホールディングス,倉庫・運輸関連業,グロース,9326.T,関通ホールディングス(株),8,1,値上がり率,243,2026-07-15,2026-07-15,1,1,,
151A,ダイブ,サービス業,グロース,151A.T,(株)ダイブグループ,9,1,出来高増加率,242,2026-07-15,2026-07-15,1,1,,
9984,ソフトバンクグループ,情報・通信業,プライム,9984.T,ソフトバンクグループ(株),9,1,出来高,242,2026-07-15,2026-06-15,22,21,8.0,-1.0
285A,キオクシアホールディングス,電気機器,プライム,285A.T,キオクシアホールディングス(株),10,2,値上がり率・出来高,341,2026-07-15,2026-06-15,21,4,9.0,-1.0
5817,ＪＭＡＣＳ,非鉄金属,スタンダード,5817.T,ＪＭＡＣＳ(株),10,1,値上がり率,241,2026-07-15,2026-06-19,3,1,142.0,132.0
575A,前澤ホールディングス,機械,プライム,575A.T,前澤ホールディングス(株),11,2,値上がり率・出来高増加率,340,2026-07-15,2026-07-15,1,1,,
7201,日産自動車,輸送用機器,プライム,7201.T,日産自動車(株),11,1,出来高,240,2026-07-15,2026-06-15,22,21,23.0,12.0
485A,パワーエックス,電気機器,グロース,485A.T,(株)パワーエックス,12,2,値上がり率・出来高,339,2026-07-15,2026-06-17,16,1,72.0,60.0
5803,フジクラ,非鉄金属,プライム,5803.T,(株)フジクラ,12,2,値上がり率・出来高,339,2026-07-15,2026-06-15,22,21,11.0,-1.0
9698,クレオ,情報・通信業,スタンダード,9698.T,(株)クレオ,12,1,出来高増加率,239,2026-07-15,2026-07-01,2,1,116.0,104.0
3439,三ツ知,金属製品,スタンダード,3439.T,(株)三ツ知,13,1,出来高増加率,238,2026-07-15,2026-06-19,4,1,46.0,33.0
5401,日本製鉄,鉄鋼,プライム,5401.T,日本製鉄(株),13,1,出来高,238,2026-07-15,2026-06-15,22,21,16.0,3.0
7031,インバウンドテック,サービス業,グロース,7031.T,(株)インバウンドテック,13,2,値上がり率・出来高増加率,338,2026-07-15,2026-07-01,3,1,25.0,12.0
5074,テスホールディングス,建設業,プライム,5074.T,テスホールディングス(株),14,3,値上がり率・出来高・出来高増加率,437,2026-07-15,2026-06-22,4,1,74.0,60.0
5603,虹技,鉄鋼,スタンダード,5603.T,虹技(株),15,1,出来高増加率,236,2026-07-15,2026-06-26,4,1,77.0,62.0
7565,萬世電機,卸売業,スタンダード,7565.T,萬世電機(株),15,1,値上がり率,236,2026-07-15,2026-07-14,2,2,135.0,120.0
9501,東京電力ホールディングス,電気・ガス業,プライム,9501.T,東京電力ホールディングス(株),15,1,出来高,236,2026-07-15,2026-06-15,22,21,12.0,-3.0
4092,日本化学工業,化学,プライム,4092.T,日本化学工業(株),16,1,値上がり率,235,2026-07-15,2026-06-15,7,1,145.0,129.0
7012,川崎重工業,輸送用機器,プライム,7012.T,川崎重工業(株),16,1,出来高,235,2026-07-15,2026-06-15,22,21,35.0,19.0
276A,ククレブ・アドバイザーズ,不動産業,グロース,276A.T,ククレブ・アドバイザーズ(株),17,1,値上がり率,234,2026-07-15,2026-07-01,2,1,100.0,83.0
6981,村田製作所,電気機器,プライム,6981.T,(株)村田製作所,17,1,出来高,234,2026-07-15,2026-06-15,22,21,14.0,-3.0
6976,太陽誘電,電気機器,プライム,6976.T,太陽誘電(株),18,2,値上がり率・出来高,333,2026-07-15,2026-06-15,22,21,17.0,-1.0
3436,ＳＵＭＣＯ,金属製品,プライム,3436.T,(株)ＳＵＭＣＯ,19,1,出来高,232,2026-07-15,2026-06-15,22,21,15.0,-4.0
7719,東京衡機,精密機器,スタンダード,7719.T,(株)東京衡機,19,2,値上がり率・出来高増加率,332,2026-07-15,2026-06-17,4,1,27.0,8.0
7203,トヨタ自動車,輸送用機器,プライム,7203.T,トヨタ自動車(株),20,1,出来高,231,2026-07-15,2026-06-15,22,21,22.0,2.0
7389,あいちフィナンシャルグループ,銀行業,プライム,7389.T,(株)あいちフィナンシャルグループ,20,1,値上がり率,231,2026-07-15,2026-07-08,2,1,54.0,34.0
6217,津田駒工業,機械,スタンダード,6217.T,津田駒工業(株),21,1,値上がり率,230,2026-07-15,2026-06-18,8,1,142.0,121.0
7011,三菱重工業,機械,プライム,7011.T,三菱重工業(株),21,1,出来高,230,2026-07-15,2026-06-15,22,21,43.0,22.0
5016,ＪＸ金属,非鉄金属,プライム,5016.T,ＪＸ金属(株),22,2,値上がり率・出来高,329,2026-07-15,2026-06-15,22,21,20.0,-2.0
9256,サクシード,サービス業,グロース,9256.T,(株)サクシード,22,1,値上がり率,229,2026-07-15,2026-06-18,12,1,62.0,40.0
6323,ローツェ,機械,プライム,6323.T,ローツェ(株),23,2,値上がり率・出来高,328,2026-07-15,2026-06-15,11,5,144.0,121.0
8136,サンリオ,卸売業,プライム,8136.T,(株)サンリオ,23,1,出来高,228,2026-07-15,2026-06-15,22,21,13.0,-10.0
4381,ビープラッツ,情報・通信業,グロース,4381.T,ビープラッツ(株),24,1,出来高増加率,227,2026-07-15,2026-06-24,6,4,5.0,-19.0
5801,古河電気工業,非鉄金属,プライム,5801.T,古河電気工業(株),24,2,値上がり率・出来高,327,2026-07-15,2026-06-19,17,13,24.0,0.0
6920,レーザーテック,電気機器,プライム,6920.T,レーザーテック(株),24,2,値上がり率・出来高,327,2026-07-15,2026-06-15,11,1,102.0,78.0
7083,ＡＨＣグループ,サービス業,グロース,7083.T,ＡＨＣグループ(株),25,1,値上がり率,226,2026-07-15,2026-06-15,2,1,10.0,-15.0
268A,リガク・ホールディングス,精密機器,プライム,268A.T,リガク・ホールディングス(株),26,2,値上がり率・出来高,325,2026-07-15,2026-06-15,9,1,20.0,-6.0
3350,メタプラネット,卸売業,スタンダード,3350.T,(株)メタプラネット,26,1,出来高,225,2026-07-15,2026-06-15,22,21,18.0,-8.0
