evaluation_version,universe_source,universe_label,horizon,sample_count,valid_count,avg_open_buy_return,median_open_buy_return,win_rate,avg_excess_return,avg_net_return,cost_bps_one_way
v4,jpx_liquidity,JPX流動性,1d,100,100,-0.003237742293321321,-0.0035159520906045127,0.45,,-0.00523027004647697,10
v4,jpx_liquidity,JPX流動性,3d,100,100,0.036293244055402525,0.02634369309948137,0.78,,0.03422169386053577,10
v4,jpx_liquidity,JPX流動性,5d,100,0,,,,,,10
v4,jpx_liquidity,JPX流動性,10d,100,0,,,,,,10
v4,yahoo,Yahooランキング,1d,100,100,-0.006279601058521652,-0.005865601046527724,0.37,,-0.008266048136005663,10
v4,yahoo,Yahooランキング,3d,100,100,0.03269664261866206,0.01859026404357933,0.67,,0.03063228203006734,10
v4,yahoo,Yahooランキング,5d,100,0,,,,,,10
v4,yahoo,Yahooランキング,10d,100,0,,,,,,10
v5,jpx_liquidity,JPX流動性,1d,100,100,0.011343672810443604,0.011026180458158064,0.67,,0.009321996808495527,10
v5,jpx_liquidity,JPX流動性,3d,100,0,,,,,,10
v5,jpx_liquidity,JPX流動性,5d,100,0,,,,,,10
v5,jpx_liquidity,JPX流動性,10d,100,0,,,,,,10
v5,yahoo,Yahooランキング,1d,100,100,0.007677485641730713,0.002439941035289772,0.53,,0.00566313834793289,10
v5,yahoo,Yahooランキング,3d,100,0,,,,,,10
v5,yahoo,Yahooランキング,5d,100,0,,,,,,10
v5,yahoo,Yahooランキング,10d,100,0,,,,,,10
v7,jpx_liquidity,JPX流動性,1d,100,0,,,,,,10
v7,jpx_liquidity,JPX流動性,3d,100,0,,,,,,10
v7,jpx_liquidity,JPX流動性,5d,100,0,,,,,,10
v7,jpx_liquidity,JPX流動性,10d,100,0,,,,,,10
v7,yahoo,Yahooランキング,1d,100,0,,,,,,10
v7,yahoo,Yahooランキング,3d,100,0,,,,,,10
v7,yahoo,Yahooランキング,5d,100,0,,,,,,10
v7,yahoo,Yahooランキング,10d,100,0,,,,,,10
