code,name,industry,market,ticker,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources,candidate_score,snapshot_date,first_seen_date,appearance_count,consecutive_appearances,previous_yahoo_rank,yahoo_rank_change
2877,日東ベスト,食料品,スタンダード,2877.T,日東ベスト(株),1,1,出来高増加率,250,2026-07-09,2026-06-15,3,1,33.0,32.0
5240,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ,情報・通信業,グロース,5240.T,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ(株),1,3,値上がり率・出来高・出来高増加率,450,2026-07-09,2026-06-24,3,1,67.0,66.0
8918,ランド,不動産業,スタンダード,8918.T,(株)ランド,1,1,出来高,250,2026-07-09,2026-06-15,18,17,2.0,1.0
4424,Ａｍａｚｉａ,情報・通信業,グロース,4424.T,(株)Ａｍａｚｉａ,2,1,値上がり率,249,2026-07-09,2026-07-01,4,1,4.0,2.0
4564,オンコセラピー・サイエンス,医薬品,グロース,4564.T,オンコセラピー・サイエンス(株),2,2,値上がり率・出来高,349,2026-07-09,2026-06-15,18,17,4.0,2.0
3224,ゼネラル・オイスター,小売業,グロース,3224.T,(株)ゼネラル・オイスター,3,1,出来高増加率,248,2026-07-09,2026-07-09,1,1,,
4597,ソレイジア・ファーマ,医薬品,グロース,4597.T,ソレイジア・ファーマ(株),3,1,出来高,248,2026-07-09,2026-06-15,18,17,43.0,40.0
7211,三菱自動車工業,輸送用機器,プライム,7211.T,三菱自動車(株),3,1,値上がり率,248,2026-07-09,2026-06-15,18,17,60.0,57.0
7863,平賀,その他製品,スタンダード,7863.T,(株)平賀,4,1,出来高増加率,247,2026-07-09,2026-07-09,1,1,,
9399,ビート・ホールディングス・リミテッド,情報・通信業,スタンダード,9399.T,ビート・ホールディングス・リミテッド,4,2,値上がり率・出来高,347,2026-07-09,2026-06-19,5,1,34.0,30.0
9432,ＮＴＴ,情報・通信業,プライム,9432.T,ＮＴＴ(株),4,1,出来高,247,2026-07-09,2026-06-15,18,17,3.0,-1.0
6387,サムコ,機械,プライム,6387.T,サムコ(株),5,1,値上がり率,246,2026-07-09,2026-06-15,2,1,4.0,-1.0
4171,グローバルインフォメーション,情報・通信業,スタンダード,4171.T,(株)グローバルインフォメーション,6,1,出来高増加率,245,2026-07-09,2026-06-25,3,1,123.0,117.0
4833,Ｄｅｆ　ｃｏｎｓｕｌｔｉｎｇ,サービス業,グロース,4833.T,(株)Ｄｅｆ　ｃｏｎｓｕｌｔｉｎｇ,6,2,値上がり率・出来高,345,2026-07-09,2026-06-25,6,2,4.0,-2.0
9434,ソフトバンク,情報・通信業,プライム,9434.T,ソフトバンク(株),6,1,出来高,245,2026-07-09,2026-06-15,18,17,5.0,-1.0
3664,ＷＩＺＥ,情報・通信業,グロース,3664.T,(株)ＷＩＺＥ,7,1,出来高,244,2026-07-09,2026-06-15,13,9,58.0,51.0
6266,タツモ,機械,プライム,6266.T,タツモ(株),7,1,値上がり率,244,2026-07-09,2026-06-15,6,2,43.0,36.0
7849,スターツ出版,情報・通信業,スタンダード,7849.T,スターツ出版(株),7,1,出来高増加率,244,2026-07-09,2026-07-01,2,1,90.0,83.0
6327,北川精機,機械,スタンダード,6327.T,北川精機(株),8,1,値上がり率,243,2026-07-09,2026-06-15,9,1,108.0,100.0
6566,要興業,サービス業,スタンダード,6566.T,(株)要興業,8,1,出来高増加率,243,2026-07-09,2026-07-08,2,2,132.0,124.0
6740,ジャパンディスプレイ,電気機器,プライム,6740.T,(株)ジャパンディスプレイ,8,1,出来高,243,2026-07-09,2026-06-15,18,17,15.0,7.0
584A,ＬｉＮＫＸ,情報・通信業,グロース,584A.T,ＬｉＮＫＸ(株),9,1,値上がり率,242,2026-07-09,2026-07-06,3,1,4.0,-5.0
8144,デンキョーグループホールディングス,卸売業,スタンダード,8144.T,(株)デンキョーグループホールディングス,9,1,出来高増加率,242,2026-07-09,2026-06-19,3,1,144.0,135.0
8306,三菱ＵＦＪフィナンシャル・グループ,銀行業,プライム,8306.T,(株)三菱ＵＦＪフィナンシャル・グループ,9,1,出来高,242,2026-07-09,2026-06-15,18,17,13.0,4.0
3436,ＳＵＭＣＯ,金属製品,プライム,3436.T,(株)ＳＵＭＣＯ,10,1,値上がり率,241,2026-07-09,2026-06-15,18,17,29.0,19.0
5484,東北特殊鋼,鉄鋼,スタンダード,5484.T,東北特殊鋼(株),10,1,出来高増加率,241,2026-07-09,2026-06-29,2,1,40.0,30.0
7203,トヨタ自動車,輸送用機器,プライム,7203.T,トヨタ自動車(株),10,1,出来高,241,2026-07-09,2026-06-15,18,17,17.0,7.0
