signal_date,entry_date,planned_exit_date,code,ticker,name,industry,entry_price,latest_price,unrealized_return,market_value
2026-07-03,2026-07-06,,6136,6136.T,オーエスジー,機械,4031.0,3830.0,-0.049863557429918104,0.038989516236177905
2026-07-03,2026-07-06,,4680,4680.T,ラウンドワン,サービス業,1245.5,1238.0,-0.006021678040947442,0.04078859854864773
2026-07-03,2026-07-06,,6752,6752.T,パナソニック　ホールディングス,電気機器,4592.0,4455.0,-0.029834494773519182,0.03981142288942101
2026-07-03,2026-07-06,,4419,4419.T,Ｆｉｎａｔｅｘｔホールディングス,情報・通信業,1516.0,1493.0,-0.01517150395778366,0.04041312901589546
2026-07-03,2026-07-06,,2802,2802.T,味の素,食料品,6200.0,5721.0,-0.07725806451612904,0.037865363397738466
2026-07-06,2026-07-07,,7735,7735.T,ＳＣＲＥＥＮホールディングス,電気機器,17500.0,17750.0,0.014285714285714235,0.04174943343826142
2026-07-06,2026-07-07,,6284,6284.T,日精エー・エス・ビー機械,機械,10160.0,9760.0,-0.03937007874015752,0.03954088516832123
2026-07-06,2026-07-07,,2802,2802.T,味の素,食料品,6048.0,5721.0,-0.05406746031746035,0.038935920171539774
2026-07-06,2026-07-07,,9616,9616.T,共立メンテナンス,サービス業,3145.0,2939.0,-0.06550079491255967,0.03846530796145691
2026-07-06,2026-07-07,,4188,4188.T,三菱ケミカルグループ,化学,1199.5,1167.5,-0.02667778240933727,0.04006331802267276
2026-07-07,2026-07-08,,8366,8366.T,滋賀銀行,銀行業,2756.0,2891.0,0.04898403483309144,0.042052909200802846
2026-07-07,2026-07-08,,3445,3445.T,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,金属製品,8020.0,7590.0,-0.05361596009975067,0.03793975959352578
2026-07-07,2026-07-08,,2175,2175.T,エス・エム・エス,サービス業,2335.0,2355.0,0.008565310492505418,0.04043255570802791
2026-07-07,2026-07-08,,9502,9502.T,中部電力,電気・ガス業,3234.0,3250.0,0.0049474335188621765,0.040287517988844224
2026-07-07,2026-07-08,,4419,4419.T,Ｆｉｎａｔｅｘｔホールディングス,情報・通信業,1536.0,1493.0,-0.02799479166666663,0.038966891212270004
2026-07-08,2026-07-09,,7380,7380.T,十六フィナンシャルグループ,銀行業,2519.0,2502.0,-0.00674870980547837,0.03896826806562155
2026-07-08,2026-07-09,,4385,4385.T,メルカリ,情報・通信業,4595.0,4617.0,0.004787812840043593,0.03942088092546266
2026-07-08,2026-07-09,,4212,4212.T,積水樹脂,化学,2752.0,2685.0,-0.024345930232558155,0.03827787560443685
2026-07-08,2026-07-09,,9502,9502.T,中部電力,電気・ガス業,3250.0,3250.0,0.0,0.039233040470543844
2026-07-08,2026-07-09,,8136,8136.T,サンリオ,卸売業,1165.5,1130.5,-0.03003003003003002,0.03805487108704403
