rank,code,name,industry,market,ticker,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources,candidate_score,snapshot_date,first_seen_date,appearance_count,consecutive_appearances,previous_yahoo_rank,yahoo_rank_change,trade_date,close,return_1d,return_5d,return_20d,return_60d,return_120d,ma20,ma60,distance_ma20,distance_ma60,distance_high_120d,volatility_20d,latest_volume,avg_volume_20d,volume_ratio_20d,avg_turnover_20d,history_days,score_return_20d,score_return_60d,score_return_120d,score_distance_ma20,score_distance_ma60,score_avg_turnover_20d,score_volume_ratio_20d,score_distance_high_120d,score_volatility_20d,score,momentum_score,trend_score,liquidity_score,evaluation_version,rule_price_floor,rule_liquidity_floor,rule_momentum_20_positive,rule_momentum_60_positive,rule_above_ma20,rule_above_ma60,rule_trend_alignment,rule_volume_expansion,rule_near_120d_high,rule_overheat_control,rule_volatility_control,rule_daily_base,universe_source,universe_label,liquidity_rank,in_yahoo_pool
42,1438,岐阜造園,建設業,スタンダード,1438.T,(株)岐阜造園,51.0,1.0,値上がり率,200.0,2026-08-03,2026-07-02,5.0,2.0,134.0,83.0,2026-08-03,2089.0,0.0631043256997454,0.0779153766769866,0.1117615753060139,0.1213097155126141,0.1973186022319981,1924.9,1887.5,0.085251181879578,0.1067549668874172,0.0,0.254230750121645,4100.0,895.0,4.581005586592179,2048030.0,256,16.201780415430267,12.28486646884273,7.032640949554896,8.6053412462908,8.130563798219585,0.652818991097923,7.002967359050445,6.657270029673591,5.795252225519288,72.36,35.52,16.74,7.66,v7,True,False,True,True,True,True,True,True,True,True,True,False,yahoo,Yahooランキング,,
43,7774,ジャパン・ティッシュエンジニアリング,精密機器,グロース,7774.T,(株)ジャパン・ティッシュエンジニアリング,95.0,1.0,値上がり率,156.0,2026-08-03,2026-07-30,2.0,1.0,15.0,-80.0,2026-08-03,705.0,0.0444444444444445,0.131621187800963,0.1482084690553746,0.1989795918367347,0.3104089219330854,642.4,619.8666666666667,0.0974470734744707,0.1373413637341363,-0.1143216080402009,0.5038074496190558,125200.0,72830.0,1.719071811066868,50006960.0,246,17.270029673590503,14.635014836795254,8.071216617210682,8.872403560830861,8.813056379821958,3.115727002967359,4.84272997032641,4.071216617210682,2.513353115727003,72.2,39.98,17.69,7.96,v7,True,True,True,True,True,True,True,True,False,True,True,True,yahoo,Yahooランキング,,
44,8306,三菱ＵＦＪフィナンシャル・グループ,銀行業,プライム,8306.T,(株)三菱ＵＦＪフィナンシャル・グループ,9.0,1.0,出来高,242.0,2026-08-03,2026-06-15,34.0,33.0,12.0,3.0,2026-08-03,3567.0,-0.0011201344161299,-0.0610687022900763,0.0724594107035478,0.270978086584714,0.2325096571151539,3579.3,3281.55,-0.0034364261168385,0.086986332678155,-0.0610687022900763,0.3402074736586103,53159300.0,44198010.0,1.202753246130312,163816585845.0,277,14.124629080118693,16.130563798219583,7.477744807121661,4.035608308605341,7.68545994065282,9.792284866468842,3.2522255192878338,5.213649851632047,4.258160237388725,71.97,37.73,11.72,13.04,v7,True,True,True,True,False,True,False,True,False,True,True,False,yahoo,Yahooランキング,,
45,4901,富士フイルムホールディングス,化学,プライム,4901.T,富士フイルムホールディングス(株),127.0,1.0,出来高,124.0,2026-08-03,2026-06-15,24.0,1.0,125.0,-2.0,2026-08-03,3778.0,0.0015906680805939,-0.0138345079613677,0.0433581883457607,0.2497519020840224,0.2227822155285015,3676.65,3460.766666666667,0.0275658547862864,0.091665623224141,-0.0227625452664252,0.2749219900104597,4717000.0,3845600.0,1.2265966299147075,14147034435.0,277,11.810089020771514,15.70326409495549,7.388724035608309,6.379821958456973,7.833827893175073,7.804154302670622,3.3471810089020773,6.106824925816024,5.504451038575668,71.88,34.9,14.21,11.15,v7,True,True,True,True,True,True,True,True,True,True,True,True,yahoo,Yahooランキング,,
46,9845,パーカーコーポレーション,化学,スタンダード,9845.T,(株)パーカーコーポレーション,147.0,1.0,値上がり率,104.0,2026-08-03,2026-06-25,3.0,1.0,142.0,-5.0,2026-08-03,1624.0,0.036375239310785,0.0330788804071247,0.1742588575560375,0.1324965132496514,0.0620106121169783,1503.65,1410.2833333333333,0.0800385728061716,0.1515416523866362,-0.0500030241245159,0.3743687823652434,29000.0,9425.0,3.076923076923077,16283965.0,260,17.744807121661722,12.765578635014837,5.697329376854599,8.456973293768545,9.050445103857566,2.551928783382789,6.1246290801186944,5.649851632047477,3.7596439169139466,71.8,36.21,17.51,8.68,v7,True,False,True,True,True,True,True,True,False,True,True,False,yahoo,Yahooランキング,,
47,8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,保険業,プライム,8725.T,ＭＳ＆ＡＤインシュアランスグループホールディングス(株),128.0,1.0,出来高,123.0,2026-08-03,2026-06-17,31.0,10.0,146.0,18.0,2026-08-03,4820.0,-0.0211210398050365,-0.0415589580433485,0.0821733273462057,0.2116641528406233,0.2044067649784315,4712.75,4497.966666666666,0.0227574133998196,0.0715953134379239,-0.0455445544554455,0.2849838811013819,4692000.0,4764385.0,0.9848070632411108,22387986960.0,277,14.955489614243325,14.955489614243325,7.151335311572701,6.112759643916913,7.210682492581602,8.456973293768545,1.9703264094955493,5.753709198813056,5.213649851632047,71.78,37.06,13.32,10.43,v7,True,True,True,True,True,True,True,False,True,True,True,True,yahoo,Yahooランキング,,
48,8601,大和証券グループ本社,証券、商品先物取引業,プライム,8601.T,(株)大和証券グループ本社,90.0,1.0,出来高,161.0,2026-08-03,2026-06-15,30.0,5.0,95.0,5.0,2026-08-03,1812.0,0.0027670171555063,-0.0317926796687149,0.0760095011876484,0.2539792387543251,0.1978851428598635,1812.8,1634.3,-0.0004413062665489,0.1087315670317567,-0.0356572645023949,0.3361067229465888,7156300.0,4824150.0,1.4834323145010002,9009297535.0,277,14.540059347181009,15.810089020771514,7.091988130563798,4.3323442136498524,8.219584569732937,7.240356083086055,4.178041543026707,5.9614243323442135,4.320474777448071,71.69,37.44,12.55,11.42,v7,True,True,True,True,False,True,False,True,True,True,True,False,yahoo,Yahooランキング,,
49,9720,ホテル、ニューグランド,サービス業,スタンダード,9720.T,(株)ホテル、ニューグランド,81.0,1.0,出来高増加率,170.0,2026-08-03,2026-06-30,2.0,1.0,101.0,20.0,2026-08-03,6230.0,-0.0157977883096366,0.0163132137030994,0.198076923076923,0.087260034904014,0.0314569536423841,5734.5,5618.5,0.0864068358182927,0.1088368781703301,-0.0157977883096366,0.2465247310404129,1400.0,140.0,10.0,1259700.0,260,18.27893175074184,11.323442136498516,5.222551928783384,8.664688427299705,8.249258160237389,0.1186943620178041,7.71513353115727,6.189910979228487,5.857566765578635,71.62,34.82,16.91,7.83,v7,True,False,True,True,True,True,True,True,True,True,True,False,yahoo,Yahooランキング,,
50,8700,丸八証券,証券、商品先物取引業,スタンダード,8700.T,丸八証券(株),122.0,1.0,出来高増加率,129.0,2026-08-03,2026-06-25,2.0,1.0,120.0,-2.0,2026-08-03,1994.0,0.009620253164557,-0.0177339901477832,0.1453187823090178,0.0992282249173097,0.2170531482779414,1855.0,1789.0333333333333,0.074932614555256,0.1145683888878537,-0.0177339901477832,0.3896628280909212,15900.0,2635.0,6.03415559772296,6519025.0,254,17.1513353115727,11.590504451038576,7.210682492581602,8.338278931750743,8.308605341246292,1.839762611275964,7.359050445103858,6.169139465875372,3.551928783382789,71.52,35.95,16.65,9.2,v7,True,False,True,True,True,True,True,True,True,True,True,False,yahoo,Yahooランキング,,
51,6508,明電舎,電気機器,プライム,6508.T,(株)明電舎,25.0,1.0,値上がり率,226.0,2026-08-03,2026-06-17,5.0,3.0,34.0,9.0,2026-08-03,10440.0,0.0852390852390851,0.1535911602209945,0.0674846625766871,0.1165775401069519,0.6180088727019122,8974.0,9656.333333333334,0.1633608201470915,0.0811557181815043,-0.0594594594594594,0.7862067269748679,839900.0,218160.0,3.8499266593326,2331644400.0,277,13.768545994065285,12.23145400593472,9.287833827893175,9.40652818991098,7.477744807121661,5.99406528189911,6.670623145400594,5.296735905044511,1.2255192878338277,71.36,35.29,16.88,12.66,v7,True,True,True,True,True,True,True,True,False,True,True,True,yahoo,Yahooランキング,,
52,7453,良品計画,小売業,プライム,7453.T,(株)良品計画,147.0,1.0,出来高,104.0,2026-08-03,2026-06-25,19.0,1.0,121.0,-26.0,2026-08-03,4217.0,0.0095762508977734,-0.0222582888940412,0.1665283540802213,0.1553424657534245,0.3464230656292724,4124.35,3750.05,0.0224641458654089,0.1245183397554698,-0.0446307204349796,0.6969214480110382,4229900.0,5667525.0,0.7463398926339099,22970244770.0,277,17.68545994065282,13.620178041543026,8.367952522255193,6.083086053412464,8.6053412462908,8.5459940652819,0.9970326409495548,5.8160237388724045,1.5370919881305636,71.26,39.67,14.69,9.54,v7,True,True,True,True,True,True,True,False,True,True,True,True,yahoo,Yahooランキング,,
53,8159,立花エレテック,卸売業,プライム,8159.T,(株)立花エレテック,148.0,1.0,値上がり率,103.0,2026-08-03,2026-08-03,1.0,1.0,,,2026-08-03,3585.0,0.0361271676300578,0.0421511627906976,0.0606508875739644,0.1870860927152318,0.1763014214715608,3345.25,3198.35,0.0716687840968537,0.1208904591429955,0.0,0.3245729597423443,70500.0,34090.0,2.0680551481372835,116986500.0,277,13.175074183976262,14.261127596439168,6.735905044510386,8.27893175074184,8.516320474777446,3.679525222551928,5.41246290801187,6.657270029673591,4.507418397626112,71.22,34.17,16.8,9.09,v7,True,True,True,True,True,True,True,True,True,True,True,True,yahoo,Yahooランキング,,
54,2492,インフォマート,サービス業,プライム,2492.T,(株)インフォマート,123.0,1.0,出来高,128.0,2026-08-03,2026-06-17,13.0,1.0,105.0,-18.0,2026-08-03,522.0,-0.0826010544815465,-0.0509090909090909,0.0897703549060542,0.2399049881235153,0.3419023136246786,512.5,426.271689860026,0.0185365853658536,0.2245711184137235,-0.0826010544815465,0.5605360082125015,4771200.0,3406110.0,1.4007768392682562,1662067075.0,277,15.252225519287832,15.489614243323444,8.308605341246292,5.816023738872404,9.465875370919882,5.786350148367953,4.059347181008902,4.652818991097922,2.1810089020771515,71.01,39.05,15.28,9.85,v7,True,True,True,True,True,True,True,True,False,True,True,True,yahoo,Yahooランキング,,
55,6501,日立製作所,電気機器,プライム,6501.T,(株)日立製作所,43.0,1.0,出来高,208.0,2026-08-03,2026-06-15,34.0,33.0,33.0,-10.0,2026-08-03,5301.0,0.0064552876400227,0.0553454111088991,0.1486457204767064,0.0735115431348725,0.0332410852847453,4891.9,4863.583333333333,0.083628038185572,0.0899371176944296,-0.0836156892093025,0.3521016615525975,14071300.0,12382965.0,1.1363433555695264,62140423570.0,277,17.32937685459941,10.949554896142434,5.252225519287834,8.57566765578635,7.774480712166172,9.40652818991098,2.896142433234422,4.611275964391691,4.071216617210682,70.87,33.53,16.35,12.3,v7,True,True,True,True,True,True,True,False,False,True,True,True,yahoo,Yahooランキング,,
56,8995,誠建設工業,不動産業,スタンダード,8995.T,(株)誠建設工業,11.0,1.0,値上がり率,240.0,2026-08-03,2026-07-13,6.0,2.0,75.0,64.0,2026-08-03,1140.0,0.1515151515151516,0.2089077412513256,0.3784764207980653,0.2337662337662338,-0.042361217499697,869.6,917.9166666666666,0.3109475620975162,0.241942805265547,-0.2317426085022235,1.188876469006921,213200.0,56680.0,3.761467889908257,66622575.0,257,19.52522255192878,15.329376854599404,3.6201780415430274,9.910979228486646,9.554896142433234,3.353115727002967,6.57566765578635,2.326409495548961,0.3946587537091988,70.59,38.47,19.47,9.93,v7,True,True,True,True,True,True,True,True,False,False,False,False,yahoo,Yahooランキング,,
57,368A,北里コーポレーション,精密機器,プライム,368A.T,(株)北里,50.0,1.0,値上がり率,201.0,2026-08-03,2026-06-25,2.0,1.0,102.0,52.0,2026-08-03,1464.0,0.0631808278867103,0.0390347764371894,0.0647272727272727,0.1573122529644268,-0.005693035077148,1370.2,1275.1,0.0684571595387535,0.148145243510313,-0.0555017975103011,0.2906798089971473,493200.0,99000.0,4.9818181818181815,163949955.0,270,13.412462908011868,13.727002967359049,4.362017804154303,8.130563798219585,8.991097922848665,3.946587537091988,7.074183976261128,5.379821958456973,5.089020771513352,70.11,31.5,17.12,11.02,v7,True,True,True,True,True,True,True,True,False,True,True,True,yahoo,Yahooランキング,,
58,9478,ＳＥホールディングス・アンド・インキュベーションズ,情報・通信業,スタンダード,9478.T,ＳＥホールディングス・アンド・インキュベーションズ(株),54.0,1.0,値上がり率,197.0,2026-08-03,2026-06-18,5.0,1.0,23.0,-31.0,2026-08-03,556.0,0.0610687022900764,0.0988142292490119,0.0880626223091975,0.1416837782340863,0.2350923624156249,516.7,516.7166666666667,0.0760596090574801,0.07602490081605,0.0,0.4490726998054243,85200.0,24920.0,3.418940609951846,14935370.0,275,15.192878338278934,13.13946587537092,7.507418397626114,8.367952522255193,7.359050445103857,2.462908011869436,6.314540059347181,6.657270029673591,2.970326409495549,69.97,35.84,15.73,8.78,v7,True,False,True,True,True,True,True,True,True,True,True,False,yahoo,Yahooランキング,,
59,7844,マーベラス,情報・通信業,プライム,7844.T,(株)マーベラス,87.0,1.0,値上がり率,164.0,2026-08-03,2026-06-23,2.0,1.0,108.0,21.0,2026-08-03,490.0,0.047008547008547,0.0864745011086474,0.1187214611872147,0.0816777041942604,-0.0164031235807016,452.75,450.65,0.0822749861954721,0.0873183179851326,-0.0371302543824062,0.2477194069083076,450600.0,110130.0,4.091528193952602,58339060.0,277,16.439169139465875,11.109792284866469,4.0652818991097925,8.5459940652819,7.715133531157269,3.2640949554896146,6.813056379821957,5.919881305637983,5.836795252225519,69.71,31.61,16.26,10.08,v7,True,True,True,True,True,True,True,True,True,True,True,True,yahoo,Yahooランキング,,
60,5257,ノバシステム,情報・通信業,スタンダード,5257.T,ノバシステム(株),133.0,1.0,値上がり率,118.0,2026-08-03,2026-06-26,5.0,2.0,36.0,-97.0,2026-08-03,2750.0,0.0381275953189883,0.0784313725490195,0.0750586395621579,0.1,0.0504201680672269,2541.0,2499.55,0.0822510822510822,0.1001980356464162,0.0,0.2598087191893609,9200.0,1715.0,5.364431486880466,5560360.0,266,14.48071216617211,11.643916913946589,5.608308605341247,8.516320474777446,7.982195845697329,1.6913946587537094,7.192878338278931,6.657270029673591,5.73293768545994,69.51,31.73,16.5,8.88,v7,True,False,True,True,True,True,True,True,True,True,True,False,yahoo,Yahooランキング,,
61,6701,日本電気,電気機器,プライム,6701.T,ＮＥＣ,100.0,1.0,出来高,151.0,2026-08-03,2026-06-15,34.0,33.0,65.0,-35.0,2026-08-03,4733.0,-0.0014767932489451,0.0647919010123734,0.135556621880998,0.1269047619047618,0.0078868010615,4445.05,4179.733333333334,0.0647799237353909,0.1323688911573306,-0.0537784886045581,0.4970289644180001,6344100.0,7389130.0,0.8585719834405403,33133882610.0,277,16.973293768545997,12.551928783382792,4.777448071216617,7.982195845697329,8.753709198813057,8.931750741839762,1.305637982195846,5.462908011869436,2.5548961424332344,69.29,34.3,16.74,10.24,v7,True,True,True,True,True,True,True,False,False,True,True,True,yahoo,Yahooランキング,,
62,7072,インティメート・マージャー,サービス業,グロース,7072.T,(株)インティメート・マージャー,47.0,1.0,値上がり率,204.0,2026-08-03,2026-06-18,3.0,2.0,112.0,65.0,2026-08-03,1130.0,0.0660377358490567,0.1002921129503409,0.1507128309572301,0.3139534883720929,0.0405156537753221,1013.7,955.7666666666668,0.1147282233402386,0.1822969343982143,-0.2136395267919276,0.6560279886487111,21400.0,13075.0,1.6367112810707456,13327075.0,255,17.38872403560831,16.824925816023736,5.370919881305638,9.050445103857566,9.317507418397629,2.344213649851632,4.605341246290801,2.513353115727003,1.7655786350148366,69.18,39.58,18.37,6.95,v7,True,False,True,True,True,True,True,True,False,True,True,False,yahoo,Yahooランキング,,
63,7272,ヤマハ発動機,輸送用機器,プライム,7272.T,ヤマハ発動機(株),101.0,1.0,出来高,150.0,2026-08-03,2026-06-15,34.0,33.0,107.0,6.0,2026-08-03,1332.5,-0.0078183172002977,0.0041446872645063,0.066853482786229,0.1939964157706093,0.2564827911362564,1294.875,1249.7883646647135,0.0290568587701516,0.0661805131763055,-0.0542938254080908,0.3180520111103159,6108200.0,5694270.0,1.0726923732102622,7471390657.5,277,13.590504451038578,14.528189910979227,7.655786350148368,6.439169139465876,7.062314540059346,6.973293768545995,2.4688427299703264,5.421364985163205,4.7982195845697335,68.94,35.77,13.5,9.44,v7,True,True,True,True,True,True,True,False,False,True,True,True,yahoo,Yahooランキング,,
64,5941,中西製作所,金属製品,スタンダード,5941.T,(株)中西製作所,111.0,1.0,値上がり率,140.0,2026-08-03,2026-07-31,2.0,2.0,32.0,-79.0,2026-08-03,2873.0,0.0416968817984046,0.0772403449568803,0.1473642172523961,0.1478226128645625,0.101244254121311,2616.9,2543.15,0.0978638847491306,0.1297013546192713,0.0,0.2813872083880684,2400.0,6115.0,0.392477514309076,14964440.0,245,17.2106824925816,13.299703264094957,6.083086053412464,8.90207715133531,8.694362017804155,2.492581602373887,0.1899109792284866,6.657270029673591,5.338278931750742,68.87,36.59,17.6,2.68,v7,True,False,True,True,True,True,True,False,True,True,True,False,yahoo,Yahooランキング,,
65,9651,日本プロセス,情報・通信業,スタンダード,9651.T,日本プロセス(株),53.0,1.0,値上がり率,198.0,2026-08-03,2026-07-08,2.0,1.0,13.0,-40.0,2026-08-03,2029.0,0.0617477760334903,0.0405128205128204,0.1272222222222221,0.1430681690566251,0.1436973085327184,1954.35,1800.1228169759115,0.038196842940108,0.1271453152338724,-0.0150485436893204,0.5354291519588937,52500.0,26680.0,1.9677661169415293,57882940.0,261,16.617210682492583,13.192878338278934,6.468842729970326,6.824925816023739,8.635014836795252,3.234421364985163,5.317507418397626,6.210682492581602,2.326409495548961,68.83,36.28,15.46,8.55,v7,True,True,True,True,True,True,True,True,True,True,True,True,yahoo,Yahooランキング,,
66,9831,ヤマダホールディングス,小売業,プライム,9831.T,(株)ヤマダホールディングス,137.0,1.0,出来高,114.0,2026-08-03,2026-06-15,22.0,3.0,123.0,-14.0,2026-08-03,700.0,-0.0183704614141566,-0.0487838337043768,0.0898334318910645,0.2915129151291513,0.3255937680633938,696.6349975585938,653.3849975585938,0.0048303666241276,0.0713438518110847,-0.0847280188640773,0.3419735941532623,4499700.0,5132570.0,0.8766953007947286,3617768458.901672,277,15.311572700296736,16.504451038575667,8.249258160237389,4.955489614243323,7.181008902077151,6.320474777448071,1.42433234421365,4.548961424332345,4.175074183976261,68.67,40.07,12.14,7.74,v7,True,True,True,True,True,True,True,False,False,True,True,True,yahoo,Yahooランキング,,
67,9843,ニトリホールディングス,小売業,プライム,9843.T,(株)ニトリホールディングス,91.0,2.0,値上がり率・出来高,260.0,2026-08-03,2026-06-19,12.0,1.0,138.0,47.0,2026-08-03,2641.5,0.0405751428008667,0.0498807631160571,0.1290874118401368,0.1771390374331551,-0.0313528751527893,2476.675,2487.3416666666667,0.0665509200843872,0.0619771442738399,-0.2258160906216392,0.4137263839818138,7052700.0,3099720.0,2.2752700243893,8252791977.5,277,16.735905044510385,14.100890207715134,3.768545994065282,8.071216617210682,6.943620178041543,7.091988130563798,5.7210682492581615,2.4094955489614245,3.364985163204748,68.21,34.61,15.01,12.81,v7,True,True,True,True,True,True,True,True,False,True,True,True,yahoo,Yahooランキング,,
68,3355,クリヤマホールディングス,卸売業,スタンダード,3355.T,クリヤマホールディングス(株),26.0,2.0,値上がり率・出来高増加率,325.0,2026-08-03,2026-08-03,1.0,1.0,,,2026-08-03,1785.0,0.0844471445929526,0.0740072202166064,0.1276058117498419,0.0044274509653075,0.0581526167074664,1630.4,1591.7678263346354,0.0948233562315996,0.1213946974354422,-0.088621720100355,0.3254624022864473,322600.0,21600.0,14.935185185185183,62762895.0,243,16.676557863501486,8.172106824925816,5.667655786350149,8.84272997032641,8.57566765578635,3.293768545994065,7.928783382789318,4.528189910979228,4.486646884272997,68.17,30.52,17.42,11.22,v7,True,True,True,True,True,True,True,True,False,True,True,True,yahoo,Yahooランキング,,
69,8750,第一ライフグループ,保険業,プライム,8750.T,(株)第一ライフグループ,71.0,1.0,出来高,180.0,2026-08-03,2026-06-15,33.0,31.0,81.0,10.0,2026-08-03,1888.5,-0.0156372165754495,-0.0359877488514548,0.0246880086814975,0.3128258602711158,0.3599921445218106,1882.4,1755.075,0.0032405439864002,0.0760223922054612,-0.0359877488514548,0.2892202092291915,9330200.0,10139260.0,0.9202052220773508,19211088582.5,277,9.73293768545994,16.771513353115726,8.397626112759644,4.836795252225519,7.329376854599406,8.27893175074184,1.6379821958456973,5.940652818991098,5.1513353115727,68.08,34.9,12.17,9.92,v7,True,True,True,True,True,True,True,False,True,True,True,True,yahoo,Yahooランキング,,
70,6758,ソニーグループ,電気機器,プライム,6758.T,ソニーグループ(株),20.0,1.0,出来高,231.0,2026-08-03,2026-06-15,34.0,33.0,17.0,-3.0,2026-08-03,3589.0,-0.052284129918141,0.0041969781757134,0.0618343195266273,0.1525369299935774,0.0771404810316718,3508.35,3449.9,0.0229880143087206,0.040320009275631,-0.0577579417169861,0.3375261104673264,27774900.0,18343755.0,1.514133829196912,66168244725.0,277,13.234421364985163,13.566765578635016,5.934718100890207,6.1424332344213655,5.845697329376854,9.43620178041543,4.29673590504451,5.317507418397627,4.27893175074184,68.05,32.74,11.99,13.73,v7,True,True,True,True,True,True,True,True,False,True,True,True,yahoo,Yahooランキング,,
71,9433,ＫＤＤＩ,情報・通信業,プライム,9433.T,ＫＤＤＩ(株),64.0,1.0,出来高,187.0,2026-08-03,2026-06-15,34.0,33.0,53.0,-11.0,2026-08-03,2903.0,-0.0061622731941115,-0.0169319336268202,0.0741905642923219,0.1481115285742535,0.0713745552904054,2880.4,2752.6583333333333,0.0078461324815997,0.054616900632419,-0.0659588159588159,0.2465102834078894,9797200.0,8641405.0,1.133750819455864,25283938377.5,277,14.421364985163205,13.353115727002969,5.845697329376854,5.133531157270029,6.587537091988131,8.694362017804155,2.8724035608308607,5.068249258160238,5.878338278931751,67.85,33.62,11.72,11.57,v7,True,True,True,True,True,True,True,False,False,True,True,True,yahoo,Yahooランキング,,
72,7942,ＪＳＰ,化学,プライム,7942.T,(株)ＪＳＰ,38.0,1.0,値上がり率,213.0,2026-08-03,2026-08-03,1.0,1.0,,,2026-08-03,2718.0,0.0730359257797079,0.0688163586315375,0.0738838403792967,0.0413793103448276,0.047436586303716,2489.6,2533.0666666666666,0.0917416452442159,0.0730076850194758,-0.0481114256352869,0.3459467228170074,357300.0,44560.0,8.018402154398563,154730670.0,277,14.302670623145405,9.66765578635015,5.43026706231454,8.783382789317507,7.270029673590504,3.8575667655786345,7.596439169139467,5.73293768545994,4.112759643916914,66.75,29.4,16.05,11.45,v7,True,True,True,True,True,True,True,True,True,True,True,True,yahoo,Yahooランキング,,
73,7883,サンメッセ,その他製品,スタンダード,7883.T,サンメッセ(株),131.0,2.0,値上がり率・出来高増加率,220.0,2026-08-03,2026-07-09,2.0,1.0,137.0,6.0,2026-08-03,405.0,0.0384615384615385,0.0358056265984654,0.0574412532637076,0.1095890410958904,0.1126373626373626,390.25,380.06666666666666,0.0377962844330557,0.065602525872654,0.0,0.1679793757325046,46300.0,5950.0,7.781512605042017,3028020.0,254,12.818991097922847,11.964391691394658,6.1424332344213655,6.795252225519289,7.032640949554896,1.0682492581602374,7.572700296735905,6.657270029673591,6.584569732937686,66.64,30.93,13.83,8.64,v7,True,False,True,True,True,True,True,True,True,True,True,False,yahoo,Yahooランキング,,
74,8704,トレイダーズホールディングス,証券、商品先物取引業,スタンダード,8704.T,トレイダーズホールディングス(株),52.0,1.0,値上がり率,199.0,2026-08-03,2026-07-23,2.0,1.0,112.0,60.0,2026-08-03,1325.0,0.0625501202886928,0.03515625,0.0441292356185973,0.0728744939271255,0.3114942666227345,1257.8,1196.9,0.0534266179042772,0.1070264850864732,0.0,0.4247728281627543,284800.0,88115.0,3.232139817284231,122935250.0,251,11.98813056379822,10.789317507418398,8.100890207715134,7.744807121661721,8.160237388724035,3.738872403560831,6.148367952522255,6.657270029673591,3.2403560830860534,66.57,30.88,15.91,9.89,v7,True,True,True,True,True,True,True,True,True,True,True,True,yahoo,Yahooランキング,,
75,7074,トゥエンティーフォーセブンホールディングス,サービス業,グロース,7074.T,(株)トゥエンティーフォーセブンホールディングス,21.0,2.0,値上がり率・出来高増加率,330.0,2026-08-03,2026-06-22,4.0,1.0,43.0,22.0,2026-08-03,206.0,0.0957446808510638,0.1381215469613259,0.2335329341317364,0.03,-0.0844444444444444,175.8,176.13333333333333,0.1717861205915811,0.1695685087055261,-0.1158798283261802,0.4092148903006957,91200.0,5200.0,17.53846153846154,1747360.0,265,18.81305637982196,9.347181008902078,2.7893175074183976,9.554896142433234,9.13946587537092,0.5341246290801187,7.928783382789318,4.029673590504451,3.4065281899109787,65.54,30.95,18.69,8.46,v7,False,False,True,True,True,True,True,True,False,True,True,False,yahoo,Yahooランキング,,
76,4073,ジィ・シィ企画,情報・通信業,グロース,4073.T,(株)ジィ・シィ企画,9.0,2.0,値上がり率・出来高増加率,342.0,2026-08-03,2026-06-23,7.0,1.0,77.0,68.0,2026-08-03,529.0,0.1781737193763919,0.1160337552742616,0.2273781902552203,0.0392927308447936,-0.0815972222222222,455.75,460.51666666666665,0.16072408118486,0.1487097824906809,-0.0799999999999999,0.977592432927105,189400.0,17990.0,10.528071150639244,13571460.0,270,18.753709198813056,9.614243323442135,2.908011869436202,9.376854599406528,9.020771513353116,2.373887240356084,7.762611275964391,4.6943620178041545,0.6439169139465875,65.15,31.28,18.4,10.14,v7,True,False,True,True,True,True,True,True,False,False,False,False,yahoo,Yahooランキング,,
77,9552,クオンツ総研ホールディングス,サービス業,プライム,9552.T,(株)クオンツ総研ホールディングス,56.0,1.0,値上がり率,195.0,2026-08-03,2026-07-27,2.0,1.0,109.0,53.0,2026-08-03,984.0,0.0603448275862068,0.0801317233809,0.0909090909090908,0.4954407294832827,-0.126885536823425,886.0,906.5333333333332,0.1106094808126409,0.085453743197529,-0.1668077900084673,0.4270872429446929,270900.0,236620.0,1.144873637055194,209601065.0,277,15.489614243323444,17.46587537091988,2.1958456973293767,9.020771513353116,7.596439169139467,4.035608308605341,2.967359050445104,3.074183976261127,3.1988130563798216,65.04,35.15,16.62,7.0,v7,True,True,True,True,True,True,True,False,False,True,True,True,yahoo,Yahooランキング,,
78,9503,関西電力,電気・ガス業,プライム,9503.T,関西電力(株),110.0,1.0,出来高,141.0,2026-08-03,2026-06-23,10.0,2.0,142.0,32.0,2026-08-03,2455.5,0.0061462814996926,0.0107017904918707,0.07910349373764,0.0195142204691716,0.0169032124212353,2351.85,2326.583333333333,0.0440716882454239,0.0554102940649736,-0.1152978099993931,0.181170959204631,5545200.0,3309880.0,1.6753477467461055,8054485780.0,277,14.83679525222552,8.973293768545993,4.925816023738872,7.240356083086055,6.706231454005934,7.062314540059346,4.652818991097923,4.050445103857567,6.439169139465876,64.89,28.74,13.95,11.72,v7,True,True,True,True,True,True,True,True,False,True,True,True,yahoo,Yahooランキング,,
79,4203,住友ベークライト,化学,プライム,4203.T,住友ベークライト(株),19.0,1.0,値上がり率,232.0,2026-08-03,2026-06-18,4.0,1.0,149.0,130.0,2026-08-03,7236.0,0.1110087517273146,0.0889390519187358,-0.0359712230215827,0.3047241254958528,0.324395078353318,6937.25,6891.533333333334,0.0430646149410789,0.0499840383852649,-0.062815697448517,0.6512834673349072,2974300.0,476790.0,6.238176136244468,4203244050.0,277,5.578635014836795,16.55786350148368,8.189910979228486,7.12166172106825,6.379821958456973,6.4094955489614245,7.382789317507419,5.1513353115727,1.7863501483679525,64.56,30.33,13.5,13.79,v7,True,True,False,True,True,True,True,True,False,True,True,True,yahoo,Yahooランキング,,
