start_date,end_date,observation_days,holding_days,cost_bps_one_way,total_return,benchmark_return,excess_return,annualized_return,annualized_volatility,sharpe,max_drawdown,average_daily_turnover,total_traded_value
2026-06-16,2026-09-10,61,5,10.0,-0.15863401976102454,,,-0.5101064161558202,0.2315084385814894,-2.9615375722491195,-0.19017896569408077,0.3724612727643534,21.2528908595952
