evaluation_version,horizon,sample_count,valid_count,avg_open_buy_return,avg_excess_return,avg_net_return,win_rate,top20_avg_return,cost_bps_one_way
v4,1d,100,100,-0.006279601058521653,,-0.008266048136005665,0.37,-0.01691064544986425,10
v4,3d,100,100,0.03269663923701477,,0.030632278655179965,0.67,0.04015188022652678,10
v4,5d,100,100,0.05859337934265623,,0.056477251177350266,0.7,0.05808050940035845,10
v4,10d,100,100,0.0053255806471658495,,0.0033159348114521646,0.47,-0.03826843690440852,10
v5,1d,100,100,0.007677485641730711,,0.005663138347932886,0.53,0.03145401338201164,10
v5,3d,100,100,0.028352740605504398,,0.02629706347703402,0.66,0.03697821191116084,10
v5,5d,100,100,-0.023700311168243293,,-0.025651934246217985,0.31,-0.006490006920759716,10
v5,10d,100,0,,,,,,10
v7,1d,800,700,-0.010551067159504001,,-0.012528975576252151,0.35714285714285715,-0.012953162062332366,10
v7,3d,800,500,-0.02379133507509414,,-0.025742776196279026,0.29,-0.031124119043153736,10
v7,5d,800,300,-0.031749814501924316,,-0.033685346622734966,0.26,-0.03421604821234719,10
v7,10d,800,0,,,,,,10
