code,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources
2388,(株)ウェッジホールディングス,2,3,値上がり率・出来高・出来高増加率
4935,(株)リベルタ,4,3,値上がり率・出来高・出来高増加率
3110,日東紡,14,3,値上がり率・出来高・出来高増加率
4107,伊勢化学工業(株),68,3,値上がり率・出来高・出来高増加率
1484,One ETF JPX/S&P 設備･人材投資指数,5,2,値上がり率・出来高増加率
9229,(株)サンウェルズ,6,2,値上がり率・出来高増加率
4597,ソレイジア・ファーマ(株),7,2,値上がり率・出来高
9941,太洋物産(株),7,2,値上がり率・出来高増加率
3512,日本フエルト(株),9,2,値上がり率・出来高増加率
8946,(株)ＡＳＩＡＮ　ＳＴＡＲ,9,2,出来高・出来高増加率
3077,ホリイフードサービス(株),15,2,値上がり率・出来高増加率
4323,日本システム技術(株),20,2,値上がり率・出来高増加率
7794,(株)イーディーピー,21,2,値上がり率・出来高増加率
7746,岡本硝子(株),25,2,値上がり率・出来高
6976,太陽誘電(株),27,2,値上がり率・出来高
8053,住友商事(株),30,2,出来高・出来高増加率
8105,Ｂｉｔｃｏｉｎ　Ｊａｐａｎ(株),37,2,値上がり率・出来高
7069,(株)サイバー・バズ,46,2,値上がり率・出来高増加率
7173,(株)東京きらぼしフィナンシャルグループ,47,2,出来高・出来高増加率
3697,(株)ＳＨＩＦＴ,52,2,値上がり率・出来高
6701,ＮＥＣ,54,2,値上がり率・出来高
3979,(株)うるる,69,2,値上がり率・出来高増加率
3664,(株)ＷＩＺＥ,73,2,出来高・出来高増加率
194A,(株)ＷＯＬＶＥＳ　ＨＡＮＤ,101,2,値上がり率・出来高増加率
9561,(株)グラッドキューブ,114,2,値上がり率・出来高増加率
1360,日経平均ベア2倍上場投信,1,1,出来高
2092,NZAM 上場投信 フランス国債7-10年(H有),1,1,出来高増加率
7815,東京ボード工業(株),1,1,値上がり率
495A,One ETF 日本国債 7-10年,2,1,出来高増加率
8918,(株)ランド,2,1,出来高
140A,iFreeETF 米国10年国債先物インバース,3,1,出来高増加率
6696,(株)トラース・オン・プロダクト,3,1,値上がり率
9432,ＮＴＴ(株),3,1,出来高
4564,オンコセラピー・サイエンス(株),4,1,出来高
573A,iシェアーズ 日本国債20年超,4,1,出来高増加率
4265,Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌｏｂａｌ　Ｓｏｃｉｅ(株),5,1,値上がり率
9434,ソフトバンク(株),5,1,出来高
6740,(株)ジャパンディスプレイ,6,1,出来高
534A,NZAM 上場投信 NASDAQ100(H無),7,1,出来高増加率
183A,MAXIS 米国国債20年超上場投信(H有),8,1,出来高増加率
584A,ＬｉＮＫＸ(株),8,1,値上がり率
8729,ソニーフィナンシャルグループ(株),8,1,出来高
9984,ソフトバンクグループ(株),9,1,出来高
2639,GX バイオ＆メドテック-日本株式,10,1,出来高増加率
4395,(株)アクリート,10,1,値上がり率
5803,(株)フジクラ,10,1,出来高
2087,NZAM 上場投信 NASDAQ100(H有),11,1,出来高増加率
7352,(株)ＴＷＯＳＴＯＮＥ＆Ｓｏｎｓ,11,1,値上がり率
8136,(株)サンリオ,11,1,出来高
2250,iシェアーズ MSCI ジャパン気候変動アクション ETF,12,1,出来高増加率
285A,キオクシアホールディングス(株),12,1,出来高
6166,(株)中村超硬,12,1,値上がり率
2098,GX ホテル&リテール・J-REIT,13,1,出来高増加率
6620,宮越ホールディングス(株),13,1,値上がり率
6758,ソニーグループ(株),13,1,出来高
148A,(株)ハッチ・ワーク,14,1,出来高増加率
5401,日本製鉄(株),14,1,出来高
2645,GX レジャー&エンターテインメント-日本株式,15,1,出来高増加率
7203,トヨタ自動車(株),15,1,出来高
