pick_rank,rank,code,name,industry,market,ticker,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources,candidate_score,snapshot_date,first_seen_date,appearance_count,consecutive_appearances,previous_yahoo_rank,yahoo_rank_change,trade_date,close,return_1d,return_5d,return_20d,return_60d,return_120d,ma20,ma60,distance_ma20,distance_ma60,distance_high_120d,volatility_20d,latest_volume,avg_volume_20d,volume_ratio_20d,avg_turnover_20d,history_days,score_return_20d,score_return_60d,score_return_120d,score_distance_ma20,score_distance_ma60,score_avg_turnover_20d,score_volume_ratio_20d,score_distance_high_120d,score_volatility_20d,score,momentum_score,trend_score,liquidity_score,evaluation_version,rule_price_floor,rule_liquidity_floor,rule_momentum_20_positive,rule_momentum_60_positive,rule_above_ma20,rule_above_ma60,rule_trend_alignment,rule_volume_expansion,rule_near_120d_high,rule_overheat_control,rule_volatility_control,rule_daily_base,selection_reason
1,3,6752,パナソニック　ホールディングス,電気機器,プライム,6752.T,パナソニック　ホールディングス(株),31,1,出来高,220,2026-06-29,2026-06-15,10,9,35.0,4.0,2026-06-29,4393.0,-0.03237885462555068,0.0,0.22197496522948534,0.6990910848965384,1.1157676575908573,4075.95,3465.875,0.07778554692771023,0.2675009918130342,-0.04707158351409979,0.6420594896342929,17869700.0,14165350.0,1.261507834257537,59706200045.0,253,18.98876404494382,17.191011235955056,9.43820224719101,8.455056179775282,9.46629213483146,9.382022471910112,3.8876404494382024,6.193820224719101,1.907303370786517,84.91,45.62,17.92,13.27,v7,True,True,True,True,True,True,True,True,True,True,True,True,20日モメンタム・中期上昇・移動平均線上
2,8,3093,トレジャー・ファクトリー,小売業,プライム,3093.T,(株)トレジャー・ファクトリー,62,1,値上がり率,189,2026-06-29,2026-06-29,1,1,,,2026-06-29,2241.0,0.08628211342704795,0.09691629955947145,0.2319956019791094,0.3467548076923077,0.3305183023278653,1973.9,1834.2666666666667,0.13531587213131369,0.22174165879188767,0.0,0.4617783576597891,291100.0,137065.0,2.123809871228979,289458680.0,253,19.04494382022472,16.028089887640448,8.595505617977528,9.269662921348315,9.410112359550562,4.719101123595505,6.134831460674158,6.901685393258427,3.165730337078652,83.27,43.67,18.68,10.85,v7,True,True,True,True,True,True,True,True,True,True,True,True,20日モメンタム・中期上昇・移動平均線上
3,14,9502,中部電力,電気・ガス業,プライム,9502.T,中部電力(株),93,1,出来高,158,2026-06-29,2026-06-17,6,5,114.0,21.0,2026-06-29,3044.0,0.014835805967661209,0.063406113537118,0.07315353428521054,0.17893106119287383,0.27794247168779984,2846.675,2785.0,0.06931771277016163,0.09299820466786346,0.0,0.2678235632687903,6643400.0,3521070.0,1.886756014506954,10500317752.5,253,16.235955056179776,14.511235955056181,8.342696629213483,8.174157303370787,8.56741573033708,7.752808988764046,5.752808988764046,6.901685393258427,5.151685393258427,81.39,39.09,16.74,13.51,v7,True,True,True,True,True,True,True,True,True,True,True,True,中期上昇・移動平均線上・出来高増加
4,20,5463,丸一鋼管,鉄鋼,プライム,5463.T,丸一鋼管(株),45,1,値上がり率,206,2026-06-29,2026-06-26,2,2,79.0,34.0,2026-06-29,1869.5,0.09327485380116962,0.08063583815028896,0.047338935574229746,0.31516004220893423,0.30533505128498195,1672.95,1615.1333333333334,0.11748707373203016,0.15748957774383943,-0.027568270481144297,0.49116977496603137,2210100.0,632260.0,3.495555625850125,1188395627.5,253,14.887640449438203,15.825842696629216,8.42696629213483,9.101123595505618,9.157303370786517,5.617977528089888,7.213483146067416,6.508426966292135,2.890449438202247,79.63,39.14,18.26,12.83,v7,True,True,True,True,True,True,True,True,True,True,True,True,中期上昇・移動平均線上・出来高増加
5,24,8750,第一ライフグループ,保険業,プライム,8750.T,(株)第一ライフグループ,24,1,出来高,227,2026-06-29,2026-06-15,9,7,56.0,32.0,2026-06-29,1739.0,0.007240081088908168,-0.05205778141182882,0.06393392474762916,0.22378606615059815,0.3707029049777708,1735.5,1591.2166666666667,0.002016709881878409,0.09287442523016987,-0.05205778141182882,0.23676047420608579,21184300.0,9576965.0,2.2120055779675503,17868052592.5,253,15.786516853932586,15.01685393258427,8.707865168539325,4.01685393258427,8.539325842696629,8.42696629213483,6.292134831460674,6.154494382022472,5.662921348314606,78.6,39.51,12.56,14.72,v7,True,True,True,True,True,True,True,True,False,True,True,True,中期上昇・移動平均線上・出来高増加
