code,name,industry,market,ticker,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources,candidate_score,snapshot_date,first_seen_date,appearance_count,consecutive_appearances,previous_yahoo_rank,yahoo_rank_change
4527,ロート製薬,医薬品,プライム,4527.T,ロート製薬(株),1,2,値上がり率・出来高,350,2026-08-07,2026-06-19,4,1,61.0,60.0
9432,ＮＴＴ,情報・通信業,プライム,9432.T,ＮＴＴ(株),1,1,出来高,250,2026-08-07,2026-06-15,38,37,1.0,0.0
5142,アキレス,化学,プライム,5142.T,アキレス(株),2,1,値上がり率,249,2026-08-07,2026-08-07,1,1,,
8918,ランド,不動産業,スタンダード,8918.T,(株)ランド,2,1,出来高,249,2026-08-07,2026-06-15,38,37,2.0,0.0
4564,オンコセラピー・サイエンス,医薬品,グロース,4564.T,オンコセラピー・サイエンス(株),3,1,出来高,248,2026-08-07,2026-06-15,38,37,3.0,0.0
6523,ＰＨＣホールディングス,電気機器,プライム,6523.T,ＰＨＣホールディングス(株),3,3,値上がり率・出来高・出来高増加率,448,2026-08-07,2026-07-16,2,1,112.0,109.0
3676,デジタルハーツホールディングス,情報・通信業,プライム,3676.T,(株)デジタルハーツホールディングス,4,1,値上がり率,247,2026-08-07,2026-08-07,1,1,,
5803,フジクラ,非鉄金属,プライム,5803.T,(株)フジクラ,4,2,値上がり率・出来高,347,2026-08-07,2026-06-15,38,37,8.0,4.0
3422,Ｊ－ＭＡＸ,金属製品,スタンダード,3422.T,(株)Ｊ－ＭＡＸ,5,2,値上がり率・出来高増加率,346,2026-08-07,2026-06-25,4,1,77.0,72.0
4597,ソレイジア・ファーマ,医薬品,グロース,4597.T,ソレイジア・ファーマ(株),6,1,出来高,245,2026-08-07,2026-06-15,38,37,6.0,0.0
6998,日本タングステン,電気機器,スタンダード,6998.T,日本タングステン(株),6,2,値上がり率・出来高増加率,345,2026-08-07,2026-06-18,4,2,3.0,-3.0
3907,シリコンスタジオ,情報・通信業,スタンダード,3907.T,シリコンスタジオ(株),7,1,値上がり率,244,2026-08-07,2026-06-22,14,1,1.0,-6.0
9434,ソフトバンク,情報・通信業,プライム,9434.T,ソフトバンク(株),7,1,出来高,244,2026-08-07,2026-06-15,38,37,5.0,-2.0
4234,サンエー化研,化学,スタンダード,4234.T,(株)サンエー化研,8,1,値上がり率,243,2026-08-07,2026-07-23,3,2,12.0,4.0
5401,日本製鉄,鉄鋼,プライム,5401.T,日本製鉄(株),8,1,出来高,243,2026-08-07,2026-06-15,38,37,9.0,1.0
1847,イチケン,建設業,スタンダード,1847.T,(株)イチケン,9,1,値上がり率,242,2026-08-07,2026-08-07,1,1,,
5801,古河電気工業,非鉄金属,プライム,5801.T,古河電気工業(株),9,1,出来高,242,2026-08-07,2026-06-19,33,29,7.0,-2.0
4052,フィーチャ,情報・通信業,グロース,4052.T,フィーチャ(株),10,1,値上がり率,241,2026-08-07,2026-07-22,8,3,4.0,-6.0
543A,ＡＲＣＨＩＯＮ,輸送用機器,プライム,543A.T,ＡＲＣＨＩＯＮ(株),10,1,出来高,241,2026-08-07,2026-06-15,35,15,34.0,24.0
285A,キオクシアホールディングス,電気機器,プライム,285A.T,キオクシアホールディングス(株),11,1,出来高,240,2026-08-07,2026-06-15,37,20,14.0,3.0
3909,ショーケース,情報・通信業,スタンダード,3909.T,(株)ショーケース,11,1,出来高増加率,240,2026-08-07,2026-07-06,7,1,142.0,131.0
5711,三菱マテリアル,非鉄金属,プライム,5711.T,三菱マテリアル(株),11,1,値上がり率,240,2026-08-07,2026-06-15,2,1,111.0,100.0
7780,メニコン,精密機器,プライム,7780.T,(株)メニコン,12,1,値上がり率,239,2026-08-07,2026-07-16,3,1,122.0,110.0
8729,ソニーフィナンシャルグループ,保険業,プライム,8729.T,ソニーフィナンシャルグループ(株),12,1,出来高,239,2026-08-07,2026-06-15,38,37,11.0,-1.0
1827,ナカノフドー建設,建設業,スタンダード,1827.T,(株)ナカノフドー建設,13,2,値上がり率・出来高増加率,338,2026-08-07,2026-07-17,4,1,94.0,81.0
9984,ソフトバンクグループ,情報・通信業,プライム,9984.T,ソフトバンクグループ(株),13,1,出来高,238,2026-08-07,2026-06-15,38,37,10.0,-3.0
1758,太洋基礎工業,建設業,スタンダード,1758.T,太洋基礎工業(株),14,1,出来高増加率,237,2026-08-07,2026-07-02,3,1,39.0,25.0
7826,フルヤ金属,その他製品,プライム,7826.T,(株)フルヤ金属,14,1,値上がり率,237,2026-08-07,2026-06-22,6,1,96.0,82.0
8306,三菱ＵＦＪフィナンシャル・グループ,銀行業,プライム,8306.T,(株)三菱ＵＦＪフィナンシャル・グループ,14,1,出来高,237,2026-08-07,2026-06-15,38,37,13.0,-1.0
1897,金下建設,建設業,スタンダード,1897.T,金下建設(株),15,1,値上がり率,236,2026-08-07,2026-06-17,7,1,146.0,131.0
8136,サンリオ,卸売業,プライム,8136.T,(株)サンリオ,15,2,値上がり率・出来高,336,2026-08-07,2026-06-15,38,37,33.0,18.0
9258,ＣＳ－Ｃ,サービス業,グロース,9258.T,(株)ＣＳ－Ｃ,15,1,出来高増加率,236,2026-08-07,2026-07-01,9,2,86.0,71.0
4401,ＡＤＥＫＡ,化学,プライム,4401.T,(株)ＡＤＥＫＡ,16,1,値上がり率,235,2026-08-07,2026-08-07,1,1,,
9501,東京電力ホールディングス,電気・ガス業,プライム,9501.T,東京電力ホールディングス(株),16,1,出来高,235,2026-08-07,2026-06-15,38,37,15.0,-1.0
3664,ＷＩＺＥ,情報・通信業,グロース,3664.T,(株)ＷＩＺＥ,17,2,値上がり率・出来高,334,2026-08-07,2026-06-15,33,29,21.0,4.0
6522,アスタリスク,電気機器,グロース,6522.T,(株)アスタリスク,17,1,値上がり率,234,2026-08-07,2026-06-18,17,1,7.0,-10.0
5016,ＪＸ金属,非鉄金属,プライム,5016.T,ＪＸ金属(株),18,1,出来高,233,2026-08-07,2026-06-15,38,37,22.0,4.0
7849,スターツ出版,情報・通信業,スタンダード,7849.T,スターツ出版(株),18,1,出来高増加率,233,2026-08-07,2026-07-01,5,1,112.0,94.0
9722,藤田観光,サービス業,プライム,9722.T,藤田観光(株),18,1,値上がり率,233,2026-08-07,2026-08-07,1,1,,
4025,多木化学,化学,プライム,4025.T,多木化学(株),19,1,値上がり率,232,2026-08-07,2026-07-22,2,1,12.0,-7.0
4073,ジィ・シィ企画,情報・通信業,グロース,4073.T,(株)ジィ・シィ企画,19,1,出来高増加率,232,2026-08-07,2026-06-23,10,1,16.0,-3.0
5802,住友電気工業,非鉄金属,プライム,5802.T,住友電気工業(株),19,1,出来高,232,2026-08-07,2026-06-15,38,37,17.0,-2.0
2681,ゲオホールディングス,小売業,プライム,2681.T,(株)ゲオホールディングス,20,1,値上がり率,231,2026-08-07,2026-07-17,3,1,138.0,118.0
4255,ＴＨＥＣＯＯ,情報・通信業,グロース,4255.T,ＴＨＥＣＯＯ(株),20,1,出来高増加率,231,2026-08-07,2026-06-19,5,1,133.0,113.0
6981,村田製作所,電気機器,プライム,6981.T,(株)村田製作所,20,1,出来高,231,2026-08-07,2026-06-15,38,37,12.0,-8.0
2454,オールアバウト,サービス業,スタンダード,2454.T,(株)オールアバウト,21,1,出来高増加率,230,2026-08-07,2026-08-07,1,1,,
7201,日産自動車,輸送用機器,プライム,7201.T,日産自動車(株),21,1,出来高,230,2026-08-07,2026-06-15,38,37,20.0,-1.0
6138,ダイジェット工業,機械,スタンダード,6138.T,ダイジェット工業(株),22,1,値上がり率,229,2026-08-07,2026-06-18,6,2,11.0,-11.0
7203,トヨタ自動車,輸送用機器,プライム,7203.T,トヨタ自動車(株),22,1,出来高,229,2026-08-07,2026-06-15,38,37,16.0,-6.0
1770,藤田エンジニアリング,建設業,スタンダード,1770.T,藤田エンジニアリング(株),23,1,出来高増加率,228,2026-08-07,2026-06-23,6,1,47.0,24.0
4901,富士フイルムホールディングス,化学,プライム,4901.T,富士フイルムホールディングス(株),23,1,出来高,228,2026-08-07,2026-06-15,27,2,108.0,85.0
6943,ＮＫＫスイッチズ,電気機器,スタンダード,6943.T,ＮＫＫスイッチズ(株),23,2,値上がり率・出来高増加率,328,2026-08-07,2026-08-07,1,1,,
6772,東京コスモス電機,電気機器,スタンダード,6772.T,東京コスモス電機(株),24,1,出来高増加率,227,2026-08-07,2026-06-18,11,1,52.0,28.0
6875,メガチップス,電気機器,プライム,6875.T,(株)メガチップス,24,1,値上がり率,227,2026-08-07,2026-08-06,2,2,56.0,32.0
7267,本田技研工業,輸送用機器,プライム,7267.T,ホンダ,24,1,出来高,227,2026-08-07,2026-06-15,38,37,23.0,-1.0
4114,日本触媒,化学,プライム,4114.T,(株)日本触媒,25,2,値上がり率・出来高,326,2026-08-07,2026-08-07,1,1,,
4689,ＬＩＮＥヤフー,情報・通信業,プライム,4689.T,ＬＩＮＥヤフー(株),25,1,出来高,226,2026-08-07,2026-06-15,38,37,28.0,3.0
3420,ケー・エフ・シー,金属製品,スタンダード,3420.T,(株)ケー・エフ・シー,26,1,出来高増加率,225,2026-08-07,2026-07-07,5,1,49.0,23.0
6976,太陽誘電,電気機器,プライム,6976.T,太陽誘電(株),26,1,出来高,225,2026-08-07,2026-06-15,38,37,18.0,-8.0
7846,パイロットコーポレーション,その他製品,プライム,7846.T,(株)パイロットコーポレーション,26,1,値上がり率,225,2026-08-07,2026-08-07,1,1,,
7012,川崎重工業,輸送用機器,プライム,7012.T,川崎重工業(株),27,1,出来高,224,2026-08-07,2026-06-15,38,37,53.0,26.0
7832,バンダイナムコホールディングス,その他製品,プライム,7832.T,(株)バンダイナムコホールディングス,27,2,値上がり率・出来高,324,2026-08-07,2026-07-09,6,2,24.0,-3.0
3901,マークラインズ,情報・通信業,プライム,3901.T,マークラインズ(株),28,2,値上がり率・出来高増加率,323,2026-08-07,2026-08-07,1,1,,
7974,任天堂,その他製品,プライム,7974.T,任天堂(株),28,2,値上がり率・出来高,323,2026-08-07,2026-06-15,38,37,68.0,40.0
8139,ナガホリ,卸売業,スタンダード,8139.T,(株)ナガホリ,28,1,出来高増加率,223,2026-08-07,2026-06-15,8,1,122.0,94.0
3436,ＳＵＭＣＯ,金属製品,プライム,3436.T,(株)ＳＵＭＣＯ,29,1,出来高,222,2026-08-07,2026-06-15,38,37,35.0,6.0
6448,ブラザー工業,電気機器,プライム,6448.T,ブラザー工業(株),29,1,値上がり率,222,2026-08-07,2026-08-07,1,1,,
7624,ＮａＩＴＯ,卸売業,スタンダード,7624.T,(株)ＮａＩＴＯ,29,1,出来高増加率,222,2026-08-07,2026-06-29,3,1,117.0,88.0
3103,ユニチカ,繊維製品,スタンダード,3103.T,ユニチカ(株),30,1,出来高,221,2026-08-07,2026-06-17,8,3,2.0,-28.0
8713,フィデアホールディングス,銀行業,プライム,8713.T,フィデアホールディングス(株),30,1,値上がり率,221,2026-08-07,2026-08-07,1,1,,
