liquidity_rank,code,name,industry,market,ticker,trade_date,close,return_1d,return_5d,return_20d,return_60d,return_120d,ma20,ma60,distance_ma20,distance_ma60,distance_high_120d,volatility_20d,latest_volume,avg_volume_20d,volume_ratio_20d,avg_turnover_20d,history_days,in_yahoo_pool,universe_source,universe_label
1,285A,キオクシアホールディングス,電気機器,プライム,285A.T,2026-08-07,47730.0,-0.020722199425523224,0.02645161290322573,-0.3869766247110198,-0.015063970284770911,1.5327673122844256,55962.0,70156.16666666667,-0.14709981773346203,-0.31966066180924946,-0.5609015639374425,1.627583340572322,52912400.0,48357940.0,1.094182258384042,2679580286900.0,281,True,jpx_liquidity,JPX流動性
2,9984,ソフトバンクグループ,情報・通信業,プライム,9984.T,2026-08-07,5552.0,-0.02510974539069355,0.05551330798479093,-0.03560882404029875,-0.03778162911611782,0.18166820993909005,5640.0,6339.416666666667,-0.015602836879432647,-0.12420964073981577,-0.3568118628359592,1.0452982943335267,40103100.0,53223720.0,0.7534817183015392,299116098145.0,281,True,jpx_liquidity,JPX流動性
3,6857,アドバンテスト,電気機器,プライム,6857.T,2026-08-07,32190.0,-0.022471910112359605,-0.009538461538461496,0.10390946502057608,0.12493447492573817,0.16472686626094268,29841.75,28930.5,0.07869009022594176,0.11266656296987598,-0.10334261838440106,1.0315041381291103,7228200.0,10123450.0,0.7140056008574152,297862653375.0,281,True,jpx_liquidity,JPX流動性
4,8035,東京エレクトロン,電気機器,プライム,8035.T,2026-08-07,54500.0,-0.015000903668895726,-0.018018018018018056,-0.23304249929636922,0.064453125,0.3255334103394265,62163.5,63135.166666666664,-0.12327973810998416,-0.1367726913949172,-0.3083756345177665,0.7656446275580915,2877200.0,4799735.0,0.5994497612889045,290062639300.0,281,False,jpx_liquidity,JPX流動性
5,6976,太陽誘電,電気機器,プライム,6976.T,2026-08-07,9699.0,-0.024147298520977967,-0.051442542787286105,-0.3393051771117166,0.4036179450072359,1.4417265869567877,11164.05,14105.133333333333,-0.1312292581993093,-0.31237799949900036,-0.571882586625469,1.342806588682192,21653900.0,23633195.0,0.9162493687374897,261021257625.0,281,True,jpx_liquidity,JPX流動性
6,6981,村田製作所,電気機器,プライム,6981.T,2026-08-07,7263.0,-0.021290931141355607,-0.020631067961165095,-0.23345646437994727,0.14576431613819207,1.2089540713055031,7922.3,9000.766666666666,-0.08322078184365655,-0.19306873858893503,-0.4071020408163265,1.0972340765298474,28334600.0,31891950.0,0.8884561778128963,250213399195.0,281,True,jpx_liquidity,JPX流動性
7,5803,フジクラ,非鉄金属,プライム,5803.T,2026-08-07,5185.0,0.1281549173194081,0.24280920421860008,0.050020251113811254,-0.18410700236034616,0.35546687643303576,4595.0,4944.033333333334,0.12840043525571265,0.04873888390720116,-0.33991088478676,1.067988102451403,128679300.0,43606595.0,2.95091373220037,220531159505.0,281,True,jpx_liquidity,JPX流動性
8,8306,三菱ＵＦＪフィナンシャル・グループ,銀行業,プライム,8306.T,2026-08-07,3564.0,-0.002797985450475604,-0.001960235228227414,0.04393673110720564,0.2387904066736184,0.19717522575362745,3603.6,3324.9333333333334,-0.01098901098901095,0.07190119100132342,-0.06185838378520658,0.3527202567216667,39170600.0,46207380.0,0.8477130709423473,168925691845.0,281,True,jpx_liquidity,JPX流動性
9,6920,レーザーテック,電気機器,プライム,6920.T,2026-08-07,37460.0,-0.13547195938149093,-0.011870218939593724,-0.12924221292422133,-0.07642998027613412,0.21190553219022967,42275.0,43782.5341796875,-0.11389710230632766,-0.14440767986931147,-0.3458309801873235,1.1902080856431208,5470200.0,3812350.0,1.4348630110037117,167286207600.0,281,True,jpx_liquidity,JPX流動性
10,4062,イビデン,電気機器,プライム,4062.T,2026-08-07,19110.0,0.005260389268805898,0.1477477477477478,-0.021004098360655754,0.12676886792452824,1.4178742874991785,17307.5,19835.833333333332,0.10414560161779574,-0.03659202621518287,-0.27682119205298017,1.5589316335732246,9556700.0,8596560.0,1.111688861591148,150062925950.0,281,True,jpx_liquidity,JPX流動性
11,6146,ディスコ,機械,プライム,6146.T,2026-08-07,58440.0,-0.051144666341938594,-0.0006839945280437965,-0.1827716403300238,-0.16514285714285715,-0.22021816903591707,63706.5,70292.83333333333,-0.08266817357726453,-0.16862079349009018,-0.33951175406871614,0.935511628964548,1752700.0,2040970.0,0.858758335497337,127859203900.0,281,False,jpx_liquidity,JPX流動性
12,7203,トヨタ自動車,輸送用機器,プライム,7203.T,2026-08-07,2980.0,-0.0011731188201776765,-0.028366481904140817,0.055240793201133176,-0.009308510638297851,-0.18568344001459702,2951.65,2892.1583333333333,0.00960479731675501,0.030372357437784325,-0.2331714560468332,0.35548149387298345,24563900.0,36699055.0,0.6693333111710915,109457785907.5,281,True,jpx_liquidity,JPX流動性
