start_date,end_date,observation_days,holding_days,cost_bps_one_way,total_return,benchmark_return,excess_return,annualized_return,annualized_volatility,sharpe,max_drawdown,average_daily_turnover,total_traded_value
2026-06-16,2026-08-07,38,5,10.0,-0.06806884254046897,,,-0.37343452058774207,0.24847455205991667,-1.7549775947419382,-0.12525264061753438,0.3667990492027771,13.633280172423675
