code,name,industry,market,ticker,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources,candidate_score,snapshot_date,first_seen_date,appearance_count,consecutive_appearances,previous_yahoo_rank,yahoo_rank_change
3189,ＡＮＡＰホールディングス,小売業,スタンダード,3189.T,(株)ＡＮＡＰホールディングス,1,2,値上がり率・出来高,350,2026-08-21,2026-06-29,7,2,19.0,18.0
9432,ＮＴＴ,情報・通信業,プライム,9432.T,ＮＴＴ(株),1,2,値上がり率・出来高,350,2026-08-21,2026-06-15,47,46,2.0,1.0
7067,ブランディングテクノロジー,サービス業,グロース,7067.T,ブランディングテクノロジー(株),2,1,出来高増加率,249,2026-08-21,2026-06-17,9,1,55.0,53.0
7138,ＴＯＲＩＣＯ,小売業,グロース,7138.T,(株)ＴＯＲＩＣＯ,2,2,値上がり率・出来高,349,2026-08-21,2026-06-17,9,2,8.0,6.0
8918,ランド,不動産業,スタンダード,8918.T,(株)ランド,2,1,出来高,249,2026-08-21,2026-06-15,47,46,1.0,-1.0
4564,オンコセラピー・サイエンス,医薬品,グロース,4564.T,オンコセラピー・サイエンス(株),3,1,出来高,248,2026-08-21,2026-06-15,47,46,3.0,0.0
4833,Ｄｅｆ　ｃｏｎｓｕｌｔｉｎｇ,サービス業,グロース,4833.T,(株)Ｄｅｆ　ｃｏｎｓｕｌｔｉｎｇ,3,3,値上がり率・出来高・出来高増加率,448,2026-08-21,2026-06-25,12,2,2.0,-1.0
9399,ビート・ホールディングス・リミテッド,情報・通信業,スタンダード,9399.T,ビート・ホールディングス・リミテッド,4,2,値上がり率・出来高,347,2026-08-21,2026-06-19,17,2,97.0,93.0
3350,メタプラネット,卸売業,スタンダード,3350.T,(株)メタプラネット,5,2,値上がり率・出来高,346,2026-08-21,2026-06-15,47,46,5.0,0.0
3664,ＷＩＺＥ,情報・通信業,グロース,3664.T,(株)ＷＩＺＥ,5,2,値上がり率・出来高,346,2026-08-21,2026-06-15,42,38,16.0,11.0
456A,ＨＵＭＡＮ　ＭＡＤＥ,小売業,グロース,456A.T,ＨＵＭＡＮ　ＭＡＤＥ(株),6,2,値上がり率・出来高増加率,345,2026-08-21,2026-06-24,5,1,141.0,135.0
6543,日宣,サービス業,スタンダード,6543.T,(株)日宣,6,2,値上がり率・出来高増加率,345,2026-08-21,2026-06-25,2,1,97.0,91.0
9434,ソフトバンク,情報・通信業,プライム,9434.T,ソフトバンク(株),6,1,出来高,245,2026-08-21,2026-06-15,47,46,5.0,-1.0
5803,フジクラ,非鉄金属,プライム,5803.T,(株)フジクラ,7,1,出来高,244,2026-08-21,2026-06-15,47,46,11.0,4.0
6085,アーキテクツ・スタジオ・ジャパン,サービス業,グロース,6085.T,アーキテクツ・スタジオ・ジャパン(株),7,2,値上がり率・出来高,344,2026-08-21,2026-06-22,26,5,4.0,-3.0
8729,ソニーフィナンシャルグループ,保険業,プライム,8729.T,ソニーフィナンシャルグループ(株),8,1,出来高,243,2026-08-21,2026-06-15,47,46,9.0,1.0
296A,令和アカウンティング・ホールディングス,サービス業,グロース,296A.T,令和アカウンティング・ホールディングス(株),9,2,値上がり率・出来高増加率,342,2026-08-21,2026-06-29,3,1,7.0,-2.0
3512,日本フエルト,繊維製品,スタンダード,3512.T,日本フエルト(株),9,1,出来高増加率,242,2026-08-21,2026-06-17,4,1,93.0,84.0
4597,ソレイジア・ファーマ,医薬品,グロース,4597.T,ソレイジア・ファーマ(株),10,1,出来高,241,2026-08-21,2026-06-15,47,46,6.0,-4.0
9115,明海グループ,海運業,スタンダード,9115.T,明海グループ(株),10,1,値上がり率,241,2026-08-21,2026-06-22,9,1,131.0,121.0
3317,フライングガーデン,小売業,スタンダード,3317.T,(株)フライングガーデン,11,1,出来高増加率,240,2026-08-21,2026-06-23,3,1,98.0,87.0
603A,アイ・グリッド・ソリューションズ,電気・ガス業,グロース,603A.T,(株)アイ・グリッド・ソリューションズ,11,1,値上がり率,240,2026-08-21,2026-08-07,3,1,117.0,106.0
9501,東京電力ホールディングス,電気・ガス業,プライム,9501.T,東京電力ホールディングス(株),11,2,値上がり率・出来高,340,2026-08-21,2026-06-15,47,46,13.0,2.0
285A,キオクシアホールディングス,電気機器,プライム,285A.T,キオクシアホールディングス(株),12,1,出来高,239,2026-08-21,2026-06-15,46,29,12.0,0.0
4198,テンダ,情報・通信業,スタンダード,4198.T,(株)テンダ,12,1,出来高増加率,239,2026-08-21,2026-07-01,4,1,87.0,75.0
8254,さいか屋,小売業,スタンダード,8254.T,(株)さいか屋,12,1,値上がり率,239,2026-08-21,2026-06-19,8,1,34.0,22.0
4691,ワシントンホテル,サービス業,スタンダード,4691.T,ワシントンホテル(株),13,2,値上がり率・出来高増加率,338,2026-08-21,2026-06-15,4,1,124.0,111.0
5401,日本製鉄,鉄鋼,プライム,5401.T,日本製鉄(株),13,1,出来高,238,2026-08-21,2026-06-15,47,46,7.0,-6.0
3173,Ｃｏｍｉｎｉｘ,卸売業,スタンダード,3173.T,(株)Ｃｏｍｉｎｉｘ,14,1,値上がり率,237,2026-08-21,2026-08-06,5,1,77.0,63.0
9984,ソフトバンクグループ,情報・通信業,プライム,9984.T,ソフトバンクグループ(株),14,1,出来高,237,2026-08-21,2026-06-15,47,46,15.0,1.0
5575,Ｇｌｏｂｅｅ,情報・通信業,グロース,5575.T,(株)Ｇｌｏｂｅｅ,15,1,値上がり率,236,2026-08-21,2026-06-29,11,2,117.0,102.0
3747,インタートレード,情報・通信業,スタンダード,3747.T,(株)インタートレード,16,2,値上がり率・出来高増加率,335,2026-08-21,2026-08-18,2,1,96.0,80.0
3810,サイバーステップホールディングス,情報・通信業,スタンダード,3810.T,サイバーステップホールディングス(株),16,2,値上がり率・出来高,335,2026-08-21,2026-06-18,13,1,96.0,80.0
8306,三菱ＵＦＪフィナンシャル・グループ,銀行業,プライム,8306.T,(株)三菱ＵＦＪフィナンシャル・グループ,16,1,出来高,235,2026-08-21,2026-06-15,47,46,14.0,-2.0
4005,住友化学,化学,プライム,4005.T,住友化学(株),17,2,値上がり率・出来高,334,2026-08-21,2026-06-15,47,46,37.0,20.0
4414,フレクト,情報・通信業,グロース,4414.T,(株)フレクト,17,1,値上がり率,234,2026-08-21,2026-06-29,3,1,23.0,6.0
7203,トヨタ自動車,輸送用機器,プライム,7203.T,トヨタ自動車(株),18,1,出来高,233,2026-08-21,2026-06-15,47,46,17.0,-1.0
8836,ＲＩＳＥ,不動産業,スタンダード,8836.T,(株)ＲＩＳＥ,18,1,値上がり率,233,2026-08-21,2026-06-17,7,1,53.0,35.0
4689,ＬＩＮＥヤフー,情報・通信業,プライム,4689.T,ＬＩＮＥヤフー(株),19,1,出来高,232,2026-08-21,2026-06-15,47,46,21.0,2.0
7719,東京衡機,精密機器,スタンダード,7719.T,(株)東京衡機,19,2,値上がり率・出来高増加率,332,2026-08-21,2026-06-17,5,1,19.0,0.0
7201,日産自動車,輸送用機器,プライム,7201.T,日産自動車(株),20,1,出来高,231,2026-08-21,2026-06-15,47,46,8.0,-12.0
9107,川崎汽船,海運業,プライム,9107.T,川崎汽船(株),20,2,値上がり率・出来高,331,2026-08-21,2026-06-15,39,13,119.0,99.0
6696,トラース・オン・プロダクト,電気機器,グロース,6696.T,(株)トラース・オン・プロダクト,21,2,値上がり率・出来高増加率,330,2026-08-21,2026-06-29,4,1,10.0,-11.0
6976,太陽誘電,電気機器,プライム,6976.T,太陽誘電(株),21,1,出来高,230,2026-08-21,2026-06-15,47,46,19.0,-2.0
6662,ユビテック,電気機器,スタンダード,6662.T,(株)ユビテック,22,1,出来高増加率,229,2026-08-21,2026-06-26,6,1,47.0,25.0
