start_date,end_date,observation_days,holding_days,cost_bps_one_way,total_return,benchmark_return,excess_return,annualized_return,annualized_volatility,sharpe,max_drawdown,average_daily_turnover,total_traded_value
2026-06-16,2026-07-06,15,5,10.0,0.03267235265233537,,,0.7162116256499935,0.25940942184747895,2.2145076774879424,-0.04159354601216414,0.3204122157677172,4.867230437130486
