signal_date,entry_date,planned_exit_date,code,ticker,name,industry,entry_price,latest_price,unrealized_return,market_value
2026-06-30,2026-07-01,,6101,6101.T,ツガミ,機械,8200.0,8100.0,-0.012195121951219523,0.040083376433243216
2026-06-30,2026-07-01,,6752,6752.T,パナソニック　ホールディングス,電気機器,4642.0,4557.0,-0.018311072813442464,0.0398352019545527
2026-06-30,2026-07-01,,7731,7731.T,ニコン,精密機器,2279.0,2238.0,-0.0179903466432646,0.03984821645579371
2026-06-30,2026-07-01,,8750,8750.T,第一ライフグループ,保険業,1781.0,1875.5,0.05306007860752393,0.04273131716156763
2026-06-30,2026-07-01,,9502,9502.T,中部電力,電気・ガス業,3073.0,3200.0,0.041327692808330596,0.04225523767775496
2026-07-01,2026-07-02,,8035,8035.T,東京エレクトロン,電気機器,74300.0,72320.0,-0.026648721399730846,0.03881896662106755
2026-07-01,2026-07-02,,6134,6134.T,ＦＵＪＩ,機械,8482.0,8650.0,0.019806649375147423,0.04067168878533348
2026-07-01,2026-07-02,,2802,2802.T,味の素,食料品,6075.0,6091.0,0.002633744855967013,0.03998680304883403
2026-07-01,2026-07-02,,3445,3445.T,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,金属製品,7430.0,7960.0,0.07133243606998652,0.04272662808402899
2026-07-01,2026-07-02,,7480,7480.T,スズデン,卸売業,2467.0,2622.0,0.0628293473854884,0.042387509902261984
2026-07-02,2026-07-03,,8344,8344.T,山形銀行,銀行業,3840.0,4015.0,0.04557291666666674,0.04187007229002967
2026-07-02,2026-07-03,,9304,9304.T,澁澤倉庫,倉庫・運輸関連業,1739.0,1889.0,0.08625646923519259,0.04349924923207404
2026-07-02,2026-07-03,,6752,6752.T,パナソニック　ホールディングス,電気機器,4400.0,4557.0,0.03568181818181815,0.04147398225939966
2026-07-02,2026-07-03,,421A,421A.T,ムービン・ストラテジック・キャリア,サービス業,3900.0,3890.0,-0.002564102564102555,0.039942420528118736
2026-07-02,2026-07-03,,2802,2802.T,味の素,食料品,6110.0,6091.0,-0.00310965630114568,0.03992057377401486
2026-07-03,2026-07-06,,6136,6136.T,オーエスジー,機械,4031.0,4020.0,-0.0027288514016372556,0.04102738880887797
2026-07-03,2026-07-06,,4680,4680.T,ラウンドワン,サービス業,1245.5,1246.0,0.0004014452027298887,0.04115616812436802
2026-07-03,2026-07-06,,6752,6752.T,パナソニック　ホールディングス,電気機器,4592.0,4557.0,-0.007621951219512146,0.04082608838121519
2026-07-03,2026-07-06,,4419,4419.T,Ｆｉｎａｔｅｘｔホールディングス,情報・通信業,1516.0,1482.0,-0.02242744063324542,0.040216995687080107
2026-07-03,2026-07-06,,2802,2802.T,味の素,食料品,6200.0,6091.0,-0.01758064516129032,0.040416391170028244
