signal_date,entry_date,planned_exit_date,code,ticker,name,industry,entry_price,latest_price,unrealized_return,market_value
2026-07-30,2026-07-31,,8136,8136.T,サンリオ,卸売業,1274.0,1274.0,0.0,0.036814145499175346
2026-07-30,2026-07-31,,4307,4307.T,野村総合研究所,情報・通信業,4862.0,4570.0,-0.06005758946935413,0.0346031766621208
2026-07-30,2026-07-31,,4324,4324.T,電通グループ,サービス業,3693.0,3463.0,-0.06227998916869748,0.03452136091623185
2026-07-30,2026-07-31,,2503,2503.T,キリンホールディングス,食料品,2967.5,2830.0,-0.046335299073294034,0.03510835105734329
2026-07-30,2026-07-31,,5108,5108.T,ブリヂストン,ゴム製品,3980.0,3920.0,-0.015075376884422065,0.03625915838109733
2026-07-31,2026-08-03,,4661,4661.T,オリエンタルランド,サービス業,3058.0,2860.5,-0.06458469587965987,0.034528182931279426
2026-07-31,2026-08-03,,2914,2914.T,日本たばこ産業,食料品,7002.0,6825.0,-0.025278491859468732,0.035979059132219535
2026-07-31,2026-08-03,,6758,6758.T,ソニーグループ,電気機器,3598.0,3565.0,-0.009171762090049995,0.0365735930354532
2026-07-31,2026-08-03,,6379,6379.T,レイズネクスト,建設業,2902.0,2755.0,-0.050654720882150284,0.03504236815235027
2026-07-31,2026-08-03,,9902,9902.T,日伝,卸売業,3095.0,3040.0,-0.017770597738287597,0.03625619158932488
2026-08-03,2026-08-04,,8163,8163.T,ＳＲＳホールディングス,小売業,1540.0,1527.0,-0.008441558441558472,0.03639184324764643
2026-08-03,2026-08-04,,9889,9889.T,ＪＢＣＣホールディングス,情報・通信業,1723.0,1665.0,-0.03366221706326178,0.035466203147481605
2026-08-03,2026-08-04,,4661,4661.T,オリエンタルランド,サービス業,3058.0,2860.5,-0.06458469587965987,0.034331296767030305
2026-08-03,2026-08-04,,8304,8304.T,あおぞら銀行,銀行業,3165.0,3221.0,0.017693522906793158,0.03735104418208539
2026-08-03,2026-08-04,,7510,7510.T,たけびし,卸売業,2720.0,2896.0,0.06470588235294117,0.039076475930694424
2026-08-04,2026-08-05,,7272,7272.T,ヤマハ発動機,輸送用機器,1746.5,1805.0,0.033495562553678804,0.03740472332011893
2026-08-04,2026-08-05,,3498,3498.T,霞ヶ関キャピタル,不動産業,8000.0,7950.0,-0.006249999999999978,0.0359662345404967
2026-08-04,2026-08-05,,4768,4768.T,大塚商会,情報・通信業,3408.0,3304.0,-0.030516431924882625,0.03508797322520481
2026-08-04,2026-08-05,,8159,8159.T,立花エレテック,卸売業,3835.0,3985.0,0.039113428943937434,0.037608047597059026
2026-08-04,2026-08-05,,7774,7774.T,ジャパン・ティッシュエンジニアリング,精密機器,740.0,782.0,0.05675675675675684,0.038246602632219504
