rank,code,name,industry,market,ticker,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources,candidate_score,snapshot_date,first_seen_date,appearance_count,consecutive_appearances,previous_yahoo_rank,yahoo_rank_change,trade_date,close,return_1d,return_5d,return_20d,return_60d,return_120d,ma20,ma60,distance_ma20,distance_ma60,distance_high_120d,volatility_20d,latest_volume,avg_volume_20d,volume_ratio_20d,avg_turnover_20d,history_days,score_return_20d,score_return_60d,score_return_120d,score_distance_ma20,score_distance_ma60,score_avg_turnover_20d,score_volume_ratio_20d,score_distance_high_120d,score_volatility_20d,score,momentum_score,trend_score,liquidity_score,evaluation_version,rule_price_floor,rule_liquidity_floor,rule_momentum_20_positive,rule_momentum_60_positive,rule_above_ma20,rule_above_ma60,rule_trend_alignment,rule_volume_expansion,rule_near_120d_high,rule_overheat_control,rule_volatility_control,rule_daily_base
1,7272,ヤマハ発動機,輸送用機器,プライム,7272.T,ヤマハ発動機(株),5,2,値上がり率・出来高,346,2026-08-05,2026-06-15,36,35,16.0,11.0,2026-08-05,1805.0,0.19457313037723356,0.28105039034776436,0.40685892439594706,0.575043630017452,0.6446469248291571,1332.825,1266.8633646647136,0.35426631403222464,0.42477874910978186,0.0,0.8457094554427128,34489700.0,6978755.0,4.9420992712883605,12128873432.5,279,19.802816901408452,17.391549295774652,8.361581920903955,9.901408450704226,9.774647887323944,7.71830985915493,7.27887323943662,6.783098591549296,1.4985915492957746,88.51,45.56,19.68,15.0,v7,True,True,True,True,True,True,True,True,True,False,False,False
2,2737,トーメンデバイス,卸売業,プライム,2737.T,(株)トーメンデバイス,145,1,値上がり率,106,2026-08-05,2026-06-22,10,5,6.0,-139.0,2026-08-05,33400.0,0.07223113964687,1.3604240282685511,1.0835932626325637,1.003599280143971,1.8706221597802517,18328.0,16475.5,0.8223483195111305,1.027252587174896,0.0,1.5604138177576399,571800.0,101535.0,5.63155562121436,2837412650.0,279,19.802816901408452,17.822535211267606,9.901129943502825,9.901408450704226,9.901408450704226,5.915492957746478,7.391549295774649,6.783098591549296,0.0887323943661972,87.51,47.53,19.8,13.31,v7,True,True,True,True,True,True,True,True,True,False,False,False
3,3276,ＪＰＭＣ,不動産業,プライム,3276.T,(株)ＪＰＭＣ,22,1,出来高増加率,229,2026-08-05,2026-07-10,5,2,3.0,-19.0,2026-08-05,2245.0,0.01035103510351032,0.22677595628415292,0.6001425516749821,0.6816479400749065,0.7416602017067495,1771.45,1463.3756510416667,0.26732337915267146,0.5341242000315871,0.0,0.8290031602212463,2014700.0,144200.0,13.971567267683772,466748270.0,279,19.802816901408452,17.5943661971831,8.700564971751412,9.690140845070424,9.901408450704226,3.9436619718309855,7.92112676056338,6.783098591549296,1.5971830985915494,85.93,46.1,19.59,11.86,v7,True,True,True,True,True,True,True,True,True,False,False,False
4,7480,スズデン,卸売業,スタンダード,7480.T,スズデン(株),14,2,値上がり率・出来高増加率,337,2026-08-05,2026-07-01,3,2,4.0,-10.0,2026-08-05,3370.0,0.16166839021027224,0.447594501718213,0.3561368209255533,0.8996617812852312,1.0446966318065667,2518.75,2254.65,0.3379652605459058,0.49468875435211657,0.0,0.9840378704615063,586900.0,59550.0,9.855583543240973,234826900.0,265,19.492957746478872,17.822535211267606,9.293785310734464,9.901408450704226,9.901408450704226,3.2676056338028165,7.819718309859155,6.783098591549296,0.9859154929577465,85.27,46.61,19.8,11.09,v7,True,True,True,True,True,True,True,True,True,False,False,False
5,4475,ＨＥＮＮＧＥ,情報・通信業,グロース,4475.T,ＨＥＮＮＧＥ(株),13,1,値上がり率,238,2026-08-05,2026-06-24,6,1,65.0,52.0,2026-08-05,1519.0,0.1675634127594159,0.14210526315789473,0.2210610932475885,0.4950787401574803,0.5597161697531596,1298.25,1170.4333333333334,0.1700365877142307,0.2978099279469142,0.0,0.7009173330285774,2540200.0,371660.0,6.834741430339558,652823030.0,273,18.87323943661972,17.188732394366195,8.135593220338984,9.352112676056338,9.577464788732392,4.112676056338028,7.48169014084507,6.783098591549296,2.228169014084507,83.73,44.2,18.93,11.59,v7,True,True,True,True,True,True,True,True,True,False,True,False
6,3131,シンデン・ハイテックス,卸売業,スタンダード,3131.T,シンデン・ハイテックス(株),80,1,値上がり率,171,2026-08-05,2026-06-22,6,2,64.0,-16.0,2026-08-05,4895.0,0.08777777777777773,0.4946564885496183,0.2984084880636604,0.5815831987075928,0.7189738345418069,3705.0,3571.266666666667,0.321187584345479,0.37066213668352965,0.0,0.8439544878616624,75700.0,35155.0,2.153321006969137,149202075.0,274,19.323943661971835,17.442253521126762,8.587570621468926,9.774647887323944,9.71830985915493,3.0985915492957745,5.746478873239437,6.783098591549296,1.5183098591549293,81.99,45.35,19.49,8.85,v7,True,True,True,True,True,True,True,True,True,False,False,False
7,5401,日本製鉄,鉄鋼,プライム,5401.T,日本製鉄(株),7,1,出来高,244,2026-08-05,2026-06-15,36,35,15.0,8.0,2026-08-05,672.0,0.04024767801857587,-0.0011890425200408172,0.19935751319042416,0.20128704088613358,0.013421377575135285,609.5249969482422,570.6266642252605,0.10249785220385776,0.17765264424222815,-0.01750396945405497,0.25267791382575844,81922100.0,42912875.0,1.909033128169576,28513250096.04004,279,18.591549295774644,14.754929577464788,4.209039548022599,8.084507042253522,9.267605633802816,8.901408450704226,5.476056338028169,6.1915492957746485,5.79718309859155,81.27,37.56,17.35,14.38,v7,True,True,True,True,True,True,True,True,True,True,True,True
8,4461,第一工業製薬,化学,プライム,4461.T,第一工業製薬(株),9,1,値上がり率,242,2026-08-05,2026-06-15,10,1,4.0,-5.0,2026-08-05,14100.0,0.17597998331943288,0.5968289920724801,0.298342541436464,0.43730886850152895,0.30254805369726934,10882.0,11017.5,0.2957176989523984,0.27978216473791706,0.0,1.3543831720194879,313000.0,182950.0,1.7108499590051927,2155810900.0,279,19.26760563380282,16.88450704225352,7.062146892655368,9.71830985915493,9.52112676056338,5.464788732394367,5.16056338028169,6.783098591549296,0.1971830985915493,80.06,43.21,19.24,10.63,v7,True,True,True,True,True,True,True,True,True,False,False,False
9,3907,シリコンスタジオ,情報・通信業,スタンダード,3907.T,シリコンスタジオ(株),1,1,値上がり率,250,2026-08-05,2026-06-22,13,3,21.0,20.0,2026-08-05,1510.0,0.24793388429752072,0.14567526555386956,0.6777777777777778,1.603448275862069,1.1297602256699575,978.2,1040.9333333333334,0.5436516049887548,0.45062123735109516,-0.28026692087702576,2.089937037964171,2617500.0,782955.0,3.343104009808993,1053946240.0,273,19.802816901408452,17.822535211267606,9.378531073446329,9.901408450704226,9.901408450704226,4.676056338028169,6.692957746478873,1.6366197183098592,0.0887323943661972,79.9,47.0,19.8,11.37,v7,True,True,True,True,True,True,True,True,False,False,False,False
10,3132,マクニカホールディングス,卸売業,プライム,3132.T,マクニカホールディングス(株),34,1,値上がり率,217,2026-08-05,2026-07-15,5,2,105.0,71.0,2026-08-05,3846.0,0.11478260869565227,0.3019634394041977,0.20981440704624088,0.25645213982358706,0.5441572636885121,3294.6,3256.9166666666665,0.16736477872882904,0.18087147864800568,0.0,0.8285263415895756,1437200.0,1110240.0,1.2944948839890473,3806662880.0,279,18.76056338028169,15.718309859154928,8.050847457627118,9.295774647887322,9.32394366197183,6.169014084507041,3.9661971830985916,6.783098591549296,1.6169014084507043,79.68,42.53,18.62,10.14,v7,True,True,True,True,True,True,True,True,True,True,False,False
