rank,code,ticker,name,market,industry,liquidity_rank,in_yahoo_pool,universe_source,universe_label,best_yahoo_rank,ranking_hits,ranking_sources,trade_date,close,return_1d,return_5d,return_20d,return_60d,return_120d,ma20,ma60,distance_ma20,distance_ma60,distance_high_120d,volatility_20d,latest_volume,avg_volume_20d,volume_ratio_20d,avg_turnover_20d,history_days,score_return_20d,score_return_60d,score_return_120d,score_distance_ma20,score_distance_ma60,score_avg_turnover_20d,score_volume_ratio_20d,score_distance_high_120d,score_volatility_20d,score,momentum_score,trend_score,liquidity_score,evaluation_version,rule_price_floor,rule_liquidity_floor,rule_momentum_20_positive,rule_momentum_60_positive,rule_above_ma20,rule_above_ma60,rule_trend_alignment,rule_volume_expansion,rule_near_120d_high,rule_overheat_control,rule_volatility_control,rule_daily_base
1,7272,7272.T,ヤマハ発動機,プライム,輸送用機器,115,True,jpx_liquidity,JPX流動性,5.0,2.0,値上がり率・出来高,2026-08-05,1805.0,0.19457313037723356,0.28105039034776436,0.40685892439594706,0.575043630017452,0.6446469248291571,1332.825,1266.8633646647136,0.35426631403222464,0.42477874910978186,0.0,0.8457094554427128,34489700.0,6978755.0,4.9420992712883605,12128873432.5,279,19.816666666666666,17.835,9.25,9.908333333333333,9.908333333333333,8.1,7.926666666666666,6.86,0.63,90.23,46.9,19.82,16.03,v7,True,True,True,True,True,True,True,True,True,False,False,False
2,2737,2737.T,トーメンデバイス,プライム,卸売業,330,True,jpx_liquidity,JPX流動性,145.0,1.0,値上がり率,2026-08-05,33400.0,0.07223113964687,1.3604240282685511,1.0835932626325637,1.003599280143971,1.8706221597802517,18328.0,16475.5,0.8223483195111305,1.027252587174896,0.0,1.5604138177576399,571800.0,101535.0,5.63155562121436,2837412650.0,279,19.816666666666666,17.835,9.908333333333333,9.908333333333333,9.908333333333333,4.516666666666667,7.926666666666666,6.86,0.07583333333333334,86.76,47.56,19.82,12.44,v7,True,True,True,True,True,True,True,True,True,False,False,False
3,8050,8050.T,セイコーグループ,プライム,精密機器,347,False,jpx_liquidity,JPX流動性,,,,2026-08-05,9420.0,0.05842696629213484,0.3632416787264834,0.29573590096286106,0.47187500000000004,1.4060397932384383,7714.5,7335.666666666667,0.22107719230021394,0.28413686554278184,0.0,0.6835132915775565,674400.0,343255.0,1.964720106043612,2741900550.0,279,19.816666666666666,17.55,9.908333333333333,9.908333333333333,9.908333333333333,4.233333333333333,7.306666666666667,6.86,1.155,86.65,47.28,19.82,11.54,v7,True,True,True,True,True,True,True,True,True,False,True,False
4,5401,5401.T,日本製鉄,プライム,鉄鋼,47,True,jpx_liquidity,JPX流動性,7.0,1.0,出来高,2026-08-05,672.0,0.04024767801857587,-0.0011890425200408172,0.19935751319042416,0.20128704088613358,0.013421377575135285,609.5249969482422,570.6266642252605,0.10249785220385776,0.17765264424222815,-0.01750396945405497,0.25267791382575844,81922100.0,42912875.0,1.909033128169576,28513250096.04004,279,19.233333333333334,14.94,3.85,9.216666666666665,9.5,9.233333333333333,7.28,6.486666666666666,5.798333333333334,85.54,38.02,18.72,16.51,v7,True,True,True,True,True,True,True,True,True,True,True,True
5,6952,6952.T,カシオ計算機,プライム,電気機器,309,False,jpx_liquidity,JPX流動性,,,,2026-08-05,2331.0,0.036691127418278846,0.3446783963080473,0.25694257212186566,0.3651537335285504,0.5093540491292989,1864.1,1819.025,0.2504693954187007,0.281455724907574,0.0,0.8318436567271841,3698500.0,1529090.0,2.4187588696545004,3278276890.0,279,19.56666666666667,17.22,8.9,9.908333333333333,9.908333333333333,4.866666666666667,7.586666666666668,6.86,0.665,85.48,45.69,19.82,12.45,v7,True,True,True,True,True,True,True,True,True,False,False,False
6,9616,9616.T,共立メンテナンス,プライム,サービス業,285,False,jpx_liquidity,JPX流動性,,,,2026-08-05,3430.0,-0.0005827505827505908,0.017804154302670572,0.08441353145747699,0.42294129848579143,0.2392422963692662,3162.95,2848.6916666666666,0.08443067389620462,0.20406151361882507,-0.012381226605240436,0.34181194059678294,1644800.0,1167525.0,1.4087921029528276,3874593680.0,279,17.06666666666667,17.430000000000003,7.1833333333333345,8.933333333333332,9.7,5.266666666666667,6.506666666666666,6.58,4.153333333333333,82.82,41.68,18.63,11.77,v7,True,True,True,True,True,True,True,True,True,True,True,True
7,3132,3132.T,マクニカホールディングス,プライム,卸売業,293,True,jpx_liquidity,JPX流動性,34.0,1.0,値上がり率,2026-08-05,3846.0,0.11478260869565227,0.3019634394041977,0.20981440704624088,0.25645213982358706,0.5441572636885121,3294.6,3256.9166666666665,0.16736477872882904,0.18087147864800568,0.0,0.8285263415895756,1437200.0,1110240.0,1.2944948839890473,3806662880.0,279,19.36666666666667,16.11,9.016666666666666,9.75,9.516666666666667,5.133333333333333,6.12,6.86,0.6883333333333332,82.56,44.49,19.27,11.25,v7,True,True,True,True,True,True,True,True,True,True,False,False
8,6861,6861.T,キーエンス,プライム,電気機器,26,False,jpx_liquidity,JPX流動性,,,,2026-08-05,87380.0,0.054041013268998794,0.1261760536151566,0.11767715528268097,0.10244764067625534,0.6482476250138802,76139.0,76936.66666666667,0.14763787283783603,0.13573935271435378,0.0,0.5273991613247939,1068000.0,750550.0,1.422956498567717,59629781800.0,279,18.166666666666664,11.01,9.266666666666666,9.633333333333335,9.2,9.583333333333336,6.56,6.86,1.9833333333333332,82.26,38.44,18.83,16.14,v7,True,True,True,True,True,True,True,True,True,True,True,True
9,4461,4461.T,第一工業製薬,プライム,化学,408,True,jpx_liquidity,JPX流動性,9.0,1.0,値上がり率,2026-08-05,14100.0,0.17597998331943288,0.5968289920724801,0.298342541436464,0.43730886850152895,0.30254805369726934,10882.0,11017.5,0.2957176989523984,0.27978216473791706,0.0,1.3543831720194879,313000.0,182950.0,1.7108499590051927,2155810900.0,279,19.816666666666666,17.46,7.833333333333332,9.908333333333333,9.908333333333333,3.2166666666666663,7.133333333333334,6.86,0.07583333333333334,82.21,45.11,19.82,10.35,v7,True,True,True,True,True,True,True,True,True,False,False,False
10,4722,4722.T,フューチャー,プライム,情報・通信業,295,False,jpx_liquidity,JPX流動性,,,,2026-08-05,2448.0,0.0008176614881438837,0.027707808564231717,0.4545454545454546,0.5702373316228351,0.3737373737373737,2187.6,1754.0778706868489,0.11903455842018662,0.39560508738499167,-0.0004083299305839283,0.5709332741511577,1435500.0,1573810.0,0.9121177270445606,3729705180.0,279,19.816666666666666,17.835,8.283333333333335,9.383333333333333,9.908333333333333,5.1,3.026666666666667,6.708333333333334,1.6683333333333334,81.73,45.94,19.29,8.13,v7,True,True,True,True,True,True,True,False,True,True,True,True
