liquidity_rank,code,name,industry,market,ticker,trade_date,close,return_1d,return_5d,return_20d,return_60d,return_120d,ma20,ma60,distance_ma20,distance_ma60,distance_high_120d,volatility_20d,latest_volume,avg_volume_20d,volume_ratio_20d,avg_turnover_20d,history_days,in_yahoo_pool,universe_source,universe_label
1,285A,キオクシアホールディングス,電気機器,プライム,285A.T,2026-07-27,54550.0,-0.02606677379039457,0.04682402609863745,-0.40822304187459324,0.537919368480406,1.8793877012404328,71391.5,69626.83333333333,-0.23590343388218482,-0.216537685423005,-0.49816007359705616,1.3836481691755627,55872700.0,43995635.0,1.2699600767212476,3155453781150.0,272,True,jpx_liquidity,JPX流動性
2,6976,太陽誘電,電気機器,プライム,6976.T,2026-07-27,11545.0,0.0113885238720981,0.0462165835976438,-0.3119785458879618,0.7644811248662693,2.5662493375733666,15040.25,13603.2,-0.23239307857249714,-0.15130263467419436,-0.4903994703156036,1.3244946242299118,15997700.0,24270310.0,0.659146916541239,360113917200.0,272,True,jpx_liquidity,JPX流動性
3,9984,ソフトバンクグループ,情報・通信業,プライム,9984.T,2026-07-27,5331.0,-0.030727272727272714,-0.017146017699115057,-0.14375200770960483,-0.08778234086242298,0.2707547881339756,5937.35,6413.316666666667,-0.10212468525520646,-0.16876083357804983,-0.38241427247451343,0.7270991625644966,50264400.0,52126115.0,0.9642844090721129,303991316020.0,272,True,jpx_liquidity,JPX流動性
4,8035,東京エレクトロン,電気機器,プライム,8035.T,2026-07-27,62800.0,0.00223428024257899,-0.03533026113671278,-0.13878222709818977,0.33333333333333326,0.447197517598247,70326.5,62372.0,-0.1070222462371937,0.006862053485538366,-0.20304568527918787,0.5869500465897307,2720800.0,4276140.0,0.6362747711721318,295541794800.0,272,False,jpx_liquidity,JPX流動性
5,6981,村田製作所,電気機器,プライム,6981.T,2026-07-27,8102.0,-0.025147395018649932,0.06158280922431869,-0.2477251624883937,0.6480878763222131,1.5661856333687574,9418.55,8785.416666666666,-0.13978266293643915,-0.07778989803177605,-0.33861224489795916,0.8485840170313399,20700300.0,29665975.0,0.6977791897957172,274937236225.0,272,True,jpx_liquidity,JPX流動性
6,6857,アドバンテスト,電気機器,プライム,6857.T,2026-07-27,28380.0,-0.019519778891000206,0.03181239774586442,-0.125154130702836,-0.09904761904761905,0.11271064014387333,29702.0,28720.5,-0.04450878728705143,-0.011855643181699516,-0.20947075208913646,0.7348052265928123,7722800.0,8599115.0,0.8980924199757766,249261558625.0,272,True,jpx_liquidity,JPX流動性
7,5803,フジクラ,非鉄金属,プライム,5803.T,2026-07-27,4325.0,-0.058349662529936897,-0.032871198568872995,-0.2945685858750612,-0.31857570505750743,0.2990868142453693,5063.3,5282.516666666666,-0.14581399482550905,-0.18126145681824635,-0.4493952896244431,0.7227474335402482,41066100.0,40296960.0,1.0190867995997712,200114349740.0,272,True,jpx_liquidity,JPX流動性
8,4062,イビデン,電気機器,プライム,4062.T,2026-07-27,16700.0,-0.03857225100748418,0.06471150781000956,-0.3041666666666667,0.3180741910023679,1.0279211519476323,19859.0,19645.666666666668,-0.15907145374892995,-0.14993976619101756,-0.3680227057710501,0.9828487189404435,7023300.0,8813435.0,0.7968856637621994,171720786325.0,272,True,jpx_liquidity,JPX流動性
9,6920,レーザーテック,電気機器,プライム,6920.T,2026-07-27,43560.0,0.009034051424600342,0.03986631654332773,-0.12535389434371424,-0.04828490277474329,0.11065782763895982,45545.5,44341.0341796875,-0.0435937688684942,-0.017614252669940877,-0.23930585950239758,0.7169799437320422,2325700.0,3325970.0,0.699254653529647,150685064250.0,272,False,jpx_liquidity,JPX流動性
10,8306,三菱ＵＦＪフィナンシャル・グループ,銀行業,プライム,8306.T,2026-07-27,3799.0,0.011987213638785299,0.09386697379786924,0.17072419106317405,0.362625538020086,0.4079013167353258,3495.6,3218.025,0.08679482778349934,0.18053775219272694,0.0,0.27886985993710034,46560000.0,38922730.0,1.196216195523798,140792924285.0,272,True,jpx_liquidity,JPX流動性
