signal_date,entry_date,planned_exit_date,code,ticker,name,industry,entry_price,latest_price,unrealized_return,market_value
2026-07-21,2026-07-22,,6098,6098.T,リクルートホールディングス,サービス業,12500.0,12510.0,0.0007999999999999119,0.03758701508626903
2026-07-21,2026-07-22,,9831,9831.T,ヤマダホールディングス,小売業,723.0999755859375,735.9000244140625,0.017701630839847438,0.03822178912040161
2026-07-21,2026-07-22,,3864,3864.T,三菱製紙,パルプ・紙,1145.0,1151.0,0.005240174672489051,0.03775377459106571
2026-07-21,2026-07-22,,6237,6237.T,イワキポンプ,機械,4885.0,5140.0,0.05220061412487209,0.03951746638378607
2026-07-21,2026-07-22,,8346,8346.T,東邦銀行,銀行業,875.0,937.0,0.07085714285714295,0.040218149064558735
2026-07-22,2026-07-23,,8306,8306.T,三菱ＵＦＪフィナンシャル・グループ,銀行業,3626.0,3799.0,0.04771097628240484,0.03894766989487283
2026-07-22,2026-07-23,,8622,8622.T,水戸証券,証券、商品先物取引業,776.0,791.0,0.019329896907216426,0.037892629968988664
2026-07-22,2026-07-23,,6638,6638.T,ミマキエンジニアリング,電気機器,2250.0,2198.0,-0.023111111111111082,0.0363149254228659
2026-07-22,2026-07-23,,6098,6098.T,リクルートホールディングス,サービス業,12275.0,12510.0,0.0191446028513238,0.03788574183677877
2026-07-22,2026-07-23,,4025,4025.T,多木化学,化学,5380.0,4945.0,-0.08085501858736055,0.03416834998580678
2026-07-23,2026-07-24,,8306,8306.T,三菱ＵＦＪフィナンシャル・グループ,銀行業,3680.0,3799.0,0.03233695652173907,0.03929392835269267
2026-07-23,2026-07-24,,3863,3863.T,日本製紙,パルプ・紙,1575.0,1502.0,-0.04634920634920636,0.03629889032110194
2026-07-23,2026-07-24,,6178,6178.T,日本郵政,サービス業,2430.5,2521.5,0.03744085579098955,0.03948819849960381
2026-07-23,2026-07-24,,7931,7931.T,未来工業,化学,3485.0,3415.0,-0.020086083213773365,0.03729854578464236
2026-07-23,2026-07-24,,8750,8750.T,第一ライフグループ,保険業,1890.0,1959.0,0.0365079365079366,0.039452688714513254
2026-07-24,2026-07-27,,8388,8388.T,阿波銀行,銀行業,8710.0,8860.0,0.01722158438576349,0.038578757308616554
2026-07-24,2026-07-27,,6178,6178.T,日本郵政,サービス業,2499.5,2521.5,0.008801760352070476,0.03825943027804313
2026-07-24,2026-07-27,,4733,4733.T,オービックビジネスコンサルタント,情報・通信業,7760.0,7987.0,0.029252577319587525,0.039035040151706196
2026-07-24,2026-07-27,,9278,9278.T,ブックオフグループホールディングス,小売業,2600.0,2722.0,0.046923076923076845,0.039705204770889596
2026-07-24,2026-07-27,,8750,8750.T,第一ライフグループ,保険業,1940.0,1959.0,0.009793814432989656,0.038297054542227336
