code,name,industry,market,ticker,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources,candidate_score,snapshot_date,first_seen_date,appearance_count,consecutive_appearances,previous_yahoo_rank,yahoo_rank_change
4052,フィーチャ,情報・通信業,グロース,4052.T,フィーチャ(株),1,2,値上がり率・出来高増加率,350,2026-07-27,2026-07-22,3,1,38.0,37.0
8918,ランド,不動産業,スタンダード,8918.T,(株)ランド,1,1,出来高,250,2026-07-27,2026-06-15,29,28,1.0,0.0
5242,アイズ,情報・通信業,グロース,5242.T,(株)アイズ,2,1,値上がり率,249,2026-07-27,2026-06-15,11,8,9.0,7.0
9432,ＮＴＴ,情報・通信業,プライム,9432.T,ＮＴＴ(株),2,1,出来高,249,2026-07-27,2026-06-15,29,28,3.0,1.0
4564,オンコセラピー・サイエンス,医薬品,グロース,4564.T,オンコセラピー・サイエンス(株),3,1,出来高,248,2026-07-27,2026-06-15,29,28,2.0,-1.0
5253,カバー,情報・通信業,グロース,5253.T,カバー(株),3,2,値上がり率・出来高,348,2026-07-27,2026-06-19,9,4,93.0,90.0
6993,大黒屋ホールディングス,小売業,スタンダード,6993.T,大黒屋ホールディングス(株),4,2,値上がり率・出来高,347,2026-07-27,2026-06-17,24,20,14.0,10.0
4597,ソレイジア・ファーマ,医薬品,グロース,4597.T,ソレイジア・ファーマ(株),5,1,出来高,246,2026-07-27,2026-06-15,29,28,5.0,0.0
8995,誠建設工業,不動産業,スタンダード,8995.T,(株)誠建設工業,5,2,値上がり率・出来高増加率,346,2026-07-27,2026-07-13,2,1,98.0,93.0
5240,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ,情報・通信業,グロース,5240.T,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ(株),6,2,値上がり率・出来高,345,2026-07-27,2026-06-24,9,2,1.0,-5.0
9434,ソフトバンク,情報・通信業,プライム,9434.T,ソフトバンク(株),6,1,出来高,245,2026-07-27,2026-06-15,29,28,7.0,1.0
7367,セルム,サービス業,スタンダード,7367.T,(株)セルム,7,1,出来高増加率,244,2026-07-27,2026-06-17,5,1,24.0,17.0
8729,ソニーフィナンシャルグループ,保険業,プライム,8729.T,ソニーフィナンシャルグループ(株),7,1,出来高,244,2026-07-27,2026-06-15,29,28,8.0,1.0
