rank,code,ticker,name,market,industry,liquidity_rank,in_yahoo_pool,universe_source,universe_label,best_yahoo_rank,ranking_hits,ranking_sources,trade_date,close,return_1d,return_5d,return_20d,return_60d,return_120d,ma20,ma60,distance_ma20,distance_ma60,distance_high_120d,volatility_20d,latest_volume,avg_volume_20d,volume_ratio_20d,avg_turnover_20d,history_days,score_return_20d,score_return_60d,score_return_120d,score_distance_ma20,score_distance_ma60,score_avg_turnover_20d,score_volume_ratio_20d,score_distance_high_120d,score_volatility_20d,score,momentum_score,trend_score,liquidity_score,evaluation_version,rule_price_floor,rule_liquidity_floor,rule_momentum_20_positive,rule_momentum_60_positive,rule_above_ma20,rule_above_ma60,rule_trend_alignment,rule_volume_expansion,rule_near_120d_high,rule_overheat_control,rule_volatility_control,rule_daily_base
1,6098,6098.T,リクルートホールディングス,プライム,サービス業,25,True,jpx_liquidity,JPX流動性,137.0,1.0,出来高,2026-08-17,16380.0,-0.004557885141294404,0.24420812761109012,0.2984542211652794,0.71267252195734,1.5938783794755218,13605.25,11998.8,0.2039470057514563,0.3651365136513651,-0.024419297200714674,0.8544730215923648,3258000.0,4598395.0,0.7085080772747883,63902486925.0,286,19.4,17.835,9.908333333333333,9.733333333333334,9.908333333333333,9.6,4.36,5.8916666666666675,0.7116666666666666,87.35,47.14,19.64,13.96,v7,True,True,True,True,True,True,True,False,True,False,False,False
2,7762,7762.T,シチズン時計,プライム,精密機器,259,True,jpx_liquidity,JPX流動性,77.0,1.0,出来高,2026-08-17,2801.0,0.01817520901490366,0.170497283744254,0.2350088183421517,0.32184992921189237,0.6483838744843367,2348.8,2317.25,0.19252384196185268,0.208760384075952,0.0,0.5489702118766276,6045300.0,1672130.0,3.6153289516963394,4678382225.0,286,18.933333333333334,16.589999999999996,9.516666666666667,9.7,9.45,5.699999999999999,7.926666666666666,6.79,2.111666666666667,86.72,45.04,19.15,13.63,v7,True,True,True,True,True,True,True,True,True,False,True,False
3,9107,9107.T,川崎汽船,プライム,海運業,102,True,jpx_liquidity,JPX流動性,95.0,1.0,出来高,2026-08-17,3072.0,0.013861386138613874,0.07600700525394055,0.16209570644978255,0.21446926270013833,0.3563725323748219,2845.425,2654.0,0.07962782361158705,0.15749811605124342,0.0,0.29522143504628473,5113900.0,4848825.0,1.0546678834563012,14073966027.5,286,17.966666666666665,15.000000000000002,8.333333333333336,8.35,8.983333333333333,8.316666666666668,7.0,6.79,5.401666666666666,86.14,41.3,17.33,15.32,v7,True,True,True,True,True,True,True,False,True,True,True,True
4,8050,8050.T,セイコーグループ,プライム,精密機器,265,False,jpx_liquidity,JPX流動性,,,,2026-08-17,11180.0,-0.00267618198037467,0.21919302071973834,0.4444444444444444,0.8357963875205254,1.098516241278996,8792.5,7834.833333333333,0.2715382428205857,0.42696079474143245,-0.005338078291814985,0.8637429698072556,415300.0,480000.0,0.8652083333333334,4492974450.0,286,19.816666666666666,17.835,9.908333333333333,9.908333333333333,9.908333333333333,5.600000000000001,6.0,6.381666666666666,0.6883333333333332,86.05,47.56,19.82,11.6,v7,True,True,True,True,True,True,True,False,True,False,False,False
5,6857,6857.T,アドバンテスト,プライム,電気機器,2,True,jpx_liquidity,JPX流動性,71.0,1.0,出来高,2026-08-17,37780.0,0.024681312720368886,0.17365641503572538,0.27462887989203777,0.41260048607216304,0.4032427267306924,31333.0,29751.0,0.20575750805859627,0.2698732815703673,0.0,0.996752075173742,6600200.0,10123245.0,0.6519846156049764,308541288700.0,286,19.233333333333334,17.37,8.7,9.75,9.733333333333334,9.908333333333333,3.453333333333333,6.79,0.39666666666666667,85.34,45.3,19.48,13.36,v7,True,True,True,True,True,True,True,False,True,False,False,False
6,9104,9104.T,商船三井,プライム,海運業,91,True,jpx_liquidity,JPX流動性,145.0,1.0,出来高,2026-08-17,6629.0,0.024416628032761567,0.07161332040090529,0.20047084389713876,0.16114906288316688,0.28909172827097884,6006.5,5636.733333333334,0.1036377257970531,0.17603576539603316,-0.04024902273056319,0.25553292239988507,3114900.0,2680220.0,1.1621807165083464,16502151780.0,286,18.6,13.110000000000003,7.866666666666665,8.95,9.133333333333333,8.5,7.24,5.261666666666668,6.1016666666666675,84.76,39.58,18.08,15.74,v7,True,True,True,True,True,True,True,False,True,True,True,True
7,6448,6448.T,ブラザー工業,プライム,電気機器,269,False,jpx_liquidity,JPX流動性,,,,2026-08-17,4618.0,-0.02655986509274877,0.012497259372944436,0.20385818561001035,0.3366136034732272,0.49447760005359953,4191.35,3892.5666666666666,0.10179297839598211,0.1863637531363196,-0.02655986509274877,0.3975001178198495,944800.0,1035355.0,0.9125372456790183,4458732595.0,286,18.666666666666664,16.769999999999996,9.083333333333332,8.9,9.216666666666665,5.533333333333334,6.333333333333332,5.821666666666667,3.6516666666666664,83.98,44.52,18.12,11.87,v7,True,True,True,True,True,True,True,False,True,True,True,True
8,9101,9101.T,日本郵船,プライム,海運業,82,False,jpx_liquidity,JPX流動性,,,,2026-08-17,6490.0,0.014062500000000089,0.061324611610793056,0.17148014440433212,0.1804292469989086,0.2882646694418536,6038.6,5591.433333333333,0.07475242605902022,0.16070417245429014,0.0,0.266846639917725,2521100.0,3098895.0,0.8135480550325197,18773998795.0,286,18.13333333333333,13.68,7.85,8.183333333333335,9.05,8.65,5.613333333333333,6.79,5.95,83.9,39.66,17.23,14.26,v7,True,True,True,True,True,True,True,False,True,True,True,True
9,5803,5803.T,フジクラ,プライム,非鉄金属,3,True,jpx_liquidity,JPX流動性,5.0,2.0,値上がり率・出来高,2026-08-17,6078.0,0.07290379523389223,0.17222757955641277,0.2766225582860744,0.3503665852032882,0.6401250726496273,4796.0,5009.366666666667,0.26730608840700576,0.2133270340229303,-0.2262253341820496,1.0334409607618447,66184600.0,55522380.0,1.1920346354028772,281432266125.0,286,19.26666666666667,16.95,9.483333333333334,9.908333333333333,9.466666666666667,9.908333333333333,7.293333333333333,1.295,0.315,83.89,45.7,19.38,17.2,v7,True,True,True,True,True,True,True,False,False,False,False,False
10,7272,7272.T,ヤマハ発動機,プライム,輸送用機器,88,True,jpx_liquidity,JPX流動性,91.0,1.0,出来高,2026-08-17,1936.5,-0.006413545407901511,0.05101763907734047,0.5111197815060475,0.5326474079936683,0.5529270248596632,1561.55,1344.421697998047,0.24011398930549777,0.44039627066686426,-0.006413545407901511,0.8447970832147488,5396100.0,10249740.0,0.5264621346492692,16669511732.5,286,19.816666666666666,17.835,9.283333333333333,9.908333333333333,9.908333333333333,8.55,1.4,6.335,0.7466666666666667,83.78,46.94,19.82,9.95,v7,True,True,True,True,True,True,True,False,True,False,False,False
