start_date,end_date,observation_days,holding_days,cost_bps_one_way,total_return,benchmark_return,excess_return,annualized_return,annualized_volatility,sharpe,max_drawdown,average_daily_turnover,total_traded_value
2026-06-16,2026-08-17,43,5,10.0,-0.09976666323500982,,,-0.45986837621940846,0.24707703873812775,-2.3657867660522944,-0.13054759128245297,0.37056712827527405,15.464926822907813
