start_date,end_date,observation_days,holding_days,cost_bps_one_way,total_return,benchmark_return,excess_return,annualized_return,annualized_volatility,sharpe,max_drawdown,average_daily_turnover,total_traded_value
2026-06-16,2026-09-14,63,5,10.0,-0.15642897995831606,,,-0.4936082677307645,0.22891644008422538,-2.8533566803013413,-0.19163665947632713,0.3731949579582455,21.897835885492178
