group_name,group_value,metric_key,metric_label,sample_count,valid_count,avg_return,median_return,win_rate
全体,毎日厳選,next_open,翌日寄付ギャップ,325,320,-0.0025549965157051595,-0.0008088733895185718,0.43125
全体,毎日厳選,1d,1日リターン,325,320,-0.005089734138405536,-0.005070269511454839,0.425
全体,毎日厳選,3d,3日リターン,325,310,-0.00984613003789784,-0.008285898756343224,0.4129032258064516
全体,毎日厳選,5d,5日リターン,325,300,-0.012932495236836684,-0.011285964037814178,0.37
全体,毎日厳選,10d,10日リターン,325,275,-0.01736245037192791,-0.018593371059013708,0.3927272727272727
全体,毎日厳選,open_buy_1d,翌日寄付買い1日,325,320,-0.0025747244667690483,-0.002717316615088061,0.4375
全体,毎日厳選,open_buy_3d,翌日寄付買い3日,325,310,-0.007069840020587937,-0.008250558964844668,0.4096774193548387
全体,毎日厳選,open_buy_5d,翌日寄付買い5日,325,300,-0.010118012172476222,-0.010000000000000009,0.42
全体,毎日厳選,excess_5d,TOPIX超過5日,325,0,,,
全体,毎日厳選,net_5d_10bps,コスト後5日（片道10bp）,325,300,-0.012096786266143435,-0.011979010000000012,0.4066666666666667
市場,グロース,next_open,翌日寄付ギャップ,21,21,-0.00018236351401426158,0.0,0.2857142857142857
市場,グロース,1d,1日リターン,21,21,-0.000678736103226568,-0.00840728631480614,0.47619047619047616
市場,グロース,3d,3日リターン,21,19,-0.019942564046528295,-0.0078125,0.3684210526315789
市場,グロース,5d,5日リターン,21,18,-0.025404213517436942,-0.013306436797684562,0.5
市場,グロース,10d,10日リターン,21,16,-0.029646431512157824,-0.015524614954873395,0.375
市場,グロース,open_buy_1d,翌日寄付買い1日,21,21,-0.000457861198774804,-0.007943925233644844,0.47619047619047616
市場,グロース,open_buy_3d,翌日寄付買い3日,21,19,-0.018143235839224392,-0.013299232736572852,0.3684210526315789
市場,グロース,open_buy_5d,翌日寄付買い5日,21,18,-0.02362428281241115,-0.010786040921441142,0.5
市場,グロース,excess_5d,TOPIX超過5日,21,0,,,
市場,グロース,net_5d_10bps,コスト後5日（片道10bp）,21,18,-0.025576057871069115,-0.012763479625639285,0.5
市場,スタンダード,next_open,翌日寄付ギャップ,22,21,-0.006865644414199658,-0.0016168148746968924,0.23809523809523808
市場,スタンダード,1d,1日リターン,22,21,-0.0050366300745770184,-0.0057833859095688,0.38095238095238093
市場,スタンダード,3d,3日リターン,22,21,-0.006792499802534647,-0.0033003300330033,0.47619047619047616
市場,スタンダード,5d,5日リターン,22,19,-0.010268151139941048,-0.0109135004042036,0.3684210526315789
市場,スタンダード,10d,10日リターン,22,17,-0.021497816930848655,-0.0253025302530253,0.29411764705882354
市場,スタンダード,open_buy_1d,翌日寄付買い1日,22,21,0.0022759522603401994,0.0,0.47619047619047616
市場,スタンダード,open_buy_3d,翌日寄付買い3日,22,21,0.00042434428165517976,0.0049504950495049,0.5238095238095238
市場,スタンダード,open_buy_5d,翌日寄付買い5日,22,19,-0.0015052468118512568,-0.0024291497975708065,0.47368421052631576
市場,スタンダード,excess_5d,TOPIX超過5日,22,0,,,
市場,スタンダード,net_5d_10bps,コスト後5日（片道10bp）,22,19,-0.0035012378234743654,-0.004423293927125482,0.47368421052631576
市場,プライム,next_open,翌日寄付ギャップ,282,278,-0.0024085997069538084,-0.0009030415344060683,0.4568345323741007
市場,プライム,1d,1日リターン,282,278,-0.005426950484014015,-0.004610610470675236,0.4244604316546763
市場,プライム,3d,3日リターン,282,270,-0.009373144811152092,-0.008568196671276007,0.4111111111111111
市場,プライム,5d,5日リターン,282,263,-0.012271398692312778,-0.011385944248135105,0.3612167300380228
市場,プライム,10d,10日リターン,282,242,-0.016259785372980257,-0.01812265812413899,0.40082644628099173
市場,プライム,open_buy_1d,翌日寄付買い1日,282,278,-0.0031010494304279453,-0.0028137010631374415,0.4316546762589928
市場,プライム,open_buy_3d,翌日寄付買い3日,282,270,-0.006873482056858354,-0.007531299683353643,0.40370370370370373
市場,プライム,open_buy_5d,翌日寄付買い5日,282,263,-0.009815843618609476,-0.011082474226804084,0.41064638783269963
市場,プライム,excess_5d,TOPIX超過5日,282,0,,,
市場,プライム,net_5d_10bps,コスト後5日（片道10bp）,282,263,-0.01179522174721587,-0.013059320360824689,0.39543726235741444
業種,その他製品,next_open,翌日寄付ギャップ,9,9,0.011110549381609873,0.00484516536760049,0.6666666666666666
業種,その他製品,1d,1日リターン,9,9,0.0286298850429606,0.025380710659898442,0.6666666666666666
業種,その他製品,3d,3日リターン,9,8,0.02074130615024826,0.007426611997343013,0.5
業種,その他製品,5d,5日リターン,9,7,0.004211081216008946,0.029680365296803624,0.5714285714285714
業種,その他製品,10d,10日リターン,9,7,0.03317829770770304,0.013698630136986356,0.5714285714285714
業種,その他製品,open_buy_1d,翌日寄付買い1日,9,9,0.017172808304480165,0.021008403361344463,0.6666666666666666
業種,その他製品,open_buy_3d,翌日寄付買い3日,9,8,0.011681641794533515,0.005017249838404514,0.5
業種,その他製品,open_buy_5d,翌日寄付買い5日,9,7,-0.006421247590504283,0.029680365296803624,0.5714285714285714
業種,その他製品,excess_5d,TOPIX超過5日,9,0,,,
業種,その他製品,net_5d_10bps,コスト後5日（片道10bp）,9,7,-0.008407411516570857,0.02762203424657539,0.5714285714285714
業種,その他金融業,next_open,翌日寄付ギャップ,3,3,0.0014086425350341436,0.0,0.3333333333333333
業種,その他金融業,1d,1日リターン,3,3,0.006111134662199961,0.013944223107569709,0.6666666666666666
業種,その他金融業,3d,3日リターン,3,3,0.020938547760967707,0.04880478087649398,0.6666666666666666
業種,その他金融業,5d,5日リターン,3,3,-0.0009356546565058022,-0.0029469548133594925,0.3333333333333333
業種,その他金融業,10d,10日リターン,3,2,0.02687188378118177,0.02687188378118177,1.0
業種,その他金融業,open_buy_1d,翌日寄付買い1日,3,3,0.004759583195113493,0.004990019960079861,0.6666666666666666
業種,その他金融業,open_buy_3d,翌日寄付買い3日,3,3,0.0202454084167721,0.04880478087649398,0.6666666666666666
業種,その他金融業,open_buy_5d,翌日寄付買い5日,3,3,-0.0018616198571718516,0.012974051896207595,0.6666666666666666
業種,その他金融業,excess_5d,TOPIX超過5日,3,0,,,
業種,その他金融業,net_5d_10bps,コスト後5日（片道10bp）,3,3,-0.003856898479077405,0.010949116766467037,0.6666666666666666
業種,ガラス・土石製品,next_open,翌日寄付ギャップ,4,3,0.011598726423593794,0.005124340617935097,1.0
業種,ガラス・土石製品,1d,1日リターン,4,3,0.0016215913140011546,0.003284072249589487,0.6666666666666666
業種,ガラス・土石製品,3d,3日リターン,4,3,0.034001779253786814,0.015873015873015817,0.6666666666666666
業種,ガラス・土石製品,5d,5日リターン,4,3,0.06905122410341687,0.07457580733442803,0.6666666666666666
業種,ガラス・土石製品,10d,10日リターン,4,3,0.041448322205133135,0.011494252873563315,0.6666666666666666
業種,ガラス・土石製品,open_buy_1d,翌日寄付買い1日,4,3,-0.009771115874763906,-0.017697678194512068,0.3333333333333333
業種,ガラス・土石製品,open_buy_3d,翌日寄付買い3日,4,3,0.022354146211306603,-0.011056347409084899,0.3333333333333333
業種,ガラス・土石製品,open_buy_5d,翌日寄付買い5日,4,3,0.056795405962421386,0.04609031570534161,0.6666666666666666
業種,ガラス・土石製品,excess_5d,TOPIX超過5日,4,0,,,
業種,ガラス・土石製品,net_5d_10bps,コスト後5日（片道10bp）,4,3,0.054682871945902566,0.04399918116424684,0.6666666666666666
業種,ゴム製品,next_open,翌日寄付ギャップ,4,4,-0.0026908554196072854,-0.0012536244194615298,0.5
業種,ゴム製品,1d,1日リターン,4,4,-0.020672253116746364,-0.02102623456790126,0.0
業種,ゴム製品,3d,3日リターン,4,4,-0.04143627718224255,-0.04238425925925926,0.0
業種,ゴム製品,5d,5日リターン,4,4,-0.043024672917604256,-0.05004625941545543,0.0
業種,ゴム製品,10d,10日リターン,4,4,-0.011124109871518073,-0.010967355545505264,0.5
業種,ゴム製品,open_buy_1d,翌日寄付買い1日,4,4,-0.017938724274248613,-0.019081349447809093,0.0
業種,ゴム製品,open_buy_3d,翌日寄付買い3日,4,4,-0.03872455401891245,-0.038414454722882574,0.0
業種,ゴム製品,open_buy_5d,翌日寄付買い5日,4,4,-0.04019937025233919,-0.0488384096003287,0.25
業種,ゴム製品,excess_5d,TOPIX超過5日,4,0,,,
業種,ゴム製品,net_5d_10bps,コスト後5日（片道10bp）,4,4,-0.042118011711204745,-0.05073978161953763,0.25
業種,サービス業,next_open,翌日寄付ギャップ,40,40,-0.003360517414790414,-0.0024296704129209788,0.325
業種,サービス業,1d,1日リターン,40,40,-0.006451418463836778,0.0003443636337784328,0.5
業種,サービス業,3d,3日リターン,40,39,-0.013162529568482535,-0.004267425320056861,0.4358974358974359
業種,サービス業,5d,5日リターン,40,38,-0.0014283873197225294,0.0019315411477244249,0.5
業種,サービス業,10d,10日リターン,40,34,0.0074774047726933485,-0.00047360893680725713,0.5
