code,name,industry,market,ticker,yahoo_name,best_yahoo_rank,ranking_hits,ranking_sources,candidate_score,snapshot_date,first_seen_date,appearance_count,consecutive_appearances,previous_yahoo_rank,yahoo_rank_change
6138,ダイジェット工業,機械,スタンダード,6138.T,ダイジェット工業(株),1,2,値上がり率・出来高増加率,350,2026-08-12,2026-06-18,8,4,3.0,2.0
8918,ランド,不動産業,スタンダード,8918.T,(株)ランド,1,1,出来高,250,2026-08-12,2026-06-15,40,39,1.0,0.0
3323,レカム,卸売業,スタンダード,3323.T,レカム(株),2,3,値上がり率・出来高・出来高増加率,449,2026-08-12,2026-06-17,3,2,45.0,43.0
9432,ＮＴＴ,情報・通信業,プライム,9432.T,ＮＴＴ(株),2,1,出来高,249,2026-08-12,2026-06-15,40,39,2.0,0.0
4564,オンコセラピー・サイエンス,医薬品,グロース,4564.T,オンコセラピー・サイエンス(株),3,2,値上がり率・出来高,348,2026-08-12,2026-06-15,40,39,3.0,0.0
5987,オーネックス,金属製品,スタンダード,5987.T,(株)オーネックス,3,1,値上がり率,248,2026-08-12,2026-06-18,7,1,73.0,70.0
3173,Ｃｏｍｉｎｉｘ,卸売業,スタンダード,3173.T,(株)Ｃｏｍｉｎｉｘ,4,1,値上がり率,247,2026-08-12,2026-08-06,3,1,89.0,85.0
7135,ジャパンクラフトホールディングス,小売業,スタンダード,7135.T,ジャパンクラフトホールディングス(株),5,1,出来高増加率,246,2026-08-12,2026-08-12,1,1,,
8136,サンリオ,卸売業,プライム,8136.T,(株)サンリオ,5,1,出来高,246,2026-08-12,2026-06-15,40,39,10.0,5.0
8995,誠建設工業,不動産業,スタンダード,8995.T,(株)誠建設工業,5,2,値上がり率・出来高増加率,346,2026-08-12,2026-07-13,8,2,28.0,23.0
4597,ソレイジア・ファーマ,医薬品,グロース,4597.T,ソレイジア・ファーマ(株),6,1,出来高,245,2026-08-12,2026-06-15,40,39,7.0,1.0
6862,ミナトホールディングス,電気機器,スタンダード,6862.T,ミナトホールディングス(株),6,1,値上がり率,245,2026-08-12,2026-06-19,8,2,61.0,55.0
4381,ビープラッツ,情報・通信業,グロース,4381.T,ビープラッツ(株),7,1,値上がり率,244,2026-08-12,2026-06-24,10,1,2.0,-5.0
5803,フジクラ,非鉄金属,プライム,5803.T,(株)フジクラ,7,1,出来高,244,2026-08-12,2026-06-15,40,39,5.0,-2.0
3787,テクノマセマティカル,情報・通信業,スタンダード,3787.T,(株)テクノマセマティカル,8,2,値上がり率・出来高増加率,343,2026-08-12,2026-06-26,6,1,24.0,16.0
7957,フジコピアン,その他製品,スタンダード,7957.T,フジコピアン(株),8,1,値上がり率,243,2026-08-12,2026-07-03,3,1,98.0,90.0
9434,ソフトバンク,情報・通信業,プライム,9434.T,ソフトバンク(株),8,1,出来高,243,2026-08-12,2026-06-15,40,39,8.0,0.0
3131,シンデン・ハイテックス,卸売業,スタンダード,3131.T,シンデン・ハイテックス(株),9,1,値上がり率,242,2026-08-12,2026-06-22,8,2,26.0,17.0
4755,楽天グループ,サービス業,プライム,4755.T,楽天グループ(株),9,1,出来高,242,2026-08-12,2026-06-15,40,39,27.0,18.0
7255,桜井製作所,輸送用機器,スタンダード,7255.T,(株)桜井製作所,10,1,出来高増加率,241,2026-08-12,2026-06-17,7,1,9.0,-1.0
8132,シナネンホールディングス,卸売業,プライム,8132.T,シナネンホールディングス(株),10,1,値上がり率,241,2026-08-12,2026-06-22,5,1,67.0,57.0
8729,ソニーフィナンシャルグループ,保険業,プライム,8729.T,ソニーフィナンシャルグループ(株),10,1,出来高,241,2026-08-12,2026-06-15,40,39,6.0,-4.0
4052,フィーチャ,情報・通信業,グロース,4052.T,フィーチャ(株),11,1,値上がり率,240,2026-08-12,2026-07-22,10,5,12.0,1.0
8306,三菱ＵＦＪフィナンシャル・グループ,銀行業,プライム,8306.T,(株)三菱ＵＦＪフィナンシャル・グループ,11,1,出来高,240,2026-08-12,2026-06-15,40,39,14.0,3.0
285A,キオクシアホールディングス,電気機器,プライム,285A.T,キオクシアホールディングス(株),12,1,出来高,239,2026-08-12,2026-06-15,39,22,12.0,0.0
