signal_date,entry_date,planned_exit_date,code,ticker,name,industry,entry_price,latest_price,unrealized_return,market_value
2026-08-05,2026-08-06,,5401,5401.T,日本製鉄,鉄鋼,665.0,690.9000244140625,0.03894740513392847,0.03752752600788369
2026-08-05,2026-08-06,,3941,3941.T,レンゴー,パルプ・紙,1650.0,1597.5,-0.03181818181818186,0.03497142221313372
2026-08-05,2026-08-06,,2492,2492.T,インフォマート,サービス業,565.0,591.0,0.046017699115044275,0.03778291010138889
2026-08-05,2026-08-06,,7951,7951.T,ヤマハ,その他製品,1302.0,1397.0,0.07296466973886329,0.03875625402228611
2026-08-05,2026-08-06,,7296,7296.T,エフ・シー・シー,輸送用機器,4050.0,4100.0,0.012345679012345734,0.03656665256621644
2026-08-06,2026-08-07,,7832,7832.T,バンダイナムコホールディングス,その他製品,5133.0,5362.0,0.04461328657705055,0.03841214358893686
2026-08-06,2026-08-07,,5401,5401.T,日本製鉄,鉄鋼,684.2999877929688,690.9000244140625,0.009644946279161015,0.037126300372266025
2026-08-06,2026-08-07,,6103,6103.T,オークマ,機械,5500.0,5410.0,-0.016363636363636358,0.036169922137509414
2026-08-06,2026-08-07,,4612,4612.T,日本ペイントホールディングス,化学,1269.5,1269.5,0.0,0.036771639881016956
2026-08-06,2026-08-07,,8343,8343.T,秋田銀行,銀行業,8110.0,8030.0,-0.009864364981504337,0.03640891100426217
2026-08-07,2026-08-10,,8136,8136.T,サンリオ,卸売業,1380.0,1191.0,-0.13695652173913042,0.03192321438940947
2026-08-07,2026-08-10,,6448,6448.T,ブラザー工業,電気機器,4565.0,4684.0,0.026067907995618755,0.03795334375394716
2026-08-07,2026-08-10,,5401,5401.T,日本製鉄,鉄鋼,697.0,690.9000244140625,-0.008751758372937624,0.03666539511352519
2026-08-07,2026-08-10,,4417,4417.T,グローバルセキュリティエキスパート,情報・通信業,4980.0,4545.0,-0.08734939759036142,0.03375813800488522
2026-08-07,2026-08-10,,4911,4911.T,資生堂,化学,3660.0,3479.0,-0.04945355191256828,0.035159871795259215
2026-08-10,2026-08-12,,8136,8136.T,サンリオ,卸売業,1244.5,1191.0,-0.042989152269987896,0.03502131865826568
2026-08-10,2026-08-12,,5975,5975.T,東プレ,金属製品,3290.0,3175.0,-0.03495440729483279,0.03531534600892763
2026-08-10,2026-08-12,,5108,5108.T,ブリヂストン,ゴム製品,4359.0,4229.0,-0.029823353980270695,0.03550311426004835
2026-08-10,2026-08-12,,8022,8022.T,美津濃,その他製品,4335.0,4300.0,-0.008073817762399127,0.036299027326616294
2026-08-10,2026-08-12,,4680,4680.T,ラウンドワン,サービス業,1390.5,1269.5,-0.08701905789284425,0.03341006695827822
