code,name,industry,market,ticker
5344,ＭＡＲＵＷＡ,ガラス・土石製品,プライム,5344.T
5351,品川リフラ,ガラス・土石製品,プライム,5351.T
5355,日本坩堝,ガラス・土石製品,スタンダード,5355.T
5356,美濃窯業,ガラス・土石製品,スタンダード,5356.T
5357,ヨータイ,ガラス・土石製品,プライム,5357.T
5363,東京窯業,ガラス・土石製品,スタンダード,5363.T
5367,ニッカトー,ガラス・土石製品,スタンダード,5367.T
5368,日本インシュレーション,ガラス・土石製品,スタンダード,5368.T
5380,新東,ガラス・土石製品,スタンダード,5380.T
5381,マイポックス,ガラス・土石製品,スタンダード,5381.T
5384,フジミインコーポレーテッド,ガラス・土石製品,プライム,5384.T
5388,クニミネ工業,ガラス・土石製品,スタンダード,5388.T
5391,エーアンドエーマテリアル,ガラス・土石製品,スタンダード,5391.T
5393,ニチアス,ガラス・土石製品,プライム,5393.T
5401,日本製鉄,鉄鋼,プライム,5401.T
5406,神戸製鋼所,鉄鋼,プライム,5406.T
5408,中山製鋼所,鉄鋼,プライム,5408.T
5410,合同製鐵,鉄鋼,プライム,5410.T
5411,ＪＦＥホールディングス,鉄鋼,プライム,5411.T
5423,東京製鐵,鉄鋼,プライム,5423.T
542A,ビタブリッドジャパン,化学,グロース,542A.T
543A,ＡＲＣＨＩＯＮ,輸送用機器,プライム,543A.T
5440,共英製鋼,鉄鋼,プライム,5440.T
5444,大和工業,鉄鋼,プライム,5444.T
5445,東京鐵鋼,鉄鋼,プライム,5445.T
5446,北越メタル,鉄鋼,スタンダード,5446.T
5449,大阪製鐵,鉄鋼,スタンダード,5449.T
544A,ＧＭＳグループ,機械,プライム,544A.T
5451,ヨドコウ,鉄鋼,プライム,5451.T
5458,高砂鐵工,鉄鋼,スタンダード,5458.T
545A,トランヴィア,情報・通信業,プライム,545A.T
5461,中部鋼鈑,鉄鋼,プライム,5461.T
5463,丸一鋼管,鉄鋼,プライム,5463.T
5464,モリ工業,鉄鋼,スタンダード,5464.T
546A,ＭＩＲＡＩＮＩホールディングス,卸売業,プライム,546A.T
5471,大同特殊鋼,鉄鋼,プライム,5471.T
547A,ムニノバホールディングス,その他金融業,プライム,547A.T
5480,日本冶金工業,鉄鋼,プライム,5480.T
5482,愛知製鋼,鉄鋼,プライム,5482.T
5484,東北特殊鋼,鉄鋼,スタンダード,5484.T
548A,システムエグゼ,情報・通信業,スタンダード,548A.T
5491,日本金属,鉄鋼,スタンダード,5491.T
549A,ヒトトヒトホールディングス,サービス業,スタンダード,549A.T
550A,ソフトテックス,情報・通信業,スタンダード,550A.T
5527,ｐｒｏｐｅｒｔｙ　ｔｅｃｈｎｏｌｏｇｉｅｓ,不動産業,グロース,5527.T
5532,リアルゲイト,不動産業,グロース,5532.T
5533,エリッツホールディングス,不動産業,スタンダード,5533.T
5535,ミガロホールディングス,不動産業,プライム,5535.T
5537,ＡｌｂａＬｉｎｋ,不動産業,グロース,5537.T
5541,大平洋金属,鉄鋼,プライム,5541.T
5542,新報国マテリアル,鉄鋼,スタンダード,5542.T
554A,バトンズ,情報・通信業,グロース,554A.T
5563,新日本電工,鉄鋼,プライム,5563.T
556A,犬猫生活,小売業,グロース,556A.T
5570,ジェノバ,情報・通信業,グロース,5570.T
5571,エキサイトホールディングス,情報・通信業,スタンダード,5571.T
5572,Ｒｉｄｇｅ－ｉ,情報・通信業,グロース,5572.T
5574,ＡＢＥＪＡ,情報・通信業,グロース,5574.T
5575,Ｇｌｏｂｅｅ,情報・通信業,グロース,5575.T
5576,オービーシステム,情報・通信業,スタンダード,5576.T
5578,ＡＲアドバンストテクノロジ,情報・通信業,グロース,5578.T
5580,プロディライト,情報・通信業,グロース,5580.T
5582,グリッド,情報・通信業,グロース,5582.T
5586,Ｌａｂｏｒｏ．ＡＩ,情報・通信業,グロース,5586.T
5587,インバウンドプラットフォーム,情報・通信業,グロース,5587.T
5588,ファーストアカウンティング,情報・通信業,グロース,5588.T
5589,オートサーバー,情報・通信業,スタンダード,5589.T
558A,ＳＱＵＥＥＺＥ,サービス業,グロース,558A.T
5590,ネットスターズ,情報・通信業,グロース,5590.T
5591,ＡＶＩＬＥＮ,情報・通信業,グロース,5591.T
5592,くすりの窓口,情報・通信業,グロース,5592.T
5597,ブルーイノベーション,情報・通信業,グロース,5597.T
5599,Ｓ＆Ｊ,情報・通信業,グロース,5599.T
559A,梅乃宿酒造,食料品,スタンダード,559A.T
5602,栗本鐵工所,鉄鋼,プライム,5602.T
5603,虹技,鉄鋼,スタンダード,5603.T
5609,日本鋳造,鉄鋼,スタンダード,5609.T
5612,日本鋳鉄管,鉄鋼,スタンダード,5612.T
5616,雨風太陽,情報・通信業,グロース,5616.T
5618,ナイル,情報・通信業,グロース,5618.T
5619,マーソ,情報・通信業,グロース,5619.T
5621,ヒューマンテクノロジーズ,情報・通信業,グロース,5621.T
5631,日本製鋼所,機械,プライム,5631.T
5632,三菱製鋼,鉄鋼,プライム,5632.T
5644,メタルアート,鉄鋼,スタンダード,5644.T
5658,日亜鋼業,鉄鋼,スタンダード,5658.T
5659,日本精線,鉄鋼,プライム,5659.T
5660,神鋼鋼線工業,鉄鋼,スタンダード,5660.T
5695,パウダーテック,鉄鋼,スタンダード,5695.T
5697,サンユウ,鉄鋼,スタンダード,5697.T
5698,エンビプロ・ホールディングス,鉄鋼,スタンダード,5698.T
5699,イボキン,鉄鋼,スタンダード,5699.T
5702,大紀アルミニウム工業所,非鉄金属,プライム,5702.T
5703,日本軽金属ホールディングス,非鉄金属,プライム,5703.T
5704,ＪＭＣ,非鉄金属,グロース,5704.T
5706,三井金属,非鉄金属,プライム,5706.T
5707,東邦亜鉛,非鉄金属,プライム,5707.T
5711,三菱マテリアル,非鉄金属,プライム,5711.T
5713,住友金属鉱山,非鉄金属,プライム,5713.T
5714,ＤＯＷＡホールディングス,非鉄金属,プライム,5714.T
5715,古河機械金属,非鉄金属,プライム,5715.T
5721,エスクリプトエナジー,非鉄金属,スタンダード,5721.T
5724,アサカ理研,非鉄金属,スタンダード,5724.T
5726,大阪チタニウムテクノロジーズ,非鉄金属,プライム,5726.T
5729,日本精鉱,非鉄金属,スタンダード,5729.T
5741,ＵＡＣＪ,非鉄金属,プライム,5741.T
5742,エヌアイシ・オートテック,非鉄金属,スタンダード,5742.T
5753,日本伸銅,非鉄金属,スタンダード,5753.T
5757,ＣＫサンエツ,非鉄金属,プライム,5757.T
5801,古河電気工業,非鉄金属,プライム,5801.T
5802,住友電気工業,非鉄金属,プライム,5802.T
5803,フジクラ,非鉄金属,プライム,5803.T
5805,ＳＷＣＣ,非鉄金属,プライム,5805.T
5816,オーナンバ,非鉄金属,スタンダード,5816.T
5817,ＪＭＡＣＳ,非鉄金属,スタンダード,5817.T
5819,カナレ電気,非鉄金属,スタンダード,5819.T
5820,三ッ星,非鉄金属,スタンダード,5820.T
5821,平河ヒューテック,非鉄金属,プライム,5821.T
5830,いよぎんホールディングス,銀行業,プライム,5830.T
5831,しずおかフィナンシャルグループ,銀行業,プライム,5831.T
5832,ちゅうぎんフィナンシャルグループ,銀行業,プライム,5832.T
5834,ＳＢＩリーシングサービス,証券、商品先物取引業,グロース,5834.T
5838,楽天銀行,銀行業,プライム,5838.T
5842,インテグラル,証券、商品先物取引業,グロース,5842.T
5843,ニッポンインシュア,その他金融業,スタンダード,5843.T
5844,京都フィナンシャルグループ,銀行業,プライム,5844.T
5845,全保連,その他金融業,スタンダード,5845.T
5851,リョービ,非鉄金属,プライム,5851.T
5852,アーレスティ,非鉄金属,プライム,5852.T
5856,エルアイイーエイチ,小売業,スタンダード,5856.T
5857,ＡＲＥホールディングス,非鉄金属,プライム,5857.T
5858,ＳＴＧ,非鉄金属,グロース,5858.T
5867,エスネットワークス,サービス業,グロース,5867.T
5868,ロココ,サービス業,スタンダード,5868.T
5869,早稲田学習研究会,サービス業,スタンダード,5869.T
5870,ナルネットコミュニケーションズ,サービス業,グロース,5870.T
5871,ＳＯＬＩＺＥ　Ｈｏｌｄｉｎｇｓ,サービス業,スタンダード,5871.T
5884,クラダシ,小売業,グロース,5884.T
5885,ジーデップ・アドバンス,卸売業,スタンダード,5885.T
5888,ＤＡＩＷＡ　ＣＹＣＬＥ,小売業,グロース,5888.T
5889,Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈｏｌｄｉｎｇｓ,小売業,プライム,5889.T
5891,魁力屋,小売業,スタンダード,5891.T
5892,ｙｕｔｏｒｉ,小売業,グロース,5892.T
5900,ダイケン,金属製品,スタンダード,5900.T
5901,東洋製罐グループホールディングス,金属製品,プライム,5901.T
5902,ホッカンホールディングス,金属製品,プライム,5902.T
5903,シンポ,金属製品,スタンダード,5903.T
5905,日本製罐,金属製品,スタンダード,5905.T
5906,エムケー精工,金属製品,スタンダード,5906.T
5909,コロナ,金属製品,スタンダード,5909.T
5911,横河ブリッジホールディングス,金属製品,プライム,5911.T
5915,駒井ハルテック,金属製品,スタンダード,5915.T
5918,瀧上工業,金属製品,スタンダード,5918.T
5921,川岸工業,金属製品,スタンダード,5921.T
5922,那須電機鉄工,金属製品,スタンダード,5922.T
5923,高田機工,金属製品,スタンダード,5923.T
5928,アルメタックス,金属製品,スタンダード,5928.T
5929,三和ホールディングス,金属製品,プライム,5929.T
5930,文化シヤッター,金属製品,プライム,5930.T
5932,三協立山,金属製品,プライム,5932.T
5933,アルインコ,金属製品,プライム,5933.T
5936,東洋シヤッター,金属製品,スタンダード,5936.T
5938,ＬＩＸＩＬ,金属製品,プライム,5938.T
5939,大谷工業,金属製品,スタンダード,5939.T
5940,不二サッシ,金属製品,スタンダード,5940.T
5941,中西製作所,金属製品,スタンダード,5941.T
5942,日本フイルコン,金属製品,スタンダード,5942.T
5943,ノーリツ,金属製品,プライム,5943.T
5945,天龍製鋸,金属製品,スタンダード,5945.T
5946,長府製作所,金属製品,プライム,5946.T
5947,リンナイ,金属製品,プライム,5947.T
5949,ユニプレス,輸送用機器,プライム,5949.T
5950,日本パワーファスニング,金属製品,スタンダード,5950.T
5951,ダイニチ工業,金属製品,スタンダード,5951.T
5952,アマテイ,金属製品,スタンダード,5952.T
5955,ワイズホールディングス,金属製品,スタンダード,5955.T
5956,トーソー,金属製品,スタンダード,5956.T
5957,日東精工,金属製品,プライム,5957.T
5958,三洋工業,金属製品,スタンダード,5958.T
5959,岡部,金属製品,プライム,5959.T
5962,浅香工業,その他製品,スタンダード,5962.T
5965,フジマック,金属製品,スタンダード,5965.T
5966,京都機械工具,金属製品,スタンダード,5966.T
5967,ＴＯＮＥ,金属製品,スタンダード,5967.T
5969,ロブテックス,金属製品,スタンダード,5969.T
5970,ジーテクト,金属製品,プライム,5970.T
5971,共和工業所,金属製品,スタンダード,5971.T
5973,トーアミ,金属製品,スタンダード,5973.T
5974,中国工業,金属製品,スタンダード,5974.T
5975,東プレ,金属製品,プライム,5975.T
5976,高周波熱錬,金属製品,プライム,5976.T
5981,東京製綱,金属製品,プライム,5981.T
5982,マルゼン,金属製品,スタンダード,5982.T
5983,イワブチ,金属製品,スタンダード,5983.T
5984,兼房,金属製品,スタンダード,5984.T
5985,サンコール,金属製品,スタンダード,5985.T
5986,モリテック　スチール,金属製品,スタンダード,5986.T
5987,オーネックス,金属製品,スタンダード,5987.T
5988,パイオラックス,金属製品,プライム,5988.T
5989,エイチワン,金属製品,プライム,5989.T
5990,スーパーツール,金属製品,スタンダード,5990.T
5991,日本発條,金属製品,プライム,5991.T
5992,中央発條,金属製品,スタンダード,5992.T
5994,ファインシンター,金属製品,スタンダード,5994.T
5997,協立エアテック,金属製品,スタンダード,5997.T
5998,アドバネクス,金属製品,スタンダード,5998.T
6005,三浦工業,機械,プライム,6005.T
6013,タクマ,機械,プライム,6013.T
6016,ジャパンエンジンコーポレーション,輸送用機器,スタンダード,6016.T
6018,阪神内燃機工業,輸送用機器,スタンダード,6018.T
6022,赤阪鐵工所,機械,スタンダード,6022.T
6023,ダイハツインフィニアース,輸送用機器,スタンダード,6023.T
6027,弁護士ドットコム,サービス業,プライム,6027.T
6029,アトラグループ,サービス業,スタンダード,6029.T
6030,アドベンチャー,サービス業,グロース,6030.T
6031,ＺＥＴＡ,サービス業,グロース,6031.T
6033,エクストリーム,サービス業,グロース,6033.T
6034,ＭＲＴ,サービス業,グロース,6034.T
6035,アイ・アールジャパンホールディングス,サービス業,スタンダード,6035.T
6036,ＫｅｅＰｅｒ技研,サービス業,プライム,6036.T
6037,楽待,サービス業,スタンダード,6037.T
6038,イード,サービス業,グロース,6038.T
6039,日本動物高度医療センター,サービス業,グロース,6039.T
6040,日本スキー場開発,サービス業,グロース,6040.T
6042,ニッキ,輸送用機器,スタンダード,6042.T
6044,三機サービス,サービス業,スタンダード,6044.T
6045,レントラックス,サービス業,グロース,6045.T
6046,リンクバル,サービス業,スタンダード,6046.T
6047,Ｇｕｎｏｓｙ,サービス業,スタンダード,6047.T
6049,イトクロ,サービス業,グロース,6049.T
6050,イー・ガーディアン,サービス業,プライム,6050.T
6054,リブセンス,サービス業,スタンダード,6054.T
6055,ジャパンマテリアル,サービス業,プライム,6055.T
6058,ベクトル,サービス業,プライム,6058.T
6059,ウチヤマホールディングス,サービス業,スタンダード,6059.T
6061,ユニバーサル園芸社,サービス業,スタンダード,6061.T
6062,チャーム・ケア・コーポレーション,サービス業,プライム,6062.T
6063,日本エマージェンシーアシスタンス,サービス業,スタンダード,6063.T
6069,トレンダーズ,サービス業,グロース,6069.T
6070,キャリアリンク,サービス業,プライム,6070.T
6071,ＩＢＪ,サービス業,プライム,6071.T
6072,地盤ネットホールディングス,サービス業,スタンダード,6072.T
6073,アサンテ,サービス業,プライム,6073.T
6074,ジェイエスエス,サービス業,スタンダード,6074.T
6078,バリューＨＲ,サービス業,プライム,6078.T
6080,Ｍ＆Ａキャピタルパートナーズ,サービス業,プライム,6080.T
6081,アライドアーキテクツ,サービス業,グロース,6081.T
6082,ライドオンエクスプレスホールディングス,サービス業,スタンダード,6082.T
6083,ＥＲＩホールディングス,サービス業,スタンダード,6083.T
6085,アーキテクツ・スタジオ・ジャパン,サービス業,グロース,6085.T
6086,シンメンテホールディングス,サービス業,グロース,6086.T
6087,アビスト,サービス業,スタンダード,6087.T
6088,シグマクシス・ホールディングス,サービス業,プライム,6088.T
6089,ウィルグループ,サービス業,プライム,6089.T
6090,ヒューマン・メタボローム・テクノロジーズ,サービス業,スタンダード,6090.T
6091,ウエスコホールディングス,サービス業,スタンダード,6091.T
6092,エンバイオ・ホールディングス,サービス業,スタンダード,6092.T
6093,エスクロー・エージェント・ジャパン,サービス業,スタンダード,6093.T
6094,フリークアウト・ホールディングス,サービス業,グロース,6094.T
6096,レアジョブ,サービス業,スタンダード,6096.T
6098,リクルートホールディングス,サービス業,プライム,6098.T
6099,エラン,サービス業,プライム,6099.T
6101,ツガミ,機械,プライム,6101.T
6103,オークマ,機械,プライム,6103.T
6104,芝浦機械,機械,プライム,6104.T
6113,アマダ,機械,プライム,6113.T
6118,アイダエンジニアリング,機械,プライム,6118.T
6125,岡本工作機械製作所,機械,スタンダード,6125.T
6134,ＦＵＪＩ,機械,プライム,6134.T
6135,牧野フライス製作所,機械,プライム,6135.T
6136,オーエスジー,機械,プライム,6136.T
6137,小池酸素工業,機械,スタンダード,6137.T
6138,ダイジェット工業,機械,スタンダード,6138.T
6140,旭ダイヤモンド工業,機械,プライム,6140.T
6141,ＤＭＧ森精機,機械,プライム,6141.T
6143,ソディック,機械,プライム,6143.T
6144,西部電機,機械,スタンダード,6144.T
6145,ＮＩＴＴＯＫＵ,機械,スタンダード,6145.T
6146,ディスコ,機械,プライム,6146.T
6147,ヤマザキ,機械,スタンダード,6147.T
6149,小田原エンジニアリング,機械,スタンダード,6149.T
6150,タケダ機械,機械,スタンダード,6150.T
6151,日東工器,機械,プライム,6151.T
6155,高松機械工業,機械,スタンダード,6155.T
6156,エーワン精密,機械,スタンダード,6156.T
6157,日進工具,機械,スタンダード,6157.T
6158,和井田製作所,機械,スタンダード,6158.T
6159,ミクロン精密,機械,スタンダード,6159.T
6161,エスティック,機械,スタンダード,6161.T
6165,パンチ工業,機械,スタンダード,6165.T
6166,中村超硬,機械,グロース,6166.T
6167,冨士ダイス,機械,プライム,6167.T
6171,土木管理総合試験所,サービス業,スタンダード,6171.T
6173,アクアライン,サービス業,グロース,6173.T
6176,ブランジスタ,サービス業,スタンダード,6176.T
6177,ＡｐｐＢａｎｋ,サービス業,グロース,6177.T
6178,日本郵政,サービス業,プライム,6178.T
6180,ＧＭＯメディア,サービス業,グロース,6180.T
6181,タメニー,サービス業,グロース,6181.T
6182,メタリアル,サービス業,グロース,6182.T
6183,ベルシステム２４ホールディングス,サービス業,プライム,6183.T
6184,鎌倉新書,サービス業,プライム,6184.T
6185,ＳＭＮ,サービス業,スタンダード,6185.T
6186,一蔵,サービス業,スタンダード,6186.T
6189,グローバルキッズＣＯＭＰＡＮＹ,サービス業,スタンダード,6189.T
6190,フェニックスバイオ,サービス業,グロース,6190.T
6191,エアトリ,サービス業,プライム,6191.T
6193,バーチャレクス・ホールディングス,サービス業,グロース,6193.T
6194,アトラエ,サービス業,プライム,6194.T
6195,ホープ,サービス業,グロース,6195.T
6196,ストライクグループ,サービス業,プライム,6196.T
6197,ソラスト,サービス業,プライム,6197.T
6198,キャリア,サービス業,グロース,6198.T
6199,セラク,情報・通信業,スタンダード,6199.T
6200,インソース,サービス業,プライム,6200.T
6201,豊田自動織機,輸送用機器,プライム,6201.T
6203,豊和工業,機械,スタンダード,6203.T
6208,石川製作所,機械,スタンダード,6208.T
6209,リケンＮＰＲ,機械,プライム,6209.T
6217,津田駒工業,機械,スタンダード,6217.T
6218,エンシュウ,機械,スタンダード,6218.T
6222,島精機製作所,機械,プライム,6222.T
6223,西部技研,機械,スタンダード,6223.T
6224,ＪＲＣ,機械,グロース,6224.T
6226,守谷輸送機工業,機械,スタンダード,6226.T
6227,ＡＩメカテック,機械,スタンダード,6227.T
6228,ジェイ・イー・ティ,機械,スタンダード,6228.T
6229,オーケーエム,機械,スタンダード,6229.T
6230,ＳＡＮＥＩ,機械,スタンダード,6230.T
6231,木村工機,機械,スタンダード,6231.T
6232,ＡＣＳＬ,機械,グロース,6232.T
6233,ＫＬＡＳＳ,機械,スタンダード,6233.T
6235,オプトラン,機械,プライム,6235.T
6237,イワキポンプ,機械,プライム,6237.T
6238,フリュー,機械,プライム,6238.T
6239,ナガオカ,機械,スタンダード,6239.T
6240,ヤマシンフィルタ,機械,プライム,6240.T
6245,ヒラノテクシード,機械,スタンダード,6245.T
6246,テクノスマート,機械,スタンダード,6246.T
6247,日阪製作所,機械,プライム,6247.T
6248,横田製作所,機械,スタンダード,6248.T
6249,ゲームカードホールディングス,機械,スタンダード,6249.T
6250,やまびこ,機械,プライム,6250.T
6254,野村マイクロ・サイエンス,機械,プライム,6254.T
6255,エヌ・ピー・シー,機械,グロース,6255.T
6257,藤商事,機械,スタンダード,6257.T
6258,平田機工,機械,プライム,6258.T
6262,ＰＥＧＡＳＵＳ,機械,スタンダード,6262.T
6264,マルマエ,機械,プライム,6264.T
6265,コンバム,機械,スタンダード,6265.T
6266,タツモ,機械,プライム,6266.T
6267,ゼネラルパッカー,機械,スタンダード,6267.T
6268,ナブテスコ,機械,プライム,6268.T
6269,三井海洋開発,機械,プライム,6269.T
6272,レオン自動機,機械,プライム,6272.T
6273,ＳＭＣ,機械,プライム,6273.T
6276,シリウスビジョン,電気機器,スタンダード,6276.T
6277,ホソカワミクロン,機械,プライム,6277.T
6278,ユニオンツール,機械,プライム,6278.T
6279,瑞光,機械,プライム,6279.T
6282,オイレス工業,機械,プライム,6282.T
6284,日精エー・エス・ビー機械,機械,プライム,6284.T
6286,靜甲,機械,スタンダード,6286.T
6287,サトー,機械,プライム,6287.T
6289,技研製作所,機械,プライム,6289.T
6291,日本エアーテック,機械,スタンダード,6291.T
6292,カワタ,機械,スタンダード,6292.T
6294,オカダアイヨン,機械,プライム,6294.T
6298,ワイエイシイホールディングス,機械,プライム,6298.T
6301,小松製作所,機械,プライム,6301.T
6302,住友重機械工業,機械,プライム,6302.T
6305,日立建機,機械,プライム,6305.T
6306,日工,機械,プライム,6306.T
6307,サンセイ,機械,スタンダード,6307.T
6309,巴工業,機械,プライム,6309.T
6310,井関農機,機械,プライム,6310.T
6315,ＴＯＷＡ,機械,プライム,6315.T
6316,丸山製作所,機械,スタンダード,6316.T
6317,北川鉄工所,機械,スタンダード,6317.T
6322,タクミナ,機械,スタンダード,6322.T
6323,ローツェ,機械,プライム,6323.T
6324,ハーモニック・ドライブ・システムズ,機械,プライム,6324.T
6325,タカキタ,機械,スタンダード,6325.T
6326,クボタ,機械,プライム,6326.T
6327,北川精機,機械,スタンダード,6327.T
6328,荏原実業,機械,プライム,6328.T
6330,東洋エンジニアリング,建設業,プライム,6330.T
6331,三菱化工機,機械,プライム,6331.T
6332,月島ホールディングス,機械,プライム,6332.T
6333,ＴＥＩＫＯＫＵ,機械,プライム,6333.T
6334,明治機械,機械,スタンダード,6334.T
6335,東京機械製作所,機械,スタンダード,6335.T
6336,石井表記,機械,スタンダード,6336.T
6337,テセック,機械,スタンダード,6337.T
6338,タカトリ,機械,スタンダード,6338.T
6339,新東工業,機械,プライム,6339.T
6340,澁谷工業,機械,プライム,6340.T
6342,太平製作所,機械,スタンダード,6342.T
6343,フリージア・マクロス,機械,スタンダード,6343.T
6345,アイチ　コーポレーション,機械,プライム,6345.T
6346,キクカワエンタープライズ,機械,スタンダード,6346.T
6347,プラコー,機械,スタンダード,6347.T
6349,小森コーポレーション,機械,プライム,6349.T
6351,鶴見製作所,機械,プライム,6351.T
6356,日本ギア工業,機械,スタンダード,6356.T
6357,三精テクノロジーズ,機械,スタンダード,6357.T
6358,酒井重工業,機械,プライム,6358.T
6360,東京自働機械製作所,機械,スタンダード,6360.T
6361,荏原製作所,機械,プライム,6361.T
6363,酉島製作所,機械,プライム,6363.T
6364,ＡＩＲＭＡＮ,機械,プライム,6364.T
6365,電業社機械製作所,機械,スタンダード,6365.T
6366,千代田化工建設,建設業,スタンダード,6366.T
6367,ダイキン工業,機械,プライム,6367.T
6368,オルガノ,機械,プライム,6368.T
6369,トーヨーカネツ,機械,プライム,6369.T
6370,栗田工業,機械,プライム,6370.T
6371,椿本チエイン,機械,プライム,6371.T
6376,日機装,精密機器,プライム,6376.T
6378,木村化工機,機械,スタンダード,6378.T
6379,レイズネクスト,建設業,プライム,6379.T
6380,オリエンタルチエン工業,機械,スタンダード,6380.T
6381,アネスト岩田,機械,プライム,6381.T
6382,トリニティ工業,機械,スタンダード,6382.T
6383,ダイフク,機械,プライム,6383.T
6384,昭和真空,機械,スタンダード,6384.T
6387,サムコ,機械,プライム,6387.T
6390,加藤製作所,機械,プライム,6390.T
6391,加地テック,機械,スタンダード,6391.T
6392,ヤマダコーポレーション,機械,スタンダード,6392.T
6393,油研工業,機械,スタンダード,6393.T
6395,タダノ,機械,プライム,6395.T
6396,宇野澤組鐵工所,機械,スタンダード,6396.T
6400,不二精機,機械,スタンダード,6400.T
6402,兼松エンジニアリング,機械,スタンダード,6402.T
6403,水道機工,機械,スタンダード,6403.T
6405,鈴茂器工,機械,スタンダード,6405.T
6407,ＣＫＤ,機械,プライム,6407.T
6408,小倉クラッチ,機械,スタンダード,6408.T
6412,平和,機械,プライム,6412.T
6413,理想科学工業,機械,プライム,6413.T
6417,ＳＡＮＫＹＯ,機械,プライム,6417.T
6418,日本金銭機械,機械,プライム,6418.T
6419,マースグループホールディングス,機械,プライム,6419.T
6420,ガリレイ,機械,プライム,6420.T
6424,高見沢サイバネティックス,機械,スタンダード,6424.T
6425,ユニバーサルエンターテインメント,機械,スタンダード,6425.T
6428,オーイズミ,機械,スタンダード,6428.T
6430,ダイコク電機,機械,プライム,6430.T
6432,竹内製作所,機械,プライム,6432.T
6433,ヒーハイスト,機械,スタンダード,6433.T
6436,アマノ,機械,プライム,6436.T
6440,ＪＵＫＩ,機械,プライム,6440.T
6444,サンデン,機械,スタンダード,6444.T
6445,ジャノメ,機械,プライム,6445.T
6448,ブラザー工業,電気機器,プライム,6448.T
6454,マックス,機械,プライム,6454.T
6455,モリタホールディングス,輸送用機器,プライム,6455.T
6457,グローリー,機械,プライム,6457.T
6458,新晃工業,機械,プライム,6458.T
6459,大和冷機工業,機械,プライム,6459.T
6460,セガサミーホールディングス,機械,プライム,6460.T
6463,ＴＰＲ,機械,プライム,6463.T
6464,ツバキ・ナカシマ,機械,プライム,6464.T
6465,ホシザキ,機械,プライム,6465.T
6466,ＴＶＥ,機械,スタンダード,6466.T
6467,ニチダイ,機械,スタンダード,6467.T
6469,放電精密加工研究所,機械,スタンダード,6469.T
6470,大豊工業,機械,スタンダード,6470.T
6471,日本精工,機械,プライム,6471.T
6472,ＮＴＮ,機械,プライム,6472.T
6473,ジェイテクト,機械,プライム,6473.T
6474,不二越,機械,プライム,6474.T
6479,ミネベアミツミ,電気機器,プライム,6479.T
6480,日本トムソン,機械,プライム,6480.T
6481,ＴＨＫ,機械,プライム,6481.T
6482,ＹＵＳＨＩＮ,機械,スタンダード,6482.T
6484,ＫＶＫ,機械,スタンダード,6484.T
6485,前澤給装工業,機械,スタンダード,6485.T
6486,イーグル工業,機械,プライム,6486.T
6488,ヨシタケ,機械,スタンダード,6488.T
6490,ＰＩＬＬＡＲ,機械,プライム,6490.T
6492,岡野バルブ製造,機械,スタンダード,6492.T
6493,ＮＩＴＴＡＮ,輸送用機器,スタンダード,6493.T
6494,ＮＦＫホールディングス,機械,スタンダード,6494.T
6495,宮入バルブ製作所,機械,スタンダード,6495.T
6496,中北製作所,機械,スタンダード,6496.T
6497,ハマイ,機械,スタンダード,6497.T
6498,キッツ,機械,プライム,6498.T
6501,日立製作所,電気機器,プライム,6501.T
6503,三菱電機,電気機器,プライム,6503.T
6504,富士電機,電気機器,プライム,6504.T
6505,東洋電機製造,電気機器,スタンダード,6505.T
6506,安川電機,電気機器,プライム,6506.T
6507,シンフォニアテクノロジー,電気機器,プライム,6507.T
6508,明電舎,電気機器,プライム,6508.T
6513,オリジン,電気機器,スタンダード,6513.T
6516,山洋電気,電気機器,プライム,6516.T
6517,デンヨー,電気機器,プライム,6517.T
6518,三相電機,電気機器,スタンダード,6518.T
6521,オキサイド,電気機器,グロース,6521.T
6522,アスタリスク,電気機器,グロース,6522.T
6523,ＰＨＣホールディングス,電気機器,プライム,6523.T
6524,湖北工業,電気機器,スタンダード,6524.T
6525,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,電気機器,プライム,6525.T
6526,ソシオネクスト,電気機器,プライム,6526.T
6532,ベイカレント,サービス業,プライム,6532.T
6533,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,サービス業,プライム,6533.T
6535,アイモバイル,サービス業,プライム,6535.T
6537,ＷＡＳＨハウス,サービス業,グロース,6537.T
6538,ディスラプターズ,サービス業,スタンダード,6538.T
6539,ＭＳ－Ｊａｐａｎ,サービス業,プライム,6539.T
6540,船場,サービス業,スタンダード,6540.T
6543,日宣,サービス業,スタンダード,6543.T
6544,ジャパンエレベーターサービスホールディングス,サービス業,プライム,6544.T
6545,インターネットインフィニティー,サービス業,グロース,6545.T
6546,フルテック,サービス業,スタンダード,6546.T
6547,グリーンズ,サービス業,スタンダード,6547.T
6548,旅工房,サービス業,グロース,6548.T
6549,ディーエムソリューションズ,サービス業,スタンダード,6549.T
6551,ツナググループ・ホールディングス,サービス業,スタンダード,6551.T
6552,ＧａｍｅＷｉｔｈ,サービス業,スタンダード,6552.T
6554,エスユーエス,サービス業,グロース,6554.T
6555,ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,サービス業,スタンダード,6555.T
