code,name,industry,market,ticker
3649,ファインデックス,情報・通信業,プライム,3649.T
3652,ディジタルメディアプロフェッショナル,情報・通信業,グロース,3652.T
3653,モルフォ,情報・通信業,グロース,3653.T
3656,ＫＬａｂ,情報・通信業,プライム,3656.T
3657,ポールトゥウィンホールディングス,情報・通信業,プライム,3657.T
3659,ネクソン,情報・通信業,プライム,3659.T
365A,伊澤タオル,繊維製品,スタンダード,365A.T
3660,アイスタイル,情報・通信業,プライム,3660.T
3661,エムアップホールディングス,情報・通信業,プライム,3661.T
3662,エイチームホールディングス,情報・通信業,プライム,3662.T
3663,セルシス,情報・通信業,プライム,3663.T
3664,ＷＩＺＥ,情報・通信業,グロース,3664.T
3665,エニグモ,情報・通信業,プライム,3665.T
3667,ｅｎｉｓｈ,情報・通信業,スタンダード,3667.T
3668,コロプラ,情報・通信業,プライム,3668.T
366A,ウェルネス・コミュニケーションズ,サービス業,グロース,366A.T
3670,協立情報通信,情報・通信業,スタンダード,3670.T
3671,ソフトマックス,情報・通信業,スタンダード,3671.T
3672,オルトプラス,情報・通信業,スタンダード,3672.T
3673,ブロードリーフ,情報・通信業,プライム,3673.T
3674,オークファン,情報・通信業,グロース,3674.T
3675,クロス・マーケティンググループ,情報・通信業,スタンダード,3675.T
3676,デジタルハーツホールディングス,情報・通信業,プライム,3676.T
3678,メディアドゥ,情報・通信業,プライム,3678.T
3679,じげん,情報・通信業,プライム,3679.T
367A,プリモグローバルホールディングス,小売業,スタンダード,367A.T
3680,ホットリンク,情報・通信業,グロース,3680.T
3681,ブイキューブ,情報・通信業,プライム,3681.T
3682,エンカレッジ・テクノロジ,情報・通信業,スタンダード,3682.T
3683,サイバーリンクス,情報・通信業,スタンダード,3683.T
3686,ディー・エル・イー,情報・通信業,スタンダード,3686.T
3687,フィックスターズ,情報・通信業,プライム,3687.T
368A,北里コーポレーション,精密機器,プライム,368A.T
3690,イルグルム,情報・通信業,スタンダード,3690.T
3691,デジタルプラス,情報・通信業,グロース,3691.T
3692,ＦＦＲＩセキュリティ,情報・通信業,グロース,3692.T
3694,オプティム,情報・通信業,プライム,3694.T
3695,ＧＭＯプロダクトプラットフォーム,情報・通信業,グロース,3695.T
3696,セレス,情報・通信業,プライム,3696.T
3697,ＳＨＩＦＴ,情報・通信業,プライム,3697.T
3698,ＣＲＩ・ミドルウェア,情報・通信業,スタンダード,3698.T
369A,エータイ,サービス業,グロース,369A.T
3708,特種東海製紙,パルプ・紙,プライム,3708.T
3710,ジョルダン,情報・通信業,スタンダード,3710.T
3712,情報企画,情報・通信業,スタンダード,3712.T
3719,ＡＩストーム,情報・通信業,スタンダード,3719.T
3723,日本ファルコム,情報・通信業,グロース,3723.T
3726,フォーシーズＨＤ,小売業,スタンダード,3726.T
3727,アプリックス,情報・通信業,グロース,3727.T
372A,レント,サービス業,スタンダード,372A.T
3733,ソフトウェア・サービス,情報・通信業,スタンダード,3733.T
373A,リップス,化学,グロース,373A.T
3741,セック,情報・通信業,プライム,3741.T
3744,サイオス,情報・通信業,スタンダード,3744.T
3747,インタートレード,情報・通信業,スタンダード,3747.T
3750,ＡＤＲ１２０Ｓ,情報・通信業,スタンダード,3750.T
3753,フライトソリューションズ,情報・通信業,スタンダード,3753.T
3758,アエリア,情報・通信業,スタンダード,3758.T
3760,ケイブ,情報・通信業,スタンダード,3760.T
3762,テクマトリックス,情報・通信業,プライム,3762.T
3763,プロシップ,情報・通信業,プライム,3763.T
3765,ガンホー・オンライン・エンターテイメント,情報・通信業,プライム,3765.T
3766,システムズ・デザイン,情報・通信業,スタンダード,3766.T
3768,リスクモンスター,情報・通信業,スタンダード,3768.T
3769,ＧＭＯペイメントゲートウェイ,情報・通信業,プライム,3769.T
3771,システムリサーチ,情報・通信業,プライム,3771.T
3772,ウェルス・マネジメント,不動産業,スタンダード,3772.T
3773,アドバンスト・メディア,情報・通信業,グロース,3773.T
3774,インターネットイニシアティブ,情報・通信業,プライム,3774.T
3776,ブロードバンドタワー,情報・通信業,スタンダード,3776.T
3777,環境フレンドリーホールディングス,情報・通信業,グロース,3777.T
3778,さくらインターネット,情報・通信業,プライム,3778.T
3779,ジェイ・エスコムホールディングス,情報・通信業,スタンダード,3779.T
3787,テクノマセマティカル,情報・通信業,スタンダード,3787.T
3788,ＧＭＯグローバルサイン・ホールディングス,情報・通信業,プライム,3788.T
378A,ヒット,サービス業,グロース,378A.T
3791,ＩＧポート,情報・通信業,スタンダード,3791.T
3793,ドリコム,情報・通信業,グロース,3793.T
3796,いい生活,情報・通信業,スタンダード,3796.T
3798,ＵＬＳグループ,情報・通信業,スタンダード,3798.T
3799,キーウェアソリューションズ,情報・通信業,スタンダード,3799.T
3800,ユニリタ,情報・通信業,スタンダード,3800.T
3802,エコミック,情報・通信業,スタンダード,3802.T
3803,イメージ情報開発,情報・通信業,グロース,3803.T
3804,システム　ディ,情報・通信業,スタンダード,3804.T
3807,フィスコ,情報・通信業,グロース,3807.T
3810,サイバーステップホールディングス,情報・通信業,スタンダード,3810.T
3815,メディア工房,情報・通信業,グロース,3815.T
3816,大和コンピューター,情報・通信業,スタンダード,3816.T
3817,ＳＲＡホールディングス,情報・通信業,プライム,3817.T
3823,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ,情報・通信業,スタンダード,3823.T
3825,リミックスポイント,小売業,スタンダード,3825.T
3826,システムインテグレータ,情報・通信業,スタンダード,3826.T
3834,朝日ネット,情報・通信業,プライム,3834.T
3835,ｅＢＡＳＥ,情報・通信業,プライム,3835.T
3836,アバントグループ,情報・通信業,プライム,3836.T
3837,アドソル日進,情報・通信業,プライム,3837.T
3839,ＯＤＫソリューションズ,情報・通信業,スタンダード,3839.T
3840,パス,情報・通信業,スタンダード,3840.T
3841,ジーダット,情報・通信業,スタンダード,3841.T
3842,ネクストジェン,情報・通信業,スタンダード,3842.T
3843,フリービット,情報・通信業,プライム,3843.T
3844,コムチュア,情報・通信業,プライム,3844.T
3845,アイフリークモバイル,情報・通信業,スタンダード,3845.T
3848,データ・アプリケーション,情報・通信業,スタンダード,3848.T
3850,エヌ・ティ・ティ・データ・イントラマート,情報・通信業,スタンダード,3850.T
3851,日本一ソフトウェア,情報・通信業,スタンダード,3851.T
3853,アステリア,情報・通信業,プライム,3853.T
3854,アイル,情報・通信業,プライム,3854.T
3856,Ａｂａｌａｎｃｅ,電気機器,スタンダード,3856.T
3858,ユビキタスＡＩ,情報・通信業,スタンダード,3858.T
3861,王子ホールディングス,パルプ・紙,プライム,3861.T
3863,日本製紙,パルプ・紙,プライム,3863.T
3864,三菱製紙,パルプ・紙,プライム,3864.T
3865,北越コーポレーション,パルプ・紙,プライム,3865.T
386A,みのや,小売業,スタンダード,386A.T
3877,中越パルプ工業,パルプ・紙,プライム,3877.T
3878,巴川コーポレーション,化学,スタンダード,3878.T
387A,フラー,情報・通信業,グロース,387A.T
3880,大王製紙,パルプ・紙,プライム,3880.T
3891,ニッポン高度紙工業,パルプ・紙,スタンダード,3891.T
3892,岡山製紙,パルプ・紙,スタンダード,3892.T
3895,ハビックス,パルプ・紙,スタンダード,3895.T
3896,阿波製紙,パルプ・紙,スタンダード,3896.T
3900,クラウドワークス,情報・通信業,グロース,3900.T
3901,マークラインズ,情報・通信業,プライム,3901.T
3903,ｇｕｍｉ,情報・通信業,プライム,3903.T
3904,カヤック,情報・通信業,グロース,3904.T
3905,データセクション,情報・通信業,グロース,3905.T
3907,シリコンスタジオ,情報・通信業,スタンダード,3907.T
3908,コラボス,情報・通信業,スタンダード,3908.T
3909,ショーケース,情報・通信業,スタンダード,3909.T
3910,エムケイシステム,情報・通信業,スタンダード,3910.T
3911,Ａｉｍｉｎｇ,情報・通信業,グロース,3911.T
3912,モバイルファクトリー,情報・通信業,スタンダード,3912.T
3913,ＧｒｅｅｎＢｅｅ,情報・通信業,スタンダード,3913.T
3914,ＪＩＧ－ＳＡＷ,情報・通信業,グロース,3914.T
3915,テラスカイ,情報・通信業,プライム,3915.T
3916,デジタル・インフォメーション・テクノロジー,情報・通信業,プライム,3916.T
3917,アイリッジ,情報・通信業,グロース,3917.T
3918,ＰＣＩホールディングス,情報・通信業,スタンダード,3918.T
3920,アイビーシー,情報・通信業,スタンダード,3920.T
3921,ネオジャパン,情報・通信業,プライム,3921.T
3922,ＰＲ　ＴＩＭＥＳ,情報・通信業,プライム,3922.T
3923,ラクス,情報・通信業,プライム,3923.T
3925,ダブルスタンダード,情報・通信業,プライム,3925.T
3926,オープンドア,情報・通信業,スタンダード,3926.T
3927,フーバーブレイン,情報・通信業,スタンダード,3927.T
3928,マイネット,情報・通信業,スタンダード,3928.T
3929,ソーシャルワイヤー,情報・通信業,グロース,3929.T
3930,はてな,情報・通信業,グロース,3930.T
3931,バリューゴルフ,情報・通信業,グロース,3931.T
3932,アカツキ,情報・通信業,プライム,3932.T
3933,チエル,情報・通信業,スタンダード,3933.T
3934,ベネフィットジャパン,情報・通信業,スタンダード,3934.T
3935,エディア,情報・通信業,スタンダード,3935.T
3936,グローバルウェイ,情報・通信業,グロース,3936.T
3937,Ｕｂｉｃｏｍホールディングス,情報・通信業,スタンダード,3937.T
3939,カナミックネットワーク,情報・通信業,プライム,3939.T
3940,ノムラシステムコーポレーション,情報・通信業,スタンダード,3940.T
3941,レンゴー,パルプ・紙,プライム,3941.T
3943,大石産業,パルプ・紙,スタンダード,3943.T
3944,古林紙工,パルプ・紙,スタンダード,3944.T
3945,スーパーバッグ,パルプ・紙,スタンダード,3945.T
3946,トーモク,パルプ・紙,プライム,3946.T
3947,ダイナパック,パルプ・紙,スタンダード,3947.T
3948,光ビジネスフォーム,パルプ・紙,スタンダード,3948.T
3950,ザ・パック,パルプ・紙,プライム,3950.T
3951,朝日印刷,パルプ・紙,スタンダード,3951.T
3953,大村紙業,パルプ・紙,スタンダード,3953.T
3954,昭和パックス,パルプ・紙,スタンダード,3954.T
3955,イムラ,パルプ・紙,スタンダード,3955.T
3958,笹徳印刷,パルプ・紙,スタンダード,3958.T
3962,チェンジホールディングス,情報・通信業,プライム,3962.T
3963,シンクロ・フード,情報・通信業,プライム,3963.T
3964,オークネット,情報・通信業,プライム,3964.T
3965,キャピタル・アセット・プランニング,情報・通信業,スタンダード,3965.T
3967,エルテス,情報・通信業,グロース,3967.T
3968,セグエグループ,情報・通信業,プライム,3968.T
3969,エイトレッド,情報・通信業,スタンダード,3969.T
3970,イノベーション,情報・通信業,グロース,3970.T
3974,ＳＣＡＴ,情報・通信業,スタンダード,3974.T
3976,シャノン,情報・通信業,グロース,3976.T
3979,うるる,情報・通信業,グロース,3979.T
3981,ビーグリー,情報・通信業,スタンダード,3981.T
3983,オロ,情報・通信業,プライム,3983.T
3984,ユーザーローカル,情報・通信業,プライム,3984.T
3985,テモナ,情報・通信業,スタンダード,3985.T
3986,ビーブレイクシステムズ,情報・通信業,スタンダード,3986.T
3987,エコモット,情報・通信業,グロース,3987.T
3988,ＳＹＳホールディングス,情報・通信業,スタンダード,3988.T
3989,シェアリングテクノロジー,情報・通信業,グロース,3989.T
3991,ウォンテッドリー,情報・通信業,グロース,3991.T
3992,ニーズウェル,情報・通信業,プライム,3992.T
3993,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,情報・通信業,プライム,3993.T
3994,マネーフォワード,情報・通信業,プライム,3994.T
3996,サインポスト,情報・通信業,スタンダード,3996.T
3997,トレードワークス,情報・通信業,スタンダード,3997.T
3998,すららネット,情報・通信業,グロース,3998.T
4004,レゾナック・ホールディングス,化学,プライム,4004.T
4005,住友化学,化学,プライム,4005.T
4008,住友精化,化学,プライム,4008.T
4011,ヘッドウォータース,情報・通信業,グロース,4011.T
4012,アクシス,情報・通信業,スタンダード,4012.T
4013,勤次郎,情報・通信業,グロース,4013.T
4014,カラダノート,情報・通信業,グロース,4014.T
4015,ペイクラウドホールディングス,情報・通信業,グロース,4015.T
4016,ＭＩＴホールディングス,情報・通信業,スタンダード,4016.T
4017,クリーマ,情報・通信業,グロース,4017.T
4019,スタメン,情報・通信業,グロース,4019.T
4020,ビートレンド,情報・通信業,グロース,4020.T
4021,日産化学,化学,プライム,4021.T
4022,ラサ工業,化学,プライム,4022.T
4023,クレハ,化学,プライム,4023.T
4025,多木化学,化学,プライム,4025.T
4026,神島化学工業,ガラス・土石製品,スタンダード,4026.T
4027,テイカ,化学,プライム,4027.T
4028,石原産業,化学,プライム,4028.T
402A,アクセルスペースホールディングス,輸送用機器,グロース,402A.T
4031,片倉コープアグリ,化学,スタンダード,4031.T
4040,南海化学,化学,スタンダード,4040.T
4041,日本曹達,化学,プライム,4041.T
4042,東ソー,化学,プライム,4042.T
4043,トクヤマ,化学,プライム,4043.T
4044,セントラル硝子,化学,プライム,4044.T
4045,東亞合成,化学,プライム,4045.T
4046,大阪ソーダ,化学,プライム,4046.T
4047,関東電化工業,化学,プライム,4047.T
4051,ＧＭＯフィナンシャルゲート,情報・通信業,プライム,4051.T
4052,フィーチャ,情報・通信業,グロース,4052.T
4053,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,情報・通信業,プライム,4053.T
4054,日本情報クリエイト,情報・通信業,グロース,4054.T
4055,ティアンドエスグループ,情報・通信業,グロース,4055.T
4056,ニューラルグループ,情報・通信業,グロース,4056.T
4057,インターファクトリー,情報・通信業,グロース,4057.T
4058,トヨクモ,情報・通信業,グロース,4058.T
4059,まぐまぐ,情報・通信業,スタンダード,4059.T
4060,ｒａｋｕｍｏ,情報・通信業,グロース,4060.T
4061,デンカ,化学,プライム,4061.T
4062,イビデン,電気機器,プライム,4062.T
4063,信越化学工業,化学,プライム,4063.T
4064,日本カーバイド工業,化学,プライム,4064.T
4068,ベイシス,情報・通信業,グロース,4068.T
4069,ＢｌｕｅＭｅｍｅ,情報・通信業,グロース,4069.T
4071,プラスアルファ・コンサルティング,情報・通信業,プライム,4071.T
4072,電算システムホールディングス,情報・通信業,プライム,4072.T
4073,ジィ・シィ企画,情報・通信業,グロース,4073.T
4074,ラキール,情報・通信業,グロース,4074.T
4075,ブレインズテクノロジー,情報・通信業,グロース,4075.T
4076,シイエヌエス,情報・通信業,グロース,4076.T
4078,堺化学工業,化学,プライム,4078.T
407A,ＵＮＩＣＯＮホールディングス,建設業,スタンダード,407A.T
4082,第一稀元素化学工業,化学,プライム,4082.T
4088,エア・ウォーター,化学,プライム,4088.T
4091,日本酸素ホールディングス,化学,プライム,4091.T
4092,日本化学工業,化学,プライム,4092.T
4093,東邦アセチレン,化学,スタンダード,4093.T
4094,日本化学産業,化学,スタンダード,4094.T
4095,日本パーカライジング,化学,プライム,4095.T
4097,高圧ガス工業,化学,プライム,4097.T
4098,チタン工業,化学,スタンダード,4098.T
4099,四国化成ホールディングス,化学,プライム,4099.T
409A,オリオンビール,食料品,プライム,409A.T
4100,戸田工業,化学,スタンダード,4100.T
4102,丸尾カルシウム,化学,スタンダード,4102.T
4107,伊勢化学工業,化学,スタンダード,4107.T
4109,ステラ　ケミファ,化学,プライム,4109.T
410A,ＧＭＯコマース,サービス業,グロース,410A.T
4112,保土谷化学工業,化学,プライム,4112.T
4113,田岡化学工業,化学,スタンダード,4113.T
4114,日本触媒,化学,プライム,4114.T
4116,大日精化工業,化学,プライム,4116.T
4118,カネカ,化学,プライム,4118.T
4119,日本ピグメントホールディングス,化学,スタンダード,4119.T
4120,スガイ化学工業,化学,スタンダード,4120.T
4124,大阪油化工業,化学,スタンダード,4124.T
4125,三和油化工業,化学,スタンダード,4125.T
414A,オーバーラップホールディングス,情報・通信業,グロース,414A.T
4151,協和キリン,医薬品,プライム,4151.T
415A,ＧＭＯ　ＴＥＣＨホールディングス,サービス業,グロース,415A.T
4165,プレイド,情報・通信業,グロース,4165.T
4166,かっこ,情報・通信業,グロース,4166.T
4167,ココペリ,情報・通信業,グロース,4167.T
4168,ヤプリ,情報・通信業,グロース,4168.T
4169,ＥＮＥＣＨＡＮＧＥ,情報・通信業,グロース,4169.T
416A,富士ユナイトホールディングス,卸売業,スタンダード,416A.T
4170,Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ,情報・通信業,グロース,4170.T
4171,グローバルインフォメーション,情報・通信業,スタンダード,4171.T
4172,Ｈｉクラテス,情報・通信業,スタンダード,4172.T
4174,アピリッツ,情報・通信業,スタンダード,4174.T
4175,ｃｏｌｙ,情報・通信業,グロース,4175.T
4176,ココナラ,情報・通信業,グロース,4176.T
4177,ｉ‐ｐｌｕｇ,情報・通信業,グロース,4177.T
4178,Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔｉｏｎｓ,情報・通信業,グロース,4178.T
4179,ジーネクスト,情報・通信業,グロース,4179.T
417A,ブルーゾーンホールディングス,小売業,プライム,417A.T
4180,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,情報・通信業,プライム,4180.T
4182,三菱瓦斯化学,化学,プライム,4182.T
4183,三井化学,化学,プライム,4183.T
4186,東京応化工業,化学,プライム,4186.T
4187,大阪有機化学工業,化学,プライム,4187.T
4188,三菱ケミカルグループ,化学,プライム,4188.T
4189,ＫＨネオケム,化学,プライム,4189.T
4192,スパイダープラス,情報・通信業,グロース,4192.T
4193,ファブリカホールディングス,情報・通信業,スタンダード,4193.T
4194,ビジョナル,情報・通信業,プライム,4194.T
4196,ネオマーケティング,情報・通信業,スタンダード,4196.T
4197,アスマーク,情報・通信業,スタンダード,4197.T
4198,テンダ,情報・通信業,スタンダード,4198.T
4199,ワンダープラネット,情報・通信業,グロース,4199.T
4202,ダイセル,化学,プライム,4202.T
4203,住友ベークライト,化学,プライム,4203.T
4204,積水化学工業,化学,プライム,4204.T
4205,日本ゼオン,化学,プライム,4205.T
4206,アイカ工業,化学,プライム,4206.T
4208,ＵＢＥ,化学,プライム,4208.T
4212,積水樹脂,化学,プライム,4212.T
4216,旭有機材,化学,プライム,4216.T
4218,ニチバン,化学,プライム,4218.T
421A,ムービン・ストラテジック・キャリア,サービス業,グロース,421A.T
4220,リケンテクノス,化学,プライム,4220.T
4221,大倉工業,化学,プライム,4221.T
4222,児玉化学工業,化学,スタンダード,4222.T
4224,ロンシール工業,化学,スタンダード,4224.T
4228,積水化成品工業,化学,プライム,4228.T
4229,群栄化学工業,化学,プライム,4229.T
4231,タイガースポリマー,化学,スタンダード,4231.T
4234,サンエー化研,化学,スタンダード,4234.T
4235,ウルトラファブリックス・ホールディングス,化学,スタンダード,4235.T
4237,フジプレアム,化学,スタンダード,4237.T
4238,ミライアル,化学,スタンダード,4238.T
423A,ライオン事務器,卸売業,スタンダード,423A.T
4240,クラスターテクノロジー,化学,スタンダード,4240.T
4241,アテクト,化学,スタンダード,4241.T
4242,タカギセイコー,化学,スタンダード,4242.T
4243,ニックス,化学,スタンダード,4243.T
4245,ダイキアクシス,化学,スタンダード,4245.T
4246,ダイキョーニシカワ,化学,プライム,4246.T
4247,ポバール興業,化学,スタンダード,4247.T
4248,竹本容器,化学,スタンダード,4248.T
4249,森六,化学,プライム,4249.T
4251,恵和,化学,プライム,4251.T
4255,ＴＨＥＣＯＯ,情報・通信業,グロース,4255.T
4256,サインド,情報・通信業,グロース,4256.T
4258,網屋,情報・通信業,グロース,4258.T
4259,エクサウィザーズ,情報・通信業,グロース,4259.T
4260,ハイブリッドテクノロジーズ,情報・通信業,グロース,4260.T
4261,アジアクエスト,情報・通信業,グロース,4261.T
4262,ニフティライフスタイル,情報・通信業,グロース,4262.T
4263,サスメド,情報・通信業,グロース,4263.T
4264,セキュア,情報・通信業,グロース,4264.T
4265,Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌｏｂａｌ　Ｓｏｃｉｅｔｙ,情報・通信業,グロース,4265.T
4270,ＢｅｅＸ,情報・通信業,グロース,4270.T
4272,日本化薬,化学,プライム,4272.T
4274,細谷火工,化学,スタンダード,4274.T
4275,カーリット,化学,プライム,4275.T
4284,ソルクシーズ,情報・通信業,スタンダード,4284.T
4286,ＣＬホールディングス,サービス業,スタンダード,4286.T
4287,ジャストプランニング,情報・通信業,スタンダード,4287.T
4288,アズジェント,情報・通信業,スタンダード,4288.T
428A,サイプレス・ホールディングス,小売業,スタンダード,428A.T
4290,プレステージ・インターナショナル,サービス業,プライム,4290.T
4293,セプテーニ・ホールディングス,サービス業,スタンダード,4293.T
4299,ハイマックス,情報・通信業,スタンダード,4299.T
429A,テクセンドフォトマスク,その他製品,プライム,429A.T
4301,アミューズ,サービス業,プライム,4301.T
4307,野村総合研究所,情報・通信業,プライム,4307.T
4308,Ｊストリーム,情報・通信業,グロース,4308.T
4310,ドリームインキュベータ,サービス業,プライム,4310.T
4316,ビーマップ,情報・通信業,グロース,4316.T
4317,レイ,サービス業,スタンダード,4317.T
4318,クイック,サービス業,プライム,4318.T
431A,ユーソナー,情報・通信業,グロース,431A.T
4320,ＣＥホールディングス,情報・通信業,スタンダード,4320.T
4323,日本システム技術,情報・通信業,プライム,4323.T
4324,電通グループ,サービス業,プライム,4324.T
4326,インテージホールディングス,情報・通信業,プライム,4326.T
4331,テイクアンドギヴ・ニーズ,サービス業,プライム,4331.T
4334,ユークス,情報・通信業,スタンダード,4334.T
4335,ＩＰＳホールディングス,情報・通信業,スタンダード,4335.T
4337,ぴあ,サービス業,プライム,4337.T
4341,西菱電機,サービス業,スタンダード,4341.T
4343,イオンファンタジー,サービス業,プライム,4343.T
4344,ソースネクスト,情報・通信業,プライム,4344.T
4345,シーティーエス,サービス業,プライム,4345.T
4346,ＮＥＸＹＺ．Ｇｒｏｕｐ,その他金融業,スタンダード,4346.T
4347,ブロードメディア,サービス業,スタンダード,4347.T
4350,メディカルシステムネットワーク,小売業,スタンダード,4350.T
4351,山田再生系債権回収総合事務所,その他金融業,スタンダード,4351.T
4356,応用技術,情報・通信業,スタンダード,4356.T
4360,マナック・ケミカル・パートナーズ,化学,スタンダード,4360.T
4361,川口化学工業,化学,スタンダード,4361.T
4362,日本精化,化学,プライム,4362.T
4365,松本油脂製薬,化学,スタンダード,4365.T
4366,ダイトーケミックス,化学,スタンダード,4366.T
4367,広栄化学,化学,スタンダード,4367.T
4368,扶桑化学工業,化学,プライム,4368.T
4369,トリケミカル研究所,化学,プライム,4369.T
436A,サイバーソリューションズ,情報・通信業,グロース,436A.T
4370,モビルス,情報・通信業,グロース,4370.T
4371,コアコンセプト・テクノロジー,情報・通信業,グロース,4371.T
4372,ユミルリンク,情報・通信業,グロース,4372.T
4373,シンプレクス・ホールディングス,情報・通信業,プライム,4373.T
4374,ＲＯＢＯＴ　ＰＡＹＭＥＮＴ,情報・通信業,グロース,4374.T
4375,セーフィー,情報・通信業,グロース,4375.T
4376,くふうカンパニーホールディングス,情報・通信業,グロース,4376.T
4377,ワンキャリア,情報・通信業,グロース,4377.T
4378,ＣＩＮＣ,情報・通信業,グロース,4378.T
4379,Ｐｈｏｔｏｓｙｎｔｈ,情報・通信業,グロース,4379.T
4380,Ｍマート,情報・通信業,グロース,4380.T
4381,ビープラッツ,情報・通信業,グロース,4381.T
4382,ＨＥＲＯＺ,情報・通信業,スタンダード,4382.T
4385,メルカリ,情報・通信業,プライム,4385.T
4386,ＳＩＧグループ,情報・通信業,スタンダード,4386.T
4387,ＺＵＵ,情報・通信業,グロース,4387.T
4388,エーアイ,情報・通信業,スタンダード,4388.T
4389,プロパティデータバンク,情報・通信業,グロース,4389.T
438A,インフキュリオン,情報・通信業,グロース,438A.T
4390,ＩＰＳ,情報・通信業,プライム,4390.T
4391,ロジザード,情報・通信業,グロース,4391.T
4392,ＦＩＧ,情報・通信業,プライム,4392.T
4393,バンク・オブ・イノベーション,情報・通信業,グロース,4393.T
4394,エクスモーション,情報・通信業,グロース,4394.T
4395,アクリート,情報・通信業,グロース,4395.T
4396,システムサポートホールディングス,情報・通信業,プライム,4396.T
4397,チームスピリット,情報・通信業,グロース,4397.T
4398,ブロードバンドセキュリティ,情報・通信業,スタンダード,4398.T
4401,ＡＤＥＫＡ,化学,プライム,4401.T
4403,日油,化学,プライム,4403.T
4404,ミヨシ油脂,食料品,スタンダード,4404.T
4406,新日本理化,化学,スタンダード,4406.T
4409,東邦化学工業,化学,スタンダード,4409.T
4410,ハリマ化成グループ,化学,プライム,4410.T
4412,サイエンスアーツ,情報・通信業,グロース,4412.T
4413,ボードルア,情報・通信業,プライム,4413.T
4414,フレクト,情報・通信業,グロース,4414.T
4415,ブロードエンタープライズ,情報・通信業,グロース,4415.T
4416,Ｔｒｕｅ　Ｄａｔａ,情報・通信業,グロース,4416.T
4417,グローバルセキュリティエキスパート,情報・通信業,グロース,4417.T
4418,ＪＤＳＣ,情報・通信業,グロース,4418.T
4419,Ｆｉｎａｔｅｘｔホールディングス,情報・通信業,グロース,4419.T
441A,ＮＥ,情報・通信業,グロース,441A.T
4420,イーソル,情報・通信業,スタンダード,4420.T
4421,ディ・アイ・システム,情報・通信業,スタンダード,4421.T
4422,ＶＡＬＵＥＮＥＸ,情報・通信業,グロース,4422.T
4424,Ａｍａｚｉａ,情報・通信業,グロース,4424.T
4425,Ｋｕｄａｎ,情報・通信業,グロース,4425.T
4427,ＥｄｕＬａｂ,情報・通信業,グロース,4427.T
4428,シノプス,情報・通信業,グロース,4428.T
4429,リックソフト,情報・通信業,グロース,4429.T
442A,クラシコ,繊維製品,グロース,442A.T
4430,東海ソフト,情報・通信業,スタンダード,4430.T
4431,スマレジ,情報・通信業,グロース,4431.T
4432,ウイングアーク１ｓｔ,情報・通信業,プライム,4432.T
4433,ヒト・コミュニケーションズ・ホールディングス,サービス業,プライム,4433.T
4434,サーバーワークス,情報・通信業,スタンダード,4434.T
4436,ミンカブ・ジ・インフォノイド,情報・通信業,グロース,4436.T
4437,ｇｏｏｄｄａｙｓホールディングス,情報・通信業,グロース,4437.T
4438,Ｗｅｌｂｙ,情報・通信業,グロース,4438.T
4439,東名,情報・通信業,スタンダード,4439.T
4440,ヴィッツ,情報・通信業,スタンダード,4440.T
4441,トビラシステムズ,情報・通信業,スタンダード,4441.T
4442,バルテス・ホールディングス,情報・通信業,グロース,4442.T
4443,Ｓａｎｓａｎ,情報・通信業,プライム,4443.T
4444,インフォネット,情報・通信業,グロース,4444.T
4445,リビン・テクノロジーズ,情報・通信業,グロース,4445.T
4446,Ｌｉｎｋ－Ｕグループ,情報・通信業,プライム,4446.T
4447,ピー・ビーシステムズ,情報・通信業,グロース,4447.T
4448,ｋｕｂｅｌｌ,情報・通信業,グロース,4448.T
4449,ギフティ,情報・通信業,プライム,4449.T
4450,パワーソリューションズ,情報・通信業,グロース,4450.T
4452,花王,化学,プライム,4452.T
4461,第一工業製薬,化学,プライム,4461.T
4462,石原ケミカル,化学,プライム,4462.T
4463,日華化学,化学,スタンダード,4463.T
4464,ソフト９９コーポレーション,化学,スタンダード,4464.T
4465,ニイタカ,化学,スタンダード,4465.T
446A,ノースサンド,サービス業,グロース,446A.T
4471,三洋化成工業,化学,プライム,4471.T
4475,ＨＥＮＮＧＥ,情報・通信業,グロース,4475.T
4476,ＡＩ　ＣＲＯＳＳ,情報・通信業,グロース,4476.T
4477,ＢＡＳＥ,情報・通信業,グロース,4477.T
4478,フリー,情報・通信業,グロース,4478.T
4479,マクアケ,情報・通信業,グロース,4479.T
4480,メドレー,情報・通信業,プライム,4480.T
4481,ベース,情報・通信業,プライム,4481.T
4482,ウィルズ,情報・通信業,グロース,4482.T
4483,ＪＭＤＣ,情報・通信業,プライム,4483.T
4484,ランサーズ,情報・通信業,グロース,4484.T
4486,ユナイトアンドグロウ,情報・通信業,グロース,4486.T
4487,スペースマーケット,情報・通信業,グロース,4487.T
4488,ＡＩ　ｉｎｓｉｄｅ,情報・通信業,グロース,4488.T
4490,ビザスク,情報・通信業,グロース,4490.T
